chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input_file,parameters.input_file.values,parameters.input_file|__identifier__,parameters.out_prefix,parameters.outputFormat,parameters.sortOrder,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-14 16:44:17.605342,rodeo_normal,1426351785.0,0,1.0,main_w2_handler1,2237401,8948686,False,,11347122,bam,3167350.roundup,slurm,,132112168.0,corral-repl,,"""4608a588ca6911e4ad10005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18857892,,,"""Fix Mate""","""True""","""coordinate""",32.0,,21199985.0,1426351765.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/rgPicFixMate/1.56.0,1.56.0,,2015-03-14 16:49:49.595536,58185.0,20.0
,,2015-03-15 16:34:06.505216,rodeo_normal,1426437569.0,0,1.0,main_w1_handler0,2237865,8951891,False,,11346222,bam,3173084.roundup,slurm,,132112168.0,corral-repl,,"""14c3eb7ccb3111e4b3da005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18862598,,,"""Fix Mate""","""True""","""coordinate""",32.0,,21199985.0,1426437559.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/rgPicFixMate/1.56.0,1.56.0,,2015-03-15 16:39:30.501685,58185.0,10.0
,,2015-03-15 16:55:38.142762,rodeo_normal,1426438816.0,0,1.0,main_w1_handler1,2237880,8952180,False,,11346222,bam,3173219.roundup,slurm,,132112168.0,corral-repl,,"""0ed23afecb3411e4ad10005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18863042,,,"""Fix Mate""","""True""","""coordinate""",32.0,,21199985.0,1426438806.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/rgPicFixMate/1.56.0,1.56.0,,2015-03-15 17:00:18.675823,58185.0,10.0
,,2015-03-15 16:56:38.348168,rodeo_normal,1426438845.0,0,1.0,main_w1_handler1,2237881,8952205,False,,11338055,bam,3173231.roundup,slurm,,132112168.0,corral-repl,,"""35c10cb2cb3411e4ad10005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18863081,,,"""Fix Mate""","""True""","""coordinate""",32.0,,21199985.0,1426438835.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/rgPicFixMate/1.56.0,1.56.0,,2015-03-15 17:00:46.871573,58185.0,10.0
,,2015-03-15 16:57:31.275462,rodeo_normal,1426439689.0,0,1.0,main_w1_handler0,2237882,8952229,False,,41849209,bam,3173334.roundup,slurm,,132112168.0,corral-repl,,"""55b3ba38cb3411e4ad10005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18863119,,,"""Fix Mate""","""True""","""coordinate""",32.0,,21199985.0,1426439670.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/rgPicFixMate/1.56.0,1.56.0,,2015-03-15 17:14:52.397725,58185.0,19.0
,,2015-03-16 09:12:18.903278,rodeo_normal,1426498755.0,0,1.0,main_w1_handler0,2175431,8955582,False,,16061715643,sam,3179417.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18855711,,,"""Fix Mate""","""True""","""coordinate""",32.0,,20547674.0,1426497148.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/rgPicFixMate/1.56.0,1.56.0,,2015-03-16 09:39:20.282940,30030.0,1607.0
,,2015-03-16 13:01:05.992667,rodeo_normal,1426511811.0,0,1.0,main_w1_handler1,2238462,8957071,False,,64635556,bam,3182229.roundup,slurm,,132112168.0,corral-repl,,"""7c3dca88cbdc11e4862d005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18869392,,,"""Fix Mate""","""True""","""coordinate""",32.0,,21829099.0,1426511738.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/rgPicFixMate/1.56.0,1.56.0,,2015-03-16 13:16:52.962968,58185.0,73.0
,,2015-03-16 13:25:50.080293,rodeo_normal,1426513318.0,0,1.0,main_w2_handler0,2238494,8957194,False,,73038617,bam,3182737.roundup,slurm,,132112168.0,corral-repl,,"""ee116be4cbdf11e4a12b005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18869616,,,"""Fix Mate""","""True""","""coordinate""",32.0,,21829099.0,1426513281.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/rgPicFixMate/1.56.0,1.56.0,,2015-03-16 13:42:01.888332,58185.0,37.0
,,2015-03-16 13:29:28.657531,rodeo_normal,1426513369.0,0,1.0,main_w2_handler1,2238499,8957256,False,,30139590,bam,3182781.roundup,slurm,,132112168.0,corral-repl,,"""714a92bacbe011e4a12b005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18869699,,,"""Fix Mate""","""True""","""coordinate""",32.0,,21829099.0,1426513355.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/rgPicFixMate/1.56.0,1.56.0,,2015-03-16 13:42:53.965825,58185.0,14.0
,,2015-03-16 13:14:05.401972,rodeo_normal,1426513498.0,0,1.0,main_w2_handler0,2238482,8957132,False,,228808246,bam,3182793.roundup,slurm,,132112168.0,corral-repl,,"""4d5b5d96cbde11e4b3da005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18869529,,,"""Fix Mate""","""True""","""coordinate""",32.0,,21829099.0,1426513386.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/rgPicFixMate/1.56.0,1.56.0,,2015-03-16 13:45:03.762149,58185.0,112.0
