create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.maxrepeat,parameters.minrepeat,parameters.mismatch,parameters.out_format1,parameters.threshold,parameters.uniform,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-06-26 17:26:49.734334,slurm_normal,1498504014.0,0.0,,1.0,main_w4_handler0,3172005,16190596,False,,16414299,fasta,10267199.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30162464}]","""50""","""5""","""no""","""table""","""20""","""no""",32.0,,36948346,1498504009.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: etandem33/5.0.0,5.0.0,,2017-06-26 19:07:09.124383,,5.0
2017-08-03 12:19:12.155155,slurm_normal,1501762768.0,0.0,,1.0,main_w3_handler0,3208006,16497260,False,,1919741,fasta,10566855.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30746405}]","""10""","""10""","""no""","""table""","""20""","""no""",32.0,,39620771,1501762762.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: etandem33/5.0.0,5.0.0,,2017-08-03 12:19:32.056064,,6.0
2017-08-28 09:09:23.596737,slurm_normal,1503911387.0,0.0,,1.0,main_w4_handler0,3215803,16671886,False,,260967474,fasta,10744199.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 31012937}]","""500""","""280""","""no""","""table""","""20""","""no""",32.0,,39801206,1503911375.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: etandem33/5.0.0,5.0.0,,2017-08-28 09:09:50.306277,84878.0,12.0
2017-09-07 17:52:47.756689,slurm_normal,1504806781.0,0.0,,1.0,main_w4_handler0,3244643,16765294,False,,83188091,fasta,10832397.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31128721}]","""100""","""6""","""yes""","""table""","""20""","""yes""",32.0,,40312363,1504806777.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: etandem33/5.0.0,5.0.0,,2017-09-07 17:53:08.011979,111043.0,4.0
2017-09-07 17:48:01.263968,slurm_normal,1504806501.0,0.0,,1.0,main_w3_handler1,3244643,16765260,False,,68631614,fasta,10832362.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31129881}]","""20""","""6""","""no""","""table""","""20""","""no""",32.0,,40312363,1504806497.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: etandem33/5.0.0,5.0.0,,2017-09-07 17:48:30.838668,111043.0,4.0
2017-09-07 17:46:53.133692,slurm_normal,1504806430.0,0.0,,1.0,main_w4_handler0,3244643,16765239,False,,68631614,fasta,10832350.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31129881}]","""10""","""10""","""yes""","""table""","""20""","""no""",32.0,,40312363,1504806427.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: etandem33/5.0.0,5.0.0,,2017-09-07 17:47:14.484115,111043.0,3.0
2017-09-07 19:49:20.016078,slurm_normal,1504813949.0,0.0,,1.0,main_w3_handler1,3244643,16766336,False,,55877988,fasta,10833478.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31130004}]","""10""","""2""","""no""","""table""","""20""","""no""",32.0,,40312363,1504813945.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: etandem33/5.0.0,5.0.0,,2017-09-07 19:57:20.629083,111043.0,4.0
2017-09-07 19:48:08.461719,slurm_normal,1504813707.0,0.0,,1.0,main_w3_handler1,3244643,16766309,False,,50523353,fasta,10833419.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31129884}]","""10""","""10""","""no""","""table""","""20""","""no""",32.0,,40312363,1504813703.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: etandem33/5.0.0,5.0.0,,2017-09-07 19:48:30.624026,111043.0,4.0
2017-09-07 19:57:01.149252,slurm_normal,1504816620.0,0.0,,1.0,main_w3_handler0,3244643,16766423,False,,83188091,fasta,10833760.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31128721}]","""10""","""2""","""no""","""table""","""20""","""no""",32.0,,40312363,1504816616.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: etandem33/5.0.0,5.0.0,,2017-09-07 20:44:03.673170,111043.0,4.0
2017-09-07 19:56:27.013590,slurm_normal,1504815715.0,0.0,,1.0,main_w3_handler1,3244643,16766421,False,,55877988,fasta,10833610.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31151437}]","""10""","""2""","""no""","""table""","""20""","""no""",32.0,,40312363,1504815711.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: etandem33/5.0.0,5.0.0,,2017-09-07 20:33:37.054334,111043.0,4.0
2017-09-07 21:18:31.290646,slurm_normal,1504819141.0,0.0,,1.0,main_w4_handler1,3244643,16766983,False,,50523353,fasta,10834094.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31151427}]","""10""","""2""","""no""","""table""","""20""","""no""",32.0,,40312363,1504819137.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: etandem33/5.0.0,5.0.0,,2017-09-07 21:19:09.844593,111043.0,4.0
2017-09-07 21:18:56.025729,slurm_normal,1504819263.0,0.0,,1.0,main_w3_handler0,3244643,16766986,False,,66756086,fasta,10834127.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31151431}]","""10""","""2""","""no""","""table""","""20""","""no""",32.0,,40312363,1504819257.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: etandem33/5.0.0,5.0.0,,2017-09-07 21:21:41.334586,111043.0,6.0
2017-09-07 21:38:37.415203,slurm_normal,1504820343.0,0.0,,1.0,main_w4_handler1,3244643,16767091,False,,50523353,fasta,10834302.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31151427}]","""600""","""2""","""yes""","""table""","""20""","""yes""",32.0,,40312363,1504820332.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: etandem33/5.0.0,5.0.0,,2017-09-07 21:39:05.860831,111043.0,11.0
2017-09-07 21:35:23.139561,slurm_normal,1504820147.0,0.0,,1.0,main_w4_handler0,3244643,16767056,False,,50523353,fasta,10834270.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31151427}]","""600""","""2""","""no""","""table""","""20""","""yes""",32.0,,40312363,1504820136.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: etandem33/5.0.0,5.0.0,,2017-09-07 21:35:51.732038,111043.0,11.0
2017-09-07 21:35:04.485526,slurm_normal,1504820144.0,0.0,,1.0,main_w3_handler0,3244643,16767053,False,,50523353,fasta,10834269.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31151427}]","""600""","""2""","""no""","""table""","""20""","""no""",32.0,,40312363,1504820133.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: etandem33/5.0.0,5.0.0,,2017-09-07 21:35:51.438450,111043.0,11.0
2017-09-07 21:44:16.842905,slurm_normal,1504820816.0,0.0,,1.0,main_w3_handler0,3244643,16767185,False,,68631614,fasta,10834347.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31151412}]","""600""","""2""","""no""","""table""","""20""","""yes""",32.0,,40312363,1504820799.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: etandem33/5.0.0,5.0.0,,2017-09-07 21:48:30.624921,111043.0,17.0
2017-09-07 21:38:22.583670,slurm_normal,1504820346.0,0.0,,1.0,main_w4_handler0,3244643,16767088,False,,50523353,fasta,10834301.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31151427}]","""600""","""2""","""yes""","""table""","""20""","""no""",32.0,,40312363,1504820318.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: etandem33/5.0.0,5.0.0,,2017-09-07 21:39:11.776957,111043.0,28.0
2017-09-07 21:40:21.062350,slurm_normal,1504820454.0,0.0,,1.0,main_w4_handler1,3244643,16767164,False,,68631614,fasta,10834315.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31151412}]","""600""","""2""","""no""","""table""","""20""","""no""",32.0,,40312363,1504820433.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: etandem33/5.0.0,5.0.0,,2017-09-07 21:40:56.097824,111043.0,21.0
2017-09-07 22:33:17.105668,slurm_normal,1504823615.0,0.0,,1.0,main_w3_handler0,3244643,16767717,False,,50523353,fasta,10834960.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31151427}]","""600""","""2""","""no""","""table""","""20""","""no""",32.0,,40312363,1504823605.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: etandem33/5.0.0,5.0.0,,2017-09-07 22:33:39.483180,111043.0,10.0
2017-09-07 22:35:03.310216,slurm_normal,1504823720.0,0.0,,1.0,main_w3_handler1,3244643,16767720,False,,66756086,fasta,10834965.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31151431}]","""600""","""2""","""no""","""table""","""20""","""yes""",32.0,,40312363,1504823712.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: etandem33/5.0.0,5.0.0,,2017-09-07 22:35:24.685305,111043.0,8.0
2017-09-07 22:28:59.506037,slurm_normal,1504823369.0,0.0,,1.0,main_w3_handler0,3244643,16767696,False,,50523353,fasta,10834927.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31151427}]","""600""","""2""","""no""","""table""","""20""","""yes""",32.0,,40312363,1504823359.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: etandem33/5.0.0,5.0.0,,2017-09-07 22:29:35.785118,111043.0,10.0
