count,count_filetype,create_time,destination_id,dist,dist_filetype,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,name,name_filetype,object_store_id,param_filename,parameters.chromInfo,parameters.count.values,parameters.cutoff,parameters.dbkey,parameters.hard,parameters.matrix.__current_case__,parameters.matrix.dist.values,parameters.matrix.format,parameters.matrix.name.values,parameters.method,parameters.precision,parameters.sim,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
3357.0,mothur.count_table,2017-10-06 11:51:39.756060,slurm_normal,69621,mothur.pair.dist,1507290720.0,0,,1.0,main_w3_handler0,3277547,17038844,False,,11095993.roundup,slurm,,132112168.0,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31582527}]","""0.0""","""?""","""true""",,,,,"""average""","""100""","""false""",32.0,,39823809,1507290716.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster/mothur_cluster/1.36.1.0,1.36.1.0,,2017-10-06 11:52:06.437409,29532.0,4.0
3357.0,mothur.count_table,2017-12-17 16:43:17.628042,slurm_normal,69621,mothur.pair.dist,1513529012.0,0,,1.0,main_w4_handler1,3368213,17830772,False,,11904233,slurm,,132112168.0,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32972799}]","""0.0""","""?""","""true""",,,,,"""average""","""100""","""false""",32.0,,42702488,1513529007.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster/mothur_cluster/1.36.1.0,1.36.1.0,,2017-12-17 16:43:34.055086,97420.0,5.0
3357.0,mothur.count_table,2017-10-06 20:27:39.078221,slurm_normal,69621,mothur.pair.dist,1507321668.0,0,,1.0,main_w4_handler1,3278085,17043413,False,,11100717.roundup,slurm,,132112168.0,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31589825}]","""0.0""","""?""","""true""",,,,,"""average""","""100""","""false""",32.0,,41097146,1507321663.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster/mothur_cluster/1.36.1.0,1.36.1.0,,2017-10-06 20:27:52.167554,112430.0,5.0
3357.0,mothur.count_table,2017-12-18 20:17:43.288701,reserved_normal,69621,mothur.pair.dist,1513628280.0,0,,1.0,main_w4_handler1,3280912,17841404,False,,11915660.roundup,slurm,,132112168.0,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32992832}]","""0.0""","""?""","""true""",,,,,"""average""","""100""","""false""",32.0,,42691248,1513628275.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster/mothur_cluster/1.36.1.0,1.36.1.0,,2017-12-18 20:18:03.225337,5254.0,5.0
3357.0,mothur.count_table,2017-10-06 12:47:58.977373,slurm_normal,33609,mothur.pair.dist,1507294103.0,0,,1.0,main_w3_handler0,3277547,17039262,False,,11096440.roundup,slurm,,132112168.0,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31582527}]","""0.0""","""?""","""true""",,,,,"""average""","""100""","""false""",32.0,,39823809,1507294099.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster/mothur_cluster/1.36.1.0,1.36.1.0,,2017-10-06 12:48:41.020563,29532.0,4.0
475465.0,mothur.count_table,2017-10-18 08:38:08.520405,slurm_normal,1912422283,mothur.pair.dist,1508316808.0,0,,1.0,main_w3_handler1,3269217,17127820,False,,11184907,slurm,,132112168.0,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31732304}]","""0.0""","""?""","""true""",,,,,"""average""","""100""","""false""",32.0,,40906309,1508316384.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster/mothur_cluster/1.36.1.0,1.36.1.0,,2017-10-18 08:53:32.881308,20086.0,424.0
6165.0,mothur.count_table,2017-10-24 14:34:54.265212,slurm_normal,286133,mothur.pair.dist,1508855707.0,0,,1.0,main_w4_handler0,3276720,17197680,False,,11257176,slurm,,132112168.0,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31852272}]","""0.0""","""?""","""true""",,,,,"""average""","""100""","""false""",32.0,,41090485,1508855703.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster/mothur_cluster/1.36.1.0,1.36.1.0,,2017-10-24 14:35:09.132541,112972.0,4.0
274059.0,mothur.count_table,2018-01-08 17:45:26.174595,slurm_normal,1311417708,mothur.pair.dist,1515433744.0,0,,1.0,main_w4_handler1,3357006,17974792,False,,12051305,slurm,,132112168.0,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 33218918}]","""0.0""","""?""","""true""",,,,,"""average""","""100""","""false""",32.0,,43005625,1515433531.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster/mothur_cluster/1.36.1.0,1.36.1.0,,2018-01-08 17:49:07.688270,77009.0,213.0
274059.0,mothur.count_table,2018-01-08 17:58:51.648445,slurm_normal,1311417708,mothur.pair.dist,1515434552.0,0,,1.0,main_w4_handler0,3357006,17974926,False,,12051380,slurm,,132112168.0,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 33218918}]","""0.0""","""?""","""false""",,,,,"""average""","""100""","""false""",32.0,,43005625,1515434337.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster/mothur_cluster/1.36.1.0,1.36.1.0,,2018-01-08 18:02:35.562271,77009.0,215.0
274059.0,mothur.count_table,2018-01-08 18:08:56.421827,slurm_normal,1311417708,mothur.pair.dist,1515435196.0,0,,1.0,main_w4_handler0,3357006,17975015,False,,12051443,slurm,,132112168.0,,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 33218918}]","""0.0""","""?""","""false""",,,,,"""average""","""10""","""false""",32.0,,43005625,1515434941.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster/mothur_cluster/1.36.1.0,1.36.1.0,,2018-01-08 18:13:20.313404,77009.0,255.0
