chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_vcfs,input_vcfs1,input_vcfs10,input_vcfs100,input_vcfs100_filetype,input_vcfs101,input_vcfs101_filetype,input_vcfs102,input_vcfs102_filetype,input_vcfs103,input_vcfs103_filetype,input_vcfs104,input_vcfs104_filetype,input_vcfs105,input_vcfs105_filetype,input_vcfs106,input_vcfs106_filetype,input_vcfs107,input_vcfs107_filetype,input_vcfs108,input_vcfs108_filetype,input_vcfs109,input_vcfs109_filetype,input_vcfs10_filetype,input_vcfs11,input_vcfs110,input_vcfs110_filetype,input_vcfs111,input_vcfs111_filetype,input_vcfs112,input_vcfs112_filetype,input_vcfs113,input_vcfs113_filetype,input_vcfs114,input_vcfs114_filetype,input_vcfs115,input_vcfs115_filetype,input_vcfs116,input_vcfs116_filetype,input_vcfs117,input_vcfs117_filetype,input_vcfs118,input_vcfs118_filetype,input_vcfs119,input_vcfs119_filetype,input_vcfs11_filetype,input_vcfs12,input_vcfs120,input_vcfs120_filetype,input_vcfs121,input_vcfs121_filetype,input_vcfs122,input_vcfs122_filetype,input_vcfs123,input_vcfs123_filetype,input_vcfs124,input_vcfs124_filetype,input_vcfs125,input_vcfs125_filetype,input_vcfs126,input_vcfs126_filetype,input_vcfs127,input_vcfs127_filetype,input_vcfs128,input_vcfs128_filetype,input_vcfs129,input_vcfs129_filetype,input_vcfs12_filetype,input_vcfs13,input_vcfs130,input_vcfs130_filetype,input_vcfs131,input_vcfs131_filetype,input_vcfs132,input_vcfs132_filetype,input_vcfs133,input_vcfs133_filetype,input_vcfs134,input_vcfs134_filetype,input_vcfs135,input_vcfs135_filetype,input_vcfs136,input_vcfs136_filetype,input_vcfs137,input_vcfs137_filetype,input_vcfs138,input_vcfs138_filetype,input_vcfs139,input_vcfs139_filetype,input_vcfs13_filetype,input_vcfs14,input_vcfs140,input_vcfs140_filetype,input_vcfs141,input_vcfs141_filetype,input_vcfs142,input_vcfs142_filetype,input_vcfs143,input_vcfs143_filetype,input_vcfs144,input_vcfs144_filetype,input_vcfs145,input_vcfs145_filetype,input_vcfs146,input_vcfs146_filetype,input_vcfs147,input_vcfs147_filetype,input_vcfs148,input_vcfs148_filetype,input_vcfs149,input_vcfs149_filetype,input_vcfs14_filetype,input_vcfs15,input_vcfs150,input_vcfs150_filetype,input_vcfs151,input_vcfs151_filetype,input_vcfs152,input_vcfs152_filetype,input_vcfs153,input_vcfs153_filetype,input_vcfs154,input_vcfs154_filetype,input_vcfs155,input_vcfs155_filetype,input_vcfs156,input_vcfs156_filetype,input_vcfs15_filetype,input_vcfs16,input_vcfs16_filetype,input_vcfs17,input_vcfs17_filetype,input_vcfs18,input_vcfs18_filetype,input_vcfs19,input_vcfs19_filetype,input_vcfs1_filetype,input_vcfs2,input_vcfs20,input_vcfs20_filetype,input_vcfs21,input_vcfs21_filetype,input_vcfs22,input_vcfs22_filetype,input_vcfs23,input_vcfs23_filetype,input_vcfs24,input_vcfs24_filetype,input_vcfs25,input_vcfs25_filetype,input_vcfs26,input_vcfs26_filetype,input_vcfs27,input_vcfs27_filetype,input_vcfs28,input_vcfs28_filetype,input_vcfs29,input_vcfs29_filetype,input_vcfs2_filetype,input_vcfs3,input_vcfs30,input_vcfs30_filetype,input_vcfs31,input_vcfs31_filetype,input_vcfs32,input_vcfs32_filetype,input_vcfs33,input_vcfs33_filetype,input_vcfs34,input_vcfs34_filetype,input_vcfs35,input_vcfs35_filetype,input_vcfs36,input_vcfs36_filetype,input_vcfs37,input_vcfs37_filetype,input_vcfs38,input_vcfs38_filetype,input_vcfs39,input_vcfs39_filetype,input_vcfs3_filetype,input_vcfs4,input_vcfs40,input_vcfs40_filetype,input_vcfs41,input_vcfs41_filetype,input_vcfs42,input_vcfs42_filetype,input_vcfs43,input_vcfs43_filetype,input_vcfs44,input_vcfs44_filetype,input_vcfs45,input_vcfs45_filetype,input_vcfs46,input_vcfs46_filetype,input_vcfs47,input_vcfs47_filetype,input_vcfs48,input_vcfs48_filetype,input_vcfs49,input_vcfs49_filetype,input_vcfs4_filetype,input_vcfs5,input_vcfs50,input_vcfs50_filetype,input_vcfs51,input_vcfs51_filetype,input_vcfs52,input_vcfs52_filetype,input_vcfs53,input_vcfs53_filetype,input_vcfs54,input_vcfs54_filetype,input_vcfs55,input_vcfs55_filetype,input_vcfs56,input_vcfs56_filetype,input_vcfs57,input_vcfs57_filetype,input_vcfs58,input_vcfs58_filetype,input_vcfs59,input_vcfs59_filetype,input_vcfs5_filetype,input_vcfs6,input_vcfs60,input_vcfs60_filetype,input_vcfs61,input_vcfs61_filetype,input_vcfs62,input_vcfs62_filetype,input_vcfs63,input_vcfs63_filetype,input_vcfs64,input_vcfs64_filetype,input_vcfs65,input_vcfs65_filetype,input_vcfs66,input_vcfs66_filetype,input_vcfs67,input_vcfs67_filetype,input_vcfs68,input_vcfs68_filetype,input_vcfs69,input_vcfs69_filetype,input_vcfs6_filetype,input_vcfs7,input_vcfs70,input_vcfs70_filetype,input_vcfs71,input_vcfs71_filetype,input_vcfs72,input_vcfs72_filetype,input_vcfs73,input_vcfs73_filetype,input_vcfs74,input_vcfs74_filetype,input_vcfs75,input_vcfs75_filetype,input_vcfs76,input_vcfs76_filetype,input_vcfs77,input_vcfs77_filetype,input_vcfs78,input_vcfs78_filetype,input_vcfs79,input_vcfs79_filetype,input_vcfs7_filetype,input_vcfs8,input_vcfs80,input_vcfs80_filetype,input_vcfs81,input_vcfs81_filetype,input_vcfs82,input_vcfs82_filetype,input_vcfs83,input_vcfs83_filetype,input_vcfs84,input_vcfs84_filetype,input_vcfs85,input_vcfs85_filetype,input_vcfs86,input_vcfs86_filetype,input_vcfs87,input_vcfs87_filetype,input_vcfs88,input_vcfs88_filetype,input_vcfs89,input_vcfs89_filetype,input_vcfs8_filetype,input_vcfs9,input_vcfs90,input_vcfs90_filetype,input_vcfs91,input_vcfs91_filetype,input_vcfs92,input_vcfs92_filetype,input_vcfs93,input_vcfs93_filetype,input_vcfs94,input_vcfs94_filetype,input_vcfs95,input_vcfs95_filetype,input_vcfs96,input_vcfs96_filetype,input_vcfs97,input_vcfs97_filetype,input_vcfs98,input_vcfs98_filetype,input_vcfs99,input_vcfs99_filetype,input_vcfs9_filetype,input_vcfs_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input_vcfs.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-09-21 21:45:02.108843,slurm_normal,1474494349.0,0,,1.0,main_w3_handler1,2827845,13910846,False,,570694,570694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcf,502656,,,,,,,,,,,,,,,,,,,,,vcf,492182.0,,,,,,,,,,,,,,,,,,,,,vcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcf,8133509.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b54fe0ec9186e21190'}, {'src': 'hda', 'id': 'bbd44e69cb8906b539d3bfe3c81aec8b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53b65e50d093bf34f'}]",32.0,,33072115.0,1474494340.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcombine/vcfcombine/0.0.4,0.0.4,,2016-09-21 21:45:51.359939,85551.0,9.0
,,2016-09-22 05:24:18.026985,slurm_normal,1474522567.0,0,,1.0,main_w4_handler0,2808737,13912980,False,,1558529787,1558529787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcf,1552965832,,,,,,,,,,,,,,,,,,,,,vcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcf,8135560.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ff8aaefcf5155109'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f7f1a19ca8b0ef5d'}]",32.0,,33025829.0,1474521880.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcombine/vcfcombine/0.0.4,0.0.4,,2016-09-22 05:36:08.740409,88442.0,687.0
,,2016-07-18 00:20:22.317136,slurm_normal,1468801267.0,0,,1.0,main_w1_handler0,1470952,13427502,False,,1249009,1249009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcf,2065190,,,,,,,,,,,,,,,,,,,,,vcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcf,7638903.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c38a957ca9c3b7d9'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5cb5a58b791b839fb'}]",32.0,,31522357.0,1468801260.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcombine/vcfcombine/0.0.4,0.0.4,,2016-07-18 00:21:09.786100,732.0,7.0
,,2016-07-18 07:59:45.843408,slurm_normal,1468828848.0,0,,1.0,main_w2_handler0,2759828,13429498,False,,19720225,19720225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcf,19351366,,,,,,,,,,,,,,,,,,,,,vcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcf,7641020.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56622e737a4479cfb'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53f8f4dba2c19074d'}]",32.0,,31321796.0,1468828840.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcombine/vcfcombine/0.0.4,0.0.4,,2016-07-18 08:00:50.284335,,8.0
,,2016-07-18 08:10:12.310849,slurm_normal,1468829475.0,0,,1.0,main_w2_handler1,2759828,13429538,False,,19189247,19189247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcf,18183218,,,,,,,,,,,,,,,,,,,,,vcf,18020988.0,,,,,,,,,,,,,,,,,,,,,vcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcf,7641070.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57cf8c9a66bd4fdf0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b594b182976311652a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ebf11846497f0085'}]",32.0,,31321796.0,1468829458.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcombine/vcfcombine/0.0.4,0.0.4,,2016-07-18 08:11:17.618983,,17.0
,,2016-07-18 09:03:12.647997,slurm_normal,1468832670.0,0,,1.0,main_w2_handler1,2740666,13429880,False,,23172,23172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcf,23729,,,,,,,,,,,,,,,,,,,,,vcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcf,7641409.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e943c3639fb8cb2a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f8aef62a643270b'}]",32.0,,30899336.0,1468832667.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcombine/vcfcombine/0.0.4,0.0.4,,2016-07-18 09:04:31.963238,,3.0
,,2016-07-18 15:54:12.007141,slurm_normal,1468858471.0,0,,1.0,main_w1_handler1,2768916,13433392,False,,592545,592545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcf,523110,,,,,,,,,,,,,,,,,,,,,vcf,496796.0,,,,,,,,,,,,,,,,,,,,,vcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcf,7644879.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b54fc8ba7284758d2d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f52d6b8732dca4e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b507e7050a8182075a'}]",32.0,,31313923.0,1468858447.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcombine/vcfcombine/0.0.4,0.0.4,,2016-07-18 16:14:36.613442,87070.0,24.0
,,2016-07-18 12:01:23.559918,slurm_normal,1468843905.0,0,,1.0,main_w2_handler1,341720,13430932,False,,704013498,704013498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcf,669418652,,,,,,,,,,,,,,,,,,,,,vcf,696234853.0,,,,,,,,,,,,,,,,,,,,,vcf,668257726.0,,,,,,,,,,,,,,,,,,,,,vcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcf,7642472.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19Patch10.len""","""hg19Patch10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ec564b997e96226f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b591e37e6fd6f89fe5'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ce1ca6731f4a65ca'}, {'src': 'hda', 'id': 'bbd44e69cb8906b506ce1598800c0a45'}]",32.0,,31175536.0,1468843320.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcombine/vcfcombine/0.0.4,0.0.4,,2016-07-18 12:11:46.889588,2713.0,585.0
,,2016-07-18 13:07:07.062278,slurm_normal,1468847276.0,0,,1.0,main_w1_handler0,1470952,13431271,False,,1249009,1249009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcf,70165,,,,,,,,,,,,,,,,,,,,,vcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcf,7642836.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c38a957ca9c3b7d9'}, {'src': 'hda', 'id': 'bbd44e69cb8906b509cc79d15bea81e8'}]",32.0,,31530961.0,1468847269.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcombine/vcfcombine/0.0.4,0.0.4,,2016-07-18 13:07:58.134532,732.0,7.0
,,2016-07-18 20:11:22.820707,slurm_normal,1468872796.0,0,,1.0,main_w2_handler0,2765014,13435786,False,,456264,456264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcf,484323,,,,,,,,,,,,,,,,,,,,,vcf,456264.0,,,,,,,,,,,,,,,,,,,,,vcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcf,7647106.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b59d70483720363df6'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d03c72810af0dba8'}, {'src': 'hda', 'id': 'bbd44e69cb8906b518120a0a342050d8'}]",32.0,,31506152.0,1468872721.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcombine/vcfcombine/0.0.4,0.0.4,,2016-07-18 20:13:18.825960,87106.0,75.0
,,2016-07-19 14:19:01.000071,slurm_normal,1468937982.0,0,,1.0,main_w1_handler1,2622973,13443418,False,,1626736869,1626736869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcf,1626921091,,,,,,,,,,,,,,,,,,,,,vcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcf,7655005.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5329c4495841af6ba'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a8f281d767f82559'}]",32.0,,31528563.0,1468937979.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcombine/vcfcombine/0.0.4,0.0.4,,2016-07-19 14:19:45.495333,80704.0,3.0
,,2016-07-19 14:45:00.843511,slurm_normal,1468939561.0,0,,1.0,main_w1_handler0,2622973,13443754,False,,1626736869,1626736869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcf,1626921091,,,,,,,,,,,,,,,,,,,,,vcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcf,7655287.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5329c4495841af6ba'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a8f281d767f82559'}]",32.0,,31528563.0,1468939556.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcombine/vcfcombine/0.0.4,0.0.4,,2016-07-19 14:46:04.064189,80704.0,5.0
,,2016-09-23 16:16:05.828327,slurm_normal,1474647718.0,0,,1.0,main_w3_handler0,2830688,13926690,False,,15196,15196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcf,17690,,,,,,,,,,,,,,,,,,,,,vcf,14424.0,,,,,,,,,,,,,,,,,,,,,vcf,16685.0,,,,,,,,,,,,,,,,,,,,,vcf,14312.0,,,,,,,,,,,,,,,,,,,,,vcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcf,8149021.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b59682557292323c19'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a4f3eaa5f23fcd8a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4aa1c92d22b0887'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5347181f952807a67'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53745afa6a2f7cd66'}]",32.0,,33073155.0,1474647409.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcombine/vcfcombine/0.0.4,0.0.4,,2016-09-23 16:22:02.859166,29548.0,309.0
