bgzip,bgzip_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.bgzip,parameters.bgzip.values,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
104031,bgzip,,,2016-05-13 02:03:47.001704,slurm_normal,1463105134.0,0.0,,1.0,main_w1_handler1,2699528,12880276,False,,334421,interval,7079307.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dc9388158bf84284'}]","""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5358eb99701b20e69'}]",32.0,,28712869,1463105129.0,ok,1023996.0,CONVERTER_interval_to_tabix_0,1.0.0,,2016-05-13 02:05:36.468520,46626.0,5.0
10360227,bgzip,210109.0,len,2015-12-11 01:40:51.582460,slurm_normal,1449798103.0,0.0,,1.0,main_w2_handler0,2317502,11146290,False,,74918330,interval,5416504.roundup,slurm,,132112168.0,corral-repl,,22404309,,"""/galaxy-repl/main/files/013/518/dataset_13518235.dat""","""?""",22404262,,32.0,,26738622,1449798097.0,ok,1023996.0,CONVERTER_interval_to_tabix_0,1.0.0,,2015-12-11 01:41:48.163521,58337.0,6.0
1273,bgzip,,,2014-11-30 12:02:31.879782,rodeo_normal,1417348967.0,0.0,,1.0,main_w2_handler0,1765831,8271579,False,,2942,interval,356786.rodeo,slurm,,16332532.0,corral-repl,,17715779,,"""/galaxy-repl/main/files/007/079/dataset_7079572.dat""","""Gmax_v1""",17715728,,2.0,,18381717,1417348963.0,ok,0.0,CONVERTER_interval_to_tabix_0,1.0.0,,2014-11-30 12:02:50.040703,41493.0,4.0
1129068,bgzip,,,2018-02-20 19:15:58.426232,slurm_normal,1519154167.0,0.0,7680.0,1.0,main_w4_handler0,3436348,18451331,False,,3575140,interval,12546337,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 33966120}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 33965996}]",32.0,,44039086,1519154164.0,ok,1023996.0,CONVERTER_interval_to_tabix_0,1.0.0,,2018-02-20 19:16:09.705136,122404.0,3.0
535352895,bgzip,,,2016-07-01 13:01:11.522704,slurm_normal,1467378141.0,0.0,,1.0,main_w1_handler1,2754938,13305540,False,,2357171516,interval,7507356.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51716bd5a07d660dc'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5460b22c4540383ed'}]",32.0,,31218830,1467378117.0,ok,1023996.0,CONVERTER_interval_to_tabix_0,1.0.0,,2016-07-01 13:02:23.002012,86849.0,24.0
14332,bgzip,,,2015-10-06 19:23:49.160071,slurm_normal,1444160408.0,0.0,,1.0,main_w1_handler0,1844004,10513045,False,,47626,interval,4788321.roundup,slurm,,132112168.0,corral-repl,,21420491,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",21420263,,32.0,,24961013,1444160400.0,ok,1023996.0,CONVERTER_interval_to_tabix_0,1.0.0,,2015-10-06 19:40:12.227628,46626.0,8.0
104031,bgzip,,,2016-05-09 15:33:46.895756,slurm_normal,1462808075.0,0.0,,1.0,main_w1_handler1,2699528,12833257,False,,334421,interval,7034450.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d2c09f781d5d0202'}]","""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b570d6e634054336cc'}]",32.0,,28707442,1462808071.0,ok,1023996.0,CONVERTER_interval_to_tabix_0,1.0.0,,2016-05-09 15:34:35.914213,46626.0,4.0
3844,bgzip,,,2015-06-23 06:32:34.725475,slurm_normal,1435041210.0,0.0,,1.0,main_w1_handler0,2351654,9713875,False,,15753,interval,4020926,slurm,,132112168.0,corral-repl,,20102009,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",20102004,,32.0,,23767595,1435041200.0,ok,1023996.0,CONVERTER_interval_to_tabix_0,1.0.0,,2015-06-23 06:33:32.575411,63493.0,10.0
449527,bgzip,,,2015-11-19 16:58:08.629491,slurm_normal,1447952324.0,0.0,,1.0,main_w2_handler1,2512423,10950540,False,,1603555,interval,5209072.roundup,slurm,,132112168.0,corral-repl,,22075430,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",22071315,,32.0,,26350096,1447952318.0,ok,1023996.0,CONVERTER_interval_to_tabix_0,1.0.0,,2015-11-19 16:58:50.261933,65647.0,6.0
19282,bgzip,30.0,len,2017-07-20 15:34:54.323316,slurm_normal,1500565064.0,0.0,,1.0,main_w3_handler1,3197288,16376431,False,,121246,interval,10441358.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 30541065}]","""/galaxy-repl/main/files/020/669/dataset_20669483.dat""","""?""",,"[{'src': 'hda', 'id': 30540990}]",32.0,,39396282,1500565059.0,ok,1023996.0,CONVERTER_interval_to_tabix_0,1.0.0,,2017-07-20 15:37:50.471367,109180.0,5.0
11526218,bgzip,,,2015-01-16 18:12:39.520960,rodeo_normal,1421432008.0,0.0,,1.0,main_w1_handler0,2175032,8558679,False,,77109207,interval,786742.rodeo,slurm,,16332532.0,corral-repl,,18220944,,"""/galaxy-repl/localdata/chrom/nemVec1.len""","""nemVec1""",18220557,,2.0,,20515251,1421432002.0,ok,0.0,CONVERTER_interval_to_tabix_0,1.0.0,,2015-01-16 18:13:33.244769,58337.0,6.0
