create_time,destination_id,end_epoch,exit_code,fastq1,fastq1_filetype,fastq2,fastq2_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.fastq1.values,parameters.fastq2.values,parameters.invariant,parameters.taglen,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-02 11:40:58.576134,slurm_normal,1519991395.0,0,3961655329,fastqsanger,3969164469,fastqsanger,7680.0,1.0,main_w3_handler0,3449272,18579160,False,,12673821,slurm,,132112168.0,corral-repl,,"""9169e14e1e0e11e8911d005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34167470}]","[{'src': 'hda', 'id': 34167471}]","""5""","""12""",32.0,,,1519990869.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/2.0.12,2.0.12,,2018-03-02 11:49:56.662674,84316,526.0
2018-01-25 17:04:31.687661,slurm_normal,1516900116.0,0,1510049945,fastqsanger,1456383673,fastqsanger,,1.0,main_w4_handler1,3404136,18155945,False,,12237227,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 33486532}]","[{'src': 'hda', 'id': 33486530}]","""42""","""12""",32.0,,43418575.0,1516899883.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/2.0.12,2.0.12,,2018-01-25 17:08:38.393513,30012,233.0
2018-01-19 21:15:50.296657,slurm_normal,1516396837.0,0,2063521158,fastqsanger,2061056854,fastqsanger,,1.0,main_w3_handler0,3398635,18088581,False,,12167964,slurm,,132112168.0,corral-repl,,"""e8499c38fd5d11e7bb66005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33398930}]","[{'src': 'hda', 'id': 33398932}]","""5""","""12""",32.0,,,1516396556.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/2.0.12,2.0.12,,2018-01-19 21:20:38.396378,73233,281.0
2018-01-19 21:17:04.538944,slurm_normal,1516396977.0,0,2573546638,fastqsanger,2569607344,fastqsanger,,1.0,main_w4_handler0,3398636,18088640,False,,12167995,slurm,,132112168.0,corral-repl,,"""120c18defd5e11e795eb005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33398938}]","[{'src': 'hda', 'id': 33398940}]","""5""","""12""",32.0,,,1516396637.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/2.0.12,2.0.12,,2018-01-19 21:22:59.063422,73233,340.0
2018-01-19 21:19:08.265589,slurm_normal,1516397093.0,0,2126594567,fastqsanger,2124368669,fastqsanger,,1.0,main_w4_handler0,3398638,18088737,False,,12168026,slurm,,132112168.0,corral-repl,,"""5f884b0afd5e11e7ac5a005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33398953}]","[{'src': 'hda', 'id': 33398954}]","""5""","""12""",32.0,,,1516396791.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/2.0.12,2.0.12,,2018-01-19 21:24:56.267419,73233,302.0
2018-03-05 17:13:59.718788,slurm_normal,1520270515.0,0,3245681049,fastqsanger,3266015353,fastqsanger,7680.0,1.0,main_w3_handler0,3452563,18613133,False,,12708713,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34220749}]","[{'src': 'hda', 'id': 34220751}]","""5""","""12""",32.0,,44058487.0,1520270047.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/2.0.12,2.0.12,,2018-03-05 17:21:57.002087,84316,468.0
2018-03-01 13:24:42.015319,slurm_normal,1519911211.0,0,3961655329,fastqsanger,3969164469,fastqsanger,7680.0,1.0,main_w3_handler0,3447825,18564852,False,,12659779,slurm,,132112168.0,corral-repl,,"""e49d67341d5311e8960f005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34143729}]","[{'src': 'hda', 'id': 34143730}]","""5""","""12""",32.0,,,1519910693.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/2.0.12,2.0.12,,2018-03-01 13:33:34.055979,84316,518.0
2018-01-19 21:18:07.340051,slurm_normal,1516397165.0,0,2472609994,fastqsanger,2468929170,fastqsanger,,1.0,main_w3_handler0,3398637,18088687,False,,12168030,slurm,,132112168.0,corral-repl,,"""3c2ba0d0fd5e11e7ac5a005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33398948}]","[{'src': 'hda', 'id': 33398949}]","""5""","""12""",32.0,,,1516396842.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/2.0.12,2.0.12,,2018-01-19 21:26:06.347256,73233,323.0
2018-03-05 10:52:04.921377,slurm_normal,1520247674.0,0,3969164469,fastqsanger,3969164469,fastqsanger,7680.0,1.0,main_w4_handler0,3451974,18608275,False,,12703665,slurm,,132112168.0,corral-repl,,"""3a9b97de206311e89711005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34211522}]","[{'src': 'hda', 'id': 34211522}]","""5""","""12""",32.0,,,1520247137.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/2.0.12,2.0.12,,2018-03-05 11:01:16.953112,84316,537.0
2018-01-23 12:54:59.508449,slurm_normal,1516712600.0,0,3795252535,fastqsanger,3795521371,fastqsanger,,1.0,main_w4_handler0,3402118,18131979,False,,12211705,slurm,,132112168.0,corral-repl,,"""9cc386fc003c11e89ff9005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33460303}]","[{'src': 'hda', 'id': 33460304}]","""5""","""12""",32.0,,,1516712109.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/2.0.12,2.0.12,,2018-01-23 13:03:21.916398,84316,491.0
2018-03-05 21:46:17.310104,slurm_normal,1520286394.0,0,8229610,fastqsanger,8270818,fastqsanger,7680.0,1.0,main_w3_handler0,3306490,18615741,False,,12711627,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34223355}]","[{'src': 'hda', 'id': 34223343}]","""5""","""12""",32.0,,43764681.0,1520286385.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/2.0.12,2.0.12,,2018-03-05 21:46:36.817496,114850,9.0
