create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-03-24 12:56:29.398547,rodeo_normal,1427201870.0,0.0,1.0,main_w2_handler0,2246977,9023021,False,,707686,bed,3306789.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18973242,,32.0,,21991832,1427201799.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-03-24 12:57:57.091835,61330.0,71.0
2015-03-21 07:15:53.586082,rodeo_normal,1426922167.0,0.0,1.0,main_w1_handler1,2237933,9001752,False,,83,bed,3266753.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18864813,,32.0,,21817554,1426922161.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-03-21 07:16:09.437792,,6.0
2015-04-01 11:31:43.072267,rodeo_normal,1427887922.0,0.0,1.0,main_w2_handler1,2255186,9112703,False,,5267,interval,3398320.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19102508,,32.0,,20651820,1427887912.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-04-01 11:32:04.231828,58769.0,10.0
2015-04-01 12:55:14.330128,rodeo_normal,1427892936.0,0.0,1.0,main_w2_handler1,2256643,9113114,False,,5267,interval,3398914.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19102673,,32.0,,22193583,1427892929.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-04-01 12:55:40.885879,58769.0,7.0
2015-04-02 10:39:01.163587,slurm_normal,1427971165.0,0.0,1.0,main_w2_handler0,2256915,9123057,False,,5267,interval,3407973.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19105821,,32.0,,22216692,1427971156.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-04-02 10:39:29.965863,58769.0,9.0
2015-04-02 12:28:03.173315,slurm_normal,1427977710.0,0.0,1.0,main_w2_handler0,2257936,9123472,False,,5927,interval,3408443.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19121027,,32.0,,22216692,1427977700.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-04-02 12:28:33.151656,58769.0,10.0
2015-04-02 13:47:14.782989,slurm_normal,1427982764.0,0.0,1.0,main_w2_handler0,2258013,9124333,False,,6887,interval,3409319.roundup,slurm,,132112168.0,corral-repl,,"""b80b9012d93e11e48cce005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19122380,,32.0,,22220218,1427982756.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-04-02 13:52:48.113884,58769.0,8.0
2015-04-02 21:53:14.704079,slurm_normal,1428011799.0,0.0,1.0,main_w1_handler1,2240466,9128701,False,,1141835,bed,3413036.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19129566,,32.0,,21870411,1428011609.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-04-02 21:56:44.991913,,190.0
2015-04-08 08:16:30.795298,slurm_normal,1428481391.0,0.0,1.0,main_w2_handler0,2263330,9169103,False,,6960,interval,3449185.roundup,slurm,,132112168.0,corral-repl,,"""7e45f0e2ddc711e4b3b1005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19188433,,32.0,,22220218,1428481382.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-04-08 08:23:17.646690,58769.0,9.0
2015-12-09 11:00:40.650226,slurm_normal,1449660285.0,0.0,1.0,main_w1_handler0,2533215,11125345,False,,110405,interval,5391000.roundup,slurm,,132112168.0,corral-repl,,"""0caada7a9e6411e58a81005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22362615,,32.0,,26693996,1449660269.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-12-09 11:24:48.153990,3641.0,16.0
2015-04-10 16:05:28.127999,slurm_normal,1428681967.0,0.0,1.0,main_w2_handler0,2266178,9195559,False,,141,interval,3477363.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19229582,,32.0,,22369795,1428681962.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-04-10 16:06:11.656974,58769.0,5.0
2015-04-10 16:05:29.137298,slurm_normal,1428681966.0,0.0,1.0,main_w1_handler0,2266178,9195560,False,,43,interval,3477361.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19229583,,32.0,,22369795,1428681962.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-04-10 16:06:10.277305,58769.0,4.0
2015-04-11 10:05:49.124342,slurm_normal,1428747049.0,0.0,1.0,main_w2_handler0,2266823,9200855,False,,141,interval,3483334.roundup,slurm,,132112168.0,corral-repl,,"""42849a3ce03211e49119005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19236645,,32.0,,22393350,1428747045.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-04-11 10:10:52.120462,58769.0,4.0
2015-04-09 15:43:51.249499,slurm_normal,1428594277.0,0.0,1.0,main_w1_handler1,2264978,9181098,False,,29,interval,3460314.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19208328,,32.0,,22220218,1428594272.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-04-09 15:44:40.875555,58769.0,5.0
2015-04-09 15:40:55.574584,slurm_normal,1428594130.0,0.0,1.0,main_w1_handler1,2264978,9181089,False,,29,interval,3460304.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19208306,,32.0,,22220218,1428594122.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-04-09 15:42:12.630199,58769.0,8.0
2015-04-11 11:05:17.525297,slurm_normal,1428750575.0,0.0,1.0,main_w2_handler1,2266858,9201144,False,,43,interval,3483664.roundup,slurm,,132112168.0,corral-repl,,"""8f70726ee03a11e48a8a005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19236977,,32.0,,22393350,1428750570.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-04-11 11:09:37.083708,58769.0,5.0
2015-04-11 10:19:03.715013,slurm_normal,1428747821.0,0.0,1.0,main_w2_handler0,2266833,9201000,False,,43,interval,3483492.roundup,slurm,,132112168.0,corral-repl,,"""1b92a412e03411e4874a005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19236807,,32.0,,22393350,1428747817.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-04-11 10:23:44.109351,58769.0,4.0
2015-04-11 09:04:47.014005,slurm_normal,1428743358.0,0.0,1.0,main_w1_handler0,2266803,9200741,False,,43,interval,3483176.roundup,slurm,,132112168.0,corral-repl,,"""bdc3db30e02911e4ad1c005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19236516,,32.0,,22393350,1428743353.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-04-11 09:09:19.709913,58769.0,5.0
2015-04-11 09:04:48.261308,slurm_normal,1428743385.0,0.0,1.0,main_w2_handler0,2266803,9200743,False,,141,interval,3483181.roundup,slurm,,132112168.0,corral-repl,,"""bdc3db30e02911e4ad1c005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19236517,,32.0,,22393350,1428743381.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-04-11 09:09:47.134325,58769.0,4.0
2015-04-11 10:05:47.615325,slurm_normal,1428747042.0,0.0,1.0,main_w2_handler1,2266823,9200853,False,,43,interval,3483331.roundup,slurm,,132112168.0,corral-repl,,"""42849a3ce03211e49119005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19236644,,32.0,,22393350,1428747037.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-04-11 10:10:45.265877,58769.0,5.0
2015-04-11 10:11:34.836538,slurm_normal,1428747384.0,0.0,1.0,main_w1_handler0,2266826,9200920,False,,141,interval,3483406.roundup,slurm,,132112168.0,corral-repl,,"""0a7651f2e03311e49119005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19236713,,32.0,,22393350,1428747378.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-04-11 10:16:27.241876,58769.0,6.0
2015-04-11 10:11:33.657855,slurm_normal,1428747393.0,0.0,1.0,main_w1_handler1,2266826,9200918,False,,43,interval,3483408.roundup,slurm,,132112168.0,corral-repl,,"""0a7651f2e03311e49119005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19236712,,32.0,,22393350,1428747389.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-04-11 10:16:35.092988,58769.0,4.0
2015-04-11 10:19:05.467348,slurm_normal,1428747832.0,0.0,1.0,main_w1_handler1,2266833,9201002,False,,141,interval,3483493.roundup,slurm,,132112168.0,corral-repl,,"""1b92a412e03411e4874a005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19236808,,32.0,,22393350,1428747828.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-04-11 10:23:53.911792,58769.0,4.0
2015-04-11 11:05:19.904913,slurm_normal,1428750571.0,0.0,1.0,main_w1_handler0,2266858,9201146,False,,141,interval,3483662.roundup,slurm,,132112168.0,corral-repl,,"""8f70726ee03a11e48a8a005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19236978,,32.0,,22393350,1428750567.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-04-11 11:09:33.658410,58769.0,4.0
2015-12-09 11:05:07.152365,slurm_normal,1449660580.0,0.0,1.0,main_w1_handler2,2533220,11125380,False,,110405,interval,5391042.roundup,slurm,,132112168.0,corral-repl,,"""b1b49b149e6411e5a5f6005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22362655,,32.0,,26693996,1449660529.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-12-09 11:29:43.748702,3641.0,51.0
2015-09-16 10:22:43.652011,slurm_normal,1442399273.0,0.0,1.0,main_w2_handler0,2369777,10331597,False,,59069,bed,4615242.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21129344,,32.0,,24057928,1442399246.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-09-16 10:27:55.645389,,27.0
2015-09-16 10:22:37.953760,slurm_normal,1442399152.0,0.0,1.0,main_w1_handler1,2369777,10331595,False,,120445,bed,4615221.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21129342,,32.0,,24057928,1442399125.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-09-16 10:25:55.812173,,27.0
2015-09-16 10:21:47.614863,slurm_normal,1442399230.0,0.0,1.0,main_w2_handler0,2369777,10331590,False,,127489,bed,4615227.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21129345,,32.0,,24057928,1442399166.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-09-16 10:27:14.128826,,64.0
2015-09-16 10:21:38.223123,slurm_normal,1442398961.0,0.0,1.0,main_w1_handler1,2369777,10331589,False,,128087,bed,4615205.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21129346,,32.0,,24057928,1442398914.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-09-16 10:22:42.580149,,47.0
2015-09-16 10:22:23.671916,slurm_normal,1442399120.0,0.0,1.0,main_w1_handler0,2369777,10331593,False,,709626,bed,4615208.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21129340,,32.0,,24057928,1442398965.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-09-16 10:25:22.213527,,155.0
2015-09-16 10:22:31.408370,slurm_normal,1442399236.0,0.0,1.0,main_w1_handler0,2369777,10331594,False,,352241,bed,4615228.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21129341,,32.0,,24057928,1442399166.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-09-16 10:27:18.751654,,70.0
2015-07-20 22:08:17.727362,slurm_normal,1437430141.0,0.0,1.0,main_w1_handler1,2383180,9921586,False,,276,interval,4209326.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20441328,,32.0,,24233491,1437430134.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-07-20 22:09:03.801797,,7.0
2015-07-20 22:27:52.287889,slurm_normal,1437431308.0,0.0,1.0,main_w1_handler1,2383194,9921731,False,,276,interval,4209458.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",20441664,,32.0,,24233599,1437431303.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-07-20 22:28:32.996174,,5.0
2015-07-20 22:15:31.529347,slurm_normal,1437430574.0,0.0,1.0,main_w2_handler0,2383180,9921638,False,,276,interval,4209375.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20441571,,32.0,,24233491,1437430569.0,ok,1023996.0,hgv_add_scores,1.0.0,,2015-07-20 22:16:18.895858,,5.0
