create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,header,header_filetype,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.header,parameters.header.values,parameters.inputFile,parameters.inputFile.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-03-19 18:17:39.476570,slurm_normal_single_16gb,1426789089.0,0,1.0,main_w1_handler1,43622287,sam,2242266,8990590,False,,43622287,sam,3245474.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18919997,,18919997,,32.0,,21905254,1426789075.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReplaceSamHeader/1.126.0,1.126.0,,2015-03-19 18:18:11.778091,61115.0,14.0
2015-05-05 02:13:20.735240,slurm_normal_16gb,1430792021.0,0,1.0,main_w2_handler0,5475266,sam,2293504,9392750,False,,5475266,sam,3725268.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19573536,,19573536,,32.0,,22877276,1430792018.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReplaceSamHeader/1.126.0,1.126.0,,2015-05-05 02:13:44.538120,,3.0
2015-07-27 16:35:57.169650,slurm_normal_16gb,1438014995.0,0,1.0,main_w2_handler0,174546444,sam,1962974,10008449,False,,74443588,sam,4290710.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",18506485,,20581379,,32.0,,23897359,1438014975.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReplaceSamHeader/1.126.0,1.126.0,,2015-07-27 16:36:37.560570,41563.0,20.0
2015-07-27 16:19:39.841423,slurm_normal_16gb,1438014008.0,0,1.0,main_w1_handler0,74443588,sam,1962974,10008299,False,Job output deleted by user before job completed.,79537789,sam,4290588.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",20581379,,18510408,,32.0,,23897359,1438013994.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReplaceSamHeader/1.126.0,1.126.0,,2015-07-27 16:20:10.655255,41563.0,14.0
2015-07-27 16:20:16.581665,slurm_normal_16gb,1438014043.0,0,1.0,main_w1_handler2,79537789,sam,1962974,10008302,False,,74443588,sam,4290594.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",18510408,,20581379,,32.0,,23897359,1438014032.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReplaceSamHeader/1.126.0,1.126.0,,2015-07-27 16:20:46.620300,41563.0,11.0
2015-04-14 15:31:09.323893,slurm_normal_16gb,1429025734.0,0,1.0,main_w2_handler1,274972617,bam,2268347,9229029,False,,292811639,bam,3510455.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/009/dataset_11009595.dat""","""HSV_vector backbone_human""",19265664,,19285896,,32.0,,20933346,1429025679.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReplaceSamHeader/1.126.0,1.126.0,,2015-04-14 15:35:37.593917,59071.0,55.0
2015-04-15 01:43:03.479500,slurm_normal_16gb,1429062376.0,0,1.0,main_w2_handler1,699670286,bam,2248308,9233305,False,,699670286,bam,3514532.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19284245,,19284245,,32.0,,22291943,1429062197.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReplaceSamHeader/1.126.0,1.126.0,,2015-04-15 01:46:19.345702,46444.0,179.0
2015-04-15 03:55:31.933224,slurm_normal_16gb,1429070244.0,0,1.0,main_w2_handler0,707864434,bam,2248308,9233982,False,,707864434,bam,3515210.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19292465,,19292465,,32.0,,22291943,1429070141.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReplaceSamHeader/1.126.0,1.126.0,,2015-04-15 03:57:28.296704,46444.0,103.0
2015-05-15 17:33:05.926236,slurm_normal_16gb,1431711229.0,0,1.0,main_w2_handler0,836003,sam,2305854,9480157,False,,779286,sam,3803932.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19705819,,19724193,,32.0,,23108041,1431711222.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReplaceSamHeader/1.126.0,1.126.0,,2015-05-15 17:33:53.515179,62133.0,7.0
2015-05-15 17:30:22.838774,slurm_normal_16gb,1431711049.0,0,1.0,main_w1_handler1,836003,sam,2305854,9480150,False,,779286,sam,3803920.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19705819,,19724193,,32.0,,23108041,1431711042.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReplaceSamHeader/1.126.0,1.126.0,,2015-05-15 17:30:55.681932,62133.0,7.0
