create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.allchroms,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-13 05:21:44.609230,slurm_normal,1518499361.0,0,7680.0,1.0,main_w3_handler1,3416554,18360013,False,,798750,bed,12444826,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33821890}]",32.0,,43673663.0,1518499314.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-13 05:22:43.314287,,47.0
2018-02-13 21:33:12.474798,slurm_normal,1518557608.0,0,7680.0,1.0,main_w4_handler0,3411048,18373929,False,,935642,bed,12458568,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33840375}]",32.0,,43561236.0,1518557604.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-13 21:33:31.391489,,4.0
2018-02-13 21:59:57.493615,slurm_normal,1518559489.0,0,7680.0,1.0,main_w3_handler0,3428217,18374456,False,,798750,bed,12459103,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33840901}]",32.0,,43896077.0,1518559484.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-13 22:04:54.372314,121860.0,5.0
2018-02-14 20:42:06.180404,slurm_normal,1518640960.0,0,7680.0,1.0,main_w4_handler0,3429376,18387333,False,,723011,bed,12472422,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33859504}]",32.0,,43898755.0,1518640932.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-14 20:42:42.220424,121902.0,28.0
2018-02-16 19:00:31.539381,slurm_normal,1518807643.0,0,7680.0,1.0,main_w4_handler1,3428139,18414592,False,,256095,bed,12500869,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33903133}]",32.0,,43896162.0,1518807638.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-16 19:00:45.680216,121907.0,5.0
2018-02-16 19:11:52.257782,slurm_normal,1518808328.0,0,7680.0,1.0,main_w4_handler0,3428170,18414735,False,,799862,bed,12501011,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33904368}]",32.0,,43961926.0,1518808324.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-16 19:12:12.238337,121908.0,4.0
2018-02-16 19:40:43.788735,slurm_normal,1518810063.0,0,7680.0,1.0,main_w4_handler0,3428170,18414974,False,,799862,bed,12501244,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33904368}]",32.0,,43961926.0,1518810054.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-16 19:41:05.371229,121908.0,9.0
2018-02-16 23:13:32.670821,slurm_normal,1518822850.0,0,7680.0,1.0,main_w4_handler1,3431821,18417051,False,,70467,bed,12503302,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33908381}]",32.0,,43958942.0,1518822825.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-16 23:14:13.093549,122128.0,25.0
2018-02-16 22:59:14.986545,slurm_normal,1518821966.0,0,7680.0,1.0,main_w4_handler0,3431821,18416870,False,,497749,tabular,12503132,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33905845}]",32.0,,43958942.0,1518821964.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-16 22:59:28.507082,122128.0,2.0
2018-02-16 22:57:07.640972,slurm_normal,1518821840.0,0,7680.0,1.0,main_w4_handler0,3431821,18416860,False,,497749,tabular,12503121,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33905845}]",32.0,,43958942.0,1518821837.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-16 22:57:22.596407,122128.0,3.0
2018-02-16 23:25:40.595392,slurm_normal,1518823553.0,0,7680.0,1.0,main_w4_handler0,3431821,18417129,False,,537023,bed,12503395,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33908504}]",32.0,,43958942.0,1518823549.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-16 23:25:55.350843,122128.0,4.0
2018-02-17 01:23:24.327506,slurm_normal,1518830617.0,0,7680.0,1.0,main_w3_handler1,3432472,18418765,False,,1340982,bed,12504807,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33911366}]",32.0,,43897405.0,1518830613.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-17 01:23:39.095984,121901.0,4.0
2018-02-17 21:03:42.082566,slurm_normal,1518901433.0,0,7680.0,1.0,main_w3_handler0,3416425,18423183,False,,935642,bed,12513332,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33890055}]",32.0,,43671548.0,1518901429.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-17 21:03:54.523861,121286.0,4.0
2018-02-17 22:07:48.958108,slurm_normal,1518905284.0,0,7680.0,1.0,main_w3_handler0,3432532,18423388,False,,1286945,bed,12513700,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33912193}]",32.0,,43969775.0,1518905277.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-17 22:08:06.153917,122150.0,7.0
2018-02-17 22:08:41.823021,slurm_normal,1518905334.0,0,7680.0,1.0,main_w3_handler0,3432532,18423416,False,,1286945,bed,12513708,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33912193}]",32.0,,43969775.0,1518905331.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-17 22:08:55.800935,122150.0,3.0
2018-02-18 13:35:33.381346,slurm_normal,1518960980.0,0,7680.0,1.0,main_w3_handler1,3428357,18427132,False,,98556510,interval,12521159,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33906252}]",32.0,,43898755.0,1518960939.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-18 13:36:22.575180,121902.0,41.0
2018-02-18 19:10:46.240329,slurm_normal,1518981060.0,0,7680.0,1.0,main_w4_handler0,3433708,18428602,False,,332586,bed,12522802,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33928357}]",32.0,,43652691.0,1518981056.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-18 19:11:02.293892,120984.0,4.0
2018-02-18 20:24:14.898215,slurm_normal,1518985464.0,0,7680.0,1.0,main_w3_handler0,3433757,18428795,False,,1366986,bed,12523013,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33928690}]",32.0,,43991608.0,1518985461.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-18 20:24:26.631049,122191.0,3.0
2018-02-18 20:25:01.184149,slurm_normal,1518985510.0,0,7680.0,1.0,main_w3_handler1,3433757,18428797,False,,1366986,bed,12523015,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33928690}]",32.0,,43991608.0,1518985507.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-18 20:25:12.212085,122191.0,3.0
2018-02-18 22:33:00.072841,slurm_normal,1518993193.0,0,7680.0,1.0,main_w4_handler1,3428170,18429402,False,,283557,bed,12523546,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33917017}]",32.0,,43993699.0,1518993188.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-18 22:33:14.767551,121908.0,5.0
2018-02-18 23:27:43.405245,slurm_normal,1518996497.0,0,7680.0,1.0,main_w4_handler1,3428357,18429631,False,,415313,bed,12523781,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33906198}]",32.0,,43898755.0,1518996472.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-18 23:28:19.403536,121902.0,25.0
2018-02-19 02:11:41.097694,slurm_normal,1519006311.0,0,7680.0,1.0,main_w3_handler0,3433969,18430252,False,,206363,bed,12524454,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33930898}]",32.0,,43818139.0,1519006308.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-19 02:11:52.948527,121723.0,3.0
2018-02-19 01:35:37.820295,slurm_normal,1519004151.0,0,7680.0,1.0,main_w4_handler0,3428168,18430153,False,,103105,bed,12524339,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33841583}]",32.0,,43994343.0,1519004145.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-19 01:35:53.664555,121909.0,6.0
2018-02-19 02:14:20.766640,slurm_normal,1519006491.0,0,7680.0,1.0,main_w3_handler0,3433708,18430258,False,,332586,bed,12524467,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33930919}]",32.0,,43652691.0,1519006468.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-19 02:14:53.309282,120984.0,23.0
2018-02-19 02:22:40.505922,slurm_normal,1519006973.0,0,7680.0,1.0,main_w3_handler0,3433969,18430307,False,,332586,bed,12524520,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33930983}]",32.0,,43818139.0,1519006970.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-19 02:22:55.688722,121723.0,3.0
2018-02-19 02:38:12.481193,slurm_normal,1519007904.0,0,7680.0,1.0,main_w4_handler0,3433985,18430379,False,,20917,bed,12524602,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33931078}]",32.0,,43993706.0,1519007901.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-19 02:38:25.343620,121440.0,3.0
2018-02-19 02:37:26.631570,slurm_normal,1519007854.0,0,7680.0,1.0,main_w4_handler1,3433985,18430370,False,,20917,bed,12524593,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33931078}]",32.0,,43993706.0,1519007851.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-19 02:37:35.857536,121440.0,3.0
2018-02-19 03:55:17.856045,slurm_normal,1519012531.0,0,7680.0,1.0,main_w3_handler1,3434027,18431094,False,,190958,bed,12525264,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33932121}]",32.0,,43901786.0,1519012528.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-19 03:55:33.183959,121903.0,3.0
2018-02-19 02:52:45.967436,slurm_normal,1519008775.0,0,7680.0,1.0,main_w3_handler0,3434000,18430523,False,,3329,bed,12524743,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33931289}]",32.0,,43993706.0,1519008772.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-19 02:52:58.091631,121440.0,3.0
2018-02-19 03:55:42.715991,slurm_normal,1519012576.0,0,7680.0,1.0,main_w3_handler1,3433992,18431096,False,,473552,bed,12525266,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33932131}]",32.0,,43996190.0,1519012552.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-19 03:56:19.279737,122212.0,24.0
2018-02-19 03:57:00.148855,slurm_normal,1519012632.0,0,7680.0,1.0,main_w3_handler0,3434027,18431097,False,,190958,bed,12525269,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33932121}]",32.0,,43901786.0,1519012629.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-19 03:57:15.253580,121903.0,3.0
