create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.allchroms,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-08 19:10:03.756240,slurm_normal,1518117061.0,0,7680.0,1.0,main_w3_handler0,3411048,18320389,False,,955425,bed,12404156,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33705251}]",32.0,,43561236.0,1518117014.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-08 19:11:04.099186,,47.0
2017-12-06 20:10:58.633495,slurm_normal,1512591109.0,0,,1.0,main_w3_handler0,2006311,17724265,False,,3528000,bed,11790182,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 32778019}]",32.0,,41711863.0,1512591071.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2017-12-06 20:11:50.970505,42372.0,38.0
2017-12-06 23:01:10.010793,slurm_normal,1512601396.0,0,,1.0,main_w4_handler1,3318772,17725648,False,,126404447,bed,11791687,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 32780014}]",32.0,,41891138.0,1512601289.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2017-12-06 23:03:20.330912,,107.0
2017-12-10 23:14:18.427769,slurm_normal,1512947699.0,0,,1.0,main_w3_handler0,3360547,17767018,False,,241756,bed,11835744,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32847564}]",32.0,,42570090.0,1512947669.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2017-12-10 23:15:00.214850,115965.0,30.0
2017-12-12 15:41:09.091358,slurm_normal,1513093346.0,0,,1.0,main_w3_handler1,3361682,17785846,False,,1760729,bed,11854107,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32860654}]",32.0,,42587711.0,1513093281.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2017-12-12 15:42:28.382727,,65.0
2018-02-06 07:34:04.984684,slurm_normal,1517902498.0,0,7680.0,1.0,main_w4_handler1,3416896,18267268,False,,473552,bed,12349018,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33689184}]",32.0,,43540451.0,1517902451.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-06 07:35:00.573623,3278.0,47.0
2018-03-09 00:21:32.609672,slurm_normal,1520554910.0,0,7680.0,1.0,main_w3_handler1,3457610,18665832,False,,10538408,bed,12761806,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg18.len""","""hg18""",,"[{'src': 'hda', 'id': 34309036}]",32.0,,44493394.0,1520554901.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-03-09 00:21:52.494636,123680.0,9.0
2018-03-09 00:27:29.861732,slurm_normal,1520555267.0,0,7680.0,1.0,main_w3_handler1,3457604,18665875,False,,10538408,bed,12761855,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg18.len""","""hg18""",,"[{'src': 'hda', 'id': 34309719}]",32.0,,44493355.0,1520555260.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-03-09 00:27:49.606520,,7.0
2018-03-09 00:27:58.831658,slurm_normal,1520555288.0,0,7680.0,1.0,main_w3_handler1,3457607,18665878,False,,8805,interval,12761856,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg18.len""","""hg18""",,"[{'src': 'hda', 'id': 34308583}]",32.0,,44493457.0,1520555285.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-03-09 00:28:09.573893,123681.0,3.0
2018-02-06 16:17:11.900787,slurm_normal,1517936089.0,0,7680.0,1.0,main_w4_handler0,3418211,18273135,False,,1366986,bed,12355605,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33697590}]",32.0,,43704683.0,1517936085.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-06 16:54:50.908400,,4.0
2018-02-06 21:37:29.169405,slurm_normal,1517953114.0,0,7680.0,1.0,main_w4_handler0,3397156,18279542,False,,955425,bed,12361819,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33705436}]",32.0,,43289136.0,1517953058.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-06 21:38:36.793071,,56.0
2018-02-06 21:37:29.523697,slurm_normal,1517953088.0,0,7680.0,1.0,main_w4_handler0,3411048,18279543,False,,806675,bed,12361820,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33705591}]",32.0,,43561236.0,1517953059.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-06 21:38:10.824731,,29.0
2018-02-06 21:40:00.511788,slurm_normal,1517953248.0,0,7680.0,1.0,main_w3_handler1,3419587,18279577,False,,175000,bed,12361901,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33706126}]",32.0,,43732887.0,1517953220.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-06 21:40:49.916682,,28.0
2018-02-06 21:42:39.711202,slurm_normal,1517953393.0,0,7680.0,1.0,main_w4_handler0,3419587,18279602,False,,175000,bed,12361980,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33706181}]",32.0,,43732887.0,1517953367.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-06 21:43:14.177441,,26.0
2018-02-06 21:45:34.039632,slurm_normal,1517953574.0,0,7680.0,1.0,main_w3_handler1,3419583,18279630,False,,473552,bed,12362084,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33706198}]",32.0,,43732811.0,1517953547.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-06 21:46:17.121329,,27.0
2018-02-06 22:22:07.125439,slurm_normal,1517955767.0,0,7680.0,1.0,main_w4_handler0,3411048,18280045,False,,23385651,bed,12362617,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33706437}]",32.0,,43561236.0,1517955734.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-06 22:22:49.869631,,33.0
2018-02-07 05:13:53.305189,slurm_normal,1517980468.0,0,7680.0,1.0,main_w4_handler0,3416425,18282552,False,,2824371,bed,12365320,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33665839}]",32.0,,43671548.0,1517980442.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-07 05:14:29.820183,121286.0,26.0
2018-02-08 18:51:58.507257,slurm_normal,1518115982.0,0,7680.0,1.0,main_w3_handler1,3411048,18320268,False,,23385651,bed,12403953,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33759584}]",32.0,,43561236.0,1518115927.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-08 18:53:03.937924,,55.0
2018-02-09 20:16:36.577366,slurm_normal,1518207518.0,0,7680.0,1.0,main_w3_handler0,3424038,18332909,False,,386902,bed,12417337,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33779812}]",32.0,,43813437.0,1518207407.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-09 20:18:40.619393,121712.0,111.0
2018-02-13 02:23:36.477294,slurm_normal,1518488670.0,0,7680.0,1.0,main_w3_handler0,3424057,18358376,False,,798750,bed,12443255,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33820207}]",32.0,,43693988.0,1518488623.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-13 02:24:32.863487,,47.0
2018-02-13 04:17:46.484983,slurm_normal,1518495503.0,0,7680.0,1.0,main_w4_handler1,3416425,18359246,False,,2824371,bed,12444181,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33665839}]",32.0,,43671548.0,1518495475.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2018-02-13 04:18:24.954528,121286.0,28.0
