chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input2,parameters.input2.values,parameters.length,parameters.sequencing_method_choice.__current_case__,parameters.sequencing_method_choice.input3,parameters.sequencing_method_choice.sequencer,parameters.trim,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-08-08 03:26:22.942387,slurm_normal,1439004425.0,0,,1.0,main_w1_handler2,2403862,10082394,False,,1127287,fasta,2424062,qual454,4359314.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20718909,,20718907,,"""50""",0,yes,454,"""20""",32.0,,24580816.0,1439004415.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_trim_seq/trim_reads/1.0.0,1.0.0,,2015-08-08 03:27:07.649569,63092.0,10.0
,,2015-08-08 14:58:49.265547,slurm_normal,1439046880.0,0,,1.0,main_w2_handler0,2128999,10083357,False,,199961210,fasta,518129059,qual454,4360273.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20720487,,20720414,,"""100""",0,yes,454,"""20""",32.0,,24584972.0,1439045948.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_trim_seq/trim_reads/1.0.0,1.0.0,,2015-08-08 15:14:42.716893,56430.0,932.0
,,2015-07-22 19:00:28.471572,slurm_normal,1437591676.0,0,,1.0,main_w2_handler1,2385810,9945796,False,,2548178,fasta,5988549,qual454,4230652.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20484765,,20484799,,"""50""",0,yes,454,"""20""",32.0,,24264314.0,1437591646.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_trim_seq/trim_reads/1.0.0,1.0.0,,2015-07-22 19:01:20.361098,,30.0
,,2015-08-12 15:51:56.127319,slurm_normal,1439394965.0,0,,1.0,main_w2_handler1,2406771,10102858,False,,21377762,fasta,52255052,qual454,4376814.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20750246,,20750247,,"""50""",0,yes,454,"""20""",32.0,,24655584.0,1439394752.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_trim_seq/trim_reads/1.0.0,1.0.0,,2015-08-12 15:56:08.553142,65362.0,213.0
,,2015-08-13 17:13:48.135554,slurm_normal,1439486252.0,0,,1.0,main_w1_handler1,2296700,10111071,False,,21377762,fasta,52255052,qual454,4384747.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20761832,,20761837,,"""50""",0,yes,454,"""20""",32.0,,24663101.0,1439486067.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_trim_seq/trim_reads/1.0.0,1.0.0,,2015-08-13 17:17:35.417787,63235.0,185.0
,,2015-09-09 10:06:19.809002,slurm_normal,1441793207.0,0,,1.0,main_w2_handler0,2432960,10283800,False,,1127287,fasta,2424062,qual454,4569503.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21053933,,21053819,,"""50""",0,yes,454,"""20""",32.0,,25053153.0,1441793197.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_trim_seq/trim_reads/1.0.0,1.0.0,,2015-09-09 10:06:48.933605,,10.0
,,2015-09-09 12:23:31.089527,slurm_normal,1441802961.0,0,,1.0,main_w1_handler2,2433090,10285181,False,,163571696,fasta,455484756,qual454,4570616.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21055167,,21055241,,"""50""",0,yes,454,"""20""",32.0,,23819413.0,1441801430.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_trim_seq/trim_reads/1.0.0,1.0.0,,2015-09-09 12:49:23.769848,59927.0,1531.0
,,2015-09-25 02:23:07.850417,slurm_normal,1443148060.0,0,,1.0,main_w2_handler1,891479,10417231,False,,40886671,fasta,112684959,qual454,4696112.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21257933,,21257939,,"""100""",0,yes,454,"""10""",32.0,,25363681.0,1443147808.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_trim_seq/trim_reads/1.0.0,1.0.0,,2015-09-25 02:27:42.302116,20493.0,252.0
,,2015-09-28 16:26:21.816893,slurm_normal,1443457636.0,0,,1.0,main_w1_handler2,2440069,10451457,False,,1127287,fasta,2424062,qual454,4729175.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21310015,,21310013,,"""50""",0,yes,454,"""20""",32.0,,25310019.0,1443457601.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_trim_seq/trim_reads/1.0.0,1.0.0,,2015-09-28 16:27:26.169810,3758.0,35.0
,,2015-10-05 01:58:08.594694,slurm_normal,1444010328.0,0,,1.0,main_w1_handler0,2229423,10500406,False,,1127287,fasta,2424062,qual454,4776266.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21395920,,21395765,,"""100""",0,yes,454,"""50""",32.0,,25503751.0,1444010316.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_trim_seq/trim_reads/1.0.0,1.0.0,,2015-10-05 01:58:51.120308,60621.0,12.0
,,2015-10-05 02:02:41.231170,slurm_normal,1444010597.0,0,,1.0,main_w1_handler1,2229423,10500414,False,,1127287,fasta,2424062,qual454,4776273.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21395943,,21395942,,"""50""",0,yes,454,"""20""",32.0,,25503751.0,1444010588.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_trim_seq/trim_reads/1.0.0,1.0.0,,2015-10-05 02:03:18.844435,60621.0,9.0
