chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_control_file,input_control_file1,input_control_file1_filetype,input_control_file2,input_control_file2_filetype,input_control_file_filetype,input_treatment_file,input_treatment_file1,input_treatment_file10,input_treatment_file10_filetype,input_treatment_file11,input_treatment_file11_filetype,input_treatment_file12,input_treatment_file12_filetype,input_treatment_file13,input_treatment_file13_filetype,input_treatment_file14,input_treatment_file14_filetype,input_treatment_file15,input_treatment_file15_filetype,input_treatment_file16,input_treatment_file16_filetype,input_treatment_file17,input_treatment_file17_filetype,input_treatment_file18,input_treatment_file18_filetype,input_treatment_file19,input_treatment_file19_filetype,input_treatment_file1_filetype,input_treatment_file2,input_treatment_file20,input_treatment_file20_filetype,input_treatment_file21,input_treatment_file21_filetype,input_treatment_file2_filetype,input_treatment_file3,input_treatment_file3_filetype,input_treatment_file4,input_treatment_file4_filetype,input_treatment_file5,input_treatment_file5_filetype,input_treatment_file6,input_treatment_file6_filetype,input_treatment_file7,input_treatment_file7_filetype,input_treatment_file8,input_treatment_file8_filetype,input_treatment_file9,input_treatment_file9_filetype,input_treatment_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advanced_options.__current_case__,parameters.advanced_options.advanced_options_selector,parameters.advanced_options.broad_options.__current_case__,parameters.advanced_options.broad_options.broad_cutoff,parameters.advanced_options.broad_options.broad_options_selector,parameters.advanced_options.broad_options.call_summits,parameters.advanced_options.keep_dup_options.__current_case__,parameters.advanced_options.keep_dup_options.keep_dup_options_selector,parameters.advanced_options.keep_dup_options.user_keepdup,parameters.advanced_options.llocal,parameters.advanced_options.nolambda,parameters.advanced_options.ratio,parameters.advanced_options.slocal,parameters.advanced_options.to_large,parameters.bampe,parameters.band_width,parameters.chromInfo,parameters.cutoff_options.__current_case__,parameters.cutoff_options.cutoff_options_selector,parameters.cutoff_options.pvalue,parameters.cutoff_options.qvalue,parameters.dbkey,parameters.effective_genome_size_options.__current_case__,parameters.effective_genome_size_options.effective_genome_size_options_selector,parameters.effective_genome_size_options.gsize,parameters.input_control_file,parameters.input_control_file.values,parameters.input_treatment_file,parameters.input_treatment_file.values,parameters.nomodel_type.__current_case__,parameters.nomodel_type.extsize,parameters.nomodel_type.nomodel_type_selector,parameters.outputs,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-07-18 00:52:54.972048,slurm_normal,1468803397.0,0,1.0,main_w2_handler1,2751042,13427538,False,,388214276.0,388214276.0,bam,,,bam,272742673,272742673.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,bam,7638983.roundup,slurm,,132112168.0,corral-repl,,,0,on,1.0,,nobroad,true,1.0,1,,10000,false,1.0,1000,false,"""true""","""200""","""/galaxy-repl/localdata/chrom/?.len""",1,qvalue,,0.05,"""?""",4,user_defined,4600000,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5591eb4caef111c3a'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b2d98923c62eb6b6'}]",0,,create_model,"[""peaks_bed"", ""bdg"", ""html""]",32.0,,30939334,1468803203.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20140616.0,2.1.0.20140616.0,,2016-07-18 00:56:41.172452,57068.0,194.0
,,2016-07-18 01:07:30.878240,slurm_normal,1468804326.0,0,1.0,main_w1_handler0,2751042,13427553,False,,388214276.0,388214276.0,bam,,,bam,505740850,505740850.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,bam,7638997.roundup,slurm,,132112168.0,corral-repl,,,0,on,1.0,,nobroad,true,1.0,1,,10000,false,1.0,1000,false,"""true""","""200""","""/galaxy-repl/localdata/chrom/?.len""",1,qvalue,,0.05,"""?""",4,user_defined,4600000,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5591eb4caef111c3a'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b57ba4ab1abb5c7a'}]",0,,create_model,"[""peaks_bed"", ""bdg"", ""html""]",32.0,,30939334,1468804090.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20140616.0,2.1.0.20140616.0,,2016-07-18 01:12:15.284867,57068.0,236.0
,,2016-07-18 01:13:43.880527,slurm_normal,1468804677.0,0,1.0,main_w2_handler1,2751042,13427569,False,,386482241.0,386482241.0,bam,,,bam,307899945,307899945.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,bam,7639013.roundup,slurm,,132112168.0,corral-repl,,,0,on,1.0,,nobroad,true,1.0,1,,10000,false,1.0,1000,false,"""true""","""200""","""/galaxy-repl/localdata/chrom/?.len""",1,qvalue,,0.05,"""?""",4,user_defined,4600000,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f8e2e329e2b46094'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59f942931b03618ac'}]",0,,create_model,"[""peaks_bed"", ""bdg"", ""html""]",32.0,,30939334,1468804452.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20140616.0,2.1.0.20140616.0,,2016-07-18 01:18:03.679544,57068.0,225.0
,,2016-04-19 20:34:16.621546,slurm_normal,1461098602.0,0,1.0,main_w1_handler2,2581838,12528166,False,,995691512.0,995691512.0,bam,,,bam,607513796,607513796.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,bam,6714280.roundup,slurm,,132112168.0,corral-repl,,,1,off,,,,,,,,,,,,,"""true""","""300""","""/galaxy-repl/localdata/chrom/?.len""",1,qvalue,,0.05,"""?""",4,user_defined,4600000,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5300d0245dcbbefac'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56c09a14b5660469c'}]",1,100,nomodel,"[""peaks_bed"", ""bdg"", ""html""]",32.0,,29374967,1461098158.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20140616.0,2.1.0.20140616.0,,2016-04-19 20:43:40.044289,57068.0,444.0
,,2016-07-18 01:29:29.097070,slurm_normal,1468805644.0,0,1.0,main_w1_handler0,2751042,13427673,False,,386482241.0,386482241.0,bam,,,bam,332510501,332510501.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,bam,7639084.roundup,slurm,,132112168.0,corral-repl,,,0,on,1.0,,nobroad,true,1.0,1,,10000,false,1.0,1000,false,"""true""","""200""","""/galaxy-repl/localdata/chrom/?.len""",1,qvalue,,0.05,"""?""",4,user_defined,4600000,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f8e2e329e2b46094'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5927f3469a9bffe2c'}]",0,,create_model,"[""peaks_bed"", ""bdg"", ""html""]",32.0,,30939334,1468805410.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20140616.0,2.1.0.20140616.0,,2016-07-18 01:34:11.314315,57068.0,234.0
,,2016-04-21 18:35:37.455640,reserved,1461267124.0,0,1.0,main_w2_handler0,2573748,12553430,False,,769596640.0,769596640.0,bam,,,bam,768996556,768996556.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,bam,6741873.roundup,slurm,,132112168.0,corral-repl,,,0,on,1.0,,nobroad,false,0.0,user,5,10000,false,1.0,1000,false,"""false""","""300""","""/galaxy-repl/localdata/chrom/hg19.len""",1,qvalue,,0.05,"""hg19""",0,2451960000,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fae8be8d07583053'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d7bfa2d2f833ceaf'}]",0,,create_model,"[""peaks_bed"", ""summits"", ""bdg"", ""html""]",32.0,,29276741,1461264682.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20140616.0,2.1.0.20140616.0,,2016-04-21 19:33:53.975242,5254.0,2442.0
,,2016-04-21 18:35:02.311395,reserved,1461267125.0,0,1.0,main_w1_handler0,2573748,12553423,False,,769596640.0,769596640.0,bam,,,bam,995105555,995105555.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,bam,6741804.roundup,slurm,,132112168.0,corral-repl,,,0,on,1.0,,nobroad,false,0.0,user,5,10000,false,1.0,1000,false,"""false""","""300""","""/galaxy-repl/localdata/chrom/hg19.len""",1,qvalue,,0.05,"""hg19""",0,2451960000,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fae8be8d07583053'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5609b19e3f8c35be9'}]",0,,create_model,"[""peaks_bed"", ""summits"", ""bdg"", ""html""]",32.0,,29276741,1461263727.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20140616.0,2.1.0.20140616.0,,2016-04-21 19:34:45.414905,5254.0,3398.0
,,2016-08-22 00:38:28.314376,slurm_normal,1471826480.0,0,1.0,main_w3_handler0,2747428,13694030,False,,186666425.0,186666425.0,bam,,,bam,156871759,156871759.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,bam,7909786.roundup,slurm,,132112168.0,corral-repl,,,0,on,1.0,,nobroad,true,1.0,1,,10000,false,1.0,1000,false,"""false""","""300""","""/galaxy-repl/localdata/chrom/?.len""",1,qvalue,,0.08,"""?""",4,user_defined,4600000,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c44bc3fd80c666ae'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56cd351ccaa4973a8'}]",1,100,nomodel,"[""peaks_bed"", ""bdg"", ""html""]",32.0,,32425231,1471826323.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20140616.0,2.1.0.20140616.0,,2016-08-22 00:41:28.039172,57068.0,157.0
,,2016-09-29 22:00:18.201177,slurm_normal,1475192756.0,0,1.0,main_w3_handler1,2836283,13978668,False,,3335366909.0,3335366909.0,bam,,,bam,3745480281,3745480281.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,bam,8198087.roundup,slurm,,132112168.0,corral-repl,,,0,on,1.0,,nobroad,false,1.0,1,,10000,false,1.0,1000,false,"""true""","""300""","""/galaxy-repl/localdata/chrom/hg19.len""",0,pvalue,1e-05,,"""hg19""",4,user_defined,3300000000,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56e194c4fefc2d05e'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ee6f5428849fff32'}]",0,,create_model,"[""peaks_bed"", ""summits"", ""bdg""]",32.0,,33304586,1475186598.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20140616.0,2.1.0.20140616.0,,2016-09-29 23:46:02.430032,91011.0,6158.0
,,2016-09-29 22:20:36.689180,slurm_normal,1475194203.0,0,1.0,main_w3_handler1,2836283,13978777,False,,3745480281.0,3745480281.0,bam,,,bam,3335366909,3335366909.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,bam,8198193.roundup,slurm,,132112168.0,corral-repl,,,0,on,1.0,,nobroad,false,1.0,1,,10000,false,1.0,1000,false,"""true""","""300""","""/galaxy-repl/localdata/chrom/hg19.len""",0,pvalue,1e-05,,"""hg19""",4,user_defined,3300000000,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ee6f5428849fff32'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56e194c4fefc2d05e'}]",0,,create_model,"[""peaks_bed"", ""summits"", ""bdg""]",32.0,,33304586,1475187805.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20140616.0,2.1.0.20140616.0,,2016-09-30 00:10:09.232884,91011.0,6398.0
