chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__current_case__,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-04-07 13:51:48.202382,slurm_normal,1460037180.0,0,,1.0,main_w2_handler1,1832718,12364480,False,,811640,interval,6568106.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24183362,,32.0,,29256885,1460037121.0,ok,1023996.0,CONVERTER_interval_to_bigwig_0,1.0.0,,2016-04-07 13:53:02.258813,29229.0,59.0
,,2016-07-13 18:48:40.327471,slurm_normal,1468435813.0,0,,1.0,main_w1_handler0,2699528,13398865,False,,17571,interval,7610831.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b535d0e88bd57445ec'}]",32.0,,30828891,1468435800.0,ok,1023996.0,CONVERTER_interval_to_bigwig_0,1.0.0,,2016-07-13 18:50:19.343692,46626.0,13.0
,,2016-07-13 18:48:39.987281,slurm_normal,1468435774.0,0,,1.0,main_w1_handler0,2699528,13398862,False,,316682,interval,7610814.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d3e7c336dd9bdd27'}]",32.0,,30828891,1468435768.0,ok,1023996.0,CONVERTER_interval_to_bigwig_0,1.0.0,,2016-07-13 18:49:44.229081,46626.0,6.0
,,2016-07-13 18:48:40.770076,slurm_normal,1468435833.0,0,,1.0,main_w1_handler0,2699528,13398866,False,,307039,interval,7610832.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5417f6d367baaa6fb'}]",32.0,,30828891,1468435801.0,ok,1023996.0,CONVERTER_interval_to_bigwig_0,1.0.0,,2016-07-13 18:50:39.272923,46626.0,32.0
,,2016-07-13 18:48:40.128545,slurm_normal,1468435814.0,0,,1.0,main_w1_handler0,2699528,13398863,False,,333590,interval,7610830.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d8250d473f676c7d'}]",32.0,,30828891,1468435800.0,ok,1023996.0,CONVERTER_interval_to_bigwig_0,1.0.0,,2016-07-13 18:50:19.499999,46626.0,14.0
,,2016-04-09 11:40:15.116346,slurm_normal,1460202040.0,0,,1.0,main_w1_handler2,2478539,12399422,False,,13563142,interval,6599329.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24227470,,32.0,,29520830,1460202025.0,ok,1023996.0,CONVERTER_interval_to_bigwig_0,1.0.0,,2016-04-09 11:40:44.496267,70907.0,15.0
,,2016-05-30 15:33:51.564603,slurm_normal,1464622486.0,0,,1.0,main_w1_handler1,2326875,13024542,False,,1320870,interval,7206097.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a3ff9b99e8de398a'}]",32.0,,30474777,1464622467.0,ok,1023996.0,CONVERTER_interval_to_bigwig_0,1.0.0,,2016-05-30 15:34:47.100387,21918.0,19.0
,,2016-07-14 22:36:25.757768,slurm_normal,1468535875.0,0,,1.0,main_w2_handler1,2731389,13415109,False,,6814725,interval,7627126.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5201435d7c660df30'}]",32.0,,30717330,1468535823.0,ok,1023996.0,CONVERTER_interval_to_bigwig_0,1.0.0,,2016-07-14 22:37:58.122792,85659.0,52.0
,,2016-04-15 17:59:36.463307,slurm_normal,1460743319.0,0,,1.0,main_w1_handler1,2669097,12478399,False,,1235606,interval,6663713.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5745a7cd8916446c1'}]",32.0,,29591737,1460743215.0,ok,1023996.0,CONVERTER_interval_to_bigwig_0,1.0.0,,2016-04-15 18:02:01.364902,,104.0
,,2016-04-15 17:59:36.814019,slurm_normal,1460743442.0,0,,1.0,main_w1_handler2,2669097,12478401,False,,244614,interval,6663766.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5924740048eb95fb0'}]",32.0,,29591737,1460743366.0,ok,1023996.0,CONVERTER_interval_to_bigwig_0,1.0.0,,2016-04-15 18:04:06.178065,,76.0
