create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__current_case__,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-29 11:22:02.818678,slurm_normal,1517224952.0,0,,1.0,main_w3_handler1,3340860,18188142,False,,115198262,fastqillumina.gz,12269346,slurm,,132112168.0,corral-repl,,1,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19Haps.len""","""hg19Haps""","[{'src': 'hda', 'id': 33551948}]",32.0,,42274259.0,1517224944.0,ok,1023996.0,CONVERTER_fastqilluminagz_to_fastqillumina,1.0.0,,2018-01-29 11:22:33.600862,,8.0
2017-11-03 11:42:53.262526,slurm_normal,1509709460.0,0,,1.0,main_w3_handler0,3309864,17315906,False,,1105088298,fastqillumina.gz,11376006,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32047963}]",32.0,,41726626.0,1509709411.0,ok,1023996.0,CONVERTER_fastqilluminagz_to_fastqillumina,1.0.0,,2017-11-03 11:44:26.728312,105948.0,49.0
2018-02-09 20:07:42.202742,slurm_normal,1518206929.0,0,7680.0,1.0,main_w3_handler1,3422774,18332858,False,,628908768,fastqillumina.gz,12417290,slurm,,132112168.0,corral-repl,,1,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 33776536}]",32.0,,43792685.0,1518206900.0,ok,1023996.0,CONVERTER_fastqilluminagz_to_fastqillumina,1.0.0,,2018-02-09 20:08:51.303449,,29.0
2017-11-13 11:21:46.698472,slurm_normal,1510572115.0,0,,1.0,main_w3_handler0,3313221,17436513,False,,7044724,fastqillumina.gz,11495170,slurm,,132112168.0,corral-repl,,0,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32092945}]",32.0,,41787551.0,1510572111.0,ok,1023996.0,CONVERTER_fastqilluminagz_to_fastqillumina,1.0.0,,2017-11-13 11:21:57.425069,115411.0,4.0
2017-11-13 16:15:41.030520,slurm_normal,1510589794.0,0,,1.0,main_w4_handler1,3293590,17439395,False,,57429,fastqillumina.gz,11498046,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32282602}]",32.0,,41414390.0,1510589761.0,ok,1023996.0,CONVERTER_fastqilluminagz_to_fastqillumina,1.0.0,,2017-11-13 16:16:44.729049,,33.0
2018-01-13 14:48:51.261697,slurm_normal,1515855014.0,0,,1.0,main_w3_handler1,3389396,18026475,False,,1202179722,fastqillumina.gz,12103854,slurm,,132112168.0,corral-repl,,1,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","[{'src': 'hda', 'id': 33297579}]",32.0,,43174580.0,1515854952.0,ok,1023996.0,CONVERTER_fastqilluminagz_to_fastqillumina,1.0.0,,2018-01-13 14:50:16.686124,88132.0,62.0
2018-01-13 14:48:34.190928,slurm_normal,1515854975.0,0,,1.0,main_w4_handler1,3389396,18026472,False,,1191737666,fastqillumina.gz,12103852,slurm,,132112168.0,corral-repl,,1,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","[{'src': 'hda', 'id': 33285049}]",32.0,,43174580.0,1515854923.0,ok,1023996.0,CONVERTER_fastqilluminagz_to_fastqillumina,1.0.0,,2018-01-13 14:49:36.577239,88132.0,52.0
2018-01-13 14:47:42.544420,slurm_normal,1515854919.0,0,,1.0,main_w3_handler0,3389396,18026467,False,,1341546237,fastqillumina.gz,12103849,slurm,,132112168.0,corral-repl,,1,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","[{'src': 'hda', 'id': 33281255}]",32.0,,43174580.0,1515854865.0,ok,1023996.0,CONVERTER_fastqilluminagz_to_fastqillumina,1.0.0,,2018-01-13 14:48:40.538143,88132.0,54.0
2018-01-13 14:48:51.715773,slurm_normal,1515855028.0,0,,1.0,main_w3_handler0,3389396,18026476,False,,1210974447,fastqillumina.gz,12103861,slurm,,132112168.0,corral-repl,,1,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","[{'src': 'hda', 'id': 33297848}]",32.0,,43174580.0,1515854970.0,ok,1023996.0,CONVERTER_fastqilluminagz_to_fastqillumina,1.0.0,,2018-01-13 14:50:30.266351,88132.0,58.0
2018-01-13 14:48:06.418166,slurm_normal,1515854960.0,0,,1.0,main_w4_handler0,3389396,18026470,False,,1333367679,fastqillumina.gz,12103851,slurm,,132112168.0,corral-repl,,1,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","[{'src': 'hda', 'id': 33283090}]",32.0,,43174580.0,1515854890.0,ok,1023996.0,CONVERTER_fastqilluminagz_to_fastqillumina,1.0.0,,2018-01-13 14:49:22.214855,88132.0,70.0
