chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.case,parameters.chromInfo,parameters.dbkey,parameters.fasta,parameters.fasta.values,parameters.input,parameters.input.values,parameters.pattern,parameters.seq,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-04-26 17:06:11.333452,slurm_normal,1461690425.0,0,4444903621,fasta,1.0,main_w2_handler0,2683297,12625492,False,,65563,bed,6828845.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57161f22b338265c2'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bd6a97faa1d554a4'}]","""false""","""true""","""true""",32.0,,29539513,1461690391.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.22.0,2.22.0,,2016-04-26 17:07:10.591762,76422.0,34.0
,,2016-01-05 10:36:22.135613,slurm_normal,1451990226.0,0,935359,fasta,1.0,main_w1_handler1,1724766,11377393,False,,253766,bed,5649521.roundup,slurm,,132112168.0,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22739439,,22737033,,"""False""","""True""","""False""",32.0,,27179616,1451990221.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.22.0,2.22.0,,2016-01-05 10:37:09.467272,42716.0,5.0
,,2016-01-05 10:51:25.516535,slurm_normal,1451991142.0,0,1651407,fasta,1.0,main_w2_handler0,1724766,11377431,False,,289701,bed,5649562.roundup,slurm,,132112168.0,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22739517,,22736742,,"""False""","""True""","""False""",32.0,,27179616,1451991136.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.22.0,2.22.0,,2016-01-05 10:52:25.883065,42716.0,6.0
,,2016-01-05 11:27:47.113451,slurm_normal,1451993319.0,0,1835991,fasta,1.0,main_w1_handler0,1724766,11377598,False,,509777,bed,5649701.roundup,slurm,,132112168.0,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22739638,,22739698,,"""False""","""True""","""True""",32.0,,27179616,1451993314.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.22.0,2.22.0,,2016-01-05 11:28:40.911882,42716.0,5.0
,,2016-01-05 12:08:27.079217,slurm_normal,1451995793.0,0,1189229,fasta,1.0,main_w2_handler0,1724766,11377770,False,,638839,bed,5649812.roundup,slurm,,132112168.0,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22740256,,22740269,,"""False""","""True""","""False""",32.0,,27179616,1451995788.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.22.0,2.22.0,,2016-01-05 12:09:56.723620,42716.0,5.0
,,2016-01-05 13:52:25.530402,slurm_normal,1452002058.0,0,1350073,fasta,1.0,main_w2_handler0,1724766,11379668,False,,638839,bed,5650366.roundup,slurm,,132112168.0,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22742160,,22742316,,"""False""","""True""","""False""",32.0,,27179616,1452002052.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.22.0,2.22.0,,2016-01-05 13:54:23.266961,42716.0,6.0
,,2016-01-05 21:00:06.845247,slurm_normal,1452027654.0,0,1350073,fasta,1.0,main_w2_handler1,1724766,11386983,False,,799683,bed,5656725.roundup,slurm,,132112168.0,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22742160,,22751569,,"""False""","""False""","""False""",32.0,,27179616,1452027648.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.22.0,2.22.0,,2016-01-05 21:00:57.988473,42716.0,6.0
,,2016-02-09 23:00:52.258431,slurm_normal,1455059123.0,0,28578790,fasta,1.0,main_w2_handler1,2419718,11767608,False,,1172435898,vcf,6023398.roundup,slurm,,132112168.0,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",23244188,,23179521,,"""False""","""False""","""False""",32.0,,28045571,1455058882.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.22.0,2.22.0,,2016-02-09 23:05:36.459441,62983.0,241.0
,,2016-03-02 10:29:28.838520,slurm_normal,1456914595.0,0,21447,fasta,1.0,main_w1_handler2,1815477,11989979,False,,2277,bed,6220018.roundup,slurm,,132112168.0,corral-repl,,"""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23591752,,23594052,,"""True""","""True""","""True""",32.0,,28743587,1456914591.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.22.0,2.22.0,,2016-03-02 10:30:00.047626,45521.0,4.0
36.0,len,2016-03-20 05:03:35.268111,slurm_normal,1458450268.0,0,5013480,fasta,1.0,main_w2_handler0,2637538,12197428,False,,2803446,gff3,6412017.roundup,slurm,,132112168.0,corral-repl,,"""False""","""/galaxy-repl/main/files/014/893/dataset_14893581.dat""","""?""",23932206,,23932217,,"""False""","""False""","""True""",32.0,,29047095,1458450263.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.22.0,2.22.0,,2016-03-20 05:04:29.874331,80869.0,5.0
