chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.case,parameters.chromInfo,parameters.dbkey,parameters.fasta,parameters.fasta.values,parameters.input,parameters.input.values,parameters.pattern,parameters.seq,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-05-16 07:31:43.607265,slurm_normal,1463383939.0,0,33227,fasta,1.0,main_w2_handler0,2707113,12905962,False,,301306,bed,7100693.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cbd4985f5d2de0a9'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b549d2bdb838845ac0'}]","""false""","""false""","""false""",32.0,,30255764,1463383935.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.22.0,2.22.0,,2016-05-16 07:32:22.467885,,4.0
,,2016-05-16 06:52:07.602538,slurm_normal,1463381579.0,0,1462,fasta,1.0,main_w2_handler0,2707113,12905810,False,,20601237,gff,7100473.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ad9f3238af287a25'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5441afb5087bb03f1'}]","""false""","""false""","""true""",32.0,,30255764,1463381569.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.22.0,2.22.0,,2016-05-16 06:53:04.217211,,10.0
,,2016-05-16 07:42:02.665425,slurm_normal,1463384572.0,0,33227,fasta,1.0,main_w2_handler0,2707113,12905999,False,,5608444,bed,7100733.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cbd4985f5d2de0a9'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b581a2fb7f8582a04e'}]","""false""","""false""","""false""",32.0,,30255764,1463384566.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.22.0,2.22.0,,2016-05-16 07:42:55.648488,,6.0
,,2016-04-05 05:00:04.076303,slurm_normal,1459832421.0,0,367,fasta,1.0,main_w2_handler0,2657604,12340396,False,,34,bed,6546018.roundup,slurm,,132112168.0,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/canFam3.len""","""canFam3""",24145555,,24146034,,"""False""","""False""","""False""",32.0,,29416474,1459832416.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.22.0,2.22.0,,2016-04-05 05:00:24.787469,,5.0
331.0,len,2016-05-30 01:30:52.424339,slurm_normal,1464572423.0,0,2864501403,fasta,1.0,main_w2_handler1,2704404,13020008,False,,7442900857,vcf,7202919.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/main/files/016/012/dataset_16012618.dat""","""Maca_M""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56370d0e4ef4b055f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54110ae84fad77a72'}]","""false""","""false""","""false""",32.0,,30216935,1464571887.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.22.0,2.22.0,,2016-05-30 01:40:25.719287,83188.0,536.0
,,2016-04-18 12:26:25.241808,slurm_normal,1460982442.0,0,36866271,fasta,1.0,main_w2_handler1,2596354,12504457,False,,7881455,gtf,6696091.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a5dc06bdbeba3b8c'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b559c3af3bf6782c5b'}]","""false""","""false""","""false""",32.0,,29622555,1460982431.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.22.0,2.22.0,,2016-04-18 12:27:25.263099,78446.0,11.0
,,2016-04-21 12:30:43.437145,slurm_normal,1461241897.0,0,3477468880,fasta,1.0,main_w1_handler2,2677438,12548515,False,,7295,bed,6736829.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5457ce0b8c075a680'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b529f4c62018248aad'}]","""false""","""true""","""true""",32.0,,29539513,1461241892.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.22.0,2.22.0,,2016-04-21 12:31:41.915029,76422.0,5.0
,,2016-04-21 12:30:42.676618,slurm_normal,1461241870.0,0,3403307622,fasta,1.0,main_w1_handler2,2677438,12548514,False,,7295,bed,6736820.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b534d91b283ac5d83d'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b529f4c62018248aad'}]","""false""","""true""","""true""",32.0,,29539513,1461241860.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.22.0,2.22.0,,2016-04-21 12:31:13.700820,76422.0,10.0
,,2016-04-21 14:23:06.250115,slurm_normal,1461248604.0,0,4387769364,fasta,1.0,main_w1_handler2,2677438,12549789,False,,7295,bed,6738318.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b572c0e27387f088fe'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b529f4c62018248aad'}]","""false""","""true""","""false""",32.0,,29539513,1461248599.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.22.0,2.22.0,,2016-04-21 14:23:26.929178,76422.0,5.0
,,2016-04-21 14:38:21.908712,slurm_normal,1461249598.0,0,4387769364,fasta,1.0,main_w1_handler0,2677438,12550002,False,,7295,bed,6738559.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b572c0e27387f088fe'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b529f4c62018248aad'}]","""false""","""false""","""false""",32.0,,29539513,1461249524.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.22.0,2.22.0,,2016-04-21 14:40:03.903253,76422.0,74.0
,,2016-04-22 14:25:02.584009,slurm_normal,1461335119.0,0,4387769364,fasta,1.0,main_w1_handler2,2677438,12568611,False,,9198,bed,6754057.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b572c0e27387f088fe'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b506048f89f892b169'}]","""false""","""false""","""false""",32.0,,29539513,1461335115.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.22.0,2.22.0,,2016-04-22 14:25:22.670941,76422.0,4.0
,,2016-06-07 00:20:21.251451,slurm_normal,1465258875.0,0,172113655,fasta,1.0,main_w2_handler1,2730007,13090696,False,,9829,bed,7274789.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b545d90ca352aeedeb'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cbdea3ba0d684442'}]","""false""","""true""","""false""",32.0,,30688501,1465258846.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.22.0,2.22.0,,2016-06-07 00:21:20.564875,,29.0
,,2016-06-13 17:37:48.301339,slurm_normal,1465839655.0,0,356357974,fasta,1.0,main_w1_handler0,2737261,13150630,False,,92782662,gff,7334855.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b566ff49315e346c1e'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b528ba61a179296db1'}]","""false""","""true""","""true""",32.0,,30829708,1465839483.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.22.0,2.22.0,,2016-06-13 17:41:02.210100,,172.0
