create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.alignment.__current_case__,parameters.alignment.source,parameters.alignment.template.values,parameters.chromInfo,parameters.dbkey,parameters.fasta.values,parameters.filter,parameters.mask.__current_case__,parameters.mask.source,parameters.numwanted,parameters.window,processor_count,runner_name,session_id,start_epoch,state,swaptotal,template,template_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-06-02 14:43:56.708552,slurm_normal,1496414723.0,0,74801720,fasta,1.0,main_w3_handler1,3106125,15999717,False,,10093939.roundup,slurm,,132112168.0,corral-repl,,1,hist,"[{'src': 'hda', 'id': 29866524}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29585040}]","""false""",0,,"""20""","""0""",32.0,,37980121,1496414652.0,ok,1023996.0,1082430403,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_ccode/1.21.0,1.21.0,,2017-06-02 14:45:27.170812,99883,71.0
2017-06-02 15:10:50.524319,slurm_normal,1496416392.0,0,74801720,fasta,1.0,main_w3_handler0,3106125,16000050,False,,10094303.roundup,slurm,,132112168.0,corral-repl,,1,hist,"[{'src': 'hda', 'id': 29866896}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29585040}]","""false""",0,,"""20""","""0""",32.0,,37980121,1496416282.0,ok,1023996.0,1036169679,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_ccode/1.21.0,1.21.0,,2017-06-02 15:13:13.611877,99883,110.0
2017-06-02 15:27:30.751414,slurm_normal,1496417322.0,0,74801720,fasta,1.0,main_w4_handler0,3106125,16000231,False,,10094475.roundup,slurm,,132112168.0,corral-repl,,1,hist,"[{'src': 'hda', 'id': 29867050}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29585040}]","""false""",0,,"""20""","""0""",32.0,,37980121,1496417261.0,ok,1023996.0,648713771,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_ccode/1.21.0,1.21.0,,2017-06-02 15:28:48.511039,99883,61.0
2017-06-02 15:32:49.271300,slurm_normal,1496417611.0,0,74801720,fasta,1.0,main_w3_handler1,3106125,16000268,False,,10094517.roundup,slurm,,132112168.0,corral-repl,,1,hist,"[{'src': 'hda', 'id': 29867058}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29585040}]","""false""",0,,"""20""","""0""",32.0,,37980121,1496417582.0,ok,1023996.0,382753861,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_ccode/1.21.0,1.21.0,,2017-06-02 15:33:38.888522,99883,29.0
