bamInput,bamInput_filetype,create_time,destination_id,end_epoch,exit_code,extraSampling,extraSampling_filetype,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bamInput,parameters.bamInput.values,parameters.chromInfo,parameters.dbkey,parameters.effectiveGenomeSize.__current_case__,parameters.effectiveGenomeSize.effectiveGenomeSize,parameters.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.fragmentLength,parameters.image_format,parameters.region,parameters.source.__current_case__,parameters.source.input1,parameters.source.input1.values,parameters.source.input1_2bit,parameters.source.ref_source,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
281278,bam,2016-05-04 22:13:49.627460,slurm_normal,1462400138.0,0,,,1.0,main_w1_handler1,2679222,12785963,False,,6071.0,twobit,6979892.roundup,slurm,,132112168.0,corral-repl,,,,,0.0,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fb7c369c677925e9'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",2,,2451960000,"""300""","""png""","""""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54f3e19206f96364e'}]",,history,32.0,,30045956.0,1462400127.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.2.0,2.2.2.0,,2016-05-04 22:15:44.263674,83110.0,11.0
3615429125,bam,2016-05-09 14:41:22.407381,slurm_normal,1462808900.0,0,,,1.0,main_w1_handler2,2427090,12832675,False,,,,7033744.roundup,slurm,,132112168.0,corral-repl,,,,,0.0,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56eb13adbdbbe68b1'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",2,,2451960000,"""300""","""png""","""""",0,,,hg38,cached,32.0,,29991362.0,1462804922.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.2.0,2.2.2.0,,2016-05-09 15:48:22.656184,64160.0,3978.0
695194839,bam,2016-05-11 19:55:00.858905,slurm_normal,1463011055.0,0,,,1.0,main_w1_handler0,2702838,12860054,False,,,,7062513.roundup,slurm,,132112168.0,corral-repl,,,,"""3bbbaed017b211e6bd37005056a52a46""",0.0,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fb3c476c2995ded3'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""300""","""png""","""""",0,,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,28622206.0,1463008018.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.2.0,2.2.2.0,,2016-05-11 23:57:36.924697,68038.0,3037.0
1556772208,bam,2016-05-12 00:38:01.170800,slurm_normal,1463023112.0,0,,,1.0,main_w1_handler1,2703040,12862791,False,,,,7064369.roundup,slurm,,132112168.0,corral-repl,,,,"""c4f39fe217d911e6a5c1005056a51846""",0.0,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e76aa9d93697cf46'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""300""","""png""","""""",0,,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,28622206.0,1463020039.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.2.0,2.2.2.0,,2016-05-12 03:18:34.960950,68038.0,3073.0
1731625971,bam,2016-05-11 01:16:27.664027,slurm_normal,1462944395.0,0,,,1.0,main_w1_handler2,2701305,12850770,False,,,,7052382.roundup,slurm,,132112168.0,corral-repl,,,,,0.0,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b502ae8674973f5091'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""300""","""png""","""""",0,,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,28622206.0,1462941525.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.2.0,2.2.2.0,,2016-05-11 05:26:36.736894,68038.0,2870.0
3913227344,bam,2016-05-11 11:07:45.879310,slurm_normal,1462968488.0,0,,,1.0,main_w1_handler0,2694226,12854405,False,,,,7054815.roundup,slurm,,132112168.0,corral-repl,,,,,0.0,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5222a2bf75f7df9f4'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,2150570000,"""300""","""png""","""""",0,,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,30007495.0,1462964895.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.2.0,2.2.2.0,,2016-05-11 12:08:13.122953,81721.0,3593.0
6619337593,bam,2016-03-19 16:26:14.029747,slurm_normal,1458405055.0,0,,,1.0,main_w1_handler0,2312125,12193789,False,,,,6406887.roundup,slurm,,132112168.0,corral-repl,,,,,0.0,no,23910676,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""300""","""png""","""""",0,,,Araly1,cached,32.0,,29077575.0,1458405051.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.2.0,2.2.2.0,,2016-03-19 16:30:57.817959,29072.0,4.0
5457874500,bam,2016-03-19 16:26:15.055307,slurm_normal,1458404858.0,0,,,1.0,main_w2_handler0,2312125,12193790,False,,,,6406869.roundup,slurm,,132112168.0,corral-repl,,,,,0.0,no,23927128,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""300""","""png""","""""",0,,,Araly1,cached,32.0,,29077575.0,1458404847.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.2.0,2.2.2.0,,2016-03-19 16:27:40.696330,29072.0,11.0
8490197409,bam,2016-03-19 16:26:12.896647,slurm_normal,1458404901.0,0,,,1.0,main_w2_handler1,2312125,12193788,False,,,,6406873.roundup,slurm,,132112168.0,corral-repl,,,,,0.0,no,23906286,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""300""","""png""","""""",0,,,Araly1,cached,32.0,,29077575.0,1458404895.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.2.0,2.2.2.0,,2016-03-19 16:28:23.276103,29072.0,6.0
5457874500,bam,2016-03-19 17:22:39.309006,slurm_normal,1458412366.0,0,,,1.0,main_w1_handler0,2312125,12194367,False,,,,6407307.roundup,slurm,,132112168.0,corral-repl,,,,,0.0,no,23927128,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""300""","""png""","""""",0,,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,29077575.0,1458408424.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.2.0,2.2.2.0,,2016-03-19 18:32:48.819696,29072.0,3942.0
