create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,otu,otu_filetype,param_filename,parameters.abundance,parameters.chromInfo,parameters.dbkey,parameters.groups,parameters.label,parameters.otu.values,parameters.output,parameters.samples,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-19 10:09:55.225601,slurm_normal,1516356616.0,0,1.0,main_w4_handler1,3397720,18082285,False,,12160985,slurm,,132112168.0,corral-repl,1213,mothur.shared,,"""0""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"[{'src': 'hda', 'id': 33385527}]","""fraction""","""""",32.0,,43299908,1516356611.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_get_coremicrobiome/mothur_get_coremicrobiome/1.36.1.0,1.36.1.0,,2018-01-19 10:10:19.833310,72172,5.0
2018-01-19 10:11:53.259660,slurm_normal,1516356725.0,0,1.0,main_w4_handler1,3397720,18082298,False,,12161025,slurm,,132112168.0,corral-repl,1213,mothur.shared,,"""1""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"[{'src': 'hda', 'id': 33385527}]","""count""","""""",32.0,,43299908,1516356721.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_get_coremicrobiome/mothur_get_coremicrobiome/1.36.1.0,1.36.1.0,,2018-01-19 10:12:08.374775,72172,4.0
2017-12-08 09:23:57.899745,slurm_normal,1512725054.0,0,1.0,main_w3_handler1,3358303,17744609,False,,11811117,slurm,,132112168.0,corral-repl,186863,mothur.shared,,"""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"[{'src': 'hda', 'id': 32813009}]","""fraction""","""""",32.0,,42533477,1512725050.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_get_coremicrobiome/mothur_get_coremicrobiome/1.36.1.0,1.36.1.0,,2017-12-08 09:24:16.717940,72172,4.0
2017-12-12 09:57:22.509640,slurm_normal,1513072655.0,0,1.0,main_w4_handler1,3362393,17782314,False,,11850622,slurm,,132112168.0,corral-repl,186885,mothur.shared,,"""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[""B9TYW01"", ""B9TYW02"", ""B9TYW03"", ""B9TYW04"", ""B9TYW05"", ""B9TYW06"", ""B9TYW07"", ""B9TYW08"", ""B9TYW09"", ""B9TYW10"", ""B9TYW11"", ""B9TYW12"", ""B9TYW13"", ""B9TYW14"", ""B9TYW15"", ""B9TYW16"", ""B9TYW17"", ""B9TYW18"", ""B9TYW19"", ""B9TYW20"", ""B9TYW21"", ""B9TYW22"", ""B9TYW23"", ""B9TYW24"", ""B9TYW25"", ""B9TYW26"", ""B9TYW27"", ""B9TYW28"", ""B9TYW29"", ""B9TYW30"", ""B9TYW31"", ""B9TYW32"", ""B9TYW33"", ""B9TYW34"", ""B9TYW35"", ""B9TYW36"", ""B9TYW37"", ""B9TYW38"", ""B9TYW39"", ""B9TYW40"", ""B9TYW41"", ""B9TYW42"", ""B9TYW43"", ""B9TYW44"", ""B9TYW45"", ""B9TYW46"", ""B9TYW47"", ""B9TYW48"", ""B9TYW49"", ""B9TYW50"", ""B9TYW51"", ""B9TYW52"", ""B9TYW53"", ""B9TYW54"", ""B9TYW55"", ""B9TYW56"", ""B9TYW57"", ""B9TYW58"", ""BD67K26"", ""BD67K28"", ""BD67K29""]","[""0.03""]","[{'src': 'hda', 'id': 32870330}]","""fraction""","""""",32.0,,42605486,1513072650.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_get_coremicrobiome/mothur_get_coremicrobiome/1.36.1.0,1.36.1.0,,2017-12-12 09:57:39.146817,113456,5.0
2018-01-23 21:19:53.981691,slurm_normal,1516742406.0,0,1.0,main_w4_handler0,3397277,18138293,False,,12218033,slurm,,132112168.0,corral-repl,403053,mothur.shared,,"""0""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[""Bm014"", ""Bm022"", ""Bm023"", ""Bm037"", ""Bm040"", ""Bm041"", ""Bm043"", ""Bm044"", ""Bm045"", ""Bm050"", ""Bm051"", ""Bm052"", ""Bm054"", ""Bm056"", ""Bm057"", ""Bm059"", ""ControlCADS"", ""ControlLab"", ""ControlWater"", ""Mucus""]","[""0.03""]","[{'src': 'hda', 'id': 33467134}]","""fraction""","""""",32.0,,42668866,1516742402.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_get_coremicrobiome/mothur_get_coremicrobiome/1.36.1.0,1.36.1.0,,2018-01-23 21:20:08.167195,112430,4.0
