chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.out_format1,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-01-07 18:29:36.342276,slurm_normal,1515349783.0,0.0,,1.0,main_w3_handler0,3384296,17967275,False,,2152885,fasta,12043846,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33206605}]","""fasta""",32.0,,42549788,1515349779.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: union105/5.0.0,5.0.0,,2018-01-07 18:29:45.092179,118332.0,4.0
,,2018-01-14 22:56:29.736508,slurm_normal,1515970595.0,0.0,,1.0,main_w4_handler1,3392143,18033295,False,,48593,fasta,12110368,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33310011}]","""fasta""",32.0,,41710360,1515970592.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: union105/5.0.0,5.0.0,,2018-01-14 22:56:36.790885,115089.0,3.0
,,2017-12-11 23:12:56.653506,slurm_normal,1513033989.0,0.0,,1.0,main_w4_handler0,3362044,17778181,False,,2132181,fasta,11846264,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32866712}]","""fasta""",32.0,,42549788,1513033984.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: union105/5.0.0,5.0.0,,2017-12-11 23:13:10.320777,118332.0,5.0
,,2018-02-02 01:39:09.404157,slurm_normal,1517535561.0,0.0,,1.0,main_w3_handler1,3414023,18230953,False,,2258220,fasta,12311117,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/pyrAer1.len""","""pyrAer1""",,"[{'src': 'hda', 'id': 33624055}]","""fasta""",32.0,,43619626,1517535555.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: union105/5.0.0,5.0.0,,2018-02-02 01:39:23.737107,121147.0,6.0
,,2018-02-02 01:39:16.868821,slurm_normal,1517535573.0,0.0,,1.0,main_w4_handler1,3414031,18230958,False,,2258220,fasta,12311127,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/pyrAer1.len""","""pyrAer1""",,"[{'src': 'hda', 'id': 33624067}]","""fasta""",32.0,,43555960,1517535569.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: union105/5.0.0,5.0.0,,2018-02-02 01:39:38.835595,120954.0,4.0
,,2018-02-02 01:39:09.907614,slurm_normal,1517535565.0,0.0,,1.0,main_w4_handler0,3414035,18230954,False,,2258220,fasta,12311122,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/pyrAer1.len""","""pyrAer1""",,"[{'src': 'hda', 'id': 33624070}]","""fasta""",32.0,,43555919,1517535561.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: union105/5.0.0,5.0.0,,2018-02-02 01:39:27.055421,120944.0,4.0
,,2018-02-02 01:39:50.773557,slurm_normal,1517535603.0,0.0,,1.0,main_w4_handler0,3413630,18230964,False,,918009,fasta,12311133,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/pyrAer1.len""","""pyrAer1""",,"[{'src': 'hda', 'id': 33624130}]","""fasta""",32.0,,43556026,1517535600.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: union105/5.0.0,5.0.0,,2018-02-02 01:40:06.421843,120959.0,3.0
,,2018-02-02 01:41:40.079239,slurm_normal,1517535713.0,0.0,,1.0,main_w3_handler0,3412799,18230988,False,,2258220,fasta,12311160,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/pyrAer1.len""","""pyrAer1""",,"[{'src': 'hda', 'id': 33624053}]","""fasta""",32.0,,43596985,1517535708.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: union105/5.0.0,5.0.0,,2018-02-02 01:41:54.590767,121076.0,5.0
,,2018-01-31 20:47:19.103157,slurm_normal,1517431672.0,0.0,,1.0,main_w4_handler0,3412054,18216924,False,,918009,fasta,12297159,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/pyrAer1.len""","""pyrAer1""",,"[{'src': 'hda', 'id': 33598629}]","""fasta""",32.0,,43443047,1517431646.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: union105/5.0.0,5.0.0,,2018-01-31 20:47:53.755962,91816.0,26.0
,,2018-02-02 01:39:07.662878,slurm_normal,1517535561.0,0.0,,1.0,main_w4_handler0,3414033,18230951,False,,2258220,fasta,12311118,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/pyrAer1.len""","""pyrAer1""",,"[{'src': 'hda', 'id': 33624068}]","""fasta""",32.0,,43619627,1517535555.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: union105/5.0.0,5.0.0,,2018-02-02 01:39:22.380206,91816.0,6.0
,,2018-02-02 01:38:38.353047,slurm_normal,1517535531.0,0.0,,1.0,main_w3_handler1,3410778,18230939,False,,2258220,fasta,12311101,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/pyrAer1.len""","""pyrAer1""",,"[{'src': 'hda', 'id': 33624060}]","""fasta""",32.0,,43619638,1517535527.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: union105/5.0.0,5.0.0,,2018-02-02 01:38:53.452275,121149.0,4.0
