chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.coverage_max,parameters.coverage_min,parameters.coverage_step,parameters.dbkey,parameters.filter_by_flags.__current_case__,parameters.filter_by_flags.exclude_flags,parameters.filter_by_flags.filter_flags,parameters.filter_by_flags.require_flags,parameters.gc_depth,parameters.input_file.values,parameters.input_file|__identifier__,parameters.insert_size,parameters.most_inserts,parameters.read_length,parameters.remove_dups,parameters.split_output.__current_case__,parameters.split_output.generate_tables,parameters.split_output.split_output_selector,parameters.trim_quality,parameters.use_reference.__current_case__,parameters.use_reference.reference_source.__current_case__,parameters.use_reference.reference_source.ref_file,parameters.use_reference.reference_source.ref_file.values,parameters.use_reference.reference_source.reference_source_selector,parameters.use_reference.use_ref_selector,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,use_reference|ref_file,use_reference|ref_file_filetype,user_id,runtime
,,2017-08-14 03:00:14.559906,slurm_normal,1502679779.0,0,,1.0,main_w3_handler0,3217971,16572468,False,,3108314666,bam,10643328.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1000""","""1""","""1""","""mm10""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30840242}]",,"""8000""","""0.99""","""""","""false""",0,,no,"""0""",0,0.0,mm10,,cached,yes,32.0,,39722482.0,1502679624.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-14 03:03:02.172187,,,31580.0,155.0
,,2017-08-13 21:34:24.938805,slurm_normal,1502660095.0,0,,1.0,main_w4_handler1,3221110,16571085,False,,256452921,bam,10641994.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""1000""","""1""","""1""","""rn5""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30858678}]",,"""8000""","""0.99""","""""","""false""",0,,no,"""0""",1,,,,,no,32.0,,39851515.0,1502660075.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-13 21:34:59.819743,,,99302.0,20.0
,,2017-08-13 21:34:26.551895,slurm_normal,1502660108.0,0,,1.0,main_w3_handler1,3221110,16571089,False,,22456260,bam,10642000.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""1000""","""1""","""1""","""rn5""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30858690}]",,"""8000""","""0.99""","""""","""false""",0,,no,"""0""",1,,,,,no,32.0,,39851515.0,1502660102.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-13 21:35:09.722046,,,99302.0,6.0
,,2017-08-13 21:34:25.649598,slurm_normal,1502660103.0,0,,1.0,main_w3_handler0,3221110,16571087,False,,12883561,bam,10641999.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""1000""","""1""","""1""","""rn5""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30858686}]",,"""8000""","""0.99""","""""","""false""",0,,no,"""0""",1,,,,,no,32.0,,39851515.0,1502660098.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-13 21:35:05.153118,,,99302.0,5.0
,,2017-08-13 21:34:24.586715,slurm_normal,1502660084.0,0,,1.0,main_w4_handler0,3221110,16571084,False,,127633074,bam,10641992.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""1000""","""1""","""1""","""rn5""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30858676}]",,"""8000""","""0.99""","""""","""false""",0,,no,"""0""",1,,,,,no,32.0,,39851515.0,1502660072.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-13 21:34:45.586848,,,99302.0,12.0
,,2017-08-13 21:34:24.208936,slurm_normal,1502660094.0,0,,1.0,main_w3_handler1,3221110,16571083,False,,56139138,bam,10641996.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""1000""","""1""","""1""","""rn5""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30858674}]",,"""8000""","""0.99""","""""","""false""",0,,no,"""0""",1,,,,,no,32.0,,39851515.0,1502660087.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-13 21:34:56.906838,,,99302.0,7.0
,,2017-08-13 21:34:26.014440,slurm_normal,1502660097.0,0,,1.0,main_w4_handler0,3221110,16571088,False,,14352948,bam,10641997.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""1000""","""1""","""1""","""rn5""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30858688}]",,"""8000""","""0.99""","""""","""false""",0,,no,"""0""",1,,,,,no,32.0,,39851515.0,1502660092.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-13 21:35:00.550037,,,99302.0,5.0
,,2017-08-14 03:02:18.714943,slurm_normal,1502679994.0,0,,1.0,main_w3_handler1,3217971,16572480,False,,2810252445,bam,10643351.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1000""","""1""","""1""","""mm10""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30840256}]",,"""8000""","""0.99""","""""","""false""",0,,no,"""0""",0,0.0,mm10,,cached,yes,32.0,,39722482.0,1502679849.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-14 03:06:36.671289,,,31580.0,145.0
,,2017-10-02 17:08:00.463269,slurm_normal,1506965629.0,0,,1.0,main_w4_handler0,2763672,16989388,False,,179119167,bam,11055824.roundup,slurm,,132112168.0,corral-repl,,"""696d3342a58e11e7991a005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""1000""","""1""","""1""","""hg38""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 31505924}]",,"""8000""","""0.99""","""""","""true""",0,,no,"""0""",1,,,,,no,32.0,,,1506965614.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-10-02 17:33:57.844032,,,63548.0,15.0
,,2017-08-14 03:01:41.109014,slurm_normal,1502679891.0,0,,1.0,main_w3_handler1,3217971,16572473,False,,3098585551,bam,10643334.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1000""","""1""","""1""","""mm10""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30840244}]",,"""8000""","""0.99""","""""","""false""",0,,no,"""0""",0,0.0,mm10,,cached,yes,32.0,,39722482.0,1502679733.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-14 03:04:56.880738,,,31580.0,158.0
,,2017-08-14 03:02:30.358079,slurm_normal,1502680061.0,0,,1.0,main_w3_handler1,3217971,16572482,False,,2760188265,bam,10643360.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1000""","""1""","""1""","""mm10""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30840257}]",,"""8000""","""0.99""","""""","""false""",0,,no,"""0""",0,0.0,mm10,,cached,yes,32.0,,39722482.0,1502679921.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-14 03:07:44.249908,,,31580.0,140.0
,,2017-08-14 02:59:21.398388,slurm_normal,1502679728.0,0,,1.0,main_w3_handler0,3217971,16572460,False,,3111441126,bam,10643322.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1000""","""1""","""1""","""mm10""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30819229}]",,"""8000""","""0.99""","""""","""false""",0,,no,"""0""",0,0.0,mm10,,cached,yes,32.0,,39722482.0,1502679572.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-14 03:02:09.381943,,,31580.0,156.0
,,2017-10-02 17:03:36.711695,slurm_normal,1506965666.0,0,,1.0,main_w4_handler0,2763672,16989096,False,,179426120,bam,11055831.roundup,slurm,,132112168.0,corral-repl,,"""66e59e7aa58e11e7991a005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""1000""","""1""","""1""","""hg38""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 31505592}]",,"""8000""","""0.99""","""""","""true""",0,,no,"""0""",1,,,,,no,32.0,,,1506965649.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-10-02 17:34:34.783197,,,63548.0,17.0
,,2017-08-14 03:01:52.218927,slurm_normal,1502679911.0,0,,1.0,main_w3_handler0,3217971,16572476,False,,3082731648,bam,10643342.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1000""","""1""","""1""","""mm10""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30840250}]",,"""8000""","""0.99""","""""","""false""",0,,no,"""0""",0,0.0,mm10,,cached,yes,32.0,,39722482.0,1502679758.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-14 03:05:16.273004,,,31580.0,153.0
,,2017-08-14 02:59:56.722238,slurm_normal,1502679841.0,0,,1.0,main_w4_handler0,3217971,16572466,False,,3110372087,bam,10643331.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1000""","""1""","""1""","""mm10""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30840230}]",,"""8000""","""0.99""","""""","""false""",0,,no,"""0""",0,0.0,mm10,,cached,yes,32.0,,39722482.0,1502679685.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-14 03:04:03.423588,,,31580.0,156.0
,,2017-08-14 02:59:35.130174,slurm_normal,1502679749.0,0,,1.0,main_w3_handler0,3217971,16572463,False,,3110956788,bam,10643323.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1000""","""1""","""1""","""mm10""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30840225}]",,"""8000""","""0.99""","""""","""false""",0,,no,"""0""",0,0.0,mm10,,cached,yes,32.0,,39722482.0,1502679585.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-14 03:02:32.979974,,,31580.0,164.0
,,2017-10-02 17:04:23.758903,slurm_normal,1506965757.0,0,,1.0,main_w4_handler1,2763672,16989109,False,,179986158,bam,11055867.roundup,slurm,,132112168.0,corral-repl,,"""67e0c5caa58e11e7991a005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""1000""","""1""","""1""","""hg38""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 31505614}]",,"""8000""","""0.99""","""""","""true""",0,,no,"""0""",1,,,,,no,32.0,,,1506965741.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-10-02 17:36:07.021936,,,63548.0,16.0
,,2017-08-14 10:31:39.888657,slurm_normal,1502706719.0,0,,1.0,main_w3_handler1,3050673,16574380,False,,1846857,bam,10645342.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1000""","""1""","""1""","""?""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30863578}]",,"""8000""","""0.99""","""""","""false""",0,,no,"""0""",0,1.0,,"[{'src': 'hda', 'id': 28969193}]",history,yes,32.0,,39857144.0,1502706707.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-14 10:32:02.907122,236554222.0,fasta,83700.0,12.0
,,2017-10-02 17:07:11.875413,slurm_normal,1506965860.0,0,,1.0,main_w3_handler0,2763672,16989319,False,,176112455,bam,11055897.roundup,slurm,,132112168.0,corral-repl,,"""691a8930a58e11e7991a005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""1000""","""1""","""1""","""hg38""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 31505859}]",,"""8000""","""0.99""","""""","""true""",0,,no,"""0""",1,,,,,no,32.0,,,1506965845.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-10-02 17:37:48.911910,,,63548.0,15.0
,,2017-08-14 10:41:36.980996,slurm_normal,1502707318.0,0,,1.0,main_w3_handler0,3050673,16574477,False,,13751922,bam,10645409.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1000""","""1""","""1""","""?""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30863013}]",,"""8000""","""0.99""","""""","""false""",0,,no,"""0""",0,1.0,,"[{'src': 'hda', 'id': 28969193}]",history,yes,32.0,,39857144.0,1502707305.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-14 10:42:00.133095,236554222.0,fasta,83700.0,13.0
,,2017-10-02 17:08:44.267701,slurm_normal,1506965916.0,0,,1.0,main_w4_handler1,2763672,16989475,False,,175642816,bam,11055924.roundup,slurm,,132112168.0,corral-repl,,"""69bcf49aa58e11e7991a005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""1000""","""1""","""1""","""hg38""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 31506020}]",,"""8000""","""0.99""","""""","""true""",0,,no,"""0""",1,,,,,no,32.0,,,1506965901.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-10-02 17:38:45.282161,,,63548.0,15.0
,,2017-08-14 14:18:21.228262,slurm_normal,1502720361.0,0,,1.0,main_w4_handler0,3217971,16576358,False,,2169,bam,10647506.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1000""","""1""","""1""","""mm10""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30866971}]",,"""8000""","""0.99""","""""","""false""",0,,no,"""0""",0,0.0,mm10,,cached,yes,32.0,,39722482.0,1502720356.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-14 14:19:28.230058,,,31580.0,5.0
,,2017-08-14 14:17:51.122258,slurm_normal,1502720424.0,0,,1.0,main_w3_handler0,3217971,16576353,False,,2760187133,bam,10647482.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1000""","""1""","""1""","""mm10""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30866838}]",,"""8000""","""0.99""","""""","""false""",0,,no,"""0""",0,0.0,mm10,,cached,yes,32.0,,39722482.0,1502720278.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-14 14:20:29.739090,,,31580.0,146.0
,,2017-08-14 12:52:54.773702,slurm_normal,1502715271.0,0,,1.0,main_w4_handler0,3218803,16575300,False,,1216343307,bam,10646433.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""1000""","""1""","""1""","""mm9""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30846766}]",,"""8000""","""0.99""","""""","""false""",0,,no,"""0""",1,,,,,no,32.0,,39792635.0,1502715185.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-14 12:54:35.865167,,,99299.0,86.0
,,2017-08-14 12:42:16.947761,slurm_normal,1502715851.0,0,,1.0,main_w3_handler1,3213415,16575226,False,,11361935069,bam,10646373.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1000""","""1""","""1""","""?""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30861512}]",,"""8000""","""0.99""","""""","""false""",0,,no,"""0""",1,,,,,no,32.0,,39722750.0,1502714545.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-14 13:04:13.821073,,,78198.0,1306.0
,,2017-10-02 17:05:42.703654,slurm_normal,1506966003.0,0,,1.0,main_w4_handler1,2763672,16989220,False,,180649574,bam,11055954.roundup,slurm,,132112168.0,corral-repl,,"""68776f66a58e11e7991a005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""1000""","""1""","""1""","""hg38""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 31505733}]",,"""8000""","""0.99""","""""","""true""",0,,no,"""0""",1,,,,,no,32.0,,,1506965987.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-10-02 17:40:19.957191,,,63548.0,16.0
,,2017-10-02 17:09:26.807922,slurm_normal,1506966040.0,0,,1.0,main_w4_handler1,2763672,16989515,False,,175643014,bam,11055971.roundup,slurm,,132112168.0,corral-repl,,"""96095e4ea58e11e782dd005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""1000""","""1""","""1""","""hg38""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 31506089}]",,"""8000""","""0.99""","""""","""true""",0,,no,"""0""",1,,,,,no,32.0,,,1506966025.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-10-02 17:40:49.452367,,,63548.0,15.0
,,2017-10-02 17:05:03.933606,slurm_normal,1506966112.0,0,,1.0,main_w3_handler1,2763672,16989156,False,,176195525,bam,11056004.roundup,slurm,,132112168.0,corral-repl,,"""682aad2aa58e11e7991a005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""1000""","""1""","""1""","""hg38""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 31505658}]",,"""8000""","""0.99""","""""","""true""",0,,no,"""0""",1,,,,,no,32.0,,,1506966096.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-10-02 17:42:01.999664,,,63548.0,16.0
,,2017-08-14 16:35:35.384018,slurm_normal,1502729428.0,0,,1.0,main_w4_handler1,3221855,16577890,False,,3111440886,bam,10649050.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1000""","""1""","""1""","""mm10""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30869227}]",,"""8000""","""0.99""","""""","""false""",0,,no,"""0""",1,,,,,no,32.0,,39722482.0,1502729264.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-14 16:51:56.482077,,,31580.0,164.0
,,2017-10-02 17:06:23.910371,slurm_normal,1506966282.0,0,,1.0,main_w4_handler1,2763672,16989291,False,,176425274,bam,11056082.roundup,slurm,,132112168.0,corral-repl,,"""68c9685ca58e11e7991a005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""1000""","""1""","""1""","""hg38""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 31505811}]",,"""8000""","""0.99""","""""","""true""",0,,no,"""0""",1,,,,,no,32.0,,,1506966266.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-10-02 17:45:05.439387,,,63548.0,16.0
,,2017-08-14 18:58:25.164630,slurm_normal,1502737384.0,0,,1.0,main_w4_handler1,3221928,16579195,False,,5127608,bam,10650344.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""1000""","""1""","""1""","""sacCer3""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30871512}]",,"""8000""","""0.99""","""""","""false""",0,,no,"""0""",1,,,,,no,32.0,,39863379.0,1502737378.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-14 19:03:52.215545,,,110140.0,6.0
,,2017-08-15 00:18:18.127651,slurm_normal,1502756436.0,0,,1.0,main_w4_handler0,3221855,16581545,False,,1137791390,bam,10652990.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1000""","""1""","""1""","""mm10""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30869389}]",,"""8000""","""0.99""","""""","""false""",0,,no,"""0""",0,0.0,mm10,,cached,yes,32.0,,39722482.0,1502756305.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-15 00:20:37.346518,,,31580.0,131.0
,,2017-08-15 01:38:38.519539,slurm_normal,1502777606.0,0,,1.0,main_w4_handler0,3213583,16581803,False,,805450913,bam,10653968.roundup,slurm,,132112168.0,corral-repl,,"""6e9addd6815a11e79299005056ba55fb""","""/galaxy-repl/localdata/chrom/mm10.len""","""1000""","""1""","""1""","""mm10""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30875322}]",,"""8000""","""0.99""","""""","""false""",0,,no,"""0""",0,0.0,mm10,,cached,yes,32.0,,,1502777507.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-15 06:13:30.218018,,,31580.0,99.0
,,2017-12-15 20:31:25.757839,slurm_normal,1513369909.0,0,,1.0,main_w3_handler1,3367311,17821821,False,,188904562,bam,11890555,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""1000""","""1""","""1""","""hg19""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 32954412}]",,"""1000""","""0.99""","""""","""false""",0,,no,"""0""",1,,,,,no,32.0,,42625461.0,1513369894.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-12-15 20:31:51.918358,,,86117.0,15.0
,,2017-08-15 01:46:15.815548,slurm_normal,1502796463.0,0,,1.0,main_w4_handler1,3222215,16581844,False,,1205204941,bam,10655350.roundup,slurm,,132112168.0,corral-repl,,"""7f1ee84a815b11e7ba94005056ba55fb""","""/galaxy-repl/localdata/chrom/mm10.len""","""1000""","""1""","""1""","""mm10""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30875378}]",,"""8000""","""0.99""","""""","""false""",0,,no,"""0""",0,0.0,mm10,,cached,yes,32.0,,,1502796326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-15 11:27:46.387322,,,18481.0,137.0
,,2017-08-15 11:39:20.019807,slurm_normal,1502797578.0,0,,1.0,main_w4_handler0,3190573,16584237,False,,7141806217,bam,10655425.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1000""","""1""","""1""","""mm10""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30878219}]",,"""8000""","""0.99""","""""","""false""",0,,no,"""0""",1,,,,,no,32.0,,39875920.0,1502797172.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-15 11:46:20.991249,,,84314.0,406.0
,,2017-08-15 19:22:29.226961,slurm_normal,1502825712.0,0,,1.0,main_w3_handler0,3219898,16588812,False,,49416150,bam,10660537.roundup,slurm,,132112168.0,corral-repl,,"""db94961881ee11e7aba6005056ba55fb""","""/galaxy-repl/localdata/chrom/hg19.len""","""1000""","""1""","""1""","""hg19""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30884862}]","""1894_S15_L001_001.fastq""","""8000""","""0.99""","""""","""false""",0,,no,"""0""",1,,,,,no,32.0,,,1502825703.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-15 19:35:22.105434,,,78150.0,9.0
,,2017-08-15 11:06:20.558492,slurm_normal,1502818369.0,0,,1.0,main_w3_handler0,3222493,16584003,False,,1205204940,bam,10658651.roundup,slurm,,132112168.0,corral-repl,,"""bce78f7681a911e7bdd6005056ba2773""","""/galaxy-repl/localdata/chrom/mm10.len""","""1000""","""1""","""1""","""mm10""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30878196}]",,"""8000""","""0.99""","""""","""false""",0,,no,"""0""",0,0.0,mm10,,cached,yes,32.0,,,1502818235.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-15 17:32:53.238591,,,31580.0,134.0
,,2017-08-15 19:22:19.826640,slurm_normal,1502825358.0,0,,1.0,main_w4_handler1,3219898,16588801,False,,63838409,bam,10660444.roundup,slurm,,132112168.0,corral-repl,,"""db94961881ee11e7aba6005056ba55fb""","""/galaxy-repl/localdata/chrom/hg19.len""","""1000""","""1""","""1""","""hg19""",1.0,,nofilter,,"""20000.0""","[{'src': 'hda', 'id': 30884853}]","""1832_S6_L001_001.fastq""","""8000""","""0.99""","""""","""false""",0,,no,"""0""",1,,,,,no,32.0,,,1502825348.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1,2.0.1,,2017-08-15 19:29:23.389657,,,78150.0,10.0
