chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,in_sam,in_sam_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.in_sam,parameters.in_sam.values,parameters.m,parameters.n,parameters.saveDiscarded,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-04-07 13:06:34.553396,slurm_normal,1491570431.0,0,,1.0,main_w4_handler1,3063687,15519925,False,112019741,sam,,9646621.roundup,slurm,,132112168.0,corral-repl,,"""03520eb41b9311e797d2005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29117171}]","""5""","""5""","""false""",32.0,,,1491570425.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-04-07 13:07:14.728580,61346.0,6.0
,,2016-07-04 09:11:25.476570,slurm_normal,1467623520.0,0,,1.0,main_w2_handler1,2724129,13324535,False,754371,sam,,7530006.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b7c89267e3131ae8'}]","""0""","""86""","""false""",32.0,,31260662.0,1467623515.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-07-04 09:12:03.290242,77820.0,5.0
,,2016-10-15 21:27:34.399044,slurm_normal,1476566865.0,0,,1.0,main_w3_handler1,2833382,14089963,False,580,sam,,8306369.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f678e8b6bc685731'}]","""0""","""0""","""false""",32.0,,33469223.0,1476566862.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-10-15 21:27:46.905692,90963.0,3.0
,,2017-01-10 16:11:05.892359,slurm_normal,1484066418.0,0,,1.0,main_w3_handler1,2941396,14725398,False,126010066,sam,,8893654.roundup,slurm,,132112168.0,corral-repl,,"""1231a24cd24a11e6a5f3005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27869368}]","""100""","""100""","""false""",32.0,,,1484065946.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-01-10 16:40:42.994946,85984.0,472.0
,,2017-01-10 16:14:32.195674,slurm_normal,1484080508.0,0,,1.0,main_w3_handler0,2950405,14725737,False,31607180,sam,,8897404.roundup,slurm,,132112168.0,corral-repl,,"""909ffd50d67211e6aecc005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27869821}]","""5""","""5""","""false""",32.0,,,1484080469.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-01-10 20:35:14.985744,84316.0,39.0
,,2017-01-10 16:27:12.546745,slurm_normal,1484078702.0,0,,1.0,main_w4_handler0,2950405,14726883,False,483538324,sam,,8896908.roundup,slurm,,132112168.0,corral-repl,,"""4a97d6bed73711e6a7c8005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27871633}]","""5""","""5""","""false""",32.0,,,1484078285.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-01-10 20:05:13.910890,84316.0,417.0
,,2016-07-08 02:14:38.030528,slurm_normal,1467944162.0,0,,1.0,main_w2_handler0,2760592,13358066,False,218634021,sam,,7568003.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/panTro4.len""","""panTro4""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5111ef4dca05778ba'}]","""0""","""0""","""true""",32.0,,31335054.0,1467944136.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-07-08 02:16:06.143377,87118.0,26.0
,,2016-07-08 03:42:51.027744,slurm_normal,1467949435.0,0,,1.0,main_w1_handler1,2760646,13358376,False,218634021,sam,,7568263.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/panTro4.len""","""panTro4""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5842cf8af8a8d310d'}]","""0""","""0""","""false""",32.0,,31335054.0,1467949410.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-07-08 03:43:57.123263,87118.0,25.0
,,2016-07-09 07:52:12.908984,slurm_normal,1468050777.0,0,,1.0,main_w2_handler1,2761486,13365960,False,45729393,sam,,7576213.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53b36a65a8feb3bb5'}]","""0""","""0""","""false""",32.0,,30733819.0,1468050767.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-07-09 07:52:59.040340,85745.0,10.0
,,2016-07-09 07:52:51.297167,slurm_normal,1468050825.0,0,,1.0,main_w2_handler1,2761486,13365962,False,40314948,sam,,7576215.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b585b312d9b7a0fc7b'}]","""0""","""0""","""false""",32.0,,30733819.0,1468050815.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-07-09 07:53:48.160138,85745.0,10.0
,,2017-01-10 16:39:44.056900,slurm_normal,1484068965.0,0,,1.0,main_w4_handler1,2941396,14728197,False,126010066,sam,,8894492.roundup,slurm,,132112168.0,corral-repl,,"""b1edb84ad24811e6ad88005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27873743}]","""100""","""100""","""false""",32.0,,,1484068854.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-01-10 17:23:02.700936,85984.0,111.0
,,2016-03-23 04:31:33.936335,slurm_normal,1458707548.0,0,,1.0,main_w1_handler2,2616011,12232244,False,25,sam,,6446641.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23986591,,"""0""","""0""","""True""",32.0,,28694063.0,1458707544.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-03-23 04:32:31.508355,79501.0,4.0
,,2016-03-23 04:38:37.062749,slurm_normal,1458707957.0,0,,1.0,main_w1_handler0,2616011,12232261,False,25,sam,,6446657.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23986611,,"""0""","""0""","""True""",32.0,,28694063.0,1458707952.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-03-23 04:39:19.905680,79501.0,5.0
,,2016-07-09 07:50:47.884350,slurm_normal,1468050692.0,0,,1.0,main_w1_handler0,2761486,13365955,False,53820906,sam,,7576209.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55c5c7a6faba4d214'}]","""0""","""0""","""false""",32.0,,30733819.0,1468050682.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-07-09 07:51:34.164748,85745.0,10.0
,,2016-05-19 18:32:51.287306,slurm_normal,1463682825.0,0,,1.0,main_w1_handler1,2638711,12942669,False,155065460,sam,,7136376.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b500dba3de50999598'}]","""0""","""0""","""false""",32.0,,29062090.0,1463682799.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-05-19 18:33:46.846337,80969.0,26.0
,,2017-01-10 16:45:33.626221,slurm_normal,1484070245.0,0,,1.0,main_w4_handler0,2941396,14729204,False,126010066,sam,,8894911.roundup,slurm,,132112168.0,corral-repl,,"""f10a9384d27c11e69346005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27875428}]","""100""","""100""","""false""",32.0,,,1484070219.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-01-10 17:44:13.875553,85984.0,26.0
,,2016-05-22 16:01:43.907605,slurm_normal,1463933604.0,0,,1.0,main_w1_handler1,2712607,12958686,False,4651327942,sam,,7150191.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5019fa7fa89d81e55'}]","""2""","""2""","""true""",32.0,,30344609.0,1463932936.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-05-22 16:13:26.754559,84804.0,668.0
,,2017-01-10 16:27:06.537275,slurm_normal,1484070327.0,0,,1.0,main_w3_handler0,2941396,14726872,False,126010066,sam,,8894970.roundup,slurm,,132112168.0,corral-repl,,"""e6db0c2ad28811e69734005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27871639}]","""100""","""100""","""false""",32.0,,,1484070296.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-01-10 17:45:35.404563,85984.0,31.0
,,2017-01-10 16:54:55.285135,slurm_normal,1484072903.0,0,,1.0,main_w4_handler0,2902766,14730407,False,196219603,sam,,8895769.roundup,slurm,,132112168.0,corral-repl,,"""ab5b6fead27f11e68802005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27877123}]","""100""","""100""","""false""",32.0,,,1484072864.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-01-10 18:28:32.435775,85984.0,39.0
,,2017-01-10 16:56:59.152701,slurm_normal,1484073181.0,0,,1.0,main_w3_handler1,2948049,14730732,False,174274330,sam,,8895883.roundup,slurm,,132112168.0,corral-repl,,"""35d7f430d6e111e68802005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27877534}]","""100""","""100""","""false""",32.0,,,1484073141.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-01-10 18:33:06.906995,85984.0,40.0
,,2017-01-10 17:00:31.429197,slurm_normal,1484074020.0,0,,1.0,main_w4_handler1,2902766,14731230,False,174274301,sam,,8896092.roundup,slurm,,132112168.0,corral-repl,,"""7b76e75cd30e11e69278005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27878204}]","""100""","""100""","""false""",32.0,,,1484073991.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-01-10 18:47:13.544725,85984.0,29.0
,,2017-01-10 17:04:18.364940,slurm_normal,1484074619.0,0,,1.0,main_w4_handler0,2948049,14731864,False,174274301,sam,,8896251.roundup,slurm,,132112168.0,corral-repl,,"""334c0e0ad3c011e6b775005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27879055}]","""100""","""100""","""false""",32.0,,,1484074588.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-01-10 18:57:06.427017,85984.0,31.0
,,2016-04-05 07:48:14.064871,slurm_normal,1459842547.0,0,,1.0,main_w1_handler0,2645336,12340945,False,1924919252,sam,,6546591.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24132923,,"""5""","""5""","""False""",32.0,,29401088.0,1459842504.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-04-05 07:49:09.928465,81921.0,43.0
,,2016-04-05 07:54:16.341112,slurm_normal,1459842917.0,0,,1.0,main_w1_handler0,2645336,12340957,False,1924919252,sam,,6546600.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24132923,,"""10""","""10""","""True""",32.0,,29401088.0,1459842871.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-04-05 07:55:19.745096,81921.0,46.0
,,2016-04-05 08:22:37.688582,slurm_normal,1459844604.0,0,,1.0,main_w1_handler2,2633940,12341141,False,658034,sam,,6546772.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24147653,,"""0""","""0""","""False""",32.0,,28998303.0,1459844576.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-04-05 08:23:25.439348,,28.0
,,2016-04-05 10:07:22.067130,slurm_normal,1459850855.0,0,,1.0,main_w1_handler1,2645336,12341747,False,357137,sam,,6547355.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24148513,,"""10""","""10""","""True""",32.0,,29401088.0,1459850852.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-04-05 10:07:39.831831,81921.0,3.0
,,2016-04-05 10:11:48.410966,slurm_normal,1459851178.0,0,,1.0,main_w1_handler0,2645336,12341770,False,1843137739,sam,,6547402.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24133518,,"""5""","""5""","""False""",32.0,,29401088.0,1459851140.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-04-05 10:13:00.320775,81921.0,38.0
,,2016-04-07 13:32:47.969636,slurm_normal,1460035985.0,0,,1.0,main_w2_handler0,2654231,12364350,False,1431376,sam,,6567904.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24172731,,"""0""","""0""","""False""",32.0,,29428255.0,1460035978.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-04-07 13:33:11.101330,12907.0,7.0
,,2016-04-07 13:32:08.603728,slurm_normal,1460035978.0,0,,1.0,main_w2_handler0,2654231,12364345,False,749564072,sam,,6567889.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24172730,,"""0""","""0""","""False""",32.0,,29428255.0,1460035938.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-04-07 13:33:05.466716,12907.0,40.0
,,2017-01-10 17:06:02.097863,slurm_normal,1484076221.0,0,,1.0,main_w4_handler1,2902766,14732049,False,174274330,sam,,8896510.roundup,slurm,,132112168.0,corral-repl,,"""639bcb48d3b811e680c6005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27879327}]","""100""","""100""","""false""",32.0,,,1484076082.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-01-10 19:23:48.171531,85984.0,139.0
,,2016-04-08 03:11:56.664009,slurm_normal,1460085300.0,0,,1.0,main_w1_handler1,2660210,12378155,False,1797173261,sam,,6576565.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",24199364,,"""0""","""0""","""False""",32.0,,29489265.0,1460085130.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-04-08 03:15:02.880588,82075.0,170.0
,,2016-04-08 14:27:48.099486,slurm_normal,1460125921.0,0,,1.0,main_w1_handler0,2660210,12388547,False,2480884493,sam,,6587085.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",24199314,,"""0""","""0""","""False""",32.0,,29497090.0,1460125689.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-04-08 14:32:05.353076,82075.0,232.0
,,2016-10-18 15:54:36.935460,slurm_normal,1476806990.0,0,,1.0,main_w3_handler1,2859609,14110188,False,5014184,sam,,8324326.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5454b72b5523151aa'}]","""2""","""2""","""false""",32.0,,33784766.0,1476806921.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-10-18 16:09:52.598636,61346.0,69.0
,,2016-10-18 15:54:37.384252,slurm_normal,1476807363.0,0,,1.0,main_w3_handler1,2859609,14110189,False,35915921,sam,,8324434.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bac84820f92f4ae9'}]","""2""","""2""","""false""",32.0,,33784766.0,1476807294.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-10-18 16:16:13.078844,61346.0,69.0
,,2016-04-09 18:53:29.899511,slurm_normal,1460228040.0,0,,1.0,main_w2_handler1,2646131,12402495,False,60063119,sam,,6602333.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",24221402,,"""1""","""1""","""False""",32.0,,29503804.0,1460228025.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-04-09 18:54:02.672548,81983.0,15.0
,,2016-10-18 20:44:02.230114,slurm_normal,1476823508.0,0,,1.0,main_w3_handler1,2859609,14111972,False,35266833,sam,,8326592.roundup,slurm,,132112168.0,corral-repl,,"""97fb0cba957311e69718005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53c3ade562b6f30a4'}]","""2""","""2""","""false""",32.0,,33784766.0,1476823503.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-10-18 20:45:11.556738,61346.0,5.0
,,2016-10-18 20:44:01.787716,slurm_normal,1476823499.0,0,,1.0,main_w4_handler0,2859609,14111971,False,4933952,sam,,8326591.roundup,slurm,,132112168.0,corral-repl,,"""97fb0cba957311e69718005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5494a740e1802a430'}]","""2""","""2""","""false""",32.0,,33784766.0,1476823495.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-10-18 20:45:03.633833,61346.0,4.0
,,2016-10-18 17:30:03.219791,slurm_normal,1476811890.0,0,,1.0,main_w3_handler0,2859609,14110921,False,5014184,sam,,8325177.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5454b72b5523151aa'}]","""2""","""2""","""true""",32.0,,33774678.0,1476811831.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-10-18 17:31:37.570854,61346.0,59.0
,,2017-01-10 16:14:33.054756,slurm_normal,1484078481.0,0,,1.0,main_w3_handler1,2950405,14725741,False,483538324,sam,,8896945.roundup,slurm,,132111800.0,corral-repl,,"""909ffd50d67211e6aecc005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27869826}]","""5""","""5""","""false""",32.0,,,1484078439.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-01-10 20:01:28.306233,84316.0,42.0
,,2016-04-15 13:50:39.078808,slurm_normal,1460741373.0,0,,1.0,main_w1_handler0,2654231,12471956,False,2101132,sam,,6663057.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b582b3d62f199cf503'}]","""0""","""0""","""false""",32.0,,29627140.0,1460741369.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-04-15 17:29:35.298213,12907.0,4.0
,,2016-10-19 01:36:30.971690,slurm_normal,1476841100.0,0,,1.0,main_w3_handler1,2839929,14113310,False,38731054,sam,,8328119.roundup,slurm,,132112168.0,corral-repl,,"""74d8a3d6959c11e6a1ba005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5267a29f8d4debcfd'}]","""3""","""2""","""false""",32.0,,33784766.0,1476841075.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-10-19 01:38:23.596540,61346.0,25.0
,,2016-10-19 01:56:08.451962,slurm_normal,1476842316.0,0,,1.0,main_w3_handler0,2840620,14113418,False,28610484,sam,,8328214.roundup,slurm,,132112168.0,corral-repl,,"""32496746959f11e691b3005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b550b03fb65f33fde5'}]","""3""","""2""","""false""",32.0,,33784766.0,1476842283.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-10-19 01:58:41.598656,61346.0,33.0
,,2017-01-10 16:41:47.485933,slurm_normal,1484080834.0,0,,1.0,main_w3_handler1,2950405,14728538,False,31607180,sam,,8897561.roundup,slurm,,132112168.0,corral-repl,,"""c20d0c2ed74a11e689b9005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27874207}]","""5""","""5""","""false""",32.0,,,1484080797.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-01-10 20:40:40.628969,84316.0,37.0
,,2017-01-10 16:41:49.163274,slurm_normal,1484080582.0,0,,1.0,main_w3_handler1,2950405,14728544,False,483538339,sam,,8897373.roundup,slurm,,132112168.0,corral-repl,,"""c20d0c2ed74a11e689b9005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27874222}]","""5""","""5""","""false""",32.0,,,1484080305.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2017-01-10 20:36:33.234822,84316.0,277.0
,,2016-04-23 17:55:48.065201,slurm_normal,1461434759.0,0,,1.0,main_w2_handler1,2677202,12582955,False,5201736482,sam,,6785431.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e903dbb9bfe3b1f3'}]","""0""","""0""","""false""",32.0,,29767257.0,1461434159.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-04-23 18:06:02.067781,83013.0,600.0
,,2016-06-02 07:59:32.737205,slurm_normal,1464855093.0,0,,1.0,main_w2_handler0,2702038,13047375,False,4185989407,sam,,7232963.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/oryza_sativa_japonica_nipponbare_IRGSP4.0.len""","""oryza_sativa_japonica_nipponbare_IRGSP4.0""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d8586412e9ee96a7'}]","""0""","""0""","""true""",32.0,,30573817.0,1464854413.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-06-02 08:11:37.805992,75281.0,680.0
,,2016-06-03 20:26:39.417258,slurm_normal,1464985642.0,0,,1.0,main_w1_handler1,2726619,13064316,False,23387357,sam,,7250353.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57e46d3c33826ad1c'}]","""0""","""0""","""false""",32.0,,30060525.0,1464985639.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-06-03 20:27:24.814274,17286.0,3.0
,,2016-06-03 20:26:36.098659,slurm_normal,1464985640.0,0,,1.0,main_w2_handler0,2726619,13064314,False,24148887,sam,,7250350.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b535bfee374e92a845'}]","""0""","""0""","""false""",32.0,,30060525.0,1464985636.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-06-03 20:27:22.138845,17286.0,4.0
,,2016-06-03 20:26:40.082479,slurm_normal,1464985669.0,0,,1.0,main_w1_handler0,2726619,13064317,False,23739031,sam,,7250354.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58972ca1beddfb2a5'}]","""0""","""0""","""false""",32.0,,30060525.0,1464985640.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-06-03 20:27:51.536935,17286.0,29.0
,,2016-06-03 20:26:38.253187,slurm_normal,1464985674.0,0,,1.0,main_w1_handler1,2726619,13064315,False,23563330,sam,,7250352.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58b42f9f2c30b3b43'}]","""0""","""0""","""false""",32.0,,30060525.0,1464985639.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2,1.0.2,,2016-06-03 20:27:57.246174,17286.0,35.0
