chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.column,parameters.dbkey,parameters.delimiter,parameters.infile,parameters.infile.values,parameters.infile|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-03-14 13:50:52.379706,slurm_normal,1457963476.0,0,1.0,main_w1_handler1,2632955,12127335,False,1172210,tabular,,6347516.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""6""","""?""",""",""",23828128,,,32.0,,28978346.0,1457963469.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-03-14 13:51:18.529003,80575.0,7.0
,,2016-03-14 13:51:59.847952,slurm_normal,1457963544.0,0,1.0,main_w1_handler0,2632955,12127343,False,1172210,tabular,,6347523.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""5""","""?""",""",""",23828128,,,32.0,,28978346.0,1457963537.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-03-14 13:52:27.552134,80575.0,7.0
,,2016-03-14 19:34:04.910866,slurm_normal,1457984076.0,0,1.0,main_w2_handler1,2632955,12130474,False,1172210,tabular,,6349964.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""5""","""?""",""",""",23833554,,,32.0,,28988521.0,1457984069.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-03-14 19:34:38.118037,80575.0,7.0
,,2016-03-14 19:41:25.271041,slurm_normal,1457984556.0,0,1.0,main_w2_handler1,2632955,12130597,False,2599,tabular,,6350039.roundup,slurm,,132112168.0,corral-repl,,"""bc424a00ea1c11e59210005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""5""","""?""",""",""",23833710,,,32.0,,28988521.0,1457984552.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-03-14 19:42:38.739439,80575.0,4.0
,,2016-03-14 19:42:24.038614,slurm_normal,1457984605.0,0,1.0,main_w1_handler2,2632955,12130609,False,1172210,tabular,,6350052.roundup,slurm,,132112168.0,corral-repl,,"""df43acceea1c11e5a86e005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""5""","""?""",""",""",23833721,,,32.0,,28988521.0,1457984599.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-03-14 19:43:28.949222,80575.0,6.0
,,2016-03-14 19:45:14.558694,slurm_normal,1457984771.0,0,1.0,main_w1_handler1,2632955,12130644,False,1172210,tabular,,6350090.roundup,slurm,,132112168.0,corral-repl,,"""45390024ea1d11e58fbc005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""5""","""?""",""",""",23833758,,,32.0,,28988521.0,1457984765.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-03-14 19:46:14.039891,80575.0,6.0
,,2016-03-14 19:43:03.102040,slurm_normal,1457984657.0,0,1.0,main_w1_handler2,2632955,12130622,False,1172210,tabular,,6350067.roundup,slurm,,132112168.0,corral-repl,,"""f5e7fe3aea1c11e5a86e005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""5""","""?""",""",""",23833733,,,32.0,,28988521.0,1457984650.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-03-14 19:44:19.068453,80575.0,7.0
,,2016-03-14 19:44:27.442660,slurm_normal,1457984730.0,0,1.0,main_w1_handler2,2632955,12130634,False,1172210,tabular,,6350081.roundup,slurm,,132112168.0,corral-repl,,"""28e268deea1d11e59210005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""5""","""?""",""",""",23833748,,,32.0,,28988521.0,1457984724.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-03-14 19:45:31.840198,80575.0,6.0
,,2016-03-14 19:44:50.474478,slurm_normal,1457984833.0,0,1.0,main_w1_handler1,2632955,12130638,False,1172210,tabular,,6350102.roundup,slurm,,132112168.0,corral-repl,,"""36501958ea1d11e5a86e005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""5""","""?""",""",""",23833752,,,32.0,,28988521.0,1457984827.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-03-14 19:47:14.802212,80575.0,6.0
,,2016-03-14 21:05:20.164401,slurm_normal,1457989635.0,0,1.0,main_w1_handler1,2632955,12131395,False,1172210,tabular,,6350850.roundup,slurm,,132112168.0,corral-repl,,"""751501a2ea2811e5bf7a005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""5""","""?""",""",""",23834778,,,32.0,,28988521.0,1457989619.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-03-14 21:07:32.701760,80575.0,16.0
,,2016-03-14 21:15:07.874709,slurm_normal,1457990197.0,0,1.0,main_w1_handler1,2632955,12131543,False,1172210,tabular,,6350922.roundup,slurm,,132112168.0,corral-repl,,"""d2f4fa10ea2911e5b054005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""5""","""?""",""",""",23834943,,,32.0,,28988521.0,1457990187.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-03-14 21:16:40.694766,80575.0,10.0
,,2016-05-02 13:30:18.857449,slurm_normal,1462195883.0,0,1.0,main_w1_handler2,1774701,12733490,False,316515,tabular,,6931043.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""2""","""?""",""",""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5028207c676b39987'}]",,32.0,,29989207.0,1462195860.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-05-02 13:31:26.548959,1626.0,23.0
16.0,len,2017-07-05 10:33:51.769978,slurm_normal,1499250866.0,0,1.0,main_w3_handler1,3134603,16260761,False,2460678018,gtf,,10332367.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/020/331/dataset_20331719.dat""","""8""","""?""",""";""",,"[{'src': 'hda', 'id': 30300643}]",,32.0,,39104725.0,1499250843.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2017-07-05 10:34:31.285822,42765.0,23.0
16.0,len,2017-07-05 10:39:33.181038,slurm_normal,1499251210.0,0,1.0,main_w4_handler1,3134603,16260795,False,2460678018,gtf,,10332401.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/020/331/dataset_20331719.dat""","""9""","""?""",""";""",,"[{'src': 'hda', 'id': 30300643}]",,32.0,,39104725.0,1499251182.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2017-07-05 10:40:18.766342,42765.0,28.0
,,2016-03-15 11:56:33.476761,slurm_normal,1458043116.0,0,1.0,main_w2_handler1,2632955,12139630,False,1172210,tabular,,6357839.roundup,slurm,,132112168.0,corral-repl,,"""f5651cb2eaa411e5a86e005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""5""","""?""",""",""",23844846,,,32.0,,28988521.0,1458043109.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-03-15 11:58:39.983957,80575.0,7.0
,,2016-03-15 12:03:14.139994,slurm_normal,1458043551.0,0,1.0,main_w2_handler0,2632955,12139673,False,1172210,tabular,,6357935.roundup,slurm,,132112168.0,corral-repl,,"""e4ca0bf0eaa511e59117005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""5""","""?""",""",""",23844902,,,32.0,,28988521.0,1458043545.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-03-15 12:05:56.180124,80575.0,6.0
,,2016-03-15 12:01:41.870556,slurm_normal,1458043421.0,0,1.0,main_w1_handler0,2632955,12139655,False,278,tabular,,6357900.roundup,slurm,,132112168.0,corral-repl,,"""ada64512eaa511e5a583005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""5""","""?""",""",""",23844880,,,32.0,,28988521.0,1458043417.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-03-15 12:03:44.509460,80575.0,4.0
,,2016-03-15 12:01:53.893612,slurm_normal,1458043465.0,0,1.0,main_w1_handler0,2632955,12139663,False,1172210,tabular,,6357907.roundup,slurm,,132112168.0,corral-repl,,"""b4df5b48eaa511e59a64005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""5""","""?""",""",""",23844887,,,32.0,,28988521.0,1458043460.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-03-15 12:04:29.307355,80575.0,5.0
,,2016-03-15 12:02:11.850373,slurm_normal,1458043492.0,0,1.0,main_w2_handler1,2632955,12139665,False,1172210,tabular,,6357904.roundup,slurm,,132112168.0,corral-repl,,"""bf801ccceaa511e5bb13005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""5""","""?""",""",""",23844890,,,32.0,,28988521.0,1458043433.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-03-15 12:04:56.142974,80575.0,59.0
,,2016-03-15 12:01:28.940235,slurm_normal,1458043492.0,0,1.0,main_w1_handler0,2632955,12139652,False,1172210,tabular,,6357899.roundup,slurm,,132112168.0,corral-repl,,"""a5fab6e0eaa511e5b5f1005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""5""","""?""",""",""",23844873,,,32.0,,28988521.0,1458043415.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-03-15 12:04:54.749360,80575.0,77.0
,,2016-03-15 12:02:48.615084,slurm_normal,1458043573.0,0,1.0,main_w1_handler2,2632955,12139671,False,1172210,tabular,,6357944.roundup,slurm,,132112168.0,corral-repl,,"""d4c2a974eaa511e5aa08005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""5""","""?""",""",""",23844900,,,32.0,,28988521.0,1458043568.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-03-15 12:06:16.525982,80575.0,5.0
,,2016-05-04 09:56:26.861877,slurm_normal,1462355854.0,0,1.0,main_w2_handler1,2684742,12767305,False,6227,tabular,,6970834.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""3""","""hg38""",""".""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50e2fdc416f9f21ed'}]",,32.0,,29825917.0,1462355849.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-05-04 09:57:37.538979,38750.0,5.0
,,2016-05-04 09:10:55.096182,slurm_normal,1462353088.0,0,1.0,main_w1_handler1,2684742,12766549,False,1108,tabular,,6969860.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",""".""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51c9b8f0542fa1d7c'}]",,32.0,,29825917.0,1462353085.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-05-04 09:11:29.816989,38750.0,3.0
,,2016-05-04 09:13:05.677695,slurm_normal,1462353250.0,0,1.0,main_w2_handler1,2684742,12766557,False,6227,tabular,,6969886.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""3""","""hg19""",""".""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50e2fdc416f9f21ed'}]",,32.0,,29825917.0,1462353246.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-05-04 09:14:20.706212,38750.0,4.0
,,2016-05-04 21:39:49.380161,slurm_normal,1462398069.0,0,1.0,main_w1_handler2,2604905,12785633,False,171571312,txt,,6979423.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""4""","""Homo_sapiens_nuHg19_mtrCRS""",""" """,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b535b882854ee1d3ed'}]",,32.0,,29954600.0,1462398035.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-05-04 21:41:11.035894,78863.0,34.0
,,2016-05-04 21:50:09.443596,slurm_normal,1462398668.0,0,1.0,main_w1_handler0,2604905,12785711,False,171571312,txt,,6979558.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""4""","""Homo_sapiens_nuHg19_mtrCRS""",""" """,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b535b882854ee1d3ed'}]",,32.0,,29954600.0,1462398641.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-05-04 21:51:11.107664,78863.0,27.0
