chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.column,parameters.dbkey,parameters.delimiter,parameters.infile,parameters.infile.values,parameters.infile|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-10-24 17:37:25.129984,slurm_normal,1508866907.0,0,1.0,main_w4_handler1,3269273,17200656,False,220842534,tabular,,11259955,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",""",""",,"[{'src': 'hda', 'id': 31857694}]",,32.0,,41487942.0,1508866895.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2017-10-24 17:47:31.668689,21426.0,12.0
,,2017-10-24 18:40:47.824596,slurm_normal,1508870477.0,0,1.0,main_w4_handler0,3269273,17201329,False,220841368,tabular,,11260720,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",""",""",,"[{'src': 'hda', 'id': 31858882}]",,32.0,,41487942.0,1508870456.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2017-10-24 18:41:19.797170,21426.0,21.0
,,2017-10-26 05:33:29.736098,slurm_normal,1508996030.0,0,1.0,main_w4_handler1,3300132,17221655,False,2344119,bed,,11282883,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/021/866/dataset_21866892.dat""","""9""","""novo_ppy1""",""";""",,"[{'src': 'hda', 'id': 31891680}]",,32.0,,41530991.0,1508996025.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2017-10-26 05:33:54.153794,91348.0,5.0
,,2017-10-27 23:51:44.658188,slurm_normal,1509148327.0,0,1.0,main_w4_handler0,3300132,17247475,False,354065,gtf,,11306697,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/021/866/dataset_21866892.dat""","""9""","""novo_ppy1""",""";""",,"[{'src': 'hda', 'id': 31935286}]",,32.0,,41576842.0,1509148323.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2017-10-27 23:52:11.350906,91348.0,4.0
,,2017-10-29 11:43:16.320864,slurm_normal,1509277410.0,0,1.0,main_w4_handler1,3279240,17253587,False,132393,tabular,,11314049,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""9""","""?""",""" """,,"[{'src': 'hda', 'id': 31943513}]",,32.0,,41132930.0,1509277405.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2017-10-29 11:43:32.931338,,5.0
,,2017-11-02 00:25:45.744139,slurm_normal,1509582369.0,0,1.0,main_w3_handler1,3294343,17292503,False,721956,tabular,,11354636,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""2""","""?""",""",""",,"[{'src': 'hda', 'id': 32013755}]",,32.0,,41431044.0,1509582364.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2017-11-02 00:26:12.522932,72145.0,5.0
,,2017-11-02 00:27:17.133613,slurm_normal,1509582453.0,0,1.0,main_w4_handler0,3294343,17292510,False,957581,tabular,,11354646,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",""",""",,"[{'src': 'hda', 'id': 32013764}]",,32.0,,41431044.0,1509582446.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2017-11-02 00:27:34.798710,72145.0,7.0
,,2017-11-02 02:52:27.623858,slurm_normal,1509591170.0,0,1.0,main_w4_handler0,3307695,17294047,False,7057184,tabular,,11355984,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""1""","""mm10""",""",""",,"[{'src': 'hda', 'id': 32015523}]",,32.0,,41687793.0,1509591165.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2017-11-02 02:52:57.060643,3290.0,5.0
,,2017-11-02 03:48:57.887386,slurm_normal,1509594560.0,0,1.0,main_w3_handler1,3307695,17294416,False,7005158,tabular,,11356424,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""10""","""mm10""",""" """,,"[{'src': 'hda', 'id': 32016458}]",,32.0,,41687793.0,1509594548.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2017-11-02 03:49:24.944402,3290.0,12.0
,,2017-11-07 02:59:34.813465,slurm_normal,1510023589.0,0,1.0,main_w3_handler1,3289386,17353642,False,145922,tabular,,11417009,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""|""",,"[{'src': 'hda', 'id': 32100472}]",,32.0,,41791935.0,1510023584.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2017-11-07 02:59:51.901245,85054.0,5.0
,,2017-11-07 03:00:51.367953,slurm_normal,1510023669.0,0,1.0,main_w3_handler1,3289386,17353653,False,1299893,tabular,,11417022,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""|""",,"[{'src': 'hda', 'id': 32105204}]",,32.0,,41791935.0,1510023664.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2017-11-07 03:01:10.840991,85054.0,5.0
,,2017-11-08 19:24:02.237723,slurm_normal,1510169078.0,0,1.0,main_w3_handler0,2877171,17385556,False,14637699,tabular,,11447190,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""","""|""",,"[{'src': 'hda', 'id': 31974487}]",,32.0,,41860658.0,1510169070.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2017-11-08 19:24:42.006877,93572.0,8.0
,,2017-11-08 19:23:33.216257,slurm_normal,1510169080.0,0,1.0,main_w4_handler1,2877171,17385549,False,14797846,tabular,,11447192,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""","""|""",,"[{'src': 'hda', 'id': 32141065}]",,32.0,,41860658.0,1510169073.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2017-11-08 19:24:56.602106,93572.0,7.0
,,2017-11-08 19:24:14.777886,slurm_normal,1510169082.0,0,1.0,main_w4_handler0,2877171,17385563,False,14635496,tabular,,11447194,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""1""","""hg19""","""|""",,"[{'src': 'hda', 'id': 31974476}]",,32.0,,41860658.0,1510169073.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2017-11-08 19:24:49.315111,93572.0,9.0
,,2017-11-08 19:23:50.599900,slurm_normal,1510169065.0,0,1.0,main_w3_handler0,2877171,17385553,False,14799379,tabular,,11447183,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""","""|""",,"[{'src': 'hda', 'id': 32141061}]",,32.0,,41860658.0,1510169058.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2017-11-08 19:24:32.523677,93572.0,7.0
,,2016-09-08 04:32:52.093266,slurm_normal,1473309197.0,0,1.0,main_w4_handler1,2813754,13803338,False,830348,tabular,,8023857.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1""","""?""",""" """,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e71780354a646b12'}]",,32.0,,32691992.0,1473309190.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-09-08 04:33:20.846162,69850.0,7.0
,,2016-09-08 04:32:51.337592,slurm_normal,1473309202.0,0,1.0,main_w3_handler1,2813754,13803336,False,828415,tabular,,8023858.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1""","""?""",""" """,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5aeadac5b36f80c3b'}]",,32.0,,32691992.0,1473309191.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-09-08 04:33:25.325949,69850.0,11.0
,,2016-09-08 04:32:52.981022,slurm_normal,1473309199.0,0,1.0,main_w3_handler1,2813754,13803341,False,829017,tabular,,8023859.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1""","""?""",""" """,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5935b4839669f7f61'}]",,32.0,,32691992.0,1473309191.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-09-08 04:33:23.304630,69850.0,8.0
,,2016-09-08 04:32:52.408184,slurm_normal,1473309203.0,0,1.0,main_w4_handler1,2813754,13803339,False,830327,tabular,,8023861.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1""","""?""",""" """,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52deefa5aebc868b8'}]",,32.0,,32691992.0,1473309197.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-09-08 04:33:25.165610,69850.0,6.0
,,2016-09-08 04:32:51.690342,slurm_normal,1473309197.0,0,1.0,main_w4_handler1,2813754,13803337,False,829741,tabular,,8023856.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1""","""?""",""" """,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f178e1b2ae7b967a'}]",,32.0,,32691992.0,1473309189.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-09-08 04:33:20.434208,69850.0,8.0
,,2016-09-08 04:32:52.680284,slurm_normal,1473309199.0,0,1.0,main_w4_handler0,2813754,13803340,False,829860,tabular,,8023855.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1""","""?""",""" """,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5993c2b486e6644d5'}]",,32.0,,32691992.0,1473309189.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-09-08 04:33:21.622949,69850.0,10.0
,,2016-03-11 19:47:11.879407,slurm_normal,1457725715.0,0,1.0,main_w1_handler0,2630559,12109980,False,856986,tabular,,6333607.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1""","""?""",""",""",23802405,,,32.0,,27669446.0,1457725678.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-03-11 19:48:40.015535,70483.0,37.0
,,2016-03-11 19:55:18.240762,slurm_normal,1457726174.0,0,1.0,main_w1_handler0,2630559,12110049,False,856986,tabular,,6333670.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1""","""?""",""",""",23802405,,,32.0,,27669446.0,1457726168.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-03-11 19:56:18.192851,70483.0,6.0
,,2016-03-12 11:31:07.584701,slurm_normal,1457782303.0,0,1.0,main_w1_handler1,2631225,12113346,False,267194070,tabular,,6336814.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/012/373/dataset_12373292.dat""","""1""","""canSat3""","""_""",23807629,,,32.0,,27380452.0,1457782284.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.0.0,1.0.0,,2016-03-12 11:31:45.578784,21426.0,19.0
