chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.aligned_reads_only,parameters.assume_sorted,parameters.chromInfo,parameters.dbkey,parameters.include_no_calls,parameters.inputFile,parameters.pf_reads_only,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,parameters.validation_stringency,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-04-08 12:07:09.722952,slurm_normal_64gb,1428504671.0,0,1.0,main_w1_handler1,2091127,9170525,False,,270129076,bam,3450383,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""False""",18878453,"""False""",0,hg19,cached,"""LENIENT""",32.0,,,,22319568,1428504646.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-04-08 14:51:15.465344,54547.0,25.0
30374.0,len,2015-05-11 03:12:06.213237,slurm_normal_16gb,1431313957.0,0,1.0,main_w1_handler1,2299378,9440292,False,,95467511,bam,3766534.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/main/files/011/272/dataset_11272406.dat""","""bosTauMd3""","""False""",19652972,"""False""",1,19644831,history,"""LENIENT""",32.0,232143.0,fasta,,22988937,1431313950.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-05-11 03:12:40.517608,63275.0,7.0
30374.0,len,2015-05-11 03:15:08.466230,slurm_normal_16gb,1431314137.0,0,1.0,main_w2_handler1,2299378,9440304,False,,48713331,bam,3766540.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/main/files/011/272/dataset_11272406.dat""","""bosTauMd3""","""False""",19656387,"""False""",1,19644831,history,"""LENIENT""",32.0,232143.0,fasta,,22988937,1431314131.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-05-11 03:15:39.890938,63275.0,6.0
,,2015-06-21 14:35:45.946938,slurm_normal_16gb,1434897412.0,0,1.0,main_w1_handler1,2350439,9702140,False,,879057120,bam,4010460.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",20082018,"""False""",0,Araly1,cached,"""LENIENT""",32.0,,,,23742004,1434897363.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-06-21 14:36:54.462313,48001.0,49.0
,,2015-04-16 00:06:09.830222,slurm_normal_16gb,1429142796.0,0,1.0,main_w2_handler0,2264596,9241760,False,,2185132,bam,3523334.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",19304127,"""False""",1,19304126,history,"""LENIENT""",32.0,822.0,fasta,,22348088,1429142785.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-04-16 00:06:42.281292,62134.0,11.0
,,2015-05-12 01:37:17.718457,slurm_normal_16gb,1431395651.0,0,1.0,main_w2_handler0,2302347,9449029,False,,1728,bam,3774623.roundup,slurm,,132112168.0,corral-repl,,"""6474461af84711e4a5e0005056a52a46""","""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",19669613,"""False""",0,Araly1,cached,"""LENIENT""",32.0,,,,23014236,1431395647.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-05-12 01:54:13.326706,46265.0,4.0
,,2015-06-22 09:07:43.310875,slurm_normal_16gb,1434964158.0,0,1.0,main_w1_handler2,2351350,9704426,False,,1734890880,bam,4012556.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""",20088610,"""True""",0,hg19,cached,"""SILENT""",32.0,,,,23748241,1434964090.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-06-22 09:09:22.634124,65132.0,68.0
,,2015-04-24 22:01:43.105485,slurm_normal_16gb,1429913037.0,0,1.0,main_w2_handler0,475967,9326311,False,,24532263,bam,3665180.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""",19110438,"""False""",0,mm10,cached,"""LENIENT""",32.0,,,,22699713,1429912930.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-04-24 22:04:00.435124,8264.0,107.0
,,2015-09-15 22:33:03.373861,slurm_normal_16gb,1442356421.0,0,1.0,main_w2_handler1,2439176,10327755,False,,660115205,bam,4611566.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",21114046,"""False""",0,Araly1,cached,"""LENIENT""",32.0,,,,25180887,1442356396.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-09-15 22:33:44.829176,56862.0,25.0
,,2015-09-15 22:25:26.320243,slurm_normal_16gb,1442356020.0,0,1.0,main_w2_handler0,2439176,10327737,False,,660115205,bam,4611544.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",21114046,"""False""",0,hg19,cached,"""LENIENT""",32.0,,,,25180887,1442355943.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-09-15 22:27:07.323895,56862.0,77.0
,,2015-09-15 22:39:20.859725,slurm_normal_16gb,1442356836.0,0,1.0,main_w1_handler2,2439176,10327811,False,,768465468,bam,4611619.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",21113999,"""False""",0,Araly1,cached,"""LENIENT""",32.0,,,,25180887,1442356780.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-09-15 22:40:38.890391,56862.0,56.0
,,2015-07-06 14:58:45.585877,slurm_normal_16gb,1436195114.0,0,1.0,main_w1_handler0,2363632,9796365,False,,6505885187,bam,4098259.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",20224303,"""False""",0,hg19canon,cached,"""LENIENT""",32.0,,,,23889587,1436194753.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-07-06 15:05:16.966176,47471.0,361.0
,,2015-06-16 19:37:00.261653,slurm_normal_16gb,1434483461.0,0,1.0,main_w1_handler0,723462,9667234,False,,587677751,bam,3977348.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",19869197,"""False""",0,hg38,cached,"""LENIENT""",32.0,,,,23663275,1434483443.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-06-16 19:37:45.059861,4393.0,18.0
,,2015-06-16 19:32:33.247568,slurm_normal_16gb,1434483190.0,0,1.0,main_w2_handler1,723462,9667207,False,,18656252,bam,3977312.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",19868319,"""False""",0,hg38,cached,"""LENIENT""",32.0,,,,23663275,1434483174.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-06-16 19:33:14.387467,4393.0,16.0
,,2015-06-16 19:35:03.667939,slurm_normal_16gb,1434483327.0,0,1.0,main_w2_handler1,723462,9667218,False,,58701643,bam,3977334.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",19868418,"""False""",0,hg38,cached,"""LENIENT""",32.0,,,,23663275,1434483321.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-06-16 19:35:28.828215,4393.0,6.0
,,2015-06-16 19:36:10.448132,slurm_normal_16gb,1434483404.0,0,1.0,main_w1_handler0,723462,9667228,False,,63854184,bam,3977345.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",19868469,"""False""",0,hg38,cached,"""LENIENT""",32.0,,,,23663275,1434483393.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-06-16 19:36:50.805052,4393.0,11.0
,,2015-07-08 15:21:46.335957,slurm_normal_16gb,1436368935.0,0,1.0,main_w1_handler0,2368798,9814041,False,,1101697,bam,4114113.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",20261773,"""False""",0,Araly1,cached,"""LENIENT""",32.0,,,,23530465,1436368926.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-07-08 15:22:18.467805,60534.0,9.0
,,2015-07-13 16:39:41.932790,slurm_normal_16gb,1436805623.0,0,1.0,main_w1_handler0,2370552,9852729,False,,159,bam,4147739.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",20283036,"""False""",0,hg19,cached,"""LENIENT""",32.0,,,,24085525,1436805617.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-07-13 16:40:26.147646,65896.0,6.0
,,2016-01-28 18:18:45.110300,slurm_normal_16gb,1454006745.0,0,1.0,main_w1_handler1,2579722,11625244,False,,1584585313,bam,5889325.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""",23060231,"""False""",0,mm10,cached,"""SILENT""",32.0,,,,27765306,1454006601.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-01-28 18:45:50.167835,77468.0,144.0
,,2016-01-28 18:15:58.415791,slurm_normal_16gb,1454008311.0,0,1.0,main_w1_handler2,2579722,11625230,False,,821911211,bam,5889409.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""",23060223,"""False""",0,mm10,cached,"""SILENT""",32.0,,,,27765306,1454008139.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-01-28 19:11:55.302763,77468.0,172.0
,,2015-07-23 08:58:06.249344,slurm_normal_16gb,1437642296.0,0,1.0,main_w1_handler2,2374374,9951426,False,,1018302119,bam,4236439.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",20332813,"""False""",1,20332763,history,"""LENIENT""",32.0,14563489.0,fasta,,23967698,1437642187.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-07-23 09:05:00.428664,65581.0,109.0
,,2016-01-28 18:21:46.464392,slurm_normal_16gb,1454007234.0,0,1.0,main_w1_handler1,2579722,11625260,False,,8027407263,bam,5889339.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""",23071685,"""False""",0,mm10,cached,"""SILENT""",32.0,,,,27765306,1454006758.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-01-28 18:53:59.782947,77468.0,476.0
,,2015-07-25 19:22:07.861242,slurm_normal_16gb,1437852318.0,0,1.0,main_w1_handler1,2362843,9983739,False,,573,bam,4266658.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",20544547,"""False""",0,hg_g1k_v37,cached,"""LENIENT""",32.0,,,,23957025,1437852314.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-07-25 19:25:20.756932,,4.0
,,2015-07-25 20:57:06.583929,slurm_normal_16gb,1437857921.0,0,1.0,main_w1_handler2,2389849,9984743,False,,412750612,bam,4267573.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",20545652,"""False""",0,hg_g1k_v37,cached,"""LENIENT""",32.0,,,,24318346,1437857842.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-07-25 20:58:43.771893,,79.0
,,2015-07-25 21:16:04.724721,slurm_normal_16gb,1437859040.0,0,1.0,main_w2_handler0,2389849,9984896,False,,207652217,bam,4267740.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",20546418,"""False""",0,hg_g1k_v37,cached,"""LENIENT""",32.0,,,,24318346,1437858986.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-07-25 21:17:22.955233,,54.0
,,2015-07-26 00:08:40.960297,slurm_normal_16gb,1437869443.0,0,1.0,main_w1_handler2,2389986,9987308,False,,13455358,bam,4269419.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",20550388,"""True""",0,hg19,cached,"""LENIENT""",32.0,,,,24271387,1437869339.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2015-07-26 00:10:48.009511,66170.0,104.0
,,2016-01-28 18:14:12.541814,slurm_normal_16gb,1454006359.0,0,1.0,main_w1_handler0,2579722,11625222,False,,23137102712,bam,5889197.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""",23060216,"""False""",0,mm10,cached,"""SILENT""",32.0,,,,27765306,1454005059.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-01-28 18:39:29.051632,77468.0,1300.0
,,2016-01-28 18:14:01.194179,slurm_normal_16gb,1454006582.0,0,1.0,main_w2_handler0,2579722,11625217,False,,2989562694,bam,5889308.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""",23060214,"""False""",0,mm10,cached,"""SILENT""",32.0,,,,27765306,1454006376.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-01-28 18:43:07.322152,77468.0,206.0
,,2016-01-28 18:13:43.973911,slurm_normal_16gb,1454005047.0,0,1.0,main_w2_handler1,2579722,11625212,False,,3397486706,bam,5889177.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""",23060212,"""False""",0,mm10,cached,"""SILENT""",32.0,,,,27765306,1454004835.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-01-28 18:17:33.426624,77468.0,212.0
,,2016-01-28 18:15:05.828502,slurm_normal_16gb,1454006546.0,0,1.0,main_w2_handler1,2579722,11625227,False,,1316310273,bam,5889309.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""",23060221,"""False""",0,mm10,cached,"""SILENT""",32.0,,,,27765306,1454006376.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-01-28 18:42:30.739687,77468.0,170.0
,,2016-01-28 18:14:24.207269,slurm_normal_16gb,1454006736.0,0,1.0,main_w2_handler0,2579722,11625223,False,,1663920452,bam,5889324.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""",23060218,"""False""",0,mm10,cached,"""SILENT""",32.0,,,,27765306,1454006598.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-01-28 18:45:38.725905,77468.0,138.0
,,2016-01-28 18:15:40.612839,slurm_normal_16gb,1454006741.0,0,1.0,main_w2_handler1,2579722,11625228,False,,1786290862,bam,5889326.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""",23060222,"""False""",0,mm10,cached,"""SILENT""",32.0,,,,27765306,1454006601.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-01-28 18:45:44.664291,77468.0,140.0
,,2016-01-28 18:16:58.217773,slurm_normal_16gb,1454006869.0,0,1.0,main_w2_handler0,2579722,11625236,False,,1383410869,bam,5889337.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""",23060227,"""False""",0,mm10,cached,"""SILENT""",32.0,,,,27765306,1454006756.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-01-28 18:47:57.745458,77468.0,113.0
,,2016-01-28 18:16:20.162974,slurm_normal_16gb,1454007133.0,0,1.0,main_w2_handler1,2579722,11625232,False,,8027407263,bam,5889338.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""",23071685,"""False""",0,mm10,cached,"""SILENT""",32.0,,,,27765306,1454006758.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-01-28 18:52:18.313903,77468.0,375.0
,,2016-01-28 18:17:27.557766,slurm_normal_16gb,1454007436.0,0,1.0,main_w2_handler1,2579722,11625241,False,,1460593223,bam,5889362.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""",23060229,"""False""",0,mm10,cached,"""SILENT""",32.0,,,,27765306,1454007248.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-01-28 18:57:20.511147,77468.0,188.0
,,2016-01-28 18:21:31.599212,slurm_normal_16gb,1454008118.0,0,1.0,main_w2_handler1,2579722,11625258,False,,8396931010,bam,5889371.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""",23071091,"""False""",0,mm10,cached,"""SILENT""",32.0,,,,27765306,1454007448.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-01-28 19:08:44.732667,77468.0,670.0
,,2016-01-28 18:16:33.244545,slurm_normal_16gb,1454008525.0,0,1.0,main_w1_handler2,2579722,11625234,False,,1294218009,bam,5889417.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""",23060226,"""False""",0,mm10,cached,"""SILENT""",32.0,,,,27765306,1454008322.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-01-28 19:15:33.198857,77468.0,203.0
,,2016-01-28 18:17:13.893013,slurm_normal_16gb,1454008675.0,0,1.0,main_w1_handler2,2579722,11625238,False,,987934741,bam,5889434.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""True""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""",23060228,"""False""",0,mm10,cached,"""SILENT""",32.0,,,,27765306,1454008542.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/1.126.0,1.126.0,,2016-01-28 19:17:57.286605,77468.0,133.0
