create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.bed12,parameters.chromInfo,parameters.dbkey,parameters.genome_file_opts.__current_case__,parameters.genome_file_opts.genome,parameters.genome_file_opts.genome.values,parameters.genome_file_opts.genome_file_opts_selector,parameters.input.values,parameters.mapq,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-23 13:09:32.816661,slurm_normal,1519391428.0,0,7680.0,1.0,4641721.0,tabular,main_w4_handler0,3410370,18496136,False,,41355,bed,12591648,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,,"[{'src': 'hda', 'id': 33940358}]",hist,"[{'src': 'hda', 'id': 34031634}]","""255""",32.0,,43546483,1519391387.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.27.0.0,2.27.0.0,,2018-02-23 13:10:31.352042,96743.0,41.0
2018-03-03 20:40:32.773668,slurm_normal,1520109648.0,0,7680.0,1.0,,,main_w3_handler1,3450058,18594335,False,,631965,bed,12689116,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38Patch11.len""","""hg38Patch11""",0,hg19_rCRS_pUC18_phiX174,,loc,"[{'src': 'hda', 'id': 34190138}]","""255""",32.0,,43770639,1520109641.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.27.0.0,2.27.0.0,,2018-03-03 20:40:50.529967,52582.0,7.0
2018-03-03 20:40:51.348850,slurm_normal,1520109661.0,0,7680.0,1.0,,,main_w3_handler0,3450058,18594336,False,,7587,bed,12689117,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38Patch11.len""","""hg38Patch11""",0,hg19_rCRS_pUC18_phiX174,,loc,"[{'src': 'hda', 'id': 34190137}]","""255""",32.0,,43770639,1520109657.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.27.0.0,2.27.0.0,,2018-03-03 20:41:02.557726,52582.0,4.0
2018-03-03 21:31:17.499497,slurm_normal,1520112712.0,0,7680.0,1.0,,,main_w4_handler0,3450058,18594845,False,,7587,bed,12689579,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38Patch11.len""","""hg38Patch11""",0,hg19_rCRS_pUC18_phiX174,,loc,"[{'src': 'hda', 'id': 34190137}]","""255""",32.0,,43770639,1520112686.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.27.0.0,2.27.0.0,,2018-03-03 21:31:54.108610,52582.0,26.0
2018-03-06 16:29:35.317986,slurm_normal,1520353787.0,0,7680.0,1.0,,,main_w4_handler0,3447833,18626070,False,,3914,bed,12722428,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,hg19_rCRS_pUC18_phiX174,,loc,"[{'src': 'hda', 'id': 34242199}]","""255""",32.0,,43106721,1520353782.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.27.0.0,2.27.0.0,,2018-03-06 16:29:50.293359,37154.0,5.0
2018-03-08 21:25:25.846745,slurm_normal,1520544367.0,0,7680.0,1.0,,,main_w4_handler0,3457337,18663758,False,,6097711,bed,12759785,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,hg19_rCRS_pUC18_phiX174,,loc,"[{'src': 'hda', 'id': 34304432}]","""255""",32.0,,43899919,1520544336.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.27.0.0,2.27.0.0,,2018-03-08 21:26:09.646705,120158.0,31.0
2018-03-08 21:25:36.946254,slurm_normal,1520544374.0,0,7680.0,1.0,,,main_w3_handler1,3457337,18663760,False,,6322320,bed,12759788,slurm,,132111800.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,hg19_rCRS_pUC18_phiX174,,loc,"[{'src': 'hda', 'id': 34304431}]","""255""",32.0,,43899919,1520544366.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.27.0.0,2.27.0.0,,2018-03-08 21:26:16.795452,120158.0,8.0
2018-03-08 21:25:17.423996,slurm_normal,1520544343.0,0,7680.0,1.0,,,main_w4_handler0,3457337,18663756,False,,5362272,bed,12759782,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,hg19_rCRS_pUC18_phiX174,,loc,"[{'src': 'hda', 'id': 34304434}]","""255""",32.0,,43899919,1520544336.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.27.0.0,2.27.0.0,,2018-03-08 21:25:45.209154,120158.0,7.0
2018-03-08 23:24:01.749277,slurm_normal,1520551536.0,0,7680.0,1.0,585.0,gg,main_w4_handler0,3451610,18665357,False,,462873093,bed12,12761333,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",1,,"[{'src': 'hda', 'id': 34309625}]",hist,"[{'src': 'hda', 'id': 34309045}]","""255""",32.0,,44493650,1520551464.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.27.0.0,2.27.0.0,,2018-03-08 23:25:39.825517,123592.0,72.0
2018-03-10 01:28:16.977865,slurm_normal,1520645352.0,0,7680.0,1.0,,,main_w3_handler1,3458881,18678758,False,,1886113,bed,12775140,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,hg19_rCRS_pUC18_phiX174,,loc,"[{'src': 'hda', 'id': 34335188}]","""255""",32.0,,44524200,1520645324.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.27.0.0,2.27.0.0,,2018-03-10 01:29:17.048182,,28.0
