create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.bed12,parameters.chromInfo,parameters.dbkey,parameters.genome_file_opts.__current_case__,parameters.genome_file_opts.genome,parameters.genome_file_opts.genome.values,parameters.genome_file_opts.genome_file_opts_selector,parameters.input.values,parameters.mapq,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-10 01:30:30.842107,slurm_normal,1520645462.0,0,7680.0,1.0,,,main_w3_handler0,3458881,18678762,False,,1272151,bed,12775145,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,hg19_rCRS_pUC18_phiX174,,loc,"[{'src': 'hda', 'id': 34335191}]","""255""",32.0,,44524200,1520645458.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.27.0.0,2.27.0.0,,2018-03-10 01:31:03.348252,,4.0
2018-03-10 01:38:29.056101,slurm_normal,1520645967.0,0,7680.0,1.0,,,main_w3_handler0,3458881,18678787,False,,1501013,bed,12775177,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,hg19_rCRS_pUC18_phiX174,,loc,"[{'src': 'hda', 'id': 34335223}]","""255""",32.0,,44524200,1520645963.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.27.0.0,2.27.0.0,,2018-03-10 01:39:29.902928,,4.0
2018-03-10 01:38:21.918874,slurm_normal,1520645957.0,0,7680.0,1.0,,,main_w3_handler0,3458881,18678785,False,,1599373,bed,12775176,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,hg19_rCRS_pUC18_phiX174,,loc,"[{'src': 'hda', 'id': 34335221}]","""255""",32.0,,44524200,1520645928.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.27.0.0,2.27.0.0,,2018-03-10 01:39:19.946579,,29.0
2018-02-23 03:11:54.065836,slurm_normal,1519355528.0,0,7680.0,1.0,,,main_w4_handler0,3358809,18492304,False,,5253382,bed,12587642,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,hg19_rCRS_pUC18_phiX174,,loc,"[{'src': 'hda', 'id': 33262878}]","""255""",32.0,,44108011,1519355523.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.27.0.0,2.27.0.0,,2018-02-23 03:12:11.283913,26920.0,5.0
2018-02-23 11:43:11.962571,slurm_normal,1519386601.0,0,7680.0,1.0,,,main_w3_handler0,3423341,18495465,False,,2551021466,bed,12591041,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,hg19_rCRS_pUC18_phiX174,,loc,"[{'src': 'hda', 'id': 34030979}]","""255""",32.0,,43712752,1519386198.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.27.0.0,2.27.0.0,,2018-02-23 11:50:03.381095,121082.0,403.0
2018-02-23 12:35:12.133357,slurm_normal,1519389697.0,0,7680.0,1.0,,,main_w3_handler0,3423341,18495792,False,,2551021466,bed,12591392,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,hg19_rCRS_pUC18_phiX174,,loc,"[{'src': 'hda', 'id': 34030979}]","""255""",32.0,,43712752,1519389319.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.27.0.0,2.27.0.0,,2018-02-23 12:41:41.436195,121082.0,378.0
2018-02-23 13:28:50.151386,slurm_normal,1519392542.0,0,7680.0,1.0,4641721.0,tabular,main_w3_handler1,3410370,18496362,False,,41355,bed,12591868,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,,"[{'src': 'hda', 'id': 33940358}]",hist,"[{'src': 'hda', 'id': 34032345}]","""255""",32.0,,43546483,1519392538.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.27.0.0,2.27.0.0,,2018-02-23 13:29:03.570035,96743.0,4.0
2018-02-24 17:04:18.303687,slurm_normal,1519491892.0,0,7680.0,1.0,,,main_w4_handler0,3317471,18507395,False,,289525,bed,12603453,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,hg19_rCRS_pUC18_phiX174,,loc,"[{'src': 'hda', 'id': 34047871}]","""255""",32.0,,44135651,1519491867.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.27.0.0,2.27.0.0,,2018-02-24 17:04:54.830235,114267.0,25.0
2018-02-24 15:41:36.293493,slurm_normal,1519486906.0,0,7680.0,1.0,2782924.0,gtf,main_w3_handler1,3317471,18507144,False,,20106,bed,12603238,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",1,,"[{'src': 'hda', 'id': 34047733}]",hist,"[{'src': 'hda', 'id': 34047934}]","""255""",32.0,,44135651,1519486902.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.27.0.0,2.27.0.0,,2018-02-24 15:41:47.511862,114267.0,4.0
2018-02-24 15:43:01.697246,slurm_normal,1519486991.0,0,7680.0,1.0,2782924.0,gtf,main_w3_handler0,3317471,18507146,False,,212057,bed,12603241,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",1,,"[{'src': 'hda', 'id': 34047733}]",hist,"[{'src': 'hda', 'id': 34047632}]","""255""",32.0,,44135651,1519486987.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.27.0.0,2.27.0.0,,2018-02-24 15:43:12.789790,114267.0,4.0
2018-02-26 12:32:07.191216,slurm_normal,1519648352.0,0,7680.0,1.0,,,main_w4_handler0,3229717,18521586,False,,1490192,bed,12617711,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",0,hg19_rCRS_pUC18_phiX174,,loc,"[{'src': 'hda', 'id': 34070799}]","""255""",32.0,,44166629,1519648347.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.27.0.0,2.27.0.0,,2018-02-26 12:32:33.528831,110428.0,5.0
2018-02-26 21:44:06.598978,slurm_normal,1519681681.0,0,7680.0,1.0,,,main_w4_handler1,2418892,18528329,False,,1136950029,bed,12624492,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,hg19_rCRS_pUC18_phiX174,,loc,"[{'src': 'hda', 'id': 34083626}]","""255""",32.0,,43232494,1519681454.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.27.0.0,2.27.0.0,,2018-02-26 21:48:03.635263,68237.0,227.0
2018-02-26 22:35:23.295372,slurm_normal,1519684830.0,0,7680.0,1.0,158314123.0,gtf,main_w4_handler0,2418892,18528846,False,,1136950029,bed,12625076,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,,"[{'src': 'hda', 'id': 22027681}]",hist,"[{'src': 'hda', 'id': 34083626}]","""255""",32.0,,43232494,1519684609.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.27.0.0,2.27.0.0,,2018-02-26 22:40:32.535694,68237.0,221.0
