chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.inputFile,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.sort_order,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-01-18 18:47:41.593869,slurm_normal,1484765273.0,0,,1.0,main_w4_handler1,2958235,14803212,False,,593889,sam,8966509.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mycoTube_H37RV.len""","""mycoTube_H37RV""",,"[{'src': 'hda', 'id': 27968860}]",,"""coordinate""","""LENIENT""",32.0,,35437440.0,1484765264.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.136.1,1.136.1,,2017-01-18 18:47:55.712029,98224.0,9.0
,,2017-01-19 07:41:19.242798,slurm_normal,1484811819.0,0,,1.0,main_w4_handler0,2959978,14807709,False,,472963003,bam,8970749.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",,"[{'src': 'hda', 'id': 27976858}]",,"""coordinate""","""LENIENT""",32.0,,35474380.0,1484811682.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.136.1,1.136.1,,2017-01-19 07:43:42.686321,97187.0,137.0
,,2016-12-07 14:29:49.693484,slurm_normal,1481121011.0,0,,1.0,main_w3_handler0,2839097,14507789,False,,6202244,bam,8688951.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27527904}]",,"""coordinate""","""LENIENT""",32.0,,34697612.0,1481120996.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.136.1,1.136.1,,2016-12-07 14:30:14.825008,91342.0,15.0
,,2016-12-07 14:19:14.180607,slurm_normal,1481120364.0,0,,1.0,main_w3_handler1,2921731,14507746,False,,93,bam,8688920.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27527833}]",,"""coordinate""","""LENIENT""",32.0,,34697532.0,1481120359.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.136.1,1.136.1,,2016-12-07 14:19:27.094865,96483.0,5.0
,,2016-12-08 01:30:42.665229,reserved,1481162522.0,0,,1.0,main_w3_handler0,2922511,14510629,False,,790078431,bam,8692607.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27532233}]",,"""queryname""","""LENIENT""",32.0,,34652796.0,1481161754.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.136.1,1.136.1,,2016-12-08 02:02:07.000957,5254.0,768.0
,,2016-12-07 13:48:19.089613,slurm_normal,1481157644.0,0,,1.0,main_w4_handler0,2921724,14507610,False,,3095057,bam,8691478.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27527474}]",,"""coordinate""","""LENIENT""",32.0,,34697499.0,1481157152.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.136.1,1.136.1,,2016-12-08 00:41:24.701329,96482.0,492.0
,,2016-12-07 13:28:34.138864,slurm_normal,1481157151.0,0,,1.0,main_w4_handler0,2921724,14507448,False,,3095057,bam,8691448.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27527474}]",,"""coordinate""","""LENIENT""",32.0,,34697499.0,1481157039.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.136.1,1.136.1,,2016-12-08 00:32:37.452032,96482.0,112.0
,,2016-12-07 14:46:07.657414,slurm_normal,1481158203.0,0,,1.0,main_w4_handler0,2921738,14507839,False,,6581830,bam,8691515.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Araly1.len""","""Araly1""",,"[{'src': 'hda', 'id': 27527859}]",,"""coordinate""","""LENIENT""",32.0,,34698760.0,1481157505.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.136.1,1.136.1,,2016-12-08 00:50:25.615426,96487.0,698.0
,,2016-12-07 14:01:35.804079,slurm_normal,1481158412.0,0,,1.0,main_w4_handler1,2921738,14507681,False,Job output deleted by user before job completed.,6762234,bam,8691656.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Araly1.len""","""Araly1""",,"[{'src': 'hda', 'id': 27527783}]",,"""coordinate""","""LENIENT""",32.0,,34698760.0,1481158322.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.136.1,1.136.1,,2016-12-08 00:53:50.942806,96487.0,90.0
,,2016-12-08 01:30:43.481108,reserved,1481162783.0,0,,1.0,main_w3_handler0,2922511,14510630,False,,1596272480,bam,8692620.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27532234}]",,"""queryname""","""LENIENT""",32.0,,34652796.0,1481161971.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.136.1,1.136.1,,2016-12-08 02:06:33.977229,5254.0,812.0
