chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,file_list,file_list_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.adv.alignments,parameters.adv.header,parameters.adv.matepairDist,parameters.adv.minMapq,parameters.adv.primary,parameters.adv.region,parameters.chromInfo,parameters.dbkey,parameters.input.__current_case__,parameters.input.accession,parameters.input.file_list.values,parameters.input.input_select,parameters.outputformat,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-06-03 17:42:40.452625,slurm_normal,1496513267.0,0,,,,1.0,main_w4_handler0,3138664,16005785,False,,10099437.roundup,slurm,,132112168.0,corral-repl,,,both,yes,,,no,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR1976445,,accession_number,"""bam""",32.0,,38418701.0,1496511771.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sam_dump/2.8.1.2,2.8.1.2,,2017-06-03 18:07:51.159130,107094.0,1496.0
,,2017-06-05 13:25:21.986679,slurm_normal,1496672832.0,0,110.0,txt,,1.0,main_w4_handler0,2810107,16015962,False,,10108411.roundup,slurm,,132112168.0,corral-repl,,,aligned,yes,,,no,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",2,,"[{'src': 'hda', 'id': 29892819}]",file_list,"""bam""",32.0,,38343617.0,1496669133.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sam_dump/2.8.1.2,2.8.1.2,,2017-06-05 14:34:09.000702,89476.0,3699.0
,,2017-06-05 21:14:34.850620,slurm_normal,1496697592.0,0,,,,1.0,main_w3_handler1,3093550,16019937,False,,10111922.roundup,slurm,,132112168.0,corral-repl,,,both,yes,,,no,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR2133491,,accession_number,"""bam""",32.0,,37685785.0,1496697289.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sam_dump/2.8.1.2,2.8.1.2,,2017-06-05 21:19:54.651845,104949.0,303.0
,,2017-06-05 21:15:39.278235,slurm_normal,1496697625.0,0,,,,1.0,main_w4_handler0,3093550,16019939,False,,10111925.roundup,slurm,,132112168.0,corral-repl,,,both,yes,,,no,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR2133496,,accession_number,"""bam""",32.0,,37685785.0,1496697351.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sam_dump/2.8.1.2,2.8.1.2,,2017-06-05 21:20:30.683644,104949.0,274.0
,,2017-06-05 21:16:20.247530,slurm_normal,1496697646.0,0,,,,1.0,main_w4_handler0,3093550,16019941,False,,10111927.roundup,slurm,,132112168.0,corral-repl,,,both,yes,,,no,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR2133521,,accession_number,"""bam""",32.0,,37685785.0,1496697393.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sam_dump/2.8.1.2,2.8.1.2,,2017-06-05 21:20:48.191768,104949.0,253.0
,,2017-06-06 14:27:01.327950,slurm_normal,1496760862.0,0,,,,1.0,main_w3_handler0,3099903,16027470,False,,10118616.roundup,slurm,,132112168.0,corral-repl,,,both,yes,,,no,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR5584954,,accession_number,"""bam""",32.0,,37870974.0,1496759233.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sam_dump/2.8.1.2,2.8.1.2,,2017-06-06 14:54:26.303208,35017.0,1629.0
,,2017-06-06 16:53:45.757861,slurm_normal,1496768587.0,0,,,,1.0,main_w3_handler0,3090954,16028977,False,,10120022.roundup,slurm,,132112168.0,corral-repl,,,aligned,yes,,,no,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR2133521,,accession_number,"""bam""",32.0,,37637076.0,1496768291.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sam_dump/2.8.1.2,2.8.1.2,,2017-06-06 17:03:10.893461,19169.0,296.0
,,2017-06-07 05:43:25.128115,slurm_normal,1496817357.0,0,,,,1.0,main_w4_handler0,3143147,16036419,False,,10126745.roundup,slurm,,132112168.0,corral-repl,,,both,yes,,,no,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR925743,,accession_number,"""bam""",32.0,,38496962.0,1496814219.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sam_dump/2.8.1.2,2.8.1.2,,2017-06-07 06:36:01.018619,,3138.0
,,2017-06-07 18:22:13.713718,slurm_normal,1496859975.0,0,,,,1.0,main_w4_handler1,2836702,16043747,False,,10133518.roundup,slurm,,132112168.0,corral-repl,,,both,yes,,,no,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR3666144,,accession_number,"""bam""",32.0,,38510330.0,1496859760.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sam_dump/2.8.1.2,2.8.1.2,,2017-06-07 18:26:21.406900,52862.0,215.0
,,2017-06-07 18:23:23.676929,slurm_normal,1496859993.0,0,,,,1.0,main_w4_handler1,2836702,16043776,False,,10133525.roundup,slurm,,132112168.0,corral-repl,,,both,yes,,,no,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR3666177,,accession_number,"""bam""",32.0,,38510330.0,1496859824.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sam_dump/2.8.1.2,2.8.1.2,,2017-06-07 18:26:40.828894,52862.0,169.0
