corData,corData_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.corData.values,parameters.corData|__identifier__,parameters.dbkey,parameters.outFileFormat,parameters.outFileNameData,parameters.plotTitle,parameters.rowCenter,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
27778228,deeptools_coverage_matrix,2017-06-29 14:27:46.747338,slurm_normal,1498746502.0,0,,1.0,main_w3_handler1,605821,16223535,False,,10299603.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 30232949}]",,"""hg19""","""png""","""false""","""""","""false""",32.0,,38290194.0,1498746481.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-06-29 14:28:26.124518,12956,21.0
2922552,deeptools_coverage_matrix,2017-07-02 09:08:11.754593,slurm_normal,1498986897.0,0,,1.0,main_w3_handler0,3004597,16240908,False,,10316427.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 30262580}]",,"""hg38""","""pdf""","""false""","""""","""false""",32.0,,38183997.0,1498986877.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-02 09:14:59.285984,100624,20.0
990809,deeptools_coverage_matrix,2017-07-02 09:18:25.801232,slurm_normal,1498987261.0,0,,1.0,main_w4_handler1,3004597,16240937,False,,10316435.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 30262619}]",,"""hg38""","""pdf""","""false""","""""","""false""",32.0,,38183997.0,1498987236.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-02 09:21:02.646180,100624,25.0
2196131,deeptools_coverage_matrix,2017-07-03 19:00:52.114722,slurm_normal,1499108483.0,0,,1.0,main_w4_handler1,2959442,16251713,False,,10325625.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 28021431}]",,"""hg19""","""pdf""","""true""","""HepG2""","""true""",32.0,,39031916.0,1499108465.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-03 19:01:26.027113,75599,18.0
2812,deeptools_coverage_matrix,2017-07-06 09:42:06.695556,slurm_normal,1499334156.0,0,,1.0,main_w3_handler1,3179056,16269997,False,,10340914.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 30329007}]",,"""?""","""png""","""false""","""""","""true""",32.0,,38632913.0,1499334144.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-06 09:42:38.175520,87241,12.0
2422656,deeptools_coverage_matrix,2017-07-06 20:26:30.819755,slurm_normal,1499373718.0,0,,1.0,main_w4_handler0,2716612,16276376,False,,10347340.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 30338549}]",,"""hg19""","""png""","""false""","""""","""false""",32.0,,39142989.0,1499373685.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-06 20:42:02.012601,70907,33.0
913613,deeptools_coverage_matrix,2017-07-07 19:26:02.521613,slurm_normal,1499455794.0,0,,1.0,main_w4_handler1,3184309,16286163,False,,10356400.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 30353376}]",,"""mm9""","""png""","""false""","""""","""false""",32.0,,38483008.0,1499455780.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-07 19:29:55.627987,38960,14.0
1895285,deeptools_coverage_matrix,2017-07-07 19:26:19.319483,slurm_normal,1499457596.0,0,,1.0,main_w3_handler1,3184309,16286164,False,,10356550.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 30353396}]",,"""mm9""","""png""","""false""","""""","""false""",32.0,,38483008.0,1499457587.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-07 20:26:10.176443,38960,9.0
1047002,deeptools_coverage_matrix,2017-07-11 04:26:04.145047,slurm_normal,1499747245.0,0,,1.0,main_w3_handler1,2898290,16304825,False,,10372963.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 30380685}]",,"""?""","""png""","""false""","""Principal component analysis (PCA)""","""false""",32.0,,39198561.0,1499747230.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-11 04:28:16.309871,95127,15.0
1047002,deeptools_coverage_matrix,2017-07-11 04:27:39.739359,slurm_normal,1499747332.0,0,,1.0,main_w3_handler0,2898290,16304831,False,,10372968.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 30380685}]",,"""?""","""png""","""false""","""Principal component analysis (PCA)""","""false""",32.0,,39198561.0,1499747326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-11 04:29:52.917548,95127,6.0
2899821,deeptools_coverage_matrix,2017-07-11 12:51:35.458229,slurm_normal,1499777788.0,0,,1.0,main_w4_handler0,3173146,16309661,False,,10377278.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 30387845}]",,"""mm10""","""png""","""true""","""""","""false""",32.0,,38803561.0,1499777743.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-11 12:56:59.195820,37946,45.0
45462,deeptools_coverage_matrix,2017-07-11 13:16:33.762588,slurm_normal,1499779259.0,0,,1.0,main_w3_handler0,3173146,16309860,False,,10377462.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 30388148}]",,"""mm10""","""png""","""true""","""""","""false""",32.0,,38803561.0,1499779251.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-11 13:21:04.976314,37946,8.0
28282252,deeptools_coverage_matrix,2017-07-12 15:23:48.622877,slurm_normal,1499874711.0,0,,1.0,main_w3_handler1,3031969,16321844,False,,10388518.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 30458221}]",,"""mm9""","""png""","""false""","""PCA of read counts""","""false""",32.0,,39270487.0,1499874694.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-12 15:51:55.943602,48080,17.0
9764,deeptools_coverage_matrix,2017-07-13 16:30:43.821209,slurm_normal,1499963472.0,0,,1.0,main_w3_handler1,3179056,16335165,False,,10400481.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 30477651}]",,"""?""","""png""","""false""","""""","""true""",32.0,,38632913.0,1499963460.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-13 16:31:14.275794,87241,12.0
16183299,deeptools_coverage_matrix,2017-07-14 14:17:16.662864,slurm_normal,1500041864.0,0,,1.0,main_w3_handler0,3191527,16345518,False,,10411073.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rn4.len""","[{'src': 'hda', 'id': 30493454}]",,"""rn4""","""png""","""false""","""""","""false""",32.0,,39292538.0,1500041852.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-14 14:17:48.323819,80068,12.0
35402,deeptools_coverage_matrix,2017-07-14 17:06:08.894433,slurm_normal,1500052011.0,0,,1.0,main_w3_handler0,3179056,16346853,False,,10412420.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 30491003}]",,"""?""","""png""","""false""","""""","""false""",32.0,,38632913.0,1500052000.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-14 17:06:52.699162,87241,11.0
35402,deeptools_coverage_matrix,2017-07-14 17:05:54.928224,slurm_normal,1500051979.0,0,,1.0,main_w4_handler0,3179056,16346851,False,,10412419.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 30491003}]",,"""?""","""png""","""false""","""""","""true""",32.0,,38632913.0,1500051971.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-14 17:06:22.566340,87241,8.0
2883850,deeptools_coverage_matrix,2017-07-17 22:00:19.055607,slurm_normal,1500328834.0,0,,1.0,main_w4_handler1,3192364,16365583,False,,10429580.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 30522731}]",,"""hg38""","""png""","""false""","""Luminal A""","""false""",32.0,,39364731.0,1500328821.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-17 22:00:40.922923,88412,13.0
2883850,deeptools_coverage_matrix,2017-07-17 22:31:27.187143,slurm_normal,1500330709.0,0,,1.0,main_w4_handler0,3192364,16365734,False,,10429802.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 30522731}]",,"""hg38""","""svg""","""false""","""Luminal A""","""false""",32.0,,39364731.0,1500330693.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-17 22:31:54.421852,88412,16.0
7949125,deeptools_coverage_matrix,2017-07-20 16:19:16.419704,slurm_normal,1500568308.0,0,,1.0,main_w3_handler0,3196519,16376990,False,,10441692.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 30541163}]",,"""hg19""","""png""","""false""","""H3K4me3 Principal Correlation Analysis""","""false""",32.0,,37981871.0,1500568282.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-20 16:31:54.050930,87393,26.0
6455835,deeptools_coverage_matrix,2017-07-20 16:47:31.527865,slurm_normal,1500570032.0,0,,1.0,main_w3_handler1,3192364,16377212,False,,10441894.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 30541757}]",,"""hg38""","""png""","""false""","""""","""false""",32.0,,39364731.0,1500570023.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-20 17:00:42.627177,88412,9.0
2232605,deeptools_coverage_matrix,2017-07-20 17:33:37.527234,slurm_normal,1500573045.0,0,,1.0,main_w3_handler1,3145176,16377563,False,,10442225.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 30541167}]",,"""mm9""","""pdf""","""true""","""""","""false""",32.0,,39392775.0,1500573035.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-20 17:50:53.465854,107347,10.0
7007750,deeptools_coverage_matrix,2017-07-20 17:28:29.772053,slurm_normal,1500572676.0,0,,1.0,main_w3_handler0,3190598,16377508,False,,10442186.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 30541873}]",,"""hg38""","""png""","""false""","""Muestras de c\u00e1ncer de pr\u00f3stata""","""false""",32.0,,39405700.0,1500572662.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-20 17:44:45.559046,108898,14.0
7007750,deeptools_coverage_matrix,2017-07-20 18:13:08.943828,slurm_normal,1500574868.0,0,,1.0,main_w4_handler0,3190598,16377816,False,,10442582.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 30541873}]",,"""hg38""","""png""","""false""","""Muestras de c\u00e1ncer de pr\u00f3stata""","""true""",32.0,,39405700.0,1500574857.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-20 18:21:10.552541,108898,11.0
26894323,deeptools_coverage_matrix,2017-07-20 18:58:11.110391,slurm_normal,1500577770.0,0,,1.0,main_w4_handler0,3196519,16378174,False,,10442944.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 30543729}]",,"""hg19""","""png""","""false""","""""","""false""",32.0,,37981871.0,1500577720.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-20 19:09:41.539889,87393,50.0
6006472,deeptools_coverage_matrix,2017-07-20 20:08:35.965169,slurm_normal,1500581348.0,0,,1.0,main_w3_handler0,3192364,16378802,False,,10443836.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 30544756}]",,"""hg38""","""png""","""false""","""""","""false""",32.0,,39407279.0,1500581324.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-20 20:09:14.940932,88412,24.0
601510,deeptools_coverage_matrix,2017-07-21 13:40:22.480528,slurm_normal,1500644444.0,0,,1.0,main_w4_handler1,3195354,16385653,False,,10450090.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/xenTro3.len""","[{'src': 'hda', 'id': 30552235}]",,"""xenTro3""","""png""","""false""","""""","""false""",32.0,,39421462.0,1500644434.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-21 13:40:47.024844,108837,10.0
614049,deeptools_coverage_matrix,2017-07-21 13:40:22.343325,slurm_normal,1500644462.0,0,,1.0,main_w4_handler0,3195354,16385652,False,,10450088.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/xenTro3.len""","[{'src': 'hda', 'id': 30551492}]",,"""xenTro3""","""png""","""false""","""""","""false""",32.0,,39421462.0,1500644432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-21 13:41:07.132387,108837,30.0
1192992,deeptools_coverage_matrix,2017-07-21 14:39:24.506465,slurm_normal,1500647990.0,0,,1.0,main_w3_handler0,3195354,16387273,False,,10451453.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/xenTro3.len""","[{'src': 'hda', 'id': 30555059}]",,"""xenTro3""","""png""","""false""","""""","""false""",32.0,,39421462.0,1500647979.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-21 14:40:03.489171,108837,11.0
1584951,deeptools_coverage_matrix,2017-07-21 16:24:13.362648,slurm_normal,1500654386.0,0,,1.0,main_w4_handler1,3195354,16388393,False,,10452798.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/xenTro3.len""","[{'src': 'hda', 'id': 30559779}]",,"""xenTro3""","""png""","""false""","""""","""false""",32.0,,39391468.0,1500654376.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-21 16:26:29.054197,108837,10.0
1784870,deeptools_coverage_matrix,2017-07-21 17:55:45.863817,slurm_normal,1500659769.0,0,,1.0,main_w4_handler0,3195354,16390035,False,,10453766.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/xenTro3.len""","[{'src': 'hda', 'id': 30563215}]",,"""xenTro3""","""png""","""false""","""""","""false""",32.0,,39429714.0,1500659755.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-21 17:56:14.096793,108837,14.0
22876589,deeptools_coverage_matrix,2017-07-21 18:16:01.331082,slurm_normal,1500660988.0,0,,1.0,main_w4_handler1,3198902,16390247,False,,10454062.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","[{'src': 'hda', 'id': 30563345}]",,"""rheMac3""","""png""","""false""","""Rhesus Principal Component Analysis""","""false""",32.0,,37981871.0,1500660969.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-21 18:16:34.950635,87393,19.0
22876589,deeptools_coverage_matrix,2017-07-21 18:18:58.884973,slurm_normal,1500661160.0,0,,1.0,main_w3_handler1,3198902,16390268,False,,10454116.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","[{'src': 'hda', 'id': 30563345}]",,"""rheMac3""","""png""","""false""","""Rhesus Principal Component Analysis""","""false""",32.0,,37981871.0,1500661147.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-21 18:19:25.314454,87393,13.0
22876423,deeptools_coverage_matrix,2017-07-21 19:35:04.177102,slurm_normal,1500665729.0,0,,1.0,main_w4_handler1,3198902,16391238,False,,10455303.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","[{'src': 'hda', 'id': 30565180}]",,"""rheMac3""","""png""","""false""","""Rhesus Principal Component Analysis""","""false""",32.0,,37981871.0,1500665712.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-21 19:35:31.344870,87393,17.0
1774536,deeptools_coverage_matrix,2017-07-25 08:45:49.498120,slurm_normal,1500972377.0,0,,1.0,main_w3_handler0,3200911,16410877,False,,10475796.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/xenTro3.len""","[{'src': 'hda', 'id': 30599517}]",,"""xenTro3""","""png""","""false""","""""","""false""",32.0,,39474185.0,1500972361.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-25 08:46:20.639297,108837,16.0
1948590,deeptools_coverage_matrix,2017-09-29 16:11:23.172958,slurm_normal,1506701514.0,0,,1.0,main_w3_handler1,3270519,16973903,False,,11041679.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","[{'src': 'hda', 'id': 31482300}]",,"""hg19""","""png""","""false""","""PCA plot of ChIP-Seq data""","""false""",32.0,,40956602.0,1506701489.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-09-29 16:11:58.915053,112484,25.0
188590,deeptools_coverage_matrix,2017-09-29 16:34:07.170426,slurm_normal,1506702865.0,0,,1.0,main_w4_handler1,3270858,16974029,False,,11041825.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31482959}]",,"""?""","""png""","""false""","""""","""false""",32.0,,39439873.0,1506702851.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-09-29 16:34:27.430588,97415,14.0
271382,deeptools_coverage_matrix,2017-09-29 16:34:14.707398,slurm_normal,1506702872.0,0,,1.0,main_w4_handler1,3270858,16974030,False,,11041826.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31482952}]",,"""?""","""png""","""false""","""""","""false""",32.0,,39439873.0,1506702859.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-09-29 16:34:35.084649,97415,13.0
259009,deeptools_coverage_matrix,2017-09-29 16:55:55.874806,slurm_normal,1506704185.0,0,,1.0,main_w4_handler0,3270867,16974131,False,,11041930.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31483091}]",,"""?""","""png""","""false""","""""","""false""",32.0,,39439873.0,1506704161.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-09-29 16:56:28.197512,97415,24.0
12186,deeptools_coverage_matrix,2018-03-02 02:23:11.041710,slurm_normal,1519957413.0,0,7680.0,1.0,main_w4_handler0,3440646,18575312,False,,12669232,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","[{'src': 'hda', 'id': 34160060}]",,"""ce10""","""pdf""","""true""","""PCA of read counts""","""false""",32.0,,44273801.0,1519957402.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2018-03-02 02:23:35.827316,122692,11.0
1045918,deeptools_coverage_matrix,2017-07-25 23:09:48.858008,slurm_normal,1501024209.0,0,,1.0,main_w4_handler0,3181960,16418824,False,,10484069.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 30612514}]",,"""?""","""png""","""false""","""Endoderm RNA-seq PCA #1""","""false""",32.0,,39097929.0,1501024199.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-07-25 23:10:11.533331,108550,10.0
396849,deeptools_coverage_matrix,2017-09-29 17:47:01.267807,slurm_normal,1506707238.0,0,,1.0,main_w3_handler0,3270867,16974503,False,,11042317.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31483358}]",,"""?""","""png""","""false""","""""","""false""",32.0,,39439873.0,1506707224.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-09-29 17:47:20.324566,97415,14.0
259009,deeptools_coverage_matrix,2017-09-29 18:04:59.824271,slurm_normal,1506708317.0,0,,1.0,main_w4_handler0,3270867,16974666,False,,11042497.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31483091}]",,"""?""","""png""","""false""","""""","""false""",32.0,,39439873.0,1506708303.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-09-29 18:05:19.857697,97415,14.0
705620,deeptools_coverage_matrix,2017-09-29 18:30:45.720719,slurm_normal,1506711024.0,0,,1.0,main_w4_handler1,3268863,16974755,False,,11042748.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","[{'src': 'hda', 'id': 31483919}]",,"""hg19""","""png""","""false""","""""","""false""",32.0,,40140713.0,1506711013.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-09-29 18:50:27.784421,64218,11.0
646352,deeptools_coverage_matrix,2017-09-29 18:30:45.259884,slurm_normal,1506711078.0,0,,1.0,main_w4_handler0,3268863,16974754,False,,11042752.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","[{'src': 'hda', 'id': 31483912}]",,"""hg19""","""png""","""false""","""""","""false""",32.0,,40140713.0,1506711071.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-09-29 18:51:19.760965,64218,7.0
7808689,deeptools_coverage_matrix,2017-09-29 19:40:40.042621,slurm_normal,1506714070.0,0,,1.0,main_w3_handler0,3204927,16975127,False,,11042968.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","[{'src': 'hda', 'id': 31482076}]",,"""hg19""","""png""","""true""","""PCA on BAM files""","""true""",32.0,,40962300.0,1506714046.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-09-29 19:41:13.112649,62828,24.0
7808689,deeptools_coverage_matrix,2017-09-29 19:45:30.034727,slurm_normal,1506714359.0,0,,1.0,main_w4_handler0,3204927,16975142,False,,11042982.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","[{'src': 'hda', 'id': 31482076}]",,"""hg19""","""png""","""true""","""PCA on BAM files""","""false""",32.0,,40962300.0,1506714332.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.5.0.0,2.5.0.0,,2017-09-29 19:46:01.381508,62828,27.0
