chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input1_dbkey,parameters.input1_species,parameters.species,parameters.species.__class__,parameters.species.value,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-04-05 21:20:11.649360,slurm_normal,1491427225.0,0.0,,1.0,main_w4_handler1,3059597,15499851,False,,17129048,maf,9627045.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 29089926}]",,,"[""hg38"", ""panTro4"", ""panPan1"", ""gorGor3"", ""ponAbe2"", ""nomLeu3"", ""rheMac3"", ""rhiRox1"", ""calJac3"", ""saiBol1"", ""tarSyr2"", ""otoGar3"", ""micMur1""]",,,32.0,,37109901.0,1491427215.0,ok,1023996.0,MAF_Thread_For_Species1,1.0.0,,2017-04-05 21:20:27.271781,,10.0
,,2017-04-06 21:49:04.958220,slurm_normal,1491515354.0,0.0,,1.0,main_w4_handler0,3062530,15512905,False,,1265,maf,9639656.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 29108234}]",,,"[""species1"", ""species2"", ""species3"", ""species4""]",,,32.0,,37166496.0,1491515350.0,ok,1023996.0,MAF_Thread_For_Species1,1.0.0,,2017-04-06 21:49:21.186164,103715.0,4.0
,,2017-04-06 20:07:10.941059,slurm_normal,1491509267.0,0.0,,1.0,main_w4_handler1,3062433,15511673,False,,17129048,maf,9638370.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 29106572}]",,,"[""hg38"", ""panTro4"", ""panPan1"", ""gorGor3"", ""ponAbe2"", ""nomLeu3"", ""rheMac3"", ""rhiRox1"", ""calJac3"", ""saiBol1"", ""tarSyr2"", ""otoGar3"", ""micMur1""]",,,32.0,,37166496.0,1491509238.0,ok,1023996.0,MAF_Thread_For_Species1,1.0.0,,2017-04-06 20:07:48.925875,103715.0,29.0
,,2017-04-06 20:18:40.609552,slurm_normal,1491509929.0,0.0,,1.0,main_w4_handler1,3062433,15511731,False,,6790285,maf,9638472.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 29106588}]",,,"[""hg38"", ""panTro4"", ""panPan1"", ""gorGor3"", ""ponAbe2"", ""nomLeu3"", ""rheMac3"", ""rhiRox1"", ""calJac3"", ""saiBol1"", ""tarSyr2"", ""otoGar3"", ""micMur1""]",,,32.0,,37166496.0,1491509923.0,ok,1023996.0,MAF_Thread_For_Species1,1.0.0,,2017-04-06 20:18:51.735918,103715.0,6.0
,,2017-04-06 20:39:55.503653,slurm_normal,1491511206.0,0.0,,1.0,main_w3_handler1,3062433,15511898,False,,6790285,maf,9638642.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 29106863}]",,,"[""hg38"", ""panTro4""]",,,32.0,,37166496.0,1491511202.0,ok,1023996.0,MAF_Thread_For_Species1,1.0.0,,2017-04-06 20:40:11.203935,103715.0,4.0
,,2017-04-06 20:45:03.700529,slurm_normal,1491511514.0,0.0,,1.0,main_w3_handler0,3062433,15511952,False,,17129048,maf,9638682.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 29106572}]",,,"[""hg38"", ""panTro4""]",,,32.0,,37166496.0,1491511507.0,ok,1023996.0,MAF_Thread_For_Species1,1.0.0,,2017-04-06 20:45:18.857967,103715.0,7.0
,,2017-04-06 21:49:14.940498,slurm_normal,1491515365.0,0.0,,1.0,main_w4_handler0,3062530,15512907,False,,1265,maf,9639658.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 29108235}]",,,"[""species1"", ""species2"", ""species3"", ""species4""]",,,32.0,,37166496.0,1491515360.0,ok,1023996.0,MAF_Thread_For_Species1,1.0.0,,2017-04-06 21:49:29.758260,103715.0,5.0
,,2017-04-06 22:21:36.650479,slurm_normal,1491517331.0,0.0,,1.0,main_w4_handler1,3062545,15513123,False,,1133,maf,9639890.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 29108436}]",,,"[""hg38"", ""panTro4"", ""panPan1"", ""gorGor3""]",,,32.0,,37166496.0,1491517321.0,ok,1023996.0,MAF_Thread_For_Species1,1.0.0,,2017-04-06 22:22:43.935481,103715.0,10.0
,,2017-04-06 22:27:06.567792,slurm_normal,1491517635.0,0.0,,1.0,main_w3_handler0,3062545,15513163,False,,1133,maf,9639922.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 29108433}]",,,"[""hg38"", ""panTro4"", ""panPan1"", ""gorGor3""]",,,32.0,,37166496.0,1491517629.0,ok,1023996.0,MAF_Thread_For_Species1,1.0.0,,2017-04-06 22:27:19.944992,103715.0,6.0
,,2017-03-17 10:20:13.721119,slurm_normal,1489746020.0,0.0,,1.0,main_w3_handler1,3035567,15323014,False,,11869,maf,9463888.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28803046}]",,,"[""bosTau6"", ""yak"", ""gemsbok10K"", ""tAntelope"", ""sheep"", ""goat"", ""giraffe10K"", ""deer10K"", ""muntjak10K""]",,,32.0,,36456355.0,1489746016.0,ok,1023996.0,MAF_Thread_For_Species1,1.0.0,,2017-03-17 10:20:24.553661,,4.0
