chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1_file,input1_file_filetype,input2_file,input2_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1_file.values,parameters.input1_file|__identifier__,parameters.input2_file.values,parameters.input2_file|__identifier__,parameters.paste_sequence,parameters.style,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-10-23 17:13:11.516638,slurm_normal_16gb,1508778957.0,0,,1.0,main_w3_handler0,3292719,17180815,False,,189871928,fastqsanger,189954642,fastqsanger,11241363,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31824341}]",,"[{'src': 'hda', 'id': 31824344}]",,"""""","""old""",32.0,,41315536.0,1508778795.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-23 17:15:58.446937,87994.0,162.0
,,2017-10-23 14:41:41.187131,slurm_normal_16gb,1508776232.0,0,,1.0,main_w3_handler1,2862814,17178918,False,,3490382320,fastqsanger,3485316762,fastqsanger,11240278,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31800105}]",,"[{'src': 'hda', 'id': 31800106}]",,"""""","""old""",32.0,,41396855.0,1508773310.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-23 16:30:36.695940,13675.0,2922.0
,,2017-10-23 16:37:18.702862,slurm_normal_16gb,1508776742.0,0,,1.0,main_w3_handler0,3296221,17180448,False,,118035843,fastqsanger,118035843,fastqsanger,11240954,slurm,,132112168.0,corral-repl,,"""6da3d30ab81011e7ab8b005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31814703}]",,"[{'src': 'hda', 'id': 31814718}]",,"""""","""old""",32.0,,,1508776641.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-23 16:39:05.079505,87989.0,101.0
,,2017-10-23 17:00:25.678264,slurm_normal_16gb,1508782407.0,0,,1.0,main_w3_handler0,2862814,17180620,False,,4453651020,fastqsanger,4448131494,fastqsanger,11241354,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31823995}]",,"[{'src': 'hda', 'id': 31823996}]",,"""""","""old""",32.0,,41396855.0,1508778766.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-23 18:13:31.711858,13675.0,3641.0
,,2017-10-23 18:56:37.321620,slurm_normal_16gb,1508786405.0,0,,1.0,main_w3_handler1,3282491,17181955,False,,1690963503,fastqsanger,1690963503,fastqsanger,11242478,slurm,,132112168.0,corral-repl,,"""e37da67eb82311e7a669005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31821423}]",,"[{'src': 'hda', 'id': 31821422}]",,"""""","""old""",32.0,,,1508785013.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-23 19:20:12.175298,113330.0,1392.0
,,2017-10-23 18:44:52.475703,slurm_normal_16gb,1508785779.0,0,,1.0,main_w3_handler0,2862814,17181866,False,,1894471902,fastqsanger,1890655890,fastqsanger,11242385,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31825624}]",,"[{'src': 'hda', 'id': 31825625}]",,"""""","""old""",32.0,,41396855.0,1508784297.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-23 19:09:41.272292,13675.0,1482.0
,,2017-10-23 19:54:43.047812,slurm_normal_16gb,1508791621.0,0,,1.0,main_w3_handler1,2862814,17182572,False,,3693771468,fastqsanger,3685964364,fastqsanger,11243154,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31827300}]",,"[{'src': 'hda', 'id': 31827301}]",,"""""","""old""",32.0,,41396855.0,1508788762.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-23 20:47:04.582791,13675.0,2859.0
,,2017-10-23 19:54:32.539862,slurm_normal_16gb,1508792306.0,0,,1.0,main_w4_handler1,2862814,17182569,False,,4499808462,fastqsanger,4492970734,fastqsanger,11243153,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31827290}]",,"[{'src': 'hda', 'id': 31827291}]",,"""""","""old""",32.0,,41396855.0,1508788757.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-23 20:58:28.541640,13675.0,3549.0
,,2017-10-23 21:08:36.362635,slurm_normal_16gb,1508796525.0,0,,1.0,main_w4_handler1,2862814,17183434,False,,4674643949,fastqsanger,4668226909,fastqsanger,11243954,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31828912}]",,"[{'src': 'hda', 'id': 31828913}]",,"""""","""old""",32.0,,41396855.0,1508792921.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-23 22:08:46.997666,13675.0,3604.0
,,2017-10-23 21:14:14.279657,slurm_normal_16gb,1508801082.0,0,,1.0,main_w4_handler1,2862814,17183471,False,,5812253550,fastqsanger,5804115686,fastqsanger,11244528,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31829078}]",,"[{'src': 'hda', 'id': 31829079}]",,"""""","""old""",32.0,,41396855.0,1508796531.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-23 23:24:45.506837,13675.0,4551.0
,,2017-10-24 01:38:24.695766,slurm_normal_16gb,1508809111.0,0,,1.0,main_w4_handler1,3290246,17185514,False,,204059,fastqsanger,181103,fastqsanger,11246288,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31834050}]",,"[{'src': 'hda', 'id': 31834051}]",,"""NNNNN""","""old""",32.0,,41426590.0,1508809107.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 01:38:33.940018,92488.0,4.0
,,2017-10-24 03:40:27.153022,slurm_normal_16gb,1508816544.0,0,,1.0,main_w4_handler0,3295758,17186258,False,,139579910,fastqsanger,139579910,fastqsanger,11247122,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31835607}]",,"[{'src': 'hda', 'id': 31835609}]",,"""""","""old""",32.0,,41459144.0,1508816432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 03:42:26.847285,98392.0,112.0
,,2017-10-24 01:38:06.277406,slurm_normal_16gb,1508809211.0,0,,1.0,main_w3_handler1,3295758,17185512,False,,147965049,fastqsanger,147965049,fastqsanger,11246286,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31834341}]",,"[{'src': 'hda', 'id': 31834342}]",,"""""","""old""",32.0,,41459144.0,1508809088.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 01:40:12.975353,98392.0,123.0
,,2017-10-24 01:42:13.110422,slurm_normal_16gb,1508809459.0,0,,1.0,main_w3_handler1,3295758,17185536,False,,147965049,fastqsanger,147965049,fastqsanger,11246311,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31834341}]",,"[{'src': 'hda', 'id': 31834342}]",,"""""","""new""",32.0,,41459144.0,1508809337.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 01:44:22.117838,98392.0,122.0
,,2017-10-24 01:53:36.485964,slurm_normal_16gb,1508810057.0,0,,1.0,main_w4_handler0,3295758,17185599,False,,45769019,fastqsanger,45769019,fastqsanger,11246369,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31834488}]",,"[{'src': 'hda', 'id': 31834489}]",,"""""","""old""",32.0,,41459144.0,1508810018.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 01:54:18.804184,98392.0,39.0
,,2017-10-24 02:32:43.576400,slurm_normal_16gb,1508812482.0,0,,1.0,main_w4_handler0,3295758,17185868,False,,148522469,fastqsanger,148522469,fastqsanger,11246716,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31835026}]",,"[{'src': 'hda', 'id': 31835030}]",,"""""","""old""",32.0,,41459144.0,1508812365.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 02:34:43.350538,98392.0,117.0
,,2017-10-24 06:04:26.674456,slurm_normal_16gb,1508825173.0,0,,1.0,main_w3_handler1,3295758,17186690,False,,128496165,fastqsanger,128496165,fastqsanger,11247633,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31837181}]",,"[{'src': 'hda', 'id': 31837183}]",,"""""","""old""",32.0,,41459144.0,1508825070.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 06:06:15.378300,98392.0,103.0
,,2017-10-24 02:49:18.436943,slurm_normal_16gb,1508813499.0,0,,1.0,main_w4_handler0,3295758,17185977,False,,150830657,fastqsanger,150830657,fastqsanger,11246838,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31835134}]",,"[{'src': 'hda', 'id': 31835137}]",,"""""","""old""",32.0,,41459144.0,1508813361.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 02:51:41.738144,98392.0,138.0
,,2017-10-24 05:46:12.437859,slurm_normal_16gb,1508824163.0,0,,1.0,main_w3_handler1,3295758,17186578,False,,239580623,fastqsanger,239580623,fastqsanger,11247542,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31835958}]",,"[{'src': 'hda', 'id': 31835960}]",,"""""","""old""",32.0,,41459144.0,1508823975.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 05:49:24.040957,98392.0,188.0
,,2017-10-24 07:01:52.511776,slurm_normal_16gb,1508828568.0,0,,1.0,main_w3_handler1,3295758,17187044,False,,59294871,fastqsanger,59294871,fastqsanger,11248010,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31837938}]",,"[{'src': 'hda', 'id': 31837942}]",,"""""","""old""",32.0,,41459144.0,1508828518.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 07:02:51.597393,98392.0,50.0
,,2017-10-24 05:56:45.117963,slurm_normal_16gb,1508824650.0,0,,1.0,main_w3_handler1,3295758,17186634,False,,48751226,fastqsanger,48751226,fastqsanger,11247593,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31837096}]",,"[{'src': 'hda', 'id': 31837097}]",,"""""","""old""",32.0,,41459144.0,1508824608.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 05:57:31.607196,98392.0,42.0
,,2017-10-24 06:17:37.710258,slurm_normal_16gb,1508825927.0,0,,1.0,main_w4_handler0,3295758,17186788,False,,80445127,fastqsanger,80445127,fastqsanger,11247719,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31837296}]",,"[{'src': 'hda', 'id': 31837297}]",,"""""","""old""",32.0,,41459144.0,1508825861.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 06:18:47.919167,98392.0,66.0
,,2017-10-24 06:24:16.274322,slurm_normal_16gb,1508826297.0,0,,1.0,main_w4_handler0,3295758,17186847,False,,41664238,fastqsanger,41664238,fastqsanger,11247777,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31837445}]",,"[{'src': 'hda', 'id': 31837451}]",,"""""","""old""",32.0,,41459144.0,1508826259.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 06:24:58.398345,98392.0,38.0
,,2017-10-24 06:36:48.493571,slurm_normal_16gb,1508827057.0,0,,1.0,main_w3_handler0,3295758,17186942,False,,49054688,fastqsanger,49054688,fastqsanger,11247890,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31837733}]",,"[{'src': 'hda', 'id': 31837740}]",,"""""","""old""",32.0,,41459144.0,1508827012.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 06:37:40.061415,98392.0,45.0
,,2017-10-24 06:40:18.835881,slurm_normal_16gb,1508827297.0,0,,1.0,main_w4_handler0,3295758,17186957,False,,88404822,fastqsanger,88404822,fastqsanger,11247911,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31837768}]",,"[{'src': 'hda', 'id': 31837772}]",,"""""","""old""",32.0,,41459144.0,1508827223.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 06:41:39.078216,98392.0,74.0
,,2017-10-24 06:44:45.894617,slurm_normal_16gb,1508827568.0,0,,1.0,main_w3_handler1,3295758,17186969,False,,92505553,fastqsanger,92505553,fastqsanger,11247926,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31837792}]",,"[{'src': 'hda', 'id': 31837796}]",,"""""","""old""",32.0,,41459144.0,1508827489.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 06:46:10.419459,98392.0,79.0
,,2017-10-24 07:33:04.486221,slurm_normal_16gb,1508830460.0,0,,1.0,main_w4_handler1,3295758,17187206,False,,90278563,fastqsanger,90278563,fastqsanger,11248181,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31838322}]",,"[{'src': 'hda', 'id': 31838329}]",,"""""","""old""",32.0,,41459144.0,1508830388.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 07:34:21.717140,98392.0,72.0
,,2017-10-24 07:13:01.530052,slurm_normal_16gb,1508829479.0,0,,1.0,main_w3_handler0,3296033,17187086,False,,364747253,fastqsanger,364747253,fastqsanger,11248060,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31812362}]",,"[{'src': 'hda', 'id': 31812271}]",,"""""","""old""",32.0,,40713084.0,1508829186.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 07:18:03.473519,111506.0,293.0
,,2017-10-24 07:26:33.122377,slurm_normal_16gb,1508830079.0,0,,1.0,main_w3_handler1,3295758,17187169,False,,97282504,fastqsanger,97282504,fastqsanger,11248147,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31838243}]",,"[{'src': 'hda', 'id': 31838251}]",,"""""","""old""",32.0,,41459144.0,1508829998.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 07:28:01.839250,98392.0,81.0
,,2017-10-24 07:46:34.655133,slurm_normal_16gb,1508831294.0,0,,1.0,main_w4_handler1,3295758,17187304,False,,111201296,fastqsanger,111201296,fastqsanger,11248277,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31838483}]",,"[{'src': 'hda', 'id': 31838501}]",,"""""","""old""",32.0,,41459144.0,1508831204.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 07:48:17.796011,98392.0,90.0
,,2017-10-24 09:15:41.493550,slurm_normal_16gb,1508836618.0,0,,1.0,main_w4_handler0,3295758,17188790,False,,80532391,fastqsanger,80532391,fastqsanger,11249735,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31840343}]",,"[{'src': 'hda', 'id': 31840346}]",,"""""","""old""",32.0,,41459144.0,1508836548.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 09:16:59.859786,98392.0,70.0
,,2017-10-24 08:50:35.306321,slurm_normal_16gb,1508835110.0,0,,1.0,main_w3_handler0,3295758,17188382,False,,83810283,fastqsanger,83810283,fastqsanger,11249357,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31840047}]",,"[{'src': 'hda', 'id': 31840051}]",,"""""","""old""",32.0,,41459144.0,1508835043.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 08:51:51.299221,98392.0,67.0
,,2017-10-24 15:24:27.984316,slurm_normal_16gb,1508864268.0,0,,1.0,main_w4_handler1,2862814,17198862,False,,7024566490,fastqsanger,7014891328,fastqsanger,11258009,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31852335}]",,"[{'src': 'hda', 'id': 31852336}]",,"""""","""old""",32.0,,41396855.0,1508858689.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 17:02:01.913007,13675.0,5579.0
,,2017-10-24 17:58:21.541669,slurm_normal_16gb,1508868058.0,0,,1.0,main_w4_handler0,3290246,17200839,False,,184935,fastqsanger,163045,fastqsanger,11260189,slurm,,132112168.0,corral-repl,,"""e811bd4eb8e411e7bd0d005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31858103}]",,"[{'src': 'hda', 'id': 31858104}]",,"""""","""old""",32.0,,,1508868053.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 18:01:00.259041,92488.0,5.0
,,2017-10-24 15:24:36.436308,slurm_normal_16gb,1508869037.0,0,,1.0,main_w4_handler0,2862814,17198869,False,,5618949263,fastqsanger,5609149205,fastqsanger,11259482,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31852672}]",,"[{'src': 'hda', 'id': 31852673}]",,"""""","""old""",32.0,,41396855.0,1508864536.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 18:17:19.944782,13675.0,4501.0
,,2017-10-24 18:27:43.043019,slurm_normal_16gb,1508871107.0,0,,1.0,main_w4_handler1,3280996,17201099,False,,1690963503,fastqsanger,1690963503,fastqsanger,11260536,slurm,,132112168.0,corral-repl,,"""01e4b06ab8e911e7a6ca005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31821424}]",,"[{'src': 'hda', 'id': 31823137}]",,"""""","""old""",32.0,,,1508869680.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 18:52:00.810113,113202.0,1427.0
,,2017-10-24 18:36:23.722369,slurm_normal_16gb,1508871681.0,0,,1.0,main_w4_handler0,3298108,17201236,False,,1690963503,fastqsanger,1690963503,fastqsanger,11260652,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31858311}]",,"[{'src': 'hda', 'id': 31858312}]",,"""""","""old""",32.0,,41196338.0,1508870243.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 19:01:23.580047,54919.0,1438.0
,,2017-10-24 18:34:37.539463,slurm_normal_16gb,1508870141.0,0,,1.0,main_w3_handler0,3273603,17201186,False,,43477933,fastqsanger,43477933,fastqsanger,11260606,slurm,,132112168.0,corral-repl,,"""f20c5dccb8e911e7ba04005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31850393}]",,"[{'src': 'hda', 'id': 31850407}]",,"""""","""old""",32.0,,,1508870097.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 18:35:45.640645,112625.0,44.0
,,2017-10-24 18:27:23.206742,slurm_normal_16gb,1508871062.0,0,,1.0,main_w3_handler0,3273541,17201086,False,,1690963503,fastqsanger,1690963503,fastqsanger,11260534,slurm,,132112168.0,corral-repl,,"""f6c83c2eb8e811e7b938005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31782909}]",,"[{'src': 'hda', 'id': 31783115}]",,"""""","""old""",32.0,,,1508869663.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 18:51:05.550414,112622.0,1399.0
,,2017-10-24 18:28:38.005180,slurm_normal_16gb,1508871170.0,0,,1.0,main_w3_handler0,3273473,17201126,False,,1690963503,fastqsanger,1690963503,fastqsanger,11260544,slurm,,132112168.0,corral-repl,,"""21f19d78b8e911e7b503005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31782490}]",,"[{'src': 'hda', 'id': 31783825}]",,"""""","""old""",32.0,,,1508869730.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 18:52:52.773011,112616.0,1440.0
,,2017-10-24 18:36:20.897300,slurm_normal_16gb,1508871625.0,0,,1.0,main_w4_handler0,3276700,17201233,False,,1690963503,fastqsanger,1690963503,fastqsanger,11260639,slurm,,132112168.0,corral-repl,,"""30e337b4b8ea11e7815d005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31823411}]",,"[{'src': 'hda', 'id': 31823412}]",,"""""","""old""",32.0,,,1508870194.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 19:00:27.311771,112869.0,1431.0
,,2017-10-24 18:35:54.925939,slurm_normal_16gb,1508871703.0,0,,1.0,main_w4_handler0,3292684,17201210,False,,1690963503,fastqsanger,1690963503,fastqsanger,11260627,slurm,,132112168.0,corral-repl,,"""2974ba02b8ea11e7a2e6005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31821180}]",,"[{'src': 'hda', 'id': 31823359}]",,"""""","""old""",32.0,,,1508870167.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-10-24 19:01:48.210009,114001.0,1536.0
