create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_vcf,input_vcf_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input_vcf.values,parameters.input_vcf|__identifier__,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.window_size,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-09-26 11:34:43.506472,slurm_normal,1506425729.0,0,1.0,main_w4_handler1,3264651,16934288,False,,30338847,vcf,11003770.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31422867}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40817238.0,1506425694.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 11:35:31.664578,112186,35.0
2017-09-26 04:22:57.553599,slurm_normal,1506399833.0,0,1.0,main_w3_handler1,3264342,16931344,False,,30338841,vcf,11000951.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31416579}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40798795.0,1506399788.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 04:23:56.884893,112169,45.0
2017-09-26 05:04:28.124085,slurm_normal,1506402294.0,0,1.0,main_w3_handler0,3208930,16931513,False,,19078800,vcf,11001114.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31418812}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,39634724.0,1506402274.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 05:04:58.766597,109644,20.0
2017-09-26 06:26:34.883984,slurm_normal,1506407216.0,0,1.0,main_w3_handler0,3265998,16931732,False,,3886024,vcf,11001328.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31419155}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40828880.0,1506407205.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 06:26:59.283092,111850,11.0
2017-09-26 06:27:13.162473,slurm_normal,1506407258.0,0,1.0,main_w3_handler0,3265998,16931735,False,,17078470,vcf,11001332.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31419149}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40828880.0,1506407242.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 06:27:41.210451,111850,16.0
2017-09-26 06:15:12.136607,slurm_normal,1506406560.0,0,1.0,main_w3_handler1,3264079,16931691,False,,37232317,vcf,11001291.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31413435}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40787391.0,1506406519.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 06:16:03.019359,112157,41.0
2017-09-26 11:56:11.118775,slurm_normal,1506427024.0,0,1.0,main_w3_handler1,3265725,16934502,False,,36785027,vcf,11003957.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31422679}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40830752.0,1506426983.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 11:57:07.266408,111890,41.0
2017-09-26 07:03:08.078729,slurm_normal,1506409403.0,0,1.0,main_w3_handler1,2868014,16931943,False,,2191746,vcf,11001535.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31419486}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40831478.0,1506409394.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 07:03:24.730799,92983,9.0
2017-09-26 07:18:45.296747,slurm_normal,1506410343.0,0,1.0,main_w4_handler1,3263223,16932009,False,,11082,vcf,11001588.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31419559}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40759787.0,1506410339.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 07:19:07.381243,112128,4.0
2017-09-26 07:11:47.081382,slurm_normal,1506409942.0,0,1.0,main_w3_handler1,3264079,16931991,False,,28172967,vcf,11001566.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31419440}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40787391.0,1506409917.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 07:12:25.069680,112157,25.0
2017-09-26 08:16:30.429028,slurm_normal,1506413832.0,0,1.0,main_w4_handler1,3264852,16932381,False,,28172951,vcf,11001949.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31419670}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40820646.0,1506413800.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 08:17:15.683365,112197,32.0
2017-09-26 10:37:23.935058,slurm_normal,1506422260.0,0,1.0,main_w4_handler0,3264723,16933836,False,,11084,vcf,11003318.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31422666}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40819302.0,1506422256.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 10:37:48.347264,112190,4.0
2017-09-26 11:18:47.475452,slurm_normal,1506424739.0,0,1.0,main_w3_handler0,3266851,16934163,False,,359098,vcf,11003626.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 31423170}]",,0,hg38,,cached,"""150""",32.0,,,,40713318.0,1506424734.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 11:19:00.148076,112005,5.0
2017-09-26 11:23:15.686393,slurm_normal,1506425051.0,0,1.0,main_w4_handler0,3264838,16934189,False,,17018437,vcf,11003657.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31422992}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40851690.0,1506425007.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 11:24:14.190432,112196,44.0
2017-09-26 10:31:03.263490,slurm_normal,1506421907.0,0,1.0,main_w4_handler1,3265282,16933789,False,,30338848,vcf,11003264.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31419645}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40827711.0,1506421876.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 10:31:51.189766,112216,31.0
2017-09-26 11:02:26.638121,slurm_normal,1506423776.0,0,1.0,main_w4_handler0,3266090,16934077,False,,17623435,vcf,11003516.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31420961}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40819914.0,1506423756.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 11:03:03.860267,112193,20.0
2017-09-26 11:18:47.119618,slurm_normal,1506424742.0,0,1.0,main_w4_handler0,3266851,16934162,False,,356355,vcf,11003627.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 31423169}]",,0,hg38,,cached,"""150""",32.0,,,,40713318.0,1506424738.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 11:19:04.253237,112005,4.0
2017-09-26 10:57:44.318259,slurm_normal,1506425552.0,0,1.0,main_w3_handler0,3264756,16934012,False,,17018431,vcf,11003751.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31423006}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40819862.0,1506425512.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 11:32:34.102604,112192,40.0
2017-09-26 11:10:10.979909,slurm_normal,1506424267.0,0,1.0,main_w4_handler0,3265729,16934127,False,,18446691,vcf,11003582.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31422792}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40828027.0,1506424220.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 11:11:12.212316,112217,47.0
2017-09-26 11:18:47.922447,slurm_normal,1506424744.0,0,1.0,main_w3_handler1,3266851,16934164,False,,387381,vcf,11003629.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 31423171}]",,0,hg38,,cached,"""150""",32.0,,,,40713318.0,1506424739.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 11:19:06.376465,112005,5.0
2017-09-26 12:55:25.461516,slurm_normal,1506430539.0,0,1.0,main_w3_handler0,3264723,16935238,False,,11081,vcf,11004581.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31424818}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40819302.0,1506430535.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 12:55:41.403133,112190,4.0
2017-09-26 13:30:18.790997,slurm_normal,1506432650.0,0,1.0,main_w3_handler0,3266090,16935696,False,,17621441,vcf,11005051.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31421315}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40819914.0,1506432632.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 13:30:52.156564,112193,18.0
2017-09-26 13:36:04.369307,slurm_normal,1506433025.0,0,1.0,main_w3_handler1,3263223,16935787,False,,17621440,vcf,11005135.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31424832}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40759787.0,1506432977.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 13:37:08.949879,112128,48.0
2017-09-26 13:57:38.836476,slurm_normal,1506434452.0,0,1.0,main_w4_handler0,3264047,16936127,False,,2245541,vcf,11005476.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31425841}]",,0,hg_g1k_v37,,cached,"""200""",32.0,,,,40830761.0,1506434272.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 14:00:54.797571,112156,180.0
2017-09-26 14:25:55.443742,slurm_normal,1506435970.0,0,1.0,main_w4_handler0,3266851,16936414,False,,355626,vcf,11005804.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 31422525}]",,0,hg38,,cached,"""150""",32.0,,,,40713318.0,1506435963.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 14:26:12.761971,112005,7.0
2017-09-26 13:56:07.623670,slurm_normal,1506435686.0,0,1.0,main_w4_handler1,3264642,16936110,False,,29821975,vcf,11005755.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31426277}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40818652.0,1506435639.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 14:21:27.605926,112185,47.0
2017-09-26 14:25:56.020382,slurm_normal,1506435972.0,0,1.0,main_w3_handler1,3266851,16936415,False,,364486,vcf,11005806.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 31422536}]",,0,hg38,,cached,"""150""",32.0,,,,40713318.0,1506435967.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 14:26:15.616896,112005,5.0
2017-09-26 14:25:56.477800,slurm_normal,1506435972.0,0,1.0,main_w4_handler1,3266851,16936416,False,,389866,vcf,11005805.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 31422546}]",,0,hg38,,cached,"""150""",32.0,,,,40713318.0,1506435967.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 14:26:15.112968,112005,5.0
2017-09-26 14:33:35.394315,slurm_normal,1506438021.0,0,1.0,main_w3_handler1,3264679,16936601,False,,17096574,vcf,11006262.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31427404}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40817967.0,1506437974.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 15:00:27.374835,112189,47.0
2017-09-26 16:21:48.441879,slurm_normal,1506442976.0,0,1.0,main_w3_handler1,3264540,16938021,False,,30338846,vcf,11007501.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31426799}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40813179.0,1506442929.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 16:23:01.553129,112180,47.0
2017-09-26 18:52:16.535497,slurm_normal,1506451960.0,0,1.0,main_w3_handler1,3264723,16939158,False,,11084,vcf,11008664.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31430660}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40819302.0,1506451953.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 18:52:44.626675,112190,7.0
2017-09-26 21:04:59.914179,slurm_normal,1506459990.0,0,1.0,main_w3_handler1,3265789,16940265,False,,28172949,vcf,11009786.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31426839}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40820753.0,1506459931.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-26 21:06:34.805387,112198,59.0
2017-09-27 06:09:46.975005,slurm_normal,1506492598.0,0,1.0,main_w3_handler1,3261841,16942934,False,,12418,vcf,11012490.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31436335}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40719841.0,1506492594.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-27 06:09:59.654464,112024,4.0
2017-09-27 06:31:57.321963,slurm_normal,1506493934.0,0,1.0,main_w4_handler0,3264723,16943014,False,,11084,vcf,11012565.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31436608}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40819302.0,1506493930.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-27 06:32:17.547930,112190,4.0
2017-09-27 06:32:32.279322,slurm_normal,1506494007.0,0,1.0,main_w4_handler0,3264756,16943016,False,,17018431,vcf,11012566.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31423006}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40819862.0,1506493963.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-27 06:33:29.322088,112192,44.0
2017-09-27 07:58:11.638026,slurm_normal,1506499105.0,0,1.0,main_w4_handler0,3264723,16943446,False,,11047,vcf,11012939.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31437001}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40819302.0,1506499101.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-27 07:58:29.021242,112190,4.0
2017-09-27 18:31:34.642460,slurm_normal,1506537192.0,0,1.0,main_w4_handler0,2868014,16951961,False,,40462676,vcf,11019331.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31442931}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40831478.0,1506537106.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-27 18:33:14.819226,92983,86.0
2017-09-27 20:48:36.742622,slurm_normal,1506545689.0,0,1.0,main_w3_handler1,3265729,16953098,False,,132236384,vcf,11021344.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31450403}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,40828027.0,1506545328.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-27 20:54:53.448091,112217,361.0
2017-10-15 17:02:16.543814,slurm_normal,1508086948.0,0,1.0,main_w3_handler0,3208930,17105357,False,,459482,vcf,11162572.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31694627}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,39634724.0,1508086940.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-15 17:02:30.822423,109644,8.0
2017-10-19 11:49:49.798357,slurm_normal,1508413872.0,0,1.0,main_w4_handler0,2210340,17144276,False,,139451757,vcf,11201850,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 28628097}]",,0,hg_g1k_v37,,cached,"""1000""",32.0,,,,40699755.0,1508413811.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-19 11:51:24.880301,59804,61.0
2017-10-19 20:19:49.323914,slurm_normal,1508444406.0,0,1.0,main_w3_handler0,3289837,17149092,False,,12252,vcf,11206938,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 31764792}]",,0,hg19,,cached,"""150""",32.0,,,,40924995.0,1508444401.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-19 20:20:12.667061,112438,5.0
2017-11-01 00:03:06.570112,slurm_normal,1509494664.0,0,1.0,main_w4_handler0,3208930,17281882,False,,22765323,vcf,11342895,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31995806}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,41646627.0,1509494626.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-01 00:04:46.467855,109644,38.0
2017-11-20 22:55:02.012856,slurm_normal,1511218514.0,0,1.0,main_w4_handler0,3293335,17527168,False,,485048,vcf,11585987,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32435409}]",,1,,"[{'src': 'hda', 'id': 31784470}]",history,"""150""",32.0,60094703.0,fasta,,42128045.0,1511218508.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-20 22:55:16.134502,114041,6.0
2017-11-29 15:20:46.154765,slurm_normal,1511979770.0,0,1.0,main_w4_handler0,3266245,17637795,False,,45626331,vcf,11701102,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 32619858}]",,0,hg_g1k_v37,,cached,"""150""",32.0,,,,42327021.0,1511979728.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-29 18:22:51.847794,108850,42.0
2017-12-11 01:02:51.425850,slurm_normal,1512954194.0,0,1.0,main_w4_handler0,3215370,17767503,False,,7452,vcf,11836212,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32848402}]",,1,,"[{'src': 'hda', 'id': 30827751}]",history,"""150""",32.0,3161924569.0,fasta,,42197881.0,1512954183.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1.0,1.0.0_rc1.0,,2017-12-11 01:03:16.347580,109889,11.0
