bed,bed_filetype,command|datafile|paired_bam_0|readend1,command|datafile|paired_bam_0|readend1_filetype,command|datafile|paired_bam_0|readend2,command|datafile|paired_bam_0|readend2_filetype,command|datafile|paired_bam_1|readend1,command|datafile|paired_bam_1|readend1_filetype,command|datafile|paired_bam_1|readend2,command|datafile|paired_bam_1|readend2_filetype,command|datafile|paired_bam_2|readend1,command|datafile|paired_bam_2|readend1_filetype,command|datafile|paired_bam_2|readend2,command|datafile|paired_bam_2|readend2_filetype,command|datafile|raw_files_0|raw,command|datafile|raw_files_0|raw_filetype,create_time,destination_id,end_epoch,exit_code,fends,fends_filetype,galaxy_memory_mb,galaxy_slots,handler,hic_data,hic_data_filetype,hic_project,hic_project_filetype,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.command.__current_case__,parameters.command.analysis.__current_case__,parameters.command.analysis.algorithm,parameters.command.analysis.binary,parameters.command.analysis.change,parameters.command.analysis.expreads,parameters.command.analysis.precalc,parameters.command.analysis.probiter,parameters.command.analysis.removedist,parameters.command.analysis.step,parameters.command.analysis.subalgorithm.__current_case__,parameters.command.analysis.subalgorithm.kr,parameters.command.bed.values,parameters.command.chroms,parameters.command.command_select,parameters.command.datafile.__current_case__,parameters.command.datafile.format,parameters.command.datafile.paired_bam,parameters.command.datafile.raw_files,parameters.command.fends.values,parameters.command.filtermax,parameters.command.filtermin,parameters.command.hic_data.values,parameters.command.hic_project.values,parameters.command.insert,parameters.command.minbin,parameters.command.minint,parameters.command.numbin,parameters.dbkey,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
31747957.0,bed,,,,,,,,,,,,,,,2017-03-15 13:00:52.091840,slurm_normal,1489583207.0,0,,,,1.0,main_w4_handler1,,,,,2806818,15302545,False,,9442638.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""",1,,,,,,,,,,,,"[{'src': 'hda', 'id': 28765004}]",,fends,,,,,,,,,,,,,,"""hg19""",32.0,,36632727,1489583171.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/sauria/hifive/hifive/0.1.0,0.1.0,,2017-03-15 13:13:31.698213,89286.0,36.0
12578977.0,bed,,,,,,,,,,,,,,,2017-04-18 17:45:34.763313,slurm_normal,1492537567.0,0,,,,1.0,main_w3_handler1,,,,,2432032,15616380,False,,9734722.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",1,,,,,,,,,,,,"[{'src': 'hda', 'id': 29262947}]",,fends,,,,,,,,,,,,,,"""?""",32.0,,35877996,1492537548.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/sauria/hifive/hifive/0.1.0,0.1.0,,2017-04-18 17:46:09.537896,68827.0,19.0
1450455.0,bed,,,,,,,,,,,,,,,2017-02-22 12:19:57.157721,slurm_normal,1487766024.0,0,,,,1.0,main_w4_handler1,,,,,2856828,15106110,False,,9261130.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""",1,,,,,,,,,,,,"[{'src': 'hda', 'id': 28188793}]",,fends,,,,,,,,,,,,,,"""mm10""",32.0,,35849975,1487766004.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/sauria/hifive/hifive/0.1.0,0.1.0,,2017-02-22 12:20:27.459194,47785.0,20.0
17697653.0,bed,7037013330.0,bam,7874039622.0,bam,,,,,,,,,,,2017-01-27 12:13:05.603186,slurm_normal,1485519231.0,0,,,,1.0,main_w4_handler1,,,,,2856828,14887852,False,,9047203.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""",0,0.0,probability,,0.0005,,-p,1000,,0.5,,,"[{'src': 'hda', 'id': 28109723}]",,hic-complete,0.0,bam,"[{'readend1': {'values': [{'src': 'hda', 'id': 28088955}]}, '__index__': 0, 'readend2': {'values': [{'src': 'hda', 'id': 28088954}]}}]",,,0,1000000,,,500,1000,15,100,"""mm10""",32.0,,35343558,1485519193.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/sauria/hifive/hifive/0.1.0,0.1.0,,2017-01-27 12:13:54.155458,47785.0,38.0
17697653.0,bed,,,,,,,,,,,,,,,2017-01-27 12:16:13.637558,slurm_normal,1485519386.0,0,,,,1.0,main_w4_handler0,,,,,2856828,14887876,False,,9047229.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""",1,,,,,,,,,,,,"[{'src': 'hda', 'id': 28109723}]",,fends,,,,,,,,,,,,,,"""mm10""",32.0,,35343558,1485519377.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/sauria/hifive/hifive/0.1.0,0.1.0,,2017-01-27 12:16:29.770684,47785.0,9.0
17697653.0,bed,7037013330.0,bam,7874039622.0,bam,,,,,,,,,,,2017-01-27 12:30:25.848521,slurm_normal,1485520252.0,0,,,,1.0,main_w3_handler0,,,,,2856828,14887963,False,,9047320.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""",0,0.0,probability,,0.0005,,-p,1000,,0.5,,,"[{'src': 'hda', 'id': 28109723}]",14,hic-complete,0.0,bam,"[{'readend1': {'values': [{'src': 'hda', 'id': 28088955}]}, '__index__': 0, 'readend2': {'values': [{'src': 'hda', 'id': 28088954}]}}]",,,0,1000000,,,500,1000,15,100,"""mm10""",32.0,,35343558,1485520230.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/sauria/hifive/hifive/0.1.0,0.1.0,,2017-01-27 12:30:54.028212,47785.0,22.0
850866.0,bed,,,,,,,,,,,,,,,2017-01-27 20:16:55.908750,slurm_normal,1485548231.0,0,,,,1.0,main_w3_handler0,,,,,2856828,14893012,False,,9052066.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""",1,,,,,,,,,,,,"[{'src': 'hda', 'id': 28118053}]",,fends,,,,,,,,,,,,,,"""mm10""",32.0,,35641096,1485548221.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/sauria/hifive/hifive/0.1.0,0.1.0,,2017-01-27 20:17:14.430341,47785.0,10.0
,,281465549.0,bam,301435551.0,bam,,,,,,,,,,,2017-01-27 20:17:24.607100,slurm_normal,1485548314.0,0,1287370.0,h5,,1.0,main_w3_handler1,,,,,2856828,14893014,False,,9052070.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""",2,,,,,,,,,,,,,,hic-data,0.0,bam,"[{'readend1': {'values': [{'src': 'hda', 'id': 28118058}]}, '__index__': 0, 'readend2': {'values': [{'src': 'hda', 'id': 28118057}]}}]",,"[{'src': 'hda', 'id': 28118119}]",,,,,500,,,,"""mm10""",32.0,,35641096,1485548249.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/sauria/hifive/hifive/0.1.0,0.1.0,,2017-01-27 20:18:36.426185,47785.0,65.0
17697653.0,bed,7169130939.0,bam,7808626225.0,bam,,,,,,,,,,,2017-01-27 20:25:35.421574,slurm_normal,1485548762.0,0,,,,1.0,main_w3_handler0,,,,,2856828,14893080,False,,9052138.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""",0,0.0,probability,,0.0005,,-p,1000,,0.5,,,"[{'src': 'hda', 'id': 28109723}]",chr14,hic-complete,0.0,bam,"[{'readend1': {'values': [{'src': 'hda', 'id': 27038655}]}, '__index__': 0, 'readend2': {'values': [{'src': 'hda', 'id': 27038654}]}}]",,,0,1000000,,,500,1000,20,100,"""mm10""",32.0,,35641096,1485548739.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/sauria/hifive/hifive/0.1.0,0.1.0,,2017-01-27 20:26:06.172212,47785.0,23.0
12387.0,bed,7037013330.0,bam,7037013330.0,bam,,,,,,,,,,,2017-02-03 00:18:51.855955,slurm_normal,1486081422.0,0,,,,1.0,main_w3_handler1,,,,,2856828,14938415,False,,9094973.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""",0,0.0,probability,,0.0005,,-p,1000,,0.5,,,"[{'src': 'hda', 'id': 28188308}]",chr1,hic-complete,0.0,bam,"[{'readend1': {'values': [{'src': 'hda', 'id': 28088955}]}, '__index__': 0, 'readend2': {'values': [{'src': 'hda', 'id': 28088955}]}}]",,,0,1000000,,,500,1000,20,100,"""mm10""",32.0,,35774477,1486081383.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/sauria/hifive/hifive/0.1.0,0.1.0,,2017-02-03 00:23:45.926010,47785.0,39.0
