chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.c_and_o_argument_repeat,parameters.chromInfo,parameters.dbkey,parameters.genome.__current_case__,parameters.genome.genome_choose,parameters.header,parameters.inputA.values,parameters.inputB.values,parameters.overlap,parameters.reciprocal,parameters.split,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-06-16 21:23:48.866236,slurm_normal,1466112248.0,0,1.0,main_w2_handler1,2729593,13187786,False,,5195829,bed,69024,bed,7372632.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b559765111a354620c'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5808329c3371de913'}]","""1e-09""","""false""","""false""","""""",32.0,,30673787.0,1466112242.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-06-16 21:24:11.460355,85554.0,6.0
,,2016-06-16 21:36:34.431947,slurm_normal,1466113021.0,0,1.0,main_w2_handler0,2729593,13187868,False,,5195829,bed,97063,bed,7372699.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b559765111a354620c'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d12f8011d93e3c57'}]","""1e-09""","""false""","""false""","""""",32.0,,30673787.0,1466113014.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-06-16 21:37:04.443221,85554.0,7.0
,,2016-06-16 21:43:41.292677,slurm_normal,1466113441.0,0,1.0,main_w2_handler0,2729593,13188033,False,,5195829,bed,97063,bed,7372822.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,false,"""true""","[{'src': 'hda', 'id': 'bbd44e69cb8906b559765111a354620c'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d12f8011d93e3c57'}]","""1e-09""","""false""","""false""","""""",32.0,,30673787.0,1466113433.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-06-16 21:44:04.516305,85554.0,8.0
,,2016-06-16 21:40:50.080047,slurm_normal,1466113265.0,0,1.0,main_w1_handler0,2729593,13188020,False,,5195829,bed,97063,bed,7372772.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b559765111a354620c'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d12f8011d93e3c57'}]","""1e-09""","""false""","""false""","""""",32.0,,30673787.0,1466113259.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-06-16 21:41:08.277862,85554.0,6.0
,,2016-06-16 21:47:15.034436,slurm_normal,1466113660.0,0,1.0,main_w1_handler1,2729593,13188051,False,,5195829,bed,154214,bed,7372869.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b559765111a354620c'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c98357f59f459ea8'}]","""1e-09""","""false""","""false""","""""",32.0,,30673787.0,1466113646.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-06-16 21:47:45.568340,85554.0,14.0
,,2016-06-16 21:47:01.823386,slurm_normal,1466113641.0,0,1.0,main_w1_handler1,2729593,13188050,False,,5195829,bed,122665,bed,7372865.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b559765111a354620c'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fd4d3fb9d1a555b7'}]","""1e-09""","""false""","""false""","""""",32.0,,30673787.0,1466113634.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-06-16 21:47:24.921621,85554.0,7.0
,,2016-09-13 06:15:19.677688,slurm_normal,1473747338.0,0,1.0,main_w3_handler1,2816877,13838797,False,,182763,bed,182763,bed,8061341.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b96b5fbd2bd4c29b'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b96b5fbd2bd4c29b'}]","""1e-09""","""false""","""false""","""""",32.0,,32894224.0,1473747335.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-09-13 06:15:40.942879,,3.0
,,2016-07-03 00:32:05.115099,slurm_normal,1467505986.0,0,1.0,main_w1_handler1,2755984,13316159,False,,3654100,bed,81818057,bed,7519982.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d20699abad339eba'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a0e59c8aeb7d7cfc'}]","""1e-09""","""false""","""false""","""""",32.0,,31238750.0,1467505957.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-07-03 00:33:09.111481,26773.0,29.0
,,2016-09-13 18:03:10.573677,slurm_normal,1473789941.0,0,1.0,main_w4_handler1,2812263,13844103,False,,27205,bed,5477959,bed,8066712.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""operation"": ""max"", ""col"": ""5""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c2c3e5c77b118aba'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5dd911f7e93027485'}]","""1e-09""","""false""","""false""","""""",32.0,,32800223.0,1473789844.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-09-13 18:05:45.066414,,97.0
,,2016-07-03 00:32:21.678915,slurm_normal,1467505983.0,0,1.0,main_w2_handler0,2755984,13316160,False,,81818057,bed,3654100,bed,7519983.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a0e59c8aeb7d7cfc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d20699abad339eba'}]","""1e-09""","""false""","""false""","""""",32.0,,31238750.0,1467505969.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-07-03 00:33:06.045309,26773.0,14.0
,,2016-10-18 16:59:14.609240,slurm_normal,1476810042.0,0,1.0,main_w3_handler1,2859711,14110729,False,,2198671,bed,621307,bed,8324937.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""operation"": ""max"", ""col"": ""5""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f8c46af7fa670897'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d091a27fdd30b26c'}]","""1e-09""","""false""","""false""","""-s""",32.0,,32800223.0,1476809978.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-10-18 17:05:58.680207,,64.0
,,2016-10-18 17:18:30.461376,slurm_normal,1476811144.0,0,1.0,main_w4_handler0,2859711,14110815,False,,1843449,bed,621307,bed,8325070.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""operation"": ""max"", ""col"": ""5""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56e1876001ccbcf07'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d091a27fdd30b26c'}]","""1e-09""","""false""","""false""","""-s""",32.0,,32800223.0,1476811120.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-10-18 17:19:08.943609,,24.0
,,2016-08-02 19:49:41.068025,slurm_normal,1470167433.0,0,1.0,main_w2_handler0,2783023,13568386,False,,6707942,bed,6707942,bed,7775951.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b538951bb98b7729c4'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b538951bb98b7729c4'}]","""1e-09""","""false""","""false""","""""",32.0,,31910379.0,1470167424.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-08-02 19:50:36.485595,,9.0
,,2016-08-16 17:15:07.794529,slurm_normal,1471367742.0,0,1.0,main_w2_handler0,2791792,13669889,False,,2210325,bed,716027,bed,7886641.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""operation"": ""sum"", ""col"": ""4""}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5bfcdbd099d8e6569'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b505e90567ecd05547'}]","""1e-09""","""false""","""false""","""""",32.0,,32200615.0,1471367737.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-08-16 17:20:32.302120,,5.0
,,2016-08-16 17:30:07.094882,slurm_normal,1471368626.0,0,1.0,main_w2_handler0,2791792,13669976,False,,1355025,bed,716027,bed,7886786.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""operation"": ""sum"", ""col"": ""4""}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5dff14adce1dd9272'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b0cb5d18b4e65fda'}]","""1e-09""","""false""","""false""","""""",32.0,,32200615.0,1471368621.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-08-16 17:30:30.734595,,5.0
,,2016-08-16 17:42:34.239781,slurm_normal,1471369371.0,0,1.0,main_w2_handler1,2791792,13670071,False,,1355025,bed,716027,bed,7886875.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""operation"": ""sum"", ""col"": ""4""}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5dff14adce1dd9272'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b0cb5d18b4e65fda'}]","""1e-09""","""true""","""false""","""""",32.0,,32200615.0,1471369365.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-08-16 17:42:53.470522,,6.0
,,2016-09-06 17:57:05.872624,slurm_normal,1473184663.0,0,1.0,main_w4_handler1,2812263,13790285,False,,27205,bed,3349856,bed,8010692.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""operation"": ""collapse"", ""col"": ""4""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c2c3e5c77b118aba'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5138930fb40b2f3fe'}]","""1e-09""","""false""","""false""","""""",32.0,,32800223.0,1473184644.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-09-06 17:57:44.184731,,19.0
,,2016-09-01 16:06:12.267563,slurm_normal,1472746006.0,0,1.0,main_w3_handler0,2269996,13763608,False,,27578,bed,27578,bed,7984942.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b51fcbc0425e9073d1'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b51fcbc0425e9073d1'}]","""1e-09""","""false""","""false""","""""",32.0,,31781536.0,1472745990.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-09-01 16:06:52.231724,62324.0,16.0
,,2016-09-01 16:12:50.659029,slurm_normal,1472746598.0,0,1.0,main_w3_handler1,2269996,13763691,False,,27578,bed,953244091,bed,7985005.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/mycoGeni.len""","""mycoGeni""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b51fcbc0425e9073d1'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5548dcc84046b69c6'}]","""1e-09""","""false""","""false""","""-s""",32.0,,31781536.0,1472746497.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-09-01 16:16:43.442078,62324.0,101.0
,,2016-09-06 17:57:26.995071,slurm_normal,1473184695.0,0,1.0,main_w4_handler0,2812263,13790286,False,,27205,bed,2819883,bed,8010693.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""operation"": ""collapse"", ""col"": ""4""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c2c3e5c77b118aba'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5cfc9b12004146055'}]","""1e-09""","""false""","""false""","""""",32.0,,32800223.0,1473184669.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-09-06 17:58:19.482258,,26.0
,,2016-09-06 17:54:45.466058,slurm_normal,1473184515.0,0,1.0,main_w4_handler0,2812263,13790262,False,,27205,bed,1602419,bed,8010669.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""operation"": ""collapse"", ""col"": ""4""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c2c3e5c77b118aba'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b51adc47752c48b13d'}]","""1e-09""","""false""","""false""","""""",32.0,,32800223.0,1473184502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-09-06 17:55:18.885176,,13.0
,,2016-09-06 17:56:41.025885,slurm_normal,1473184637.0,0,1.0,main_w4_handler1,2812263,13790277,False,,27205,bed,4480779,bed,8010681.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""operation"": ""collapse"", ""col"": ""4""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c2c3e5c77b118aba'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5718672aa9b6182db'}]","""1e-09""","""false""","""false""","""""",32.0,,32800223.0,1473184616.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-09-06 17:57:19.792206,,21.0
,,2016-09-06 18:27:11.123347,slurm_normal,1473186483.0,0,1.0,main_w3_handler0,2812263,13790746,False,,27205,bed,2819883,bed,8011171.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""operation"": ""collapse"", ""col"": ""4""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c2c3e5c77b118aba'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5cfc9b12004146055'}]","""1e-09""","""false""","""false""","""-s""",32.0,,32800223.0,1473186477.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-09-06 18:28:04.446191,,6.0
,,2016-09-06 18:25:41.698721,slurm_normal,1473186357.0,0,1.0,main_w4_handler0,2812263,13790738,False,,27205,bed,1602419,bed,8011160.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""operation"": ""collapse"", ""col"": ""4""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c2c3e5c77b118aba'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b51adc47752c48b13d'}]","""1e-09""","""false""","""false""","""-s""",32.0,,32800223.0,1473186354.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-09-06 18:26:00.233524,,3.0
,,2016-09-06 18:26:43.252858,slurm_normal,1473186472.0,0,1.0,main_w3_handler0,2812263,13790742,False,,27205,bed,3349856,bed,8011167.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""operation"": ""collapse"", ""col"": ""4""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c2c3e5c77b118aba'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5138930fb40b2f3fe'}]","""1e-09""","""false""","""false""","""-s""",32.0,,32800223.0,1473186449.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-09-06 18:27:54.273324,,23.0
,,2016-09-06 18:26:21.839873,slurm_normal,1473186442.0,0,1.0,main_w3_handler0,2812263,13790741,False,,27205,bed,4480779,bed,8011164.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""operation"": ""collapse"", ""col"": ""4""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c2c3e5c77b118aba'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5718672aa9b6182db'}]","""1e-09""","""false""","""false""","""-s""",32.0,,32800223.0,1473186397.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-09-06 18:27:23.809964,,45.0
,,2016-10-03 15:07:20.646299,slurm_normal,1475507386.0,0,1.0,main_w3_handler1,2812263,13997178,False,,17124,bed,17124,bed,8216320.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""operation"": ""count"", ""col"": ""1""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5102ce6a13dc20705'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5102ce6a13dc20705'}]","""1e-09""","""false""","""false""","""""",32.0,,32800223.0,1475507381.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-10-03 15:09:53.263437,,5.0
,,2016-10-03 15:12:44.537589,slurm_normal,1475507772.0,0,1.0,main_w3_handler0,2812263,13997263,False,,4480779,bed,17124,bed,8216389.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""operation"": ""count"", ""col"": ""1""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5da6d61fb90c91c8c'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5102ce6a13dc20705'}]","""1e-09""","""false""","""false""","""""",32.0,,32800223.0,1475507702.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-10-03 15:16:20.331111,,70.0
,,2016-10-03 15:12:26.902052,slurm_normal,1475507887.0,0,1.0,main_w3_handler1,2812263,13997252,False,,17124,bed,4480779,bed,8216397.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""operation"": ""collapse"", ""col"": ""5""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5102ce6a13dc20705'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5da6d61fb90c91c8c'}]","""1e-09""","""false""","""false""","""-s""",32.0,,32800223.0,1475507859.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-10-03 15:18:11.682055,,28.0
,,2016-10-03 15:31:13.180588,slurm_normal,1475508999.0,0,1.0,main_w4_handler1,2812263,13997466,False,,4480779,bed,17124,bed,8216556.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""operation"": ""collapse"", ""col"": ""4""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5da6d61fb90c91c8c'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5102ce6a13dc20705'}]","""1e-09""","""false""","""false""","""-s""",32.0,,32800223.0,1475508925.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-10-03 15:36:41.457490,,74.0
,,2016-10-04 17:29:32.125257,slurm_normal,1475602320.0,0,1.0,main_w4_handler1,2812263,14006108,False,,17124,bed,4480779,bed,8224738.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""operation"": ""collapse"", ""col"": ""4""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5102ce6a13dc20705'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5da6d61fb90c91c8c'}]","""1e-09""","""false""","""false""","""-s""",32.0,,32800223.0,1475602303.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-10-04 17:32:01.815319,,17.0
45055.0,len,2016-11-03 17:46:27.783051,slurm_normal,1478195225.0,0,1.0,main_w4_handler1,2879851,14243861,False,,12517423,bed,12517423,bed,8452757.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""operation"": ""concat"", ""col"": ""9""}]","""/galaxy-repl/main/files/017/719/dataset_17719094.dat""","""?""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e2d6d0b9f4e46bce'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e2d6d0b9f4e46bce'}]","""1e-09""","""false""","""false""","""""",32.0,,34073593.0,1478195190.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-11-03 17:47:08.064528,93740.0,35.0
,,2016-10-06 17:10:03.335443,slurm_normal,1475774585.0,0,1.0,main_w4_handler0,2845334,14022327,False,,9778631,bed,2774482,bed,8240409.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""operation"": ""count"", ""col"": ""1""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5cc1658652fcdcaa7'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b53b45eaff2c19be66'}]","""1e-09""","""false""","""false""","""-s""",32.0,,32800223.0,1475774530.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-10-06 17:23:09.400714,,55.0
,,2016-10-06 17:10:27.109730,slurm_normal,1475774694.0,0,1.0,main_w4_handler0,2845334,14022331,False,,9778631,bed,2774482,bed,8240429.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""operation"": ""count"", ""col"": ""1""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5cc1658652fcdcaa7'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b53b45eaff2c19be66'}]","""1e-09""","""false""","""false""","""""",32.0,,32800223.0,1475774609.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-10-06 17:25:00.517981,,85.0
,,2016-10-06 17:30:35.641391,slurm_normal,1475775407.0,0,1.0,main_w3_handler0,2845334,14022531,False,,11123828,bed,2774482,bed,8240554.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""operation"": ""count"", ""col"": ""1""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b53c73d4bbe4dd2371'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b53b45eaff2c19be66'}]","""1e-09""","""false""","""false""","""-s""",32.0,,32800223.0,1475775373.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-10-06 17:36:51.733785,,34.0
,,2016-10-06 18:06:59.041511,slurm_normal,1475777480.0,0,1.0,main_w4_handler0,2845334,14023083,False,,9449586,bed,2774482,bed,8241075.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""operation"": ""count"", ""col"": ""1""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b52aa6bc26a5e93071'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b53b45eaff2c19be66'}]","""1e-09""","""false""","""false""","""-s""",32.0,,32800223.0,1475777460.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-10-06 18:11:25.185472,,20.0
,,2016-11-06 22:24:39.661375,slurm_normal,1478471088.0,0,1.0,main_w3_handler1,2830834,14266689,False,,36117,bed,621307,bed,8475151.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""operation"": ""max"", ""col"": ""5""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5035c7e00ea62a366'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b513cb7afecbde9599'}]","""1e-09""","""false""","""false""","""""",32.0,,33136088.0,1478471083.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.24.1,2.24.1,,2016-11-06 22:24:49.995505,,5.0
