create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.inputA.values,parameters.inputB.values,parameters.overlap,parameters.reciprocal,parameters.split,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-01 17:38:44.510675,slurm_normal,1519925942.0,0,7680.0,1.0,main_w3_handler1,3426612,18567374,False,,6322320,bed,6097711,bed,12661498,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34149571}]","[{'src': 'hda', 'id': 34145592}]","""1e-09""","""false""","""false""","""""",32.0,,44260391,1519925936.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.27.0.0,2.27.0.0,,2018-03-01 17:39:04.855509,121115,6.0
2018-03-05 20:00:48.351125,slurm_normal,1520280061.0,0,7680.0,1.0,main_w3_handler0,3452638,18614741,False,,6322320,bed,6097711,bed,12710555,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34221554}]","[{'src': 'hda', 'id': 34221544}]","""1e-09""","""false""","""false""","""""",32.0,,44353469,1520280055.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.27.0.0,2.27.0.0,,2018-03-05 20:01:03.288817,120503,6.0
2018-03-05 19:53:34.587241,slurm_normal,1520279660.0,0,7680.0,1.0,main_w3_handler1,3452638,18614684,False,,6322320,bed,5362272,bed,12710500,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34221554}]","[{'src': 'hda', 'id': 34221547}]","""1e-09""","""false""","""false""","""""",32.0,,44353469,1520279653.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.27.0.0,2.27.0.0,,2018-03-05 19:54:23.993001,120503,7.0
2018-02-26 17:42:06.640660,slurm_normal,1519666938.0,0,7680.0,1.0,main_w3_handler1,3410491,18524868,False,,22916,bed,580504,bed,12620834,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34075438}]","[{'src': 'hda', 'id': 34075127}]","""1e-09""","""false""","""false""","""""",32.0,,44167010,1519666934.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.27.0.0,2.27.0.0,,2018-02-26 17:42:19.406578,69821,4.0
2018-02-27 09:50:36.035852,slurm_normal,1519725050.0,0,7680.0,1.0,main_w3_handler0,3263966,18532592,False,,5722,bed,5722,bed,12629038,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34070034}]","[{'src': 'hda', 'id': 34070034}]","""1e-09""","""false""","""false""","""""",32.0,,44174816,1519725046.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.27.0.0,2.27.0.0,,2018-02-27 09:50:52.156703,86752,4.0
2018-02-27 09:50:37.074575,slurm_normal,1519725060.0,0,7680.0,1.0,main_w3_handler0,3263966,18532594,False,,18508,bed,18508,bed,12629043,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34070036}]","[{'src': 'hda', 'id': 34070036}]","""1e-09""","""false""","""false""","""""",32.0,,44174816,1519725057.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.27.0.0,2.27.0.0,,2018-02-27 09:51:04.136480,86752,3.0
2018-02-27 09:50:38.326265,slurm_normal,1519725074.0,0,7680.0,1.0,main_w3_handler0,3263966,18532598,False,,13125,bed,13125,bed,12629048,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34070040}]","[{'src': 'hda', 'id': 34070040}]","""1e-09""","""false""","""false""","""""",32.0,,44174816,1519725070.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.27.0.0,2.27.0.0,,2018-02-27 09:51:16.192675,86752,4.0
2018-02-27 09:50:37.319693,slurm_normal,1519725067.0,0,7680.0,1.0,main_w3_handler0,3263966,18532595,False,,13403,bed,13403,bed,12629046,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34070037}]","[{'src': 'hda', 'id': 34070037}]","""1e-09""","""false""","""false""","""""",32.0,,44174816,1519725064.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.27.0.0,2.27.0.0,,2018-02-27 09:51:10.465607,86752,3.0
2018-02-27 09:58:38.271106,slurm_normal,1519725532.0,0,7680.0,1.0,main_w4_handler0,3263966,18532720,False,,24400,bed,5722,bed,12629136,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34070213}]","[{'src': 'hda', 'id': 34070034}]","""1e-09""","""false""","""false""","""""",32.0,,44174816,1519725528.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.27.0.0,2.27.0.0,,2018-02-27 09:58:54.349394,86752,4.0
2018-02-27 09:58:42.744826,slurm_normal,1519725540.0,0,7680.0,1.0,main_w4_handler1,3263966,18532726,False,,24400,bed,13125,bed,12629139,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34070213}]","[{'src': 'hda', 'id': 34070040}]","""1e-09""","""false""","""false""","""""",32.0,,44174816,1519725536.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.27.0.0,2.27.0.0,,2018-02-27 09:59:00.903635,86752,4.0
