create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.inputA.values,parameters.inputB.values,parameters.overlap,parameters.reciprocal,parameters.split,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-27 09:57:33.690918,slurm_normal,1519725467.0,0,7680.0,1.0,main_w4_handler0,3263966,18532708,False,,25120,bed,18508,bed,12629117,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34070260}]","[{'src': 'hda', 'id': 34070036}]","""1e-09""","""false""","""false""","""""",32.0,,44174816,1519725464.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.27.0.0,2.27.0.0,,2018-02-27 09:57:49.058121,86752,3.0
2018-02-27 09:50:37.568270,slurm_normal,1519725048.0,0,7680.0,1.0,main_w4_handler1,3263966,18532596,False,,24008,bed,24008,bed,12629036,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34070038}]","[{'src': 'hda', 'id': 34070038}]","""1e-09""","""false""","""false""","""""",32.0,,44174816,1519725044.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.27.0.0,2.27.0.0,,2018-02-27 09:50:49.066653,86752,4.0
2018-02-27 09:50:36.311424,slurm_normal,1519725060.0,0,7680.0,1.0,main_w3_handler0,3263966,18532593,False,,701,bed,701,bed,12629042,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34070035}]","[{'src': 'hda', 'id': 34070035}]","""1e-09""","""false""","""false""","""""",32.0,,44174816,1519725057.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.27.0.0,2.27.0.0,,2018-02-27 09:51:04.181228,86752,3.0
2018-02-27 09:50:38.565789,slurm_normal,1519725050.0,0,7680.0,1.0,main_w4_handler1,3263966,18532599,False,,24400,bed,24400,bed,12629037,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34070213}]","[{'src': 'hda', 'id': 34070213}]","""1e-09""","""false""","""false""","""""",32.0,,44174816,1519725044.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.27.0.0,2.27.0.0,,2018-02-27 09:50:51.846549,86752,6.0
2018-02-27 09:57:34.660020,slurm_normal,1519725476.0,0,7680.0,1.0,main_w4_handler1,3263966,18532711,False,,25120,bed,33722,bed,12629120,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34070260}]","[{'src': 'hda', 'id': 34070039}]","""1e-09""","""false""","""false""","""""",32.0,,44174816,1519725472.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.27.0.0,2.27.0.0,,2018-02-27 09:57:58.130615,86752,4.0
2018-02-27 09:58:41.628514,slurm_normal,1519725535.0,0,7680.0,1.0,main_w4_handler1,3263966,18532725,False,,24400,bed,33722,bed,12629138,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34070213}]","[{'src': 'hda', 'id': 34070039}]","""1e-09""","""false""","""false""","""""",32.0,,44174816,1519725532.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.27.0.0,2.27.0.0,,2018-02-27 09:58:57.183422,86752,3.0
2018-02-27 09:50:37.932867,slurm_normal,1519725047.0,0,7680.0,1.0,main_w4_handler0,3263966,18532597,False,,33722,bed,33722,bed,12629035,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34070039}]","[{'src': 'hda', 'id': 34070039}]","""1e-09""","""false""","""false""","""""",32.0,,44174816,1519725043.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.27.0.0,2.27.0.0,,2018-02-27 09:50:48.934506,86752,4.0
2018-02-27 09:50:38.804991,slurm_normal,1519725058.0,0,7680.0,1.0,main_w4_handler0,3263966,18532600,False,,25120,bed,25120,bed,12629040,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34070260}]","[{'src': 'hda', 'id': 34070260}]","""1e-09""","""false""","""false""","""""",32.0,,44174816,1519725054.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.27.0.0,2.27.0.0,,2018-02-27 09:50:59.695883,86752,4.0
2018-02-27 09:57:32.719591,slurm_normal,1519725461.0,0,7680.0,1.0,main_w4_handler0,3263966,18532706,False,,25120,bed,5722,bed,12629114,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34070260}]","[{'src': 'hda', 'id': 34070034}]","""1e-09""","""false""","""false""","""""",32.0,,44174816,1519725457.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.27.0.0,2.27.0.0,,2018-02-27 09:57:43.913734,86752,4.0
2018-02-27 09:57:33.938237,slurm_normal,1519725462.0,0,7680.0,1.0,main_w4_handler1,3263966,18532709,False,,25120,bed,13403,bed,12629116,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34070260}]","[{'src': 'hda', 'id': 34070037}]","""1e-09""","""false""","""false""","""""",32.0,,44174816,1519725459.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.27.0.0,2.27.0.0,,2018-02-27 09:57:44.206134,86752,3.0
2018-02-27 09:57:34.295885,slurm_normal,1519725476.0,0,7680.0,1.0,main_w4_handler1,3263966,18532710,False,,25120,bed,24008,bed,12629119,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34070260}]","[{'src': 'hda', 'id': 34070038}]","""1e-09""","""false""","""false""","""""",32.0,,44174816,1519725472.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.27.0.0,2.27.0.0,,2018-02-27 09:57:58.055357,86752,4.0
2018-02-27 09:57:35.492528,slurm_normal,1519725478.0,0,7680.0,1.0,main_w4_handler1,3263966,18532712,False,,25120,bed,13125,bed,12629123,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34070260}]","[{'src': 'hda', 'id': 34070040}]","""1e-09""","""false""","""false""","""""",32.0,,44174816,1519725475.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.27.0.0,2.27.0.0,,2018-02-27 09:58:00.059551,86752,3.0
2018-02-27 09:58:40.239404,slurm_normal,1519725532.0,0,7680.0,1.0,main_w4_handler0,3263966,18532722,False,,24400,bed,18508,bed,12629137,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34070213}]","[{'src': 'hda', 'id': 34070036}]","""1e-09""","""false""","""false""","""""",32.0,,44174816,1519725528.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.27.0.0,2.27.0.0,,2018-02-27 09:58:54.458434,86752,4.0
2018-02-27 09:58:40.707436,slurm_normal,1519725544.0,0,7680.0,1.0,main_w4_handler0,3263966,18532723,False,,24400,bed,13403,bed,12629140,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34070213}]","[{'src': 'hda', 'id': 34070037}]","""1e-09""","""false""","""false""","""""",32.0,,44174816,1519725539.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.27.0.0,2.27.0.0,,2018-02-27 09:59:05.841218,86752,5.0
2018-02-27 09:58:41.183335,slurm_normal,1519725547.0,0,7680.0,1.0,main_w4_handler0,3263966,18532724,False,,24400,bed,24008,bed,12629141,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34070213}]","[{'src': 'hda', 'id': 34070038}]","""1e-09""","""false""","""false""","""""",32.0,,44174816,1519725542.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.27.0.0,2.27.0.0,,2018-02-27 09:59:09.041173,86752,5.0
2018-03-01 17:41:05.460064,slurm_normal,1519926188.0,0,7680.0,1.0,main_w3_handler1,3426612,18567434,False,,6322320,bed,5362272,bed,12661618,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34149571}]","[{'src': 'hda', 'id': 34149417}]","""1e-09""","""false""","""false""","""""",32.0,,44260391,1519926178.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.27.0.0,2.27.0.0,,2018-03-01 17:43:10.594922,121115,10.0
