chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.inputFile,parameters.inputFile.values,parameters.probability,parameters.seed,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-09-07 18:50:12.336171,slurm_normal_16gb,1473274899.0,0,1.0,main_w3_handler0,2762351,13800581,False,,1638110618,bam,8021007.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a35db55d251e4fec'}]","""0.66""","""1""","""LENIENT""",32.0,,32820770,1473274426.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_DownsampleSam/1.136.0,1.136.0,,2016-09-07 19:01:43.602976,87186.0,473.0
,,2016-09-07 18:48:39.690417,slurm_normal_16gb,1473274767.0,0,1.0,main_w4_handler0,2762351,13800565,False,,1549142687,bam,8020976.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c4a12812c6b934e0'}]","""0.71""","""1""","""LENIENT""",32.0,,32820770,1473274139.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_DownsampleSam/1.136.0,1.136.0,,2016-09-07 18:59:32.916633,87186.0,628.0
,,2016-09-07 18:47:49.909042,slurm_normal_16gb,1473274416.0,0,1.0,main_w3_handler0,2762351,13800559,False,,1667929780,bam,8020967.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50d3f07b5bd3aabf7'}]","""0.62""","""1""","""LENIENT""",32.0,,32820770,1473274081.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_DownsampleSam/1.136.0,1.136.0,,2016-09-07 18:53:39.826673,87186.0,335.0
,,2016-09-07 18:52:43.947245,slurm_normal_16gb,1473275190.0,0,1.0,main_w4_handler1,2762351,13800609,False,,1056823973,bam,8021072.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b532edab81e5f2af2d'}]","""0.99""","""1""","""LENIENT""",32.0,,32820770,1473274908.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_DownsampleSam/1.136.0,1.136.0,,2016-09-07 19:06:32.047656,87186.0,282.0
,,2016-09-07 18:51:49.451878,slurm_normal_16gb,1473275343.0,0,1.0,main_w4_handler1,2762351,13800603,False,,1522058388,bam,8021008.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bcfcc843292cbf5a'}]","""0.71""","""1""","""LENIENT""",32.0,,32820770,1473274429.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_DownsampleSam/1.136.0,1.136.0,,2016-09-07 19:09:09.405469,87186.0,914.0
,,2016-09-07 18:50:57.435863,slurm_normal_16gb,1473275982.0,0,1.0,main_w3_handler0,2762351,13800590,False,,1758813209,bam,8021073.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5815f289b269de49b'}]","""0.62""","""1""","""LENIENT""",32.0,,32820770,1473274908.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_DownsampleSam/1.136.0,1.136.0,,2016-09-07 19:19:48.760334,87186.0,1074.0
,,2016-09-08 07:21:48.053725,slurm_normal_16gb,1473319878.0,0,1.0,main_w4_handler0,2778134,13803862,False,,1468423659,bam,8024374.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5925de2449cb667e4'}]","""0.71""","""1""","""LENIENT""",32.0,,32820770,1473319320.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_DownsampleSam/1.136.0,1.136.0,,2016-09-08 07:31:19.781134,87186.0,558.0
,,2016-09-08 07:22:15.974217,slurm_normal_16gb,1473320308.0,0,1.0,main_w4_handler1,2778134,13803864,False,,1545998316,bam,8024418.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56903fb55ea2c085b'}]","""0.71""","""1""","""LENIENT""",32.0,,32820770,1473319886.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_DownsampleSam/1.136.0,1.136.0,,2016-09-08 07:38:35.705100,87186.0,422.0
6.0,len,2016-04-27 13:51:38.118299,slurm_normal_16gb,1461765252.0,0,1.0,main_w1_handler1,2649803,12644964,False,,260614601,bam,6850241.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/015/440/dataset_15440263.dat""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5549f4e4e54abe70e'}]","""0.1""","""1""","""LENIENT""",32.0,,29260271,1461765173.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_DownsampleSam/1.136.0,1.136.0,,2016-04-27 13:54:15.071264,81580.0,79.0
6.0,len,2016-04-27 12:53:04.368579,slurm_normal_16gb,1461761651.0,0,1.0,main_w1_handler2,2649803,12644176,False,,346591447,bam,6849058.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/015/440/dataset_15440263.dat""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d0c8646dcb0f41c7'}]","""0.1""","""1""","""LENIENT""",32.0,,29260271,1461761608.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_DownsampleSam/1.136.0,1.136.0,,2016-04-27 12:54:12.682829,81580.0,43.0
6.0,len,2016-04-27 14:19:22.496064,slurm_normal_16gb,1461767937.0,0,1.0,main_w1_handler1,2649803,12645332,False,,280062733,bam,6851309.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/015/440/dataset_15440263.dat""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e03f4cbf7ef5c92e'}]","""0.1""","""1""","""LENIENT""",32.0,,29260271,1461767842.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_DownsampleSam/1.136.0,1.136.0,,2016-04-27 14:39:03.882197,81580.0,95.0
6.0,len,2016-04-27 15:33:17.002330,slurm_normal_16gb,1461771808.0,0,1.0,main_w1_handler2,2649803,12647487,False,,339309766,bam,6852355.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/015/440/dataset_15440263.dat""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b58426782b93c680'}]","""0.1""","""1""","""LENIENT""",32.0,,29260271,1461771773.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_DownsampleSam/1.136.0,1.136.0,,2016-04-27 15:43:31.597151,81580.0,35.0
6.0,len,2016-04-27 15:33:06.015249,slurm_normal_16gb,1461771295.0,0,1.0,main_w1_handler2,2649803,12647459,False,,244507597,bam,6852247.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/015/440/dataset_15440263.dat""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cbd1601e01a1aa7f'}]","""0.1""","""1""","""LENIENT""",32.0,,29260271,1461771205.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_DownsampleSam/1.136.0,1.136.0,,2016-04-27 15:34:57.801082,81580.0,90.0
