create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile_control,infile_control_filetype,infile_treatment,infile_treatment_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.bdgcmp_options.__current_case__,parameters.bdgcmp_options.bdgcmp_options_selector,parameters.bdgcmp_options.pseudocount,parameters.chromInfo,parameters.dbkey,parameters.infile_control,parameters.infile_control.values,parameters.infile_treatment,parameters.infile_treatment.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-06-18 20:09:31.748040,slurm_normal,1466280731.0,0,1.0,main_w1_handler0,2575879,13200344,False,100288509,bedgraph,118437048,bedgraph,,7384904.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57df3e56d4a712f9b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5807c12d5cc90a16a'}]",32.0,,30939334.0,1466280702.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-06-18 20:12:13.672894,57068.0,29.0
2016-06-18 20:10:21.141327,slurm_normal,1466280792.0,0,1.0,main_w2_handler1,2575879,13200348,False,100264030,bedgraph,66008221,bedgraph,,7384908.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5251b3caf3411d8a2'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50677d860914822e7'}]",32.0,,30939334.0,1466280768.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-06-18 20:13:15.534244,57068.0,24.0
2016-04-28 18:27:42.909053,slurm_normal,1461868149.0,0,1.0,main_w1_handler2,2575879,12674364,False,143980388,bedgraph,98793028,bedgraph,,6875534.roundup,slurm,,132112168.0,corral-repl,,,0,FE,0.0,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b540d56fe3e1688a65'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5350cabc3b0ea7526'}]",32.0,,29374967.0,1461868091.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-28 18:29:12.030794,57068.0,58.0
2016-04-28 18:27:14.287677,slurm_normal,1461868085.0,0,1.0,main_w1_handler2,2575879,12674356,False,42486108,bedgraph,42486108,bedgraph,Job output deleted by user before job completed.,6875530.roundup,slurm,,132112168.0,corral-repl,,,0,FE,0.0,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b586655eb51b14ec24'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b586655eb51b14ec24'}]",32.0,,29374967.0,1461868068.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-28 18:28:08.832932,57068.0,17.0
2016-06-18 19:15:43.519658,slurm_normal,1466277388.0,0,1.0,main_w1_handler0,2575879,13200223,False,97568731,bedgraph,109702699,bedgraph,,7384744.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54878b310e548b488'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59e9bfdcdbd2baef7'}]",32.0,,30939334.0,1466277357.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-06-18 19:16:30.148327,57068.0,31.0
2016-06-19 15:07:58.782933,slurm_normal,1466349012.0,0,1.0,main_w2_handler0,2575879,13203877,False,74888318,bedgraph,154697843,bedgraph,,7388382.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c2b283c42e0f6b8e'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c37a50e9b2383782'}]",32.0,,30939334.0,1466348967.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-06-19 15:10:15.190029,57068.0,45.0
2016-06-19 15:13:27.041842,slurm_normal,1466349402.0,0,1.0,main_w1_handler0,2575879,13203897,False,91888953,bedgraph,135752108,bedgraph,,7388402.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51ed148822d2be11e'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b1f91ceb2caf6e5c'}]",32.0,,30939334.0,1466349364.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-06-19 15:16:43.582674,57068.0,38.0
2016-06-19 15:23:13.149813,slurm_normal,1466350136.0,0,1.0,main_w1_handler1,2575879,13203986,False,100944725,bedgraph,106853834,bedgraph,,7388458.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5520faf3d6ed3eb0f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bf4b5d229da3bffc'}]",32.0,,30939334.0,1466350097.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-06-19 15:28:58.738854,57068.0,39.0
2016-06-19 16:52:41.115762,slurm_normal,1466355341.0,0,1.0,main_w2_handler0,2575879,13204147,False,81906684,bedgraph,120360117,bedgraph,,7388630.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51cd538fbfe1ba0e4'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fefb53e1973f272f'}]",32.0,,30939334.0,1466355308.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-06-19 16:55:42.473326,57068.0,33.0
2016-03-13 16:39:06.123890,slurm_normal,1457887925.0,0,1.0,main_w1_handler2,2466249,12120592,False,2063563847,bedgraph,2105250364,bedgraph,,6342824.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",23772984,,23772983,,32.0,,28909017.0,1457887171.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-13 16:52:07.229226,65220.0,754.0
2016-06-19 14:37:12.027914,slurm_normal,1466347085.0,0,1.0,main_w1_handler1,2575879,13203691,False,98918439,bedgraph,116074809,bedgraph,,7388200.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b535002158b4b54bcc'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5caf9135ae14ce54f'}]",32.0,,30939334.0,1466347045.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-06-19 14:38:07.884738,57068.0,40.0
2016-06-19 14:55:54.275440,slurm_normal,1466348284.0,0,1.0,main_w1_handler1,2575879,13203809,False,73571315,bedgraph,153220283,bedgraph,,7388315.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f8e21e83da80a207'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b599d741748d284d02'}]",32.0,,30939334.0,1466348255.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-06-19 14:58:05.805024,57068.0,29.0
2016-03-14 11:35:21.503175,slurm_normal,1457955374.0,0,1.0,main_w1_handler2,2307361,12126617,False,443,bedgraph,443,bedgraph,,6347046.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23665672,,23665672,,32.0,,28606470.0,1457955368.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-14 11:36:17.697618,63554.0,6.0
2016-06-20 18:23:38.716587,slurm_normal,1466447079.0,0,1.0,main_w2_handler0,2575879,13213680,False,100944725,bedgraph,106853834,bedgraph,,7398251.roundup,slurm,,132112168.0,corral-repl,,,0,FE,0.0,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5520faf3d6ed3eb0f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bf4b5d229da3bffc'}]",32.0,,30939334.0,1466447029.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-06-20 18:24:40.247471,57068.0,50.0
2016-06-20 18:25:39.890064,slurm_normal,1466447194.0,0,1.0,main_w1_handler1,2575879,13213726,False,100264030,bedgraph,66008221,bedgraph,,7398274.roundup,slurm,,132112168.0,corral-repl,,,0,FE,0.0,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5251b3caf3411d8a2'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50677d860914822e7'}]",32.0,,30939334.0,1466447150.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-06-20 18:26:36.208493,57068.0,44.0
2016-06-20 18:26:00.787166,slurm_normal,1466447230.0,0,1.0,main_w2_handler1,2575879,13213757,False,100288509,bedgraph,118437048,bedgraph,,7398293.roundup,slurm,,132112168.0,corral-repl,,,0,FE,0.0,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57df3e56d4a712f9b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5807c12d5cc90a16a'}]",32.0,,30939334.0,1466447176.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-06-20 18:27:12.481386,57068.0,54.0
2016-06-20 18:29:04.660361,slurm_normal,1466447408.0,0,1.0,main_w1_handler1,2575879,13213825,False,97568731,bedgraph,109702699,bedgraph,,7398399.roundup,slurm,,132112168.0,corral-repl,,,0,FE,0.0,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54878b310e548b488'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59e9bfdcdbd2baef7'}]",32.0,,30939334.0,1466447359.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-06-20 18:30:12.758806,57068.0,49.0
2016-06-20 18:29:49.101725,slurm_normal,1466447450.0,0,1.0,main_w1_handler0,2575879,13213836,False,94048321,bedgraph,91814332,bedgraph,,7398408.roundup,slurm,,132112168.0,corral-repl,,,0,FE,0.0,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b587311645dfa2f2e0'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58052daf7c8bbb12b'}]",32.0,,30939334.0,1466447401.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-06-20 18:30:54.245277,57068.0,49.0
2016-06-20 19:10:26.110366,slurm_normal,1466449927.0,0,1.0,main_w1_handler0,2575879,13214406,False,100288509,bedgraph,118437048,bedgraph,,7398947.roundup,slurm,,132112168.0,corral-repl,,,2,logFE,0.0,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57df3e56d4a712f9b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5807c12d5cc90a16a'}]",32.0,,30939334.0,1466449836.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-06-20 19:12:09.252690,57068.0,91.0
2016-06-20 19:09:42.233766,slurm_normal,1466449940.0,0,1.0,main_w2_handler0,2575879,13214400,False,100264030,bedgraph,66008221,bedgraph,,7398932.roundup,slurm,,132112168.0,corral-repl,,,2,logFE,0.0,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5251b3caf3411d8a2'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50677d860914822e7'}]",32.0,,30939334.0,1466449799.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-06-20 19:12:22.229693,57068.0,141.0
2016-06-20 19:41:33.294733,slurm_normal,1466451753.0,0,1.0,main_w2_handler0,2581838,13214733,False,108750618,bedgraph,99615475,bedgraph,,7399334.roundup,slurm,,132112168.0,corral-repl,,,0,FE,0.0,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d660335b9edfb450'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c28bf4027d2b2b02'}]",32.0,,30939334.0,1466451704.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-06-20 19:42:37.349500,57068.0,49.0
2016-06-20 19:14:35.526200,slurm_normal,1466450147.0,0,1.0,main_w2_handler1,2575879,13214470,False,97568731,bedgraph,109702699,bedgraph,,7399008.roundup,slurm,,132112168.0,corral-repl,,,2,logFE,0.0,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54878b310e548b488'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59e9bfdcdbd2baef7'}]",32.0,,30939334.0,1466450089.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-06-20 19:15:50.063509,57068.0,58.0
2016-06-20 19:16:07.893426,slurm_normal,1466450229.0,0,1.0,main_w2_handler0,2575879,13214476,False,94048321,bedgraph,91814332,bedgraph,,7399037.roundup,slurm,,132112168.0,corral-repl,,,2,logFE,0.0,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b587311645dfa2f2e0'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58052daf7c8bbb12b'}]",32.0,,30939334.0,1466450177.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-06-20 19:17:13.656520,57068.0,52.0
2016-06-20 19:08:56.725078,slurm_normal,1466449818.0,0,1.0,main_w2_handler1,2575879,13214382,False,100944725,bedgraph,106853834,bedgraph,,7398916.roundup,slurm,,132112168.0,corral-repl,,,2,logFE,0.0,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5520faf3d6ed3eb0f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bf4b5d229da3bffc'}]",32.0,,30939334.0,1466449748.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-06-20 19:10:22.421986,57068.0,70.0
2016-06-20 23:31:16.650569,slurm_normal,1466465538.0,0,1.0,main_w1_handler1,2581838,13217251,False,108750618,bedgraph,99615475,bedgraph,,7401759.roundup,slurm,,132112168.0,corral-repl,,,2,logFE,0.0,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d660335b9edfb450'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c28bf4027d2b2b02'}]",32.0,,30939334.0,1466465486.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-06-20 23:32:20.106584,57068.0,52.0
2016-06-21 03:17:48.185422,slurm_normal,1466479137.0,0,1.0,main_w1_handler1,2585398,13218692,False,114740056,bedgraph,164824980,bedgraph,,7403185.roundup,slurm,,132112168.0,corral-repl,,,0,FE,0.0,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fc2a45c492bb35dc'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bd11f2b856542cfd'}]",32.0,,30939334.0,1466479080.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-06-21 03:18:59.568793,57068.0,57.0
2016-05-02 21:39:35.046712,slurm_normal,1462225322.0,0,1.0,main_w1_handler1,2619761,12740082,False,361006852,bedgraph,199269611,bedgraph,,6939230.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f8540640f78d7a9e'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55fe99d5bee1d2d2d'}]",32.0,,28786195.0,1462225222.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-05-02 21:42:05.310939,79746.0,100.0
2016-09-09 14:47:18.320450,slurm_normal,1473433171.0,0,1.0,main_w3_handler1,2815344,13816043,False,441490049,bedgraph,409430094,bedgraph,,8037344.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/main/files/016/481/dataset_16481201.dat""","""SC5314_A19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f05d64ca59042cfe'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5305398a4f52ac3ed'}]",32.0,,32290113.0,1473432461.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-09-09 14:59:40.423406,77683.0,710.0
2016-09-09 14:43:40.087943,slurm_normal,1473432732.0,0,1.0,main_w3_handler0,2815344,13816017,False,409430094,bedgraph,441490049,bedgraph,,8037306.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/main/files/016/481/dataset_16481201.dat""","""SC5314_A19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5305398a4f52ac3ed'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f05d64ca59042cfe'}]",32.0,,32290113.0,1473432240.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-09-09 14:52:54.083086,77683.0,492.0
2016-03-15 19:00:13.447469,slurm_normal,1458069231.0,0,1.0,main_w2_handler1,2619065,12144899,False,2389825967,bedgraph,1844970875,bedgraph,,6362690.roundup,slurm,,132112168.0,corral-repl,,,3,ppois,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23663946,,23663945,,32.0,,28634203.0,1458068539.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-15 19:13:55.296543,68015.0,692.0
