create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__current_case__,parameters.chromInfo,parameters.dbkey,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-04 23:29:49.229484,slurm_normal,1520206198.0,0,7680.0,1.0,main_w3_handler1,3437115,18603893,False,,1123514,mothur.ref.taxonomy,12699183,slurm,,132112168.0,corral-repl,,1,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34205612}]",32.0,,44053269.0,1520206195.0,ok,1023996.0,CONVERTER_ref_to_seq_taxomony,1.0.0,,2018-03-04 23:30:00.005680,122464.0,3.0
2017-10-27 11:03:43.122120,slurm_normal,1509102258.0,0,,1.0,main_w3_handler1,3302094,17238635,False,,19877941,mothur.ref.taxonomy,11299311,slurm,,132112168.0,corral-repl,,1,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31921896}]",32.0,,,1509102252.0,ok,1023996.0,CONVERTER_ref_to_seq_taxomony,1.0.0,,2017-10-27 11:04:25.890408,72172.0,6.0
2017-10-27 11:09:54.502456,slurm_normal,1509102613.0,0,,1.0,main_w4_handler0,3302099,17238726,False,,19877941,mothur.ref.taxonomy,11299443,slurm,,132112168.0,corral-repl,,1,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31922148}]",32.0,,,1509102607.0,ok,1023996.0,CONVERTER_ref_to_seq_taxomony,1.0.0,,2017-10-27 11:10:16.718137,72172.0,6.0
2017-10-27 11:08:59.194531,slurm_normal,1509102587.0,0,,1.0,main_w3_handler0,3302097,17238708,False,,19877941,mothur.ref.taxonomy,11299438,slurm,,132112168.0,corral-repl,,1,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31921974}]",32.0,,,1509102580.0,ok,1023996.0,CONVERTER_ref_to_seq_taxomony,1.0.0,,2017-10-27 11:09:55.572456,72172.0,7.0
2017-10-27 11:12:03.829640,slurm_normal,1509104594.0,0,,1.0,main_w3_handler1,3302101,17238746,False,,19877941,mothur.ref.taxonomy,11299609,slurm,,132112168.0,corral-repl,,1,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31922242}]",32.0,,,1509104587.0,ok,1023996.0,CONVERTER_ref_to_seq_taxomony,1.0.0,,2017-10-27 11:43:23.605343,72172.0,7.0
2017-10-30 15:53:20.328428,slurm_normal,1509378834.0,0,,1.0,main_w4_handler1,3304442,17266061,False,,1123514,mothur.ref.taxonomy,11325148,slurm,,132112168.0,corral-repl,,1,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31963906}]",32.0,,39677360.0,1509378828.0,ok,1023996.0,CONVERTER_ref_to_seq_taxomony,1.0.0,,2017-10-30 15:54:01.954455,654.0,6.0
2017-11-01 09:54:37.546673,slurm_normal,1509530096.0,0,,1.0,main_w4_handler1,3306796,17283841,False,,19877941,mothur.ref.taxonomy,11345130,slurm,,132112168.0,corral-repl,,1,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31999255}]",32.0,,,1509530089.0,ok,1023996.0,CONVERTER_ref_to_seq_taxomony,1.0.0,,2017-11-01 09:54:58.444533,72172.0,7.0
2017-11-02 07:28:55.858875,slurm_normal,1509607752.0,0,,1.0,main_w3_handler0,3307905,17295196,False,,1123514,mothur.ref.taxonomy,11357556,slurm,,132112168.0,corral-repl,,1,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32017656}]",32.0,,41627267.0,1509607748.0,ok,1023996.0,CONVERTER_ref_to_seq_taxomony,1.0.0,,2017-11-02 07:29:14.114723,36706.0,4.0
2017-11-01 10:08:03.955776,slurm_normal,1509530917.0,0,,1.0,main_w3_handler1,3306806,17283903,False,,19877941,mothur.ref.taxonomy,11345211,slurm,,132112168.0,corral-repl,,1,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31999369}]",32.0,,,1509530911.0,ok,1023996.0,CONVERTER_ref_to_seq_taxomony,1.0.0,,2017-11-01 10:08:42.179940,72172.0,6.0
2017-11-01 11:45:46.037118,slurm_normal,1509536762.0,0,,1.0,main_w3_handler1,3306883,17284621,False,,19877941,mothur.ref.taxonomy,11346031,slurm,,132112168.0,corral-repl,,1,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32000657}]",32.0,,,1509536756.0,ok,1023996.0,CONVERTER_ref_to_seq_taxomony,1.0.0,,2017-11-01 11:46:04.311664,72172.0,6.0
2017-11-01 11:45:43.102421,slurm_normal,1509536779.0,0,,1.0,main_w4_handler1,3306882,17284619,False,,19877941,mothur.ref.taxonomy,11346034,slurm,,132112168.0,corral-repl,,1,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32000654}]",32.0,,,1509536773.0,ok,1023996.0,CONVERTER_ref_to_seq_taxomony,1.0.0,,2017-11-01 11:46:31.395774,72172.0,6.0
2017-11-01 11:42:53.530078,slurm_normal,1509536591.0,0,,1.0,main_w3_handler1,3306884,17284585,False,,19877941,mothur.ref.taxonomy,11346002,slurm,,132112168.0,corral-repl,,1,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32000681}]",32.0,,,1509536584.0,ok,1023996.0,CONVERTER_ref_to_seq_taxomony,1.0.0,,2017-11-01 11:43:13.297081,72172.0,7.0
2017-11-02 05:33:22.755585,slurm_normal,1509600843.0,0,,1.0,main_w3_handler1,3307676,17294793,False,,1123514,mothur.ref.taxonomy,11357065,slurm,,132112168.0,corral-repl,,1,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32016776}]",32.0,,41627267.0,1509600840.0,ok,1023996.0,CONVERTER_ref_to_seq_taxomony,1.0.0,,2017-11-02 05:34:12.187753,36706.0,3.0
2017-11-04 10:15:56.074014,slurm_normal,1509790574.0,0,,1.0,main_w3_handler0,3310785,17325985,False,,1123514,mothur.ref.taxonomy,11386887,slurm,,132112168.0,corral-repl,,1,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32062321}]",32.0,,40381825.0,1509790569.0,ok,1023996.0,CONVERTER_ref_to_seq_taxomony,1.0.0,,2017-11-04 10:16:17.468211,94887.0,5.0
2017-11-07 14:46:10.094987,slurm_normal,1510066119.0,0,,1.0,main_w3_handler1,3276720,17366724,False,,1123514,mothur.ref.taxonomy,11425224,slurm,,132112168.0,corral-repl,,1,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32113737}]",32.0,,41090485.0,1510066114.0,ok,1023996.0,CONVERTER_ref_to_seq_taxomony,1.0.0,,2017-11-07 14:48:48.918100,112972.0,5.0
2017-11-07 16:59:20.760417,slurm_normal,1510074216.0,0,,1.0,main_w3_handler0,3308920,17370068,False,,1123514,mothur.ref.taxonomy,11427706,slurm,,132112168.0,corral-repl,,1,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32034680}]",32.0,,41628482.0,1510074210.0,ok,1023996.0,CONVERTER_ref_to_seq_taxomony,1.0.0,,2017-11-07 17:03:48.312361,110821.0,6.0
2017-11-07 19:47:47.784114,slurm_normal,1510084130.0,0,,1.0,main_w4_handler0,3312502,17372363,False,,1123514,mothur.ref.taxonomy,11430251,slurm,,132112168.0,corral-repl,,1,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32083965}]",32.0,,40487806.0,1510084125.0,ok,1023996.0,CONVERTER_ref_to_seq_taxomony,1.0.0,,2017-11-07 19:48:54.608714,110860.0,5.0
2017-11-08 03:10:11.042797,slurm_normal,1510110636.0,0,,1.0,main_w4_handler1,3315882,17376480,False,,1123514,mothur.ref.taxonomy,11437720,slurm,,132112168.0,corral-repl,,1,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32139340}]",32.0,,40487806.0,1510110632.0,ok,1023996.0,CONVERTER_ref_to_seq_taxomony,1.0.0,,2017-11-08 03:10:38.936712,110860.0,4.0
2017-11-10 12:52:16.611200,slurm_normal,1510318348.0,0,,1.0,main_w3_handler0,3304261,17409544,False,,1372242,mothur.ref.taxonomy,11471421,slurm,,132112168.0,corral-repl,,1,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32229428}]",32.0,,41624007.0,1510318339.0,ok,1023996.0,CONVERTER_ref_to_seq_taxomony,1.0.0,,2017-11-10 12:52:30.394010,114736.0,9.0
