chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chooseformat.__current_case__,parameters.chooseformat.format,parameters.chooseformat.use,parameters.chromInfo,parameters.dbkey,parameters.fasta.values,parameters.fasta|__identifier__,parameters.qfile.values,parameters.qfile|__identifier__,processor_count,qfile,qfile_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-11-29 18:58:43.066510,slurm_normal,1511981943.0,0,8011575,fasta,,1.0,main_w4_handler0,810723,17641462,False,,11701328,slurm,,132112168.0,corral-repl,,1,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32631970}]","""64107270F""","[{'src': 'hda', 'id': 32631971}]","""64107270F""",32.0,21881492,qual,,42222381,1511981931.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_fastq/mothur_make_fastq/1.36.1.0,1.36.1.0,,2017-11-29 18:59:05.548136,18769.0,12.0
,,2017-11-29 18:58:43.701332,slurm_normal,1511981939.0,0,6087272,fasta,,1.0,main_w3_handler1,810723,17641463,False,,11701327,slurm,,132112168.0,corral-repl,,1,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32631976}]","""64107483""","[{'src': 'hda', 'id': 32631977}]","""64107483""",32.0,16587777,qual,,42222381,1511981928.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_fastq/mothur_make_fastq/1.36.1.0,1.36.1.0,,2017-11-29 18:59:01.628879,18769.0,11.0
,,2017-11-29 20:28:48.911445,slurm_normal,1511987361.0,0,4138736,fasta,,1.0,main_w4_handler0,810723,17642022,False,,11701788,slurm,,132112168.0,corral-repl,,1,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32632877}]","""64127356EX_001""","[{'src': 'hda', 'id': 32632878}]","""64127356EX_001""",32.0,11281421,qual,,42222381,1511987353.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_fastq/mothur_make_fastq/1.36.1.0,1.36.1.0,,2017-11-29 20:29:24.045942,18769.0,8.0
,,2017-11-29 20:28:46.523077,slurm_normal,1511987362.0,0,8221759,fasta,,1.0,main_w4_handler0,810723,17642019,False,,11701786,slurm,,132112168.0,corral-repl,,1,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32632859}]","""64107417_001""","[{'src': 'hda', 'id': 32632860}]","""64107417_001""",32.0,22359473,qual,,42222381,1511987350.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_fastq/mothur_make_fastq/1.36.1.0,1.36.1.0,,2017-11-29 20:29:25.137843,18769.0,12.0
,,2017-11-29 20:28:43.787160,slurm_normal,1511987344.0,0,7317074,fasta,,1.0,main_w4_handler0,810723,17642015,False,,11701780,slurm,,132112168.0,corral-repl,,1,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32632835}]","""64107078_001""","[{'src': 'hda', 'id': 32632836}]","""64107078_001""",32.0,19924967,qual,,42222381,1511987333.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_fastq/mothur_make_fastq/1.36.1.0,1.36.1.0,,2017-11-29 20:29:10.026596,18769.0,11.0
,,2017-11-29 20:28:48.084455,slurm_normal,1511987358.0,0,6087272,fasta,,1.0,main_w4_handler1,810723,17642021,False,,11701785,slurm,,132112168.0,corral-repl,,1,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32632871}]","""64107483_001""","[{'src': 'hda', 'id': 32632872}]","""64107483_001""",32.0,16587777,qual,,42222381,1511987347.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_fastq/mothur_make_fastq/1.36.1.0,1.36.1.0,,2017-11-29 20:29:20.230153,18769.0,11.0
,,2017-11-29 20:28:45.812723,slurm_normal,1511987345.0,0,8011575,fasta,,1.0,main_w3_handler1,810723,17642018,False,,11701781,slurm,,132112168.0,corral-repl,,1,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32632853}]","""64107270F_001""","[{'src': 'hda', 'id': 32632854}]","""64107270F_001""",32.0,21881492,qual,,42222381,1511987333.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_fastq/mothur_make_fastq/1.36.1.0,1.36.1.0,,2017-11-29 20:29:08.392757,18769.0,12.0
,,2017-11-29 20:28:44.621515,slurm_normal,1511987343.0,0,6605373,fasta,,1.0,main_w4_handler0,810723,17642016,False,,11701782,slurm,,132112168.0,corral-repl,,1,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32632841}]","""64107084_001""","[{'src': 'hda', 'id': 32632842}]","""64107084_001""",32.0,18002613,qual,,42222381,1511987333.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_fastq/mothur_make_fastq/1.36.1.0,1.36.1.0,,2017-11-29 20:29:08.678642,18769.0,10.0
,,2017-11-29 20:28:45.192258,slurm_normal,1511987340.0,0,6106017,fasta,,1.0,main_w4_handler1,810723,17642017,False,,11701779,slurm,,132112168.0,corral-repl,,1,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32632847}]","""64107270A_001""","[{'src': 'hda', 'id': 32632848}]","""64107270A_001""",32.0,16621015,qual,,42222381,1511987330.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_fastq/mothur_make_fastq/1.36.1.0,1.36.1.0,,2017-11-29 20:29:02.317971,18769.0,10.0
,,2017-11-29 20:28:47.492729,slurm_normal,1511987370.0,0,10033136,fasta,,1.0,main_w3_handler1,810723,17642020,False,,11701789,slurm,,132112168.0,corral-repl,,1,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32632865}]","""64107474_001""","[{'src': 'hda', 'id': 32632866}]","""64107474_001""",32.0,27371553,qual,,42222381,1511987357.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_fastq/mothur_make_fastq/1.36.1.0,1.36.1.0,,2017-11-29 20:29:33.251840,18769.0,13.0
