chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chooseformat.__current_case__,parameters.chooseformat.format,parameters.chooseformat.use,parameters.chromInfo,parameters.dbkey,parameters.fasta.values,parameters.fasta|__identifier__,parameters.qfile.values,parameters.qfile|__identifier__,processor_count,qfile,qfile_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-10-18 11:00:58.346640,slurm_normal,1508324480.0,0,131192,fasta,,1.0,main_w4_handler0,2578978,17129960,False,,11186518,slurm,,132112168.0,corral-repl,,1,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31735445}]",,"[{'src': 'hda', 'id': 31735663}]",,32.0,384168,qual454,,40327190,1508324476.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_fastq/mothur_make_fastq/1.36.1.0,1.36.1.0,,2017-10-18 11:01:33.759035,12752.0,4.0
,,2018-03-05 09:46:29.995223,slurm_normal,1520243300.0,0,111196690,fasta,7680.0,1.0,main_w4_handler0,3451870,18607291,False,,12702660,slurm,,132112168.0,corral-repl,,1,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34211386}]",,"[{'src': 'hda', 'id': 34211757}]",,32.0,313042847,qual454,,44334669,1520243199.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_fastq/mothur_make_fastq/1.36.1.0,1.36.1.0,,2018-03-05 09:48:22.414049,,101.0
,,2017-10-25 19:40:42.116423,slurm_normal,1508961077.0,0,746491368,fasta,,1.0,main_w4_handler1,3299610,17217261,False,,11277996,slurm,,132112168.0,corral-repl,,1,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31883275}]",,"[{'src': 'hda', 'id': 31883276}]",,32.0,2019427311,qual,,41471082,1508960468.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_fastq/mothur_make_fastq/1.36.1.0,1.36.1.0,,2017-10-25 19:51:38.176605,80372.0,609.0
,,2018-01-05 20:17:12.526519,slurm_normal,1515183668.0,0,231887579,fasta,,1.0,main_w4_handler1,3382880,17959290,False,,12035954,slurm,,132112168.0,corral-repl,,0,['sanger'],yes,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33194668}]",,"[{'src': 'hda', 'id': 33194672}]",,32.0,644401673,qual454,,42987451,1515183438.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_fastq/mothur_make_fastq/1.36.1.0,1.36.1.0,,2018-01-05 20:21:14.417280,,230.0
,,2018-03-05 09:42:02.613186,slurm_normal,1520243040.0,0,111196690,fasta,7680.0,1.0,main_w3_handler1,3451868,18607267,False,,12702627,slurm,,132112168.0,corral-repl,,1,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34211451}]",,"[{'src': 'hda', 'id': 34211546}]",,32.0,313042847,qual454,,44334666,1520242934.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_fastq/mothur_make_fastq/1.36.1.0,1.36.1.0,,2018-03-05 09:44:01.754806,,106.0
,,2018-03-05 09:48:07.424121,slurm_normal,1520243402.0,0,111196690,fasta,7680.0,1.0,main_w3_handler1,3451871,18607309,False,,12702680,slurm,,132112168.0,corral-repl,,1,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34211758}]",,"[{'src': 'hda', 'id': 34211765}]",,32.0,313042847,qual454,,44334670,1520243300.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_fastq/mothur_make_fastq/1.36.1.0,1.36.1.0,,2018-03-05 09:50:05.214987,,102.0
,,2018-03-05 09:46:17.179514,slurm_normal,1520243289.0,0,111196690,fasta,7680.0,1.0,main_w4_handler0,3451869,18607288,False,,12702657,slurm,,132112168.0,corral-repl,,1,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34211437}]",,"[{'src': 'hda', 'id': 34211754}]",,32.0,313042847,qual454,,44334668,1520243187.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_fastq/mothur_make_fastq/1.36.1.0,1.36.1.0,,2018-03-05 09:48:12.697405,,102.0
,,2018-03-05 10:01:32.723322,slurm_normal,1520244220.0,0,111196690,fasta,7680.0,1.0,main_w3_handler0,3451890,18607487,False,,12702841,slurm,,132112168.0,corral-repl,,1,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34212042}]",,"[{'src': 'hda', 'id': 34212049}]",,32.0,313042847,qual454,,44334761,1520244106.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_fastq/mothur_make_fastq/1.36.1.0,1.36.1.0,,2018-03-05 10:03:42.161822,,114.0
33.0,len,2017-10-27 03:42:00.415055,slurm_normal,1509075754.0,0,525057,fasta,,1.0,main_w4_handler0,3291342,17236017,False,,11296483,slurm,,132112168.0,corral-repl,,0,['illumina'],yes,"""/galaxy-repl/main/files/021/761/dataset_21761717.dat""","""?""","[{'src': 'hda', 'id': 31917198}]",,"[{'src': 'hda', 'id': 31917199}]",,32.0,1225871,qual454,,41249774,1509075749.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_fastq/mothur_make_fastq/1.36.1.0,1.36.1.0,,2017-10-27 03:42:45.294860,111991.0,5.0
33.0,len,2017-10-27 03:42:17.893614,slurm_normal,1509075774.0,0,525057,fasta,,1.0,main_w4_handler0,3291342,17236020,False,,11296487,slurm,,132112168.0,corral-repl,,0,['illumina'],yes,"""/galaxy-repl/main/files/021/761/dataset_21761717.dat""","""?""","[{'src': 'hda', 'id': 31917198}]",,"[{'src': 'hda', 'id': 31917199}]",,32.0,1225871,qual454,,41249774,1509075768.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_fastq/mothur_make_fastq/1.36.1.0,1.36.1.0,,2017-10-27 03:42:57.841135,111991.0,6.0
,,2017-11-29 18:22:28.817415,slurm_normal,1511979764.0,0,6087272,fasta,,1.0,main_w3_handler0,810723,17641243,False,,11701105,slurm,,132112168.0,corral-repl,,1,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32604463}]",,"[{'src': 'hda', 'id': 32604464}]",,32.0,16587777,qual,,42222381,1511979754.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_fastq/mothur_make_fastq/1.36.1.0,1.36.1.0,,2017-11-29 18:22:46.426938,18769.0,10.0
,,2017-11-29 19:05:49.604558,slurm_normal,1511982363.0,0,6087272,fasta,,1.0,main_w3_handler1,810723,17641493,False,,11701360,slurm,,132112168.0,corral-repl,,1,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32631976}]","""64107483""","[{'src': 'hda', 'id': 32631977}]","""64107483""",32.0,16587777,qual,,42222381,1511982354.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_fastq/mothur_make_fastq/1.36.1.0,1.36.1.0,,2017-11-29 19:06:04.766504,18769.0,9.0
,,2017-11-29 19:05:49.130778,slurm_normal,1511982363.0,0,8011575,fasta,,1.0,main_w4_handler1,810723,17641492,False,,11701359,slurm,,132112168.0,corral-repl,,1,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32631970}]","""64107270F""","[{'src': 'hda', 'id': 32631971}]","""64107270F""",32.0,21881492,qual,,42222381,1511982352.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_fastq/mothur_make_fastq/1.36.1.0,1.36.1.0,,2017-11-29 19:06:04.994428,18769.0,11.0
