create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_bed_file,input_bed_file_filetype,input_control_file,input_control_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.effective_genome_fraction,parameters.error_cut_off,parameters.fix_off_by_one_errors,parameters.fragment_size,parameters.gap_size,parameters.input_bed_file,parameters.input_bed_file.values,parameters.input_control_file,parameters.redundancy_threshold,parameters.window_size,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-07-17 15:17:50.915411,slurm_normal,1437146433.0,0,,1.0,main_w1_handler0,2372497,9893550,False,,5997372,bed,178478767.0,bed,4182538.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.74""","""0.2""","""True""","""150""","""900""",20317847,,20317633,"""3""","""300""",32.0,,24190830,1437146309.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-17 15:20:40.383868,57862.0,124.0
2015-08-04 15:31:31.391479,slurm_normal,1438705445.0,0,,1.0,main_w2_handler0,2328579,10061648,False,,3316355619,bed,,,4340658.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.791""","""0.01""","""True""","""20""","""0""",20678612,,,"""1""","""200""",32.0,,23864206,1438702312.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-08-04 16:24:11.017329,32837.0,3133.0
2015-07-17 17:28:39.963357,slurm_normal,1437157148.0,0,,1.0,main_w1_handler1,2378928,9894713,False,,2912113681,bed,,,4183873.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""1e-05""","""True""","""440""","""600""",20398828,,,"""1""","""200""",32.0,,23765708,1437154553.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-17 18:19:16.316553,30921.0,2595.0
2015-07-17 17:29:23.723917,slurm_normal,1437157945.0,0,,1.0,main_w2_handler0,2378928,9894718,False,,3813535947,bed,,,4183872.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""1e-05""","""True""","""440""","""600""",20398831,,,"""1""","""200""",32.0,,23765708,1437154529.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-17 18:32:32.326993,30921.0,3416.0
2015-07-20 12:11:26.458334,slurm_normal,1437394379.0,0,,1.0,main_w2_handler1,2372496,9915311,False,,528324,bam,92598132.0,bam,4203245.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.74""","""0.2""","""True""","""150""","""900""",20317639,,20431793,"""3""","""300""",32.0,,24220815,1437394318.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-20 12:13:15.589335,57862.0,61.0
2015-07-20 14:08:51.564329,slurm_normal,1437402223.0,0,,1.0,main_w2_handler1,1804598,9916419,False,,2057344485,bed,,,4204275.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""100.0""","""True""","""150""","""600""",20432923,,,"""1""","""200""",32.0,,24165314,1437401369.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-20 14:23:51.537719,26410.0,854.0
2015-07-20 14:08:39.963486,slurm_normal,1437402422.0,0,,1.0,main_w1_handler0,1804598,9916413,False,,1137437487,bed,,,4204267.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""100.0""","""True""","""150""","""600""",20432922,,,"""1""","""200""",32.0,,24165314,1437401350.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-20 14:28:50.439987,26410.0,1072.0
2015-07-20 14:08:26.814619,slurm_normal,1437402226.0,0,,1.0,main_w1_handler0,1804598,9916409,False,,1638476444,bed,,,4204268.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""100.0""","""True""","""150""","""600""",20432921,,,"""1""","""200""",32.0,,24165314,1437401351.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-20 14:23:58.460313,26410.0,875.0
2015-07-20 14:09:00.751204,slurm_normal,1437403869.0,0,,1.0,main_w2_handler1,1804598,9916422,False,,1669352168,bed,,,4204437.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""100.0""","""True""","""150""","""600""",20432924,,,"""1""","""200""",32.0,,24165314,1437402259.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-20 14:51:16.916545,26410.0,1610.0
2015-07-20 15:44:10.938671,slurm_normal,1437409145.0,0,,1.0,main_w2_handler1,1804598,9917480,False,,1380084040,bed,639256745.0,bed,4205417.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""True""","""150""","""600""",20432914,,20432919,"""1""","""200""",32.0,,24165314,1437407086.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-20 16:19:21.700633,26410.0,2059.0
2015-07-20 15:46:17.177951,slurm_normal,1437408826.0,0,,1.0,main_w1_handler2,1804598,9917519,False,,1649097073,bed,639256745.0,bed,4205449.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""True""","""150""","""600""",20432915,,20432919,"""1""","""200""",32.0,,24165314,1437407216.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-20 16:13:58.379929,26410.0,1610.0
2015-07-20 15:45:02.630738,slurm_normal,1437409146.0,0,,1.0,main_w2_handler0,1804598,9917488,False,,1380084040,bed,519444975.0,bed,4205432.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""True""","""150""","""600""",20432914,,20432920,"""1""","""200""",32.0,,24165314,1437407141.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-20 16:19:22.454863,26410.0,2005.0
2015-07-20 15:51:39.251612,slurm_normal,1437410939.0,0,,1.0,main_w2_handler0,1804598,9917608,False,,496234479,bed,519444975.0,bed,4205753.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""True""","""150""","""600""",20432918,,20432920,"""1""","""200""",32.0,,24165314,1437409173.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-20 16:49:10.512076,26410.0,1766.0
2015-07-20 15:49:24.789520,slurm_normal,1437410105.0,0,,1.0,main_w1_handler2,1804598,9917587,False,,508674410,bed,519444975.0,bed,4205701.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""True""","""150""","""600""",20432916,,20432920,"""1""","""200""",32.0,,24165314,1437408855.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-20 16:35:19.655774,26410.0,1250.0
2015-07-20 15:48:31.411120,slurm_normal,1437410961.0,0,,1.0,main_w2_handler1,1804598,9917582,False,,508674410,bed,639256745.0,bed,4205754.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""True""","""150""","""600""",20432916,,20432919,"""1""","""200""",32.0,,24165314,1437409176.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-20 16:49:35.142333,26410.0,1785.0
2015-07-20 15:50:33.858373,slurm_normal,1437411265.0,0,,1.0,main_w1_handler0,1804598,9917597,False,,496234479,bed,639256745.0,bed,4205894.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""True""","""150""","""600""",20432918,,20432919,"""1""","""200""",32.0,,24165314,1437410144.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-20 16:54:33.905304,26410.0,1121.0
2015-07-20 15:47:21.063540,slurm_normal,1437411741.0,0,,1.0,main_w1_handler1,1804598,9917566,False,,1649097073,bed,519444975.0,bed,4205893.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""True""","""150""","""600""",20432915,,20432920,"""1""","""200""",32.0,,24165314,1437410144.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-20 17:02:31.676699,26410.0,1597.0
2015-07-20 17:40:27.215170,slurm_normal,1437415527.0,0,,1.0,main_w2_handler1,2366295,9918784,False,,596008975,bed,,,4206627.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""True""","""150""","""600""",20433333,,,"""1""","""200""",32.0,,24008046,1437414066.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-20 18:05:39.170192,65674.0,1461.0
2015-07-20 19:00:20.015125,slurm_normal,1437420058.0,0,,1.0,main_w2_handler0,2366295,9919668,False,,682124200,bed,,,4207482.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""True""","""150""","""600""",20438042,,,"""1""","""200""",32.0,,24008046,1437418860.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-20 19:21:05.794512,65674.0,1198.0
2015-07-20 20:19:14.302878,slurm_normal,1437425323.0,0,,1.0,main_w1_handler1,2366295,9920521,False,,682124200,bed,,,4208330.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""True""","""30""","""200""",20438042,,,"""1""","""50""",32.0,,24008046,1437423643.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-20 20:48:52.590330,65674.0,1680.0
2015-07-20 23:59:55.067037,slurm_normal,1437438012.0,0,,1.0,main_w1_handler1,2366295,9922132,False,,682124200,bed,,,4209858.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""True""","""150""","""50""",20438042,,,"""1""","""10""",32.0,,24008046,1437436814.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-21 00:20:20.736764,65674.0,1198.0
2015-07-20 23:57:08.607261,slurm_normal,1437436696.0,0,,1.0,main_w1_handler2,2366295,9922123,False,,730662,bed,,,4209850.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""True""","""150""","""50""",20442280,,,"""1""","""10""",32.0,,24008046,1437436678.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-20 23:58:21.260737,65674.0,18.0
2015-07-21 00:34:52.744874,slurm_normal,1437440411.0,0,,1.0,main_w1_handler2,2366295,9922282,False,,682124200,bed,,,4209981.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""True""","""15""","""100""",20438042,,,"""1""","""5""",32.0,,24008046,1437438914.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-21 01:00:15.098841,65674.0,1497.0
2015-07-21 08:40:44.310748,slurm_normal,1437468714.0,0,,1.0,main_w1_handler0,2383494,9924784,False,,253866366,bed,,,4212273.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""True""","""150""","""600""",20446044,,,"""1""","""200""",32.0,,24078768,1437468063.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-21 08:51:58.166011,38233.0,651.0
2015-08-06 15:29:41.886935,slurm_normal,1438877300.0,0,,1.0,main_w1_handler0,2366295,10073282,False,,1259323853,bed,,,4351204.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""True""","""150""","""600""",20704292,,,"""1""","""200""",32.0,,24008046,1438875006.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-08-06 16:08:33.220848,65674.0,2294.0
2015-07-21 17:54:49.512399,slurm_normal,1437502736.0,0,,1.0,main_w1_handler0,2366295,9930463,False,,682124200,bed,,,4217438.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""True""","""150""","""10""",20438042,,,"""1""","""5""",32.0,,24008046,1437501324.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-21 18:19:03.929912,65674.0,1412.0
2015-07-21 18:03:58.959643,slurm_normal,1437505590.0,0,,1.0,main_w1_handler2,2361907,9930753,False,,2047777870,bed,4512718603.0,bed,4217590.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""True""","""150""","""600""",20457101,,20457106,"""1""","""200""",32.0,,24248795,1437501868.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-21 19:06:39.677346,8017.0,3722.0
2015-08-07 22:15:11.454893,slurm_normal,1438991757.0,0,,1.0,main_w1_handler2,2328579,10081388,False,,8833254131,bed,,,4358661.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.699""","""100.0""","""True""","""20""","""0""",20717048,,,"""1""","""200""",32.0,,24559384,1438986022.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-08-07 23:56:05.588062,32837.0,5735.0
2015-08-07 22:14:44.983668,slurm_normal,1438990837.0,0,,1.0,main_w1_handler2,2328579,10081386,False,,8679027514,bed,,,4358657.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.699""","""100.0""","""True""","""20""","""0""",20716440,,,"""1""","""200""",32.0,,24559384,1438986003.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-08-07 23:40:43.508985,32837.0,4834.0
2015-08-08 01:37:58.220934,slurm_normal,1439000596.0,0,,1.0,main_w2_handler1,2402929,10082188,False,,5496560033,bed,,,4359144.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.791""","""0.01""","""True""","""49""","""600""",20718499,,,"""1""","""200""",32.0,,24557186,1438997910.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-08-08 02:23:20.231785,67495.0,2686.0
2015-08-07 15:32:29.709035,slurm_normal,1438964136.0,0,,1.0,main_w1_handler0,2328579,10078548,False,,3059951007,bed,,,4356006.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.791""","""100.0""","""True""","""20""","""0""",20684973,,,"""1""","""200""",32.0,,23864206,1438961589.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-08-07 16:15:42.647708,32837.0,2547.0
2015-07-22 09:47:04.701389,slurm_normal,1437561804.0,0,,1.0,main_w1_handler0,2361907,9939418,False,,2047777870,bed,4512718603.0,bed,4225143.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.77""","""0.01""","""True""","""150""","""600""",20457101,,20457106,"""1""","""200""",32.0,,24255107,1437558458.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-22 10:43:32.478473,8017.0,3346.0
2015-08-07 18:53:30.092434,slurm_normal,1438976205.0,0,,1.0,main_w2_handler0,2328579,10079904,False,,3059951007,bed,,,4357253.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.699""","""100.0""","""True""","""20""","""0""",20684973,,,"""1""","""200""",32.0,,24559384,1438973645.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-08-07 19:36:50.498785,32837.0,2560.0
2015-08-07 18:50:17.652018,slurm_normal,1438973517.0,0,,1.0,main_w1_handler2,2402738,10079876,False,,17305099,bed,16236807.0,bed,4357237.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""True""","""150""","""600""",20714091,,20714095,"""1""","""200""",32.0,,24392918,1438973463.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-08-07 18:52:03.756375,58479.0,54.0
2015-07-22 23:20:48.250247,slurm_normal,1437609267.0,0,,1.0,main_w1_handler2,2385886,9948254,False,,1714608191,bed,1791973085.0,bed,4233282.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""True""","""150""","""600""",20488193,,20488195,"""1""","""200""",32.0,,23288100,1437607277.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-22 23:54:33.131690,64127.0,1990.0
2015-07-22 23:19:24.806063,slurm_normal,1437609480.0,0,,1.0,main_w1_handler0,2385886,9948247,False,,1826489716,bed,1791973085.0,bed,4233275.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""True""","""150""","""600""",20488192,,20488195,"""1""","""200""",32.0,,23288100,1437607186.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-22 23:58:10.561776,64127.0,2294.0
2015-08-07 19:57:57.110939,slurm_normal,1438979919.0,0,,1.0,main_w1_handler2,2328579,10080516,False,,2902255461,bed,,,4357800.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.699""","""100.0""","""True""","""20""","""0""",20714281,,,"""1""","""200""",32.0,,23864206,1438977534.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-08-07 20:38:44.816508,32837.0,2385.0
2015-08-07 19:58:44.047772,slurm_normal,1438980136.0,0,,1.0,main_w1_handler1,2328579,10080520,False,,3103185204,bed,,,4357805.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.699""","""100.0""","""True""","""20""","""0""",20714285,,,"""1""","""200""",32.0,,23864206,1438977561.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-08-07 20:42:28.224009,32837.0,2575.0
2015-08-07 20:12:20.303439,slurm_normal,1438984551.0,0,,1.0,main_w2_handler1,2328579,10080626,False,,10155071998,bed,,,4357939.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.699""","""100.0""","""True""","""20""","""0""",20715424,,,"""1""","""200""",32.0,,23864206,1438978785.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-08-07 21:56:00.440872,32837.0,5766.0
