create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_bams_0|input_bam,input_bams_0|input_bam_filetype,input_bams_1|input_bam,input_bams_1|input_bam_filetype,input_bams_2|input_bam,input_bams_2|input_bam_filetype,input_bams_3|input_bam,input_bams_3|input_bam_filetype,input_bams_4|input_bam,input_bams_4|input_bam_filetype,input_target_bed,input_target_bed_filetype,input_variant_vcf,input_variant_vcf_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.options_type.__current_case__,parameters.options_type.options_type_selector,parameters.reference_source.__current_case__,parameters.reference_source.input_bams,parameters.reference_source.ref_file,parameters.reference_source.ref_file.__class__,parameters.reference_source.ref_file.value,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,processor_count,ref_file,ref_file_filetype,reference_source|input_bams_0|input_bam,reference_source|input_bams_0|input_bam_filetype,reference_source|input_bams_1|input_bam,reference_source|input_bams_1|input_bam_filetype,reference_source|input_bams_2|input_bam,reference_source|input_bams_2|input_bam_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-09-29 14:59:46.027125,slurm_normal,1506697815.0,0.0,,1.0,main_w3_handler1,3270212,16973381,False,,,,,,,,,,,,,,,,11041133.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0.0,basic,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 31475837}]}}, {'__index__': 1, 'input_bam': {'values': [{'src': 'hda', 'id': 31475843}]}}, {'__index__': 2, 'input_bam': {'values': [{'src': 'hda', 'id': 31475847}]}}]",hg19,,,,cached,32.0,,,13541928.0,bam,10210494.0,bam,10238650.0,bam,,40554286,1506697190.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.0.2,0.0.2,,2017-09-29 15:10:19.122149,76071.0,625.0
2017-09-30 12:53:33.446654,slurm_normal,1506776022.0,0.0,,1.0,main_w4_handler1,3271565,16977246,False,,,,,,,,,,,,,,,,11044853.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0.0,basic,1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 31487362}]}}]",,,,"[{'src': 'hda', 'id': 31487351}]",history,32.0,41582.0,fasta,306727.0,bam,,,,,,40972789,1506776016.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.0.2,0.0.2,,2017-09-30 12:53:44.476822,,6.0
2017-09-30 12:57:00.121851,slurm_normal,1506776230.0,0.0,,1.0,main_w3_handler1,3271565,16977253,False,,,,,,,,,,,,,,,,11044860.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0.0,basic,1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 31487400}]}}]",,,,"[{'src': 'hda', 'id': 31487351}]",history,32.0,41582.0,fasta,306800.0,bam,,,,,,40972789,1506776224.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.0.2,0.0.2,,2017-09-30 12:57:12.554247,,6.0
2018-02-03 11:07:39.870590,slurm_normal,1517658327.0,0.0,,1.0,main_w4_handler1,3409034,18245915,False,,,,,,,,,,,,,,,,12326937,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0.0,basic,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 33617070}]}}]",hg19,,,,cached,32.0,,,741063432.0,bam,,,,,,43657854,1517656070.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.0.2,0.0.2,,2018-02-03 11:45:28.957825,84504.0,2257.0
2018-02-03 11:08:12.258587,slurm_normal,1517658413.0,0.0,,1.0,main_w3_handler0,3409034,18245916,False,,,,,,,,,,,,,,,,12326938,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0.0,basic,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 33627607}]}}]",hg19,,,,cached,32.0,,,665184622.0,bam,,,,,,43657854,1517656098.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.0.2,0.0.2,,2018-02-03 11:47:57.628092,84504.0,2315.0
2018-02-18 14:14:11.968902,slurm_normal,1518972514.0,0.0,7680.0,1.0,main_w3_handler1,3409034,18427339,False,,,,,,,,,,,,,,,,12521461,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0.0,basic,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 33925750}]}}]",hg19,,,,cached,32.0,,,2478297273.0,bam,,,,,,43989253,1518963262.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.0.2,0.0.2,,2018-02-18 16:48:36.081123,84504.0,9252.0
2018-02-19 17:40:06.251038,slurm_normal,1519075193.0,0.0,7680.0,1.0,main_w3_handler0,3434486,18438443,False,,,,,,,,,,,,,,,,12533045,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0.0,basic,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 33941223}]}}]",hg19,,,,cached,32.0,,,2576912313.0,bam,,,,,,44009620,1519062045.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.0.2,0.0.2,,2018-02-19 21:19:56.047925,84504.0,13148.0
2018-02-20 07:41:49.306270,slurm_normal,1519126378.0,0.0,7680.0,1.0,main_w3_handler1,3434486,18443898,False,,,,,,,,,,,,,,,,12538906,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0.0,basic,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 33952949}]}}]",hg19,,,,cached,32.0,,,2079174732.0,bam,,,,,,44021946,1519112519.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.0.2,0.0.2,,2018-02-20 11:33:01.914823,84504.0,13859.0
2018-02-20 14:54:20.363658,slurm_normal,1519148564.0,0.0,7680.0,1.0,main_w4_handler0,3434486,18447630,False,,,,,,,,,,,,,,,,12542605,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0.0,basic,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 33958312}]}}]",hg19,,,,cached,32.0,,,2050646970.0,bam,,,,,,44023352,1519138466.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.0.2,0.0.2,,2018-02-20 17:42:45.958901,84504.0,10098.0
2018-02-21 12:34:20.390325,slurm_normal,1519224307.0,0.0,7680.0,1.0,main_w3_handler1,3434486,18460674,False,,,,,,,,,,,,,,,,12555654,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0.0,basic,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 33978569}]}}]",hg19,,,,cached,32.0,,,1735333258.0,bam,,,,,,44051232,1519216467.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.0.2,0.0.2,,2018-02-21 14:45:13.312830,84504.0,7840.0
