chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,lib_file,lib_file_filetype,library_folder_id,map_file,map_file_filetype,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.lib_file,parameters.lib_file.values,parameters.map_file,parameters.map_file.values,parameters.map_file|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-04-03 20:09:09.824683,slurm_normal,1491250194.0,0,1.0,main_w3_handler0,2991015,15475786,False,,9604552.roundup,slurm,323,fasta,,1112435,bam,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29051142}]",,"[{'src': 'hda', 'id': 29051148}]",,32.0,,35959110.0,1491250182.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/get_read_pipeline/1.0,1.0,,2017-04-03 20:10:03.354499,,12.0
,,2017-04-03 20:10:13.485106,slurm_normal,1491250315.0,0,1.0,main_w3_handler1,2991015,15475810,False,,9604587.roundup,slurm,323,fasta,,92,bam,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29051142}]",,"[{'src': 'hda', 'id': 29051112}]",,32.0,,35959110.0,1491250305.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/get_read_pipeline/1.0,1.0,,2017-04-03 20:12:49.710210,,10.0
,,2017-04-03 20:10:22.175916,slurm_normal,1491250644.0,0,1.0,main_w3_handler0,2991015,15475812,False,,9604595.roundup,slurm,323,fasta,,177771320,bam,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29051142}]",,"[{'src': 'hda', 'id': 29051120}]",,32.0,,35959110.0,1491250637.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/get_read_pipeline/1.0,1.0,,2017-04-03 20:17:30.629086,,7.0
,,2017-04-03 21:39:43.793108,slurm_normal,1491255595.0,0,1.0,main_w3_handler0,2991015,15476492,False,,9605329.roundup,slurm,239,fasta,,1728423,bam,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28956899}]",,"[{'src': 'hda', 'id': 29052314}]",,32.0,,35959110.0,1491255590.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/get_read_pipeline/1.0,1.0,,2017-04-03 21:39:58.539453,,5.0
,,2017-04-03 20:10:04.418858,slurm_normal,1491250980.0,0,1.0,main_w4_handler1,2991015,15475799,False,,9604621.roundup,slurm,323,fasta,,1726526,bam,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29051142}]",,"[{'src': 'hda', 'id': 29051146}]",,32.0,,35959110.0,1491250975.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/get_read_pipeline/1.0,1.0,,2017-04-03 20:23:02.942566,,5.0
,,2017-04-03 21:28:38.562327,slurm_normal,1491254937.0,0,1.0,main_w4_handler0,2991015,15476407,False,,9605228.roundup,slurm,323,fasta,,9262244,bam,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29051142}]",,"[{'src': 'hda', 'id': 29052225}]",,32.0,,35959110.0,1491254924.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/get_read_pipeline/1.0,1.0,,2017-04-03 21:29:00.746984,,13.0
,,2017-04-03 21:28:45.443645,slurm_normal,1491254955.0,0,1.0,main_w4_handler0,2991015,15476408,False,,9605232.roundup,slurm,323,fasta,,481040635,bam,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29051142}]",,"[{'src': 'hda', 'id': 29052245}]",,32.0,,35959110.0,1491254943.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/get_read_pipeline/1.0,1.0,,2017-04-03 21:29:17.829056,,12.0
,,2017-04-03 21:39:35.749661,slurm_normal,1491255584.0,0,1.0,main_w3_handler0,2991015,15476485,False,,9605327.roundup,slurm,239,fasta,,1101870,bam,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28956899}]",,"[{'src': 'hda', 'id': 29052310}]",,32.0,,35959110.0,1491255580.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/get_read_pipeline/1.0,1.0,,2017-04-03 21:39:48.088287,,4.0
,,2017-04-03 21:39:57.727229,slurm_normal,1491255622.0,0,1.0,main_w4_handler1,2991015,15476494,False,,9605334.roundup,slurm,239,fasta,,92,bam,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28956899}]",,"[{'src': 'hda', 'id': 29052342}]",,32.0,,35959110.0,1491255618.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/get_read_pipeline/1.0,1.0,,2017-04-03 21:40:26.262894,,4.0
,,2017-04-03 21:39:26.752655,slurm_normal,1491255573.0,0,1.0,main_w4_handler1,2991015,15476484,False,,9605324.roundup,slurm,239,fasta,,9277174,bam,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28956899}]",,"[{'src': 'hda', 'id': 29052302}]",,32.0,,35959110.0,1491255569.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/get_read_pipeline/1.0,1.0,,2017-04-03 21:39:35.995569,,4.0
