chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile1,inputFile1_filetype,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.add_mate_cigar,parameters.assume_sorted,parameters.chromInfo,parameters.dbkey,parameters.inputFile,parameters.inputFile.values,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-09-20 19:26:06.173015,slurm_normal_16gb,1474402878.0,0,1.0,main_w3_handler0,2824894,13898887,False,,1681208073,1681208073,bam,bam,8121798.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57005c3c893405c19'}]","""LENIENT""",32.0,,33029676.0,1474399586.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FixMateInformation/1.136.0,1.136.0,,2016-09-20 20:21:21.670288,,3292.0
,,2016-09-20 18:26:01.110477,slurm_normal_16gb,1474413528.0,0,1.0,main_w4_handler1,2824874,13898329,False,,12588371125,12588371125,bam,bam,8123329.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""false""","""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5caf1b550ae3d251b'}]","""LENIENT""",32.0,,32065860.0,1474407309.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FixMateInformation/1.136.0,1.136.0,,2016-09-20 23:18:50.516818,73652.0,6219.0
,,2016-04-12 09:36:53.854368,slurm_normal_16gb,1460459030.0,0,1.0,main_w2_handler1,2665288,12428110,False,,6131451391,6131451391,bam,bam,6628681.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""24268850""",,"""LENIENT""",32.0,,29560745.0,1460453904.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FixMateInformation/1.136.0,1.136.0,,2016-04-12 11:03:54.477629,59391.0,5126.0
,,2016-04-12 08:29:23.807931,slurm_normal_16gb,1460455074.0,0,1.0,main_w2_handler1,2665082,12427590,False,,5865488456,5865488456,bam,bam,6628151.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""24267928""",,"""LENIENT""",32.0,,29560093.0,1460449800.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FixMateInformation/1.136.0,1.136.0,,2016-04-12 09:57:59.623956,65622.0,5274.0
,,2016-04-13 06:34:59.166923,slurm_normal_16gb,1460586431.0,0,1.0,main_w1_handler0,2667935,12437224,False,,6627087849,6627087849,bam,bam,6643048.roundup,slurm,,132112168.0,corral-repl,,"""d0f3629a014111e696aa005056a52a46""","""true""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bf83b0813a019535'}]","""LENIENT""",32.0,,29572818.0,1460575639.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FixMateInformation/1.136.0,1.136.0,,2016-04-13 22:27:14.966388,73593.0,10792.0
,,2016-04-14 15:03:39.310251,slurm_normal_16gb,1460654639.0,0,1.0,main_w1_handler2,2654433,12452799,False,,18194574224,18194574224,bam,bam,6650019.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5316863be128fbfc3'}]","""LENIENT""",32.0,,28208226.0,1460646261.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FixMateInformation/1.136.0,1.136.0,,2016-04-14 17:24:02.184587,73652.0,8378.0
,,2016-05-28 18:52:01.091241,slurm_normal_16gb,1464465963.0,0,1.0,main_w2_handler1,2717681,13013492,False,,6851113657,6851113657,bam,bam,7198470.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""false""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5be42a95c6371811d'}]","""LENIENT""",32.0,,30007495.0,1464461565.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FixMateInformation/1.136.0,1.136.0,,2016-05-28 20:06:07.803667,81721.0,4398.0
,,2016-04-14 15:05:04.445754,slurm_normal_16gb,1460660283.0,0,1.0,main_w1_handler1,2651490,12452814,False,,10919646541,10919646541,bam,bam,6651050.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55116cf2c725a9252'}]","""LENIENT""",32.0,,28208226.0,1460654667.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FixMateInformation/1.136.0,1.136.0,,2016-04-14 18:58:04.945954,73652.0,5616.0
,,2016-04-15 07:18:06.172029,slurm_normal_16gb,1460754463.0,0,1.0,main_w2_handler0,2667111,12462225,False,,6186852969,6186852969,bam,bam,6665192.roundup,slurm,,132112168.0,corral-repl,,"""2bd2844a02da11e6af5a005056a51846""","""true""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b526b1c8796287853e'}]","""LENIENT""",32.0,,29622370.0,1460750208.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FixMateInformation/1.136.0,1.136.0,,2016-04-15 21:07:48.185146,65622.0,4255.0
,,2016-04-15 07:59:44.666474,slurm_normal_16gb,1460710659.0,0,1.0,main_w2_handler0,2665288,12462596,False,,5186843832,5186843832,bam,bam,6657662.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59acde3af157511c0'}]","""LENIENT""",32.0,,29622748.0,1460707213.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FixMateInformation/1.136.0,1.136.0,,2016-04-15 08:57:42.865446,59391.0,3446.0
,,2016-04-15 09:09:01.244507,slurm_normal_16gb,1460714888.0,0,1.0,main_w1_handler2,2667935,12462951,False,,5524912569,5524912569,bam,bam,6658010.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f1d1e3af573f400b'}]","""LENIENT""",32.0,,29623427.0,1460711370.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FixMateInformation/1.136.0,1.136.0,,2016-04-15 10:08:11.348323,73593.0,3518.0
,,2016-04-15 13:40:40.183020,slurm_normal_16gb,1460797165.0,0,1.0,main_w1_handler1,2670931,12471780,False,,6837442341,6837442341,bam,bam,6670971.roundup,slurm,,132112168.0,corral-repl,,"""99797e6a030f11e6a584005056a51846""","""true""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b0ad6c9fd681160e'}]","""LENIENT""",32.0,,29626926.0,1460793354.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FixMateInformation/1.136.0,1.136.0,,2016-04-16 08:59:28.134894,73593.0,3811.0
