chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,first_input,first_input_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_files_0|additional_input,input_files_0|additional_input_filetype,input_files_10|additional_input,input_files_10|additional_input_filetype,input_files_11|additional_input,input_files_11|additional_input_filetype,input_files_12|additional_input,input_files_12|additional_input_filetype,input_files_13|additional_input,input_files_13|additional_input_filetype,input_files_14|additional_input,input_files_14|additional_input_filetype,input_files_15|additional_input,input_files_15|additional_input_filetype,input_files_16|additional_input,input_files_16|additional_input_filetype,input_files_17|additional_input,input_files_17|additional_input_filetype,input_files_18|additional_input,input_files_18|additional_input_filetype,input_files_19|additional_input,input_files_19|additional_input_filetype,input_files_1|additional_input,input_files_1|additional_input_filetype,input_files_20|additional_input,input_files_20|additional_input_filetype,input_files_21|additional_input,input_files_21|additional_input_filetype,input_files_22|additional_input,input_files_22|additional_input_filetype,input_files_23|additional_input,input_files_23|additional_input_filetype,input_files_24|additional_input,input_files_24|additional_input_filetype,input_files_25|additional_input,input_files_25|additional_input_filetype,input_files_26|additional_input,input_files_26|additional_input_filetype,input_files_27|additional_input,input_files_27|additional_input_filetype,input_files_28|additional_input,input_files_28|additional_input_filetype,input_files_29|additional_input,input_files_29|additional_input_filetype,input_files_2|additional_input,input_files_2|additional_input_filetype,input_files_30|additional_input,input_files_30|additional_input_filetype,input_files_31|additional_input,input_files_31|additional_input_filetype,input_files_32|additional_input,input_files_32|additional_input_filetype,input_files_33|additional_input,input_files_33|additional_input_filetype,input_files_34|additional_input,input_files_34|additional_input_filetype,input_files_35|additional_input,input_files_35|additional_input_filetype,input_files_36|additional_input,input_files_36|additional_input_filetype,input_files_37|additional_input,input_files_37|additional_input_filetype,input_files_38|additional_input,input_files_38|additional_input_filetype,input_files_39|additional_input,input_files_39|additional_input_filetype,input_files_3|additional_input,input_files_3|additional_input_filetype,input_files_40|additional_input,input_files_40|additional_input_filetype,input_files_41|additional_input,input_files_41|additional_input_filetype,input_files_42|additional_input,input_files_42|additional_input_filetype,input_files_43|additional_input,input_files_43|additional_input_filetype,input_files_44|additional_input,input_files_44|additional_input_filetype,input_files_45|additional_input,input_files_45|additional_input_filetype,input_files_46|additional_input,input_files_46|additional_input_filetype,input_files_47|additional_input,input_files_47|additional_input_filetype,input_files_48|additional_input,input_files_48|additional_input_filetype,input_files_49|additional_input,input_files_49|additional_input_filetype,input_files_4|additional_input,input_files_4|additional_input_filetype,input_files_5|additional_input,input_files_5|additional_input_filetype,input_files_6|additional_input,input_files_6|additional_input_filetype,input_files_7|additional_input,input_files_7|additional_input_filetype,input_files_8|additional_input,input_files_8|additional_input_filetype,input_files_9|additional_input,input_files_9|additional_input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.annotation.__current_case__,parameters.annotation.reference_annotation,parameters.annotation.reference_annotation.values,parameters.annotation.use_ref_annotation,parameters.chromInfo,parameters.dbkey,parameters.first_input,parameters.first_input.values,parameters.first_input|__identifier__,parameters.input_files,parameters.input_files_0|additional_input|__identifier__,parameters.seq_data.__current_case__,parameters.seq_data.seq_source.__current_case__,parameters.seq_data.seq_source.index_source,parameters.seq_data.seq_source.ref_file,parameters.seq_data.seq_source.ref_file.values,parameters.seq_data.use_seq_data,processor_count,ref_file,ref_file_filetype,reference_annotation,reference_annotation_filetype,runner_name,seq_data|ref_file,seq_data|ref_file_filetype,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-05-07 21:07:32.018095,slurm_multi_dynamic_walltime,1431032888.0,0.0,36369.0,gtf,,6.0,main_w2_handler2,2297798,9426083,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3754272,slurm,,132112168.0,corral-repl,,0.0,no,,0,19632241.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19632909,,,[],,0,,,,,No,32.0,,,6165347.0,gtf,,,,22275582.0,1431032871.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffmerge/cuffmerge/0.0.5,0.0.5,,2015-05-07 21:08:11.497631,61995.0,17.0
,,2015-05-07 21:08:02.388988,slurm_multi_dynamic_walltime,1431032913.0,0.0,35854.0,gtf,,6.0,main_w2_handler2,2297798,9426085,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3754279,slurm,,132112168.0,corral-repl,,0.0,no,,0,19632241.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19632904,,,[],,0,,,,,No,32.0,,,6165347.0,gtf,,,,22275582.0,1431032900.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffmerge/cuffmerge/0.0.5,0.0.5,,2015-05-07 21:08:35.905088,61995.0,13.0
,,2015-05-08 06:06:23.389193,slurm_multi_dynamic_walltime,1431065275.0,0.0,59209677.0,gtf,,6.0,main_w2_handler2,2294744,9428377,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3756242,slurm,,132112168.0,corral-repl,,0.0,no,,1,,,No,"""/galaxy-repl/localdata/chrom/bosTau6.len""","""bosTau6""",19633872,,,[],,0,,,,,No,32.0,,,,,,,,22898453.0,1431065198.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffmerge/cuffmerge/0.0.5,0.0.5,,2015-05-08 06:07:58.369978,10048.0,77.0
,,2015-05-08 06:09:46.328282,slurm_multi_dynamic_walltime,1431066696.0,0.0,61231895.0,gtf,,6.0,main_w2_handler2,2294744,9428390,False,,36344454.0,gtf,,,,,,,,,,,,,,,,,,,,,59209677.0,gtf,,,,,,,,,,,,,,,,,,,,,55279617.0,gtf,,,,,,,,,,,,,,,,,,,,,51901759.0,gtf,,,,,,,,,,,,,,,,,,,,,61231895.0,gtf,55035497.0,gtf,,,,,,,,,3756284,slurm,,132112168.0,corral-repl,,0.0,no,,1,,,No,"""/galaxy-repl/localdata/chrom/bosTau6.len""","""bosTau6""",19634189,,,"[{""__index__"": 0, ""additional_input"": 19636091}, {""__index__"": 1, ""additional_input"": 19633872}, {""__index__"": 2, ""additional_input"": 19634181}, {""__index__"": 3, ""additional_input"": 19634185}, {""__index__"": 4, ""additional_input"": 19634189}, {""__index__"": 5, ""additional_input"": 19636078}]",,0,,,,,No,32.0,,,,,,,,22898453.0,1431066573.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffmerge/cuffmerge/0.0.5,0.0.5,,2015-05-08 06:31:40.341326,10048.0,123.0
,,2015-05-09 18:28:46.197258,slurm_multi_dynamic_walltime,1431196286.0,0.0,90202146.0,gtf,,6.0,main_w2_handler2,2289171,9434028,False,,90042714.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3760874,slurm,,132112168.0,corral-repl,,0.0,no,,0,19538734.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19562251,,,"[{""__index__"": 0, ""additional_input"": 19562263}]",,0,,,,,No,32.0,,,116963244.0,gtf,,,,21201270.0,1431196148.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffmerge/cuffmerge/0.0.5,0.0.5,,2015-05-09 18:31:29.977337,59511.0,138.0
,,2015-05-09 18:30:51.094003,slurm_multi_dynamic_walltime,1431196357.0,0.0,50508964.0,gtf,,6.0,main_w2_handler2,2289171,9434034,False,,50508964.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3760885,slurm,,132112168.0,corral-repl,,0.0,no,,0,19562701.0,,Yes,"""/galaxy-repl/localdata/chrom/panTro4.len""","""panTro4""",19562905,,,"[{""__index__"": 0, ""additional_input"": 19562973}]",,0,,,,,No,32.0,,,189486534.0,gtf,,,,21201270.0,1431196267.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffmerge/cuffmerge/0.0.5,0.0.5,,2015-05-09 18:32:41.100100,59511.0,90.0
,,2015-04-17 21:09:56.976610,slurm_multi,1429305138.0,0.0,151165409.0,gtf,,6.0,main_w2_handler2,2258531,9260183,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3545639,slurm,,132112168.0,corral-repl,,,,,0,19129293.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19335599,,,[],,0,,,,,No,32.0,,,6165347.0,gtf,,,,22568111.0,1429305019.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffmerge/cuffmerge/0.0.5,0.0.5,,2015-04-17 21:12:24.086901,62448.0,119.0
,,2015-04-17 21:53:11.175641,slurm_multi,1429307752.0,0.0,151165409.0,gtf,,6.0,main_w2_handler2,2258531,9260375,False,Job output deleted by user before job completed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3546102,slurm,,132112168.0,corral-repl,,,,,0,19129293.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19335599,,,[],,0,,,,,No,32.0,,,6165347.0,gtf,,,,22568111.0,1429307636.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffmerge/cuffmerge/0.0.5,0.0.5,,2015-04-17 21:55:57.877807,62448.0,116.0
,,2015-04-17 22:06:31.302246,slurm_multi,1429308594.0,0.0,151195891.0,gtf,,6.0,main_w2_handler2,2258531,9260417,False,,151207931.0,gtf,,,,,,,,,,,,,,,,,,,,,151292026.0,gtf,,,,,,,,,,,,,,,,,,,,,151200058.0,gtf,,,,,,,,,,,,,,,,,,,,,151165409.0,gtf,,,,,,,,,,,,,,,,,,,,,151081990.0,gtf,,,,,,,,,,,3546263,slurm,,132112168.0,corral-repl,,,,,0,19129293.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19335597,,,"[{""__index__"": 0, ""additional_input"": 19335602}, {""__index__"": 1, ""additional_input"": 19335601}, {""__index__"": 2, ""additional_input"": 19335600}, {""__index__"": 3, ""additional_input"": 19335599}, {""__index__"": 4, ""additional_input"": 19335598}]",,0,,,,,No,32.0,,,6165347.0,gtf,,,,22568111.0,1429308411.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffmerge/cuffmerge/0.0.5,0.0.5,,2015-04-17 22:09:59.201895,62448.0,183.0
,,2015-05-08 09:12:12.646335,slurm_multi_dynamic_walltime,1431417872.0,0.0,70714153.0,gtf,,6.0,main_w2_handler2,2298197,9429073,False,,70724830.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3776606,slurm,,132112168.0,corral-repl,,0.0,no,,0,19635769.0,,Yes,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",19637027,,,"[{""__index__"": 0, ""additional_input"": 19637033}]",,1,0.0,cached,,,Yes,32.0,,,92441739.0,gtf,,,,22955058.0,1431417675.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffmerge/cuffmerge/0.0.5,0.0.5,,2015-05-12 08:04:35.597355,56143.0,197.0
