create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.genome,parameters.genome.values,parameters.intervals,parameters.length,parameters.seed.__current_case__,parameters.seed.seed,parameters.seed.seed_choose,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-01-14 10:58:11.263548,slurm_normal,1452769117.0,0,1.0,9828714,bed,main_w1_handler2,2556960,11501013,False,,5768900.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",22895371,,"""100""","""1135000""",1,,False,32.0,,27238943,1452769114.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.22.0,2.22.0,,2016-01-14 10:58:42.851953,,3.0
2016-01-14 11:01:29.412572,slurm_normal,1452769315.0,0,1.0,9828714,bed,main_w1_handler1,2556960,11501035,False,,5768963.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",22895371,,"""100""","""1135000""",0,7394,True,32.0,,27238943,1452769311.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.22.0,2.22.0,,2016-01-14 11:01:59.067225,,4.0
2016-01-21 16:46:50.219957,slurm_normal,1453395167.0,0,1.0,109407,bed,main_w2_handler1,2573572,11573001,False,,5837419.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22993854,,"""300""","""100""",1,,False,32.0,,27618161,1453395152.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.22.0,2.22.0,,2016-01-21 16:52:55.028655,,15.0
2016-02-12 15:08:08.700663,slurm_normal,1455289726.0,0,1.0,1726723,bed,main_w1_handler2,2597516,11810872,False,,6057775.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",23309333,,"""230""","""1000000""",1,,False,32.0,,28326741,1455289721.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.22.0,2.22.0,,2016-02-12 15:08:48.418972,20918.0,5.0
2016-06-21 02:12:37.103625,slurm_normal,1466475186.0,0,1.0,633882,bed,main_w1_handler0,2709324,13218396,False,,7402894.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c81781405f45b1d3'}]","""1000000""","""100""",1,,False,32.0,,30413181,1466475178.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.22.0,2.22.0,,2016-06-21 02:13:07.948758,65184.0,8.0
2016-06-21 02:16:56.108713,slurm_normal,1466475434.0,0,1.0,633882,bed,main_w2_handler0,2709324,13218435,False,,7402936.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c81781405f45b1d3'}]","""1000""","""100""",1,,False,32.0,,30413181,1466475429.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.22.0,2.22.0,,2016-06-21 02:17:17.103732,65184.0,5.0
2016-03-22 14:29:40.446079,slurm_normal,1458657209.0,0,1.0,45055,gg,main_w1_handler0,2550138,12226856,False,,6440217.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",23978070,,"""1000000""","""100""",1,,False,32.0,,26974610,1458657184.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.22.0,2.22.0,,2016-03-22 14:33:31.608388,60070.0,25.0
2016-04-10 13:21:01.950726,slurm_normal,1460294492.0,0,1.0,100828,bed,main_w1_handler2,1639242,12407265,False,,6607968.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24240168,,"""1000000""","""100""",1,,False,32.0,,28626146,1460294485.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.22.0,2.22.0,,2016-04-10 13:21:34.235737,31997.0,7.0
2016-04-10 14:45:34.259257,slurm_normal,1460299588.0,0,1.0,100828,bed,main_w1_handler2,1639242,12407773,False,,6608382.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24240811,,"""30023""","""100""",1,,False,32.0,,28626146,1460299584.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.22.0,2.22.0,,2016-04-10 14:46:30.166592,31997.0,4.0
2016-04-14 20:37:00.994376,slurm_normal,1460666312.0,0,1.0,320,tabular,main_w2_handler1,2663126,12457738,False,,6652741.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c37b977f8024e589'}]","""100000""","""1000""",0,12345,True,32.0,,29564954,1460666254.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.22.0,2.22.0,,2016-04-14 20:38:35.094178,4519.0,58.0
