bamFile1,bamFile1_filetype,bamFile2,bamFile2_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bamFile1.values,parameters.bamFile2.values,parameters.binSize,parameters.chromInfo,parameters.comparison.__current_case__,parameters.comparison.normalization.__current_case__,parameters.comparison.normalization.effectiveGenomeSize.__current_case__,parameters.comparison.normalization.effectiveGenomeSize.effectiveGenomeSize,parameters.comparison.normalization.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.comparison.normalization.type,parameters.comparison.pseudocount,parameters.comparison.type,parameters.dbkey,parameters.outFileFormat,parameters.region,parameters.scaling.__current_case__,parameters.scaling.method,parameters.scaling.numberOfSamples,parameters.scaling.sampleLength,parameters.scaling.scaleFactor1,parameters.scaling.scaleFactor2,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
4487572887,bam,4580838083,bam,,,2016-10-12 11:26:53.809577,slurm_multi,1476272935.0,0,6.0,main_w3_handler2,2851926,14063134,False,,8279735,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b505ab5090deb284ab'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b55004586c0a53fd7e'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""",6,1.0,,,,no,,subtract,"""mm9""","""bedgraph""","""""",1,readCount,,,,,32.0,,33624213,1476272294.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.3.5.0,2.3.5.0,,2016-10-12 11:48:57.582254,15710,641.0
4487572887,bam,4580838083,bam,,,2016-10-12 11:26:14.425252,slurm_multi,1476294312.0,0,6.0,main_w4_handler2,2851926,14063131,False,,8282455,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b505ab5090deb284ab'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b55004586c0a53fd7e'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""",5,,,,,,1.0,reciprocal_ratio,"""mm9""","""bedgraph""","""""",1,readCount,,,,,32.0,,33624213,1476293425.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.3.5.0,2.3.5.0,,2016-10-12 17:45:16.087050,15710,887.0
647202795,bam,654351116,bam,,,2016-10-12 17:28:09.648104,slurm_multi,1476299217.0,0,6.0,main_w4_handler2,1971585,14065940,False,,8282980,slurm,,132112168.0,corral-repl,,0,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b500038284c607ba78'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5394a97d7968a9e10'}]","""50""","""/galaxy-repl/localdata/chrom/sacCer3.len""",5,,,,,,1.0,reciprocal_ratio,"""sacCer3""","""bigwig""","""""",1,readCount,,,,,32.0,,33633305,1476299066.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.3.5.0,2.3.5.0,,2016-10-12 19:07:02.561096,51000,151.0
1007931698,bam,773254839,bam,,,2016-10-12 21:04:47.930234,slurm_multi,1476307209.0,0,6.0,main_w3_handler2,2852528,14067218,False,,8284315,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a87443c51f83aca7'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b545b4ca9bc525b895'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""",0,,,,,,1.0,log2,"""mm9""","""bigwig""","""""",0,SES,100000,1000,,,32.0,,32072938,1476306812.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.3.5.0,2.3.5.0,,2016-10-12 21:20:10.466557,68537,397.0
1122677202,bam,773254839,bam,,,2016-10-12 21:04:05.578803,slurm_multi,1476308213.0,0,6.0,main_w4_handler2,2852528,14067215,False,,8284464,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f3e4eee1109bbe39'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b545b4ca9bc525b895'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""",0,,,,,,1.0,log2,"""mm9""","""bigwig""","""""",0,SES,100000,1000,,,32.0,,32072938,1476307690.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.3.5.0,2.3.5.0,,2016-10-12 21:36:54.969219,68537,523.0
1485818700,bam,3725725506,bam,,,2016-10-13 03:34:19.230495,slurm_multi,1476331474.0,0,6.0,main_w4_handler2,2852590,14069564,False,,8286660,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5720e3b75c9783241'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b79fc97049cfb926'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""",0,,,,,,1.0,log2,"""mm9""","""bigwig""","""""",0,SES,100000,1000,,,32.0,,33645471,1476330541.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.3.5.0,2.3.5.0,,2016-10-13 04:04:35.791316,68537,933.0
1122677202,bam,1007931698,bam,,,2016-10-13 02:34:50.741619,slurm_multi,1476326808.0,0,6.0,main_w3_handler2,2852528,14069390,False,,8286487,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f3e4eee1109bbe39'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a87443c51f83aca7'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""",0,,,,,,1.0,log2,"""mm9""","""bigwig""","""""",0,SES,100000,1000,,,32.0,,33645471,1476326381.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.3.5.0,2.3.5.0,,2016-10-13 02:46:49.137773,68537,427.0
2614771476,bam,911133570,bam,,,2016-10-13 12:44:26.724738,slurm_multi,1476363472.0,0,6.0,main_w4_handler2,2820031,14072838,False,,8289777,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55a5fa2a882fcf985'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c2d457e5e394e2d5'}]","""50""","""/galaxy-repl/localdata/chrom/?.len""",3,,,,,,,first,"""?""","""bigwig""","""""",1,readCount,,,,,32.0,,32970716,1476363033.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.3.5.0,2.3.5.0,,2016-10-13 12:57:54.987527,55734,439.0
4487572887,bam,4580838083,bam,,,2016-10-13 13:00:08.348767,slurm_multi,1476367132.0,0,6.0,main_w3_handler2,2851926,14072943,False,,8290193,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b505ab5090deb284ab'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b55004586c0a53fd7e'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""",6,1.0,,,,no,,subtract,"""mm9""","""bigwig""","""""",1,readCount,,,,,32.0,,33627029,1476366053.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.3.5.0,2.3.5.0,,2016-10-13 13:58:54.752599,15710,1079.0
4487572887,bam,4580838083,bam,,,2016-10-13 12:59:56.062109,slurm_multi,1476365312.0,0,6.0,main_w3_handler2,2851926,14072941,False,,8289882,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b505ab5090deb284ab'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b55004586c0a53fd7e'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""",5,,,,,,1.0,reciprocal_ratio,"""mm9""","""bigwig""","""""",1,readCount,,,,,32.0,,33627029,1476364068.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.3.5.0,2.3.5.0,,2016-10-13 13:28:40.569318,15710,1244.0
