chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile1,infile1_filetype,infile2,infile2_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.column1,parameters.column2,parameters.dbkey,parameters.empty_string_filler,parameters.header,parameters.ignore_case,parameters.infile1.values,parameters.infile2.values,parameters.jointype,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-03-05 15:42:03.357836,slurm_normal,1520264539.0,0,7680.0,1.0,main_w4_handler1,3448330,18611995,False,148417,tabular,79893,tabular,,12707677,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""1""","""?""","""X""","""false""","""true""","[{'src': 'hda', 'id': 34218916}]","[{'src': 'hda', 'id': 34216911}]","""-a 1 -a 2""",32.0,,43941198.0,1520264532.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-03-05 15:42:21.043403,28422.0,7.0
,,2018-01-08 19:24:46.881491,slurm_normal,1515439511.0,0,,1.0,main_w3_handler0,3357987,17975466,False,15815005,tabular,15936578,tabular,,12051867,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""1""","""1""","""mm10""","""""","""true""","""false""","[{'src': 'hda', 'id': 33211975}]","[{'src': 'hda', 'id': 33211964}]","""-a 1 -a 2""",32.0,,42165233.0,1515439489.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-08 19:25:12.837261,100453.0,22.0
,,2018-01-23 12:49:34.919941,slurm_normal,1516711788.0,0,,1.0,main_w4_handler1,3377973,18131924,False,865814,tabular,561849,tabular,,12211645,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""1""","""4""","""hg19""","""""","""true""","""true""","[{'src': 'hda', 'id': 33460055}]","[{'src': 'hda', 'id': 33460267}]","""-a 1 -a 2""",32.0,,43313974.0,1516711781.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-23 12:49:50.685694,21426.0,7.0
,,2018-01-09 02:36:28.042103,slurm_normal,1515465405.0,0,,1.0,main_w4_handler0,3372226,17977979,False,7154,tabular,275,tabular,,12054570,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""","""0""","""false""","""false""","[{'src': 'hda', 'id': 33223870}]","[{'src': 'hda', 'id': 33223866}]",""" """,32.0,,42992933.0,1515465399.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-09 02:36:46.709596,119400.0,6.0
,,2018-01-09 02:37:09.075892,slurm_normal,1515465437.0,0,,1.0,main_w4_handler0,3382070,17977981,False,62568,tabular,14363,tabular,,12054571,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""","""0""","""false""","""false""","[{'src': 'hda', 'id': 33223208}]","[{'src': 'hda', 'id': 33223196}]","""-a 1 -a 2""",32.0,,42986294.0,1515465432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-09 02:37:19.102758,,5.0
,,2018-01-19 15:06:47.841210,slurm_normal,1516374422.0,0,,1.0,main_w3_handler0,3128114,18084804,False,41111,tabular,10982,tabular,,12164029,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""",""".""","""false""","""false""","[{'src': 'hda', 'id': 33392526}]","[{'src': 'hda', 'id': 33392504}]",""" """,32.0,,41808057.0,1516374418.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-19 15:07:03.915884,102541.0,4.0
,,2018-01-09 04:29:57.182375,slurm_normal,1515472209.0,0,,1.0,main_w3_handler0,2977195,17978411,False,1886423,tabular,16657471,tabular,,12055188,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""1""","""13""","""hg19""","""0""","""true""","""false""","[{'src': 'hda', 'id': 33224827}]","[{'src': 'hda', 'id': 33224823}]","""-v 1""",32.0,,43069342.0,1515472204.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-09 04:30:12.819216,50959.0,5.0
,,2018-01-09 04:48:30.236539,slurm_normal,1515473326.0,0,,1.0,main_w3_handler0,2977195,17978484,False,1886423,tabular,16657471,tabular,,12055262,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""1""","""13""","""hg19""","""##################""","""true""","""false""","[{'src': 'hda', 'id': 33224827}]","[{'src': 'hda', 'id': 33224823}]",""" """,32.0,,43069342.0,1515473313.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-09 04:48:47.924651,50959.0,13.0
,,2018-01-09 05:41:23.583691,slurm_normal,1515476493.0,0,,1.0,main_w3_handler0,2977195,17978677,False,530979,tabular,530979,tabular,,12055473,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""4""","""1""","""hg19""","""9999""","""true""","""true""","[{'src': 'hda', 'id': 33225161}]","[{'src': 'hda', 'id': 33225161}]",""" """,32.0,,43069342.0,1515476488.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-09 05:41:35.248744,50959.0,5.0
,,2018-01-09 07:45:26.881497,slurm_normal,1515483963.0,0,,1.0,main_w4_handler1,3385900,17979288,False,203377587,bed,203377587,bed,,12056111,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""2""","""3""","""hg38""","""0""","""false""","""false""","[{'src': 'hda', 'id': 33226125}]","[{'src': 'hda', 'id': 33226125}]",""" """,32.0,,42801043.0,1515483930.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-09 07:46:04.776904,118997.0,33.0
,,2018-03-05 18:55:15.729024,slurm_normal,1520276530.0,0,7680.0,1.0,main_w3_handler1,3452656,18614147,False,22553659373,tabular,191602534,csv,,12709799,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""","""0""","""true""","""true""","[{'src': 'hda', 'id': 34222452}]","[{'src': 'hda', 'id': 34222801}]",""" """,32.0,,44350941.0,1520276125.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-03-05 19:02:14.829808,122945.0,405.0
,,2018-01-09 12:30:46.959538,slurm_normal,1515501059.0,0,,1.0,main_w4_handler1,3386012,17980836,False,1774457,tabular,481422,tabular,,12057576,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""13""","""3""","""?""","""0""","""false""","""false""","[{'src': 'hda', 'id': 33228451}]","[{'src': 'hda', 'id': 33228450}]",""" """,32.0,,43074453.0,1515501051.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-09 12:31:02.695180,,8.0
,,2018-01-09 12:32:54.647507,slurm_normal,1515501188.0,0,,1.0,main_w3_handler0,3386012,17980848,False,1774457,tabular,481422,tabular,,12057596,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""13""","""3""","""?""","""0""","""false""","""false""","[{'src': 'hda', 'id': 33228451}]","[{'src': 'hda', 'id': 33228450}]","""-a 2""",32.0,,43074453.0,1515501178.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-09 12:33:10.789498,,10.0
,,2018-01-09 15:12:42.039996,slurm_normal,1515510790.0,0,,1.0,main_w4_handler0,3372833,17982209,False,79370,tabular,206254,tabular,,12058988,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""","""0""","""false""","""false""","[{'src': 'hda', 'id': 33190599}]","[{'src': 'hda', 'id': 33052661}]",""" """,32.0,,43086295.0,1515510782.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-09 15:13:12.690770,118530.0,8.0
,,2018-01-09 15:20:13.198284,slurm_normal,1515511278.0,0,,1.0,main_w4_handler1,3372833,17982348,False,90270,tabular,4144,tabular,,12059085,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""","""0""","""false""","""false""","[{'src': 'hda', 'id': 33230378}]","[{'src': 'hda', 'id': 33052699}]","""-v 1""",32.0,,43086295.0,1515511270.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-09 15:21:20.277803,118530.0,8.0
,,2018-03-05 18:29:28.313068,slurm_normal,1520274584.0,0,7680.0,1.0,main_w4_handler1,2727163,18613858,False,8448,tabular,63963,tabular,,12709554,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""","""0""","""false""","""false""","[{'src': 'hda', 'id': 34222531}]","[{'src': 'hda', 'id': 34222510}]",""" """,32.0,,42964321.0,1520274576.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-03-05 18:29:46.408087,33824.0,8.0
,,2018-03-05 18:43:03.340966,slurm_normal,1520275795.0,0,7680.0,1.0,main_w4_handler1,3452656,18614040,False,22553659373,tabular,191602534,csv,,12709693,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""","""0""","""true""","""true""","[{'src': 'hda', 'id': 34222452}]","[{'src': 'hda', 'id': 34222801}]",""" """,32.0,,44350941.0,1520275389.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-03-05 18:49:57.327641,122945.0,406.0
,,2018-01-10 07:01:20.447139,slurm_normal,1515567696.0,0,,1.0,main_w4_handler0,3387105,17989393,False,17647025,tabular,3313101,tabular,,12066059,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""","""0""","""false""","""false""","[{'src': 'hda', 'id': 33241814}]","[{'src': 'hda', 'id': 33240056}]",""" """,32.0,,42996320.0,1515567685.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-10 07:01:41.151259,18923.0,11.0
,,2018-01-10 07:00:46.417631,slurm_normal,1515567665.0,0,,1.0,main_w4_handler1,3387105,17989388,False,15400946,tabular,3270630,tabular,,12066055,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""","""0""","""false""","""false""","[{'src': 'hda', 'id': 33241811}]","[{'src': 'hda', 'id': 33240054}]",""" """,32.0,,42996320.0,1515567655.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-10 07:01:11.265866,18923.0,10.0
,,2018-01-10 07:02:18.033269,slurm_normal,1515567753.0,0,,1.0,main_w3_handler0,3387105,17989395,False,19935575,tabular,3250600,tabular,,12066061,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""","""0""","""false""","""false""","[{'src': 'hda', 'id': 33241821}]","[{'src': 'hda', 'id': 33241757}]",""" """,32.0,,42996320.0,1515567740.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-10 07:02:37.875699,18923.0,13.0
,,2018-01-09 19:40:44.479914,slurm_normal,1515527083.0,0,,1.0,main_w3_handler1,3386569,17985330,False,600068,tabular,12957623,tabular,,12061626,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""1""","""?""",""".""","""false""","""true""","[{'src': 'hda', 'id': 33234013}]","[{'src': 'hda', 'id': 33234601}]","""-a 1""",32.0,,43093649.0,1515527075.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-09 19:44:48.916022,119575.0,8.0
,,2018-01-09 20:06:21.296391,slurm_normal,1515528676.0,0,,1.0,main_w3_handler0,3386569,17985585,False,599744,tabular,12957623,tabular,,12061893,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""1""","""?""",""".""","""false""","""true""","[{'src': 'hda', 'id': 33235540}]","[{'src': 'hda', 'id': 33234601}]","""-a 1""",32.0,,43093649.0,1515528664.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-09 20:11:17.776664,119575.0,12.0
,,2018-01-10 07:15:55.311529,slurm_normal,1515568568.0,0,,1.0,main_w4_handler1,3387105,17989539,False,20004376,tabular,177079,tabular,,12066191,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""2""","""?""","""0""","""false""","""false""","[{'src': 'hda', 'id': 33242008}]","[{'src': 'hda', 'id': 33241985}]",""" """,32.0,,42996320.0,1515568562.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-10 07:16:16.550892,18923.0,6.0
,,2018-01-10 07:16:13.648296,slurm_normal,1515568583.0,0,,1.0,main_w4_handler0,3387105,17989540,False,15354181,tabular,95749,tabular,,12066193,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""2""","""?""","""0""","""false""","""false""","[{'src': 'hda', 'id': 33241980}]","[{'src': 'hda', 'id': 33241996}]",""" """,32.0,,42996320.0,1515568577.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-10 07:16:27.181393,18923.0,6.0
,,2018-01-10 07:14:59.499461,slurm_normal,1515568514.0,0,,1.0,main_w3_handler0,3387105,17989525,False,15354181,tabular,6697709,tabular,,12066176,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""2""","""?""","""0""","""false""","""false""","[{'src': 'hda', 'id': 33241980}]","[{'src': 'hda', 'id': 33241830}]",""" """,32.0,,42996320.0,1515568501.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-10 07:15:16.108834,18923.0,13.0
,,2018-01-10 07:18:57.707241,slurm_normal,1515568771.0,0,,1.0,main_w3_handler1,3387105,17989561,False,15354181,tabular,6697709,tabular,,12066217,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""2""","""?""","""0""","""true""","""false""","[{'src': 'hda', 'id': 33241980}]","[{'src': 'hda', 'id': 33241830}]",""" """,32.0,,42996320.0,1515568740.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-10 07:19:33.025006,18923.0,31.0
,,2018-01-10 07:25:40.207461,slurm_normal,1515569155.0,0,,1.0,main_w4_handler1,3387105,17989605,False,20004745,tabular,95749,tabular,,12066250,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""2""","""?""","""0""","""false""","""false""","[{'src': 'hda', 'id': 33242054}]","[{'src': 'hda', 'id': 33241996}]",""" """,32.0,,42996320.0,1515569150.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-10 07:26:04.994496,18923.0,5.0
,,2018-01-10 07:27:11.126666,slurm_normal,1515569243.0,0,,1.0,main_w3_handler1,3387105,17989610,False,20004745,tabular,95749,tabular,,12066254,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""2""","""?""","""0""","""true""","""false""","[{'src': 'hda', 'id': 33242054}]","[{'src': 'hda', 'id': 33241996}]",""" """,32.0,,42996320.0,1515569237.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-10 07:27:25.177270,18923.0,6.0
,,2018-03-05 21:16:31.561766,slurm_normal,1520284607.0,0,7680.0,1.0,main_w4_handler0,3452700,18615459,False,885062,tabular,266636,tabular,,12711352,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""",""".""","""false""","""false""","[{'src': 'hda', 'id': 34222362}]","[{'src': 'hda', 'id': 34225105}]",""" """,32.0,,44040324.0,1520284600.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-03-05 21:16:48.251524,122418.0,7.0
,,2018-01-10 06:55:08.747047,slurm_normal,1515567322.0,0,,1.0,main_w4_handler0,3387105,17989361,False,3319310,tabular,3580606,tabular,,12066026,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""","""0""","""false""","""false""","[{'src': 'hda', 'id': 33240044}]","[{'src': 'hda', 'id': 33240045}]",""" """,32.0,,42996320.0,1515567313.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-10 06:55:32.261150,18923.0,9.0
,,2018-01-10 06:58:12.884314,slurm_normal,1515567509.0,0,,1.0,main_w4_handler0,3387105,17989378,False,10677740,tabular,3103826,tabular,,12066046,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""","""0""","""false""","""false""","[{'src': 'hda', 'id': 33241792}]","[{'src': 'hda', 'id': 33240050}]",""" """,32.0,,42996320.0,1515567500.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-10 06:58:31.171166,18923.0,9.0
,,2018-01-10 06:55:41.405817,slurm_normal,1515567360.0,0,,1.0,main_w4_handler1,3387105,17989366,False,5875367,tabular,3374960,tabular,,12066031,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""","""0""","""false""","""false""","[{'src': 'hda', 'id': 33241776}]","[{'src': 'hda', 'id': 33240046}]",""" """,32.0,,42996320.0,1515567351.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-10 06:56:05.206852,18923.0,9.0
,,2018-01-10 06:56:47.845667,slurm_normal,1515567423.0,0,,1.0,main_w4_handler0,3387105,17989373,False,8225776,tabular,3476515,tabular,,12066036,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""","""0""","""false""","""false""","[{'src': 'hda', 'id': 33241784}]","[{'src': 'hda', 'id': 33240048}]",""" """,32.0,,42996320.0,1515567414.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-10 06:57:15.183168,18923.0,9.0
,,2018-01-10 07:00:05.196708,slurm_normal,1515567621.0,0,,1.0,main_w4_handler1,3387105,17989385,False,12757015,tabular,3668482,tabular,,12066053,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""","""0""","""false""","""false""","[{'src': 'hda', 'id': 33241801}]","[{'src': 'hda', 'id': 33240052}]",""" """,32.0,,42996320.0,1515567611.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-10 07:00:30.860826,18923.0,10.0
,,2018-03-06 00:53:52.456346,slurm_normal,1520297647.0,0,7680.0,1.0,main_w3_handler1,3289167,18617118,False,8969,interval,16951,tabular,,12713237,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce11.len""","""5""","""1""","""ce11""","""0""","""false""","""false""","[{'src': 'hda', 'id': 34223564}]","[{'src': 'hda', 'id': 34226300}]",""" """,32.0,,43868831.0,1520297643.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-03-06 00:54:09.375083,4169.0,4.0
,,2018-03-06 00:54:11.063660,slurm_normal,1520297664.0,0,7680.0,1.0,main_w3_handler1,3289167,18617120,False,8969,interval,16951,tabular,,12713240,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce11.len""","""5""","""1""","""ce11""","""NA""","""false""","""false""","[{'src': 'hda', 'id': 34223564}]","[{'src': 'hda', 'id': 34226300}]",""" """,32.0,,43868831.0,1520297660.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-03-06 00:54:27.147964,4169.0,4.0
,,2018-03-06 02:16:28.499205,slurm_normal,1520302603.0,0,7680.0,1.0,main_w4_handler0,3452976,18617677,False,885062,tabular,266636,tabular,,12713801,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""",""".""","""false""","""false""","[{'src': 'hda', 'id': 34226743}]","[{'src': 'hda', 'id': 34229041}]",""" """,32.0,,44047511.0,1520302597.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-03-06 02:16:44.308314,122445.0,6.0
,,2018-01-10 10:24:21.076188,slurm_normal,1515579885.0,0,,1.0,main_w4_handler0,3089046,17991008,False,10532336,bed,10361281,bed,,12067597,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg18.len""","""15""","""4""","""hg18""","""0""","""false""","""false""","[{'src': 'hda', 'id': 33244089}]","[{'src': 'hda', 'id': 33243895}]",""" """,32.0,,43109050.0,1515579878.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-10 10:24:54.959197,49703.0,7.0
,,2018-01-10 11:26:14.239329,slurm_normal,1515583584.0,0,,1.0,main_w3_handler1,3386849,17991508,False,489,tabular,1345469,tabular,,12068149,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""1""","""?""","""0""","""false""","""false""","[{'src': 'hda', 'id': 33244767}]","[{'src': 'hda', 'id': 33244768}]",""" """,32.0,,43106829.0,1515583576.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-10 11:26:25.912174,111518.0,8.0
,,2018-01-10 15:15:45.194517,slurm_normal,1515597384.0,0,,1.0,main_w4_handler1,3278880,17993829,False,3613990,tabular,3842500,tabular,,12070507,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""1""","""1""","""mm10""","""0""","""true""","""true""","[{'src': 'hda', 'id': 33247749}]","[{'src': 'hda', 'id': 33236299}]",""" """,32.0,,43099894.0,1515597374.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-10 15:16:49.445878,113029.0,10.0
,,2018-01-10 15:18:41.855525,slurm_normal,1515597536.0,0,,1.0,main_w3_handler0,3278880,17993861,False,3613990,tabular,3842500,tabular,,12070554,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""1""","""1""","""mm10""","""0""","""true""","""true""","[{'src': 'hda', 'id': 33247749}]","[{'src': 'hda', 'id': 33236299}]","""-a 2""",32.0,,43099894.0,1515597525.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-10 15:18:57.557774,113029.0,11.0
,,2018-01-10 17:27:22.329733,slurm_normal,1515605260.0,0,,1.0,main_w4_handler0,3382070,17994789,False,90835,tabular,336527,tabular,,12071509,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""5""","""?""","""0""","""false""","""false""","[{'src': 'hda', 'id': 33248880}]","[{'src': 'hda', 'id': 33249276}]","""-a 1 -a 2""",32.0,,42986294.0,1515605252.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-10 17:27:46.866537,,8.0
,,2018-01-10 17:40:15.717139,slurm_normal,1515606024.0,0,,1.0,main_w3_handler0,3382070,17994891,False,336527,tabular,90835,tabular,,12071604,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""5""","""1""","""?""","""0""","""true""","""false""","[{'src': 'hda', 'id': 33249276}]","[{'src': 'hda', 'id': 33248880}]","""-a 1 -a 2""",32.0,,42986294.0,1515606018.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1,1.1.1,,2018-01-10 17:40:24.977247,,6.0
