bamfiles,bamfiles1,bamfiles1_filetype,bamfiles2,bamfiles2_filetype,bamfiles3,bamfiles3_filetype,bamfiles4,bamfiles4_filetype,bamfiles5,bamfiles5_filetype,bamfiles_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bamfiles.values,parameters.chromInfo,parameters.dbkey,parameters.output.__current_case__,parameters.output.showOutputSettings,parameters.region,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2614771476,2614771476,bam,911133570.0,bam,732421315.0,bam,1488272627.0,bam,,,bam,2016-10-12 13:14:18.473127,slurm_multi,1476280026.0,0,6.0,main_w3_handler2,2820031,14063564,False,,8280030,slurm,,132112168.0,corral-repl,,0,no,0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55a5fa2a882fcf985'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c2d457e5e394e2d5'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a91a5a8390659553'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56fc622aeccf0a440'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,"""""",32.0,,32970716,1476278362.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.5.0,2.3.5.0,,2016-10-12 13:47:08.202203,55734,1664.0
773254839,773254839,bam,1122677202.0,bam,1007931698.0,bam,,,,,bam,2016-10-12 20:04:35.944350,slurm_multi,1476305710.0,0,6.0,main_w4_handler2,2852528,14066875,False,,8284002,slurm,,132112168.0,corral-repl,,0,no,0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b545b4ca9bc525b895'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f3e4eee1109bbe39'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a87443c51f83aca7'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,no,"""""",32.0,,32072938,1476305500.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.5.0,2.3.5.0,,2016-10-12 20:55:12.513015,68537,210.0
1485818700,1485818700,bam,3725725506.0,bam,,,,,,,bam,2016-10-13 03:33:22.500382,slurm_multi,1476330309.0,0,6.0,main_w4_handler2,2852590,14069562,False,,8286639,slurm,,132112168.0,corral-repl,,0,no,0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5720e3b75c9783241'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b79fc97049cfb926'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,no,"""""",32.0,,33645471,1476329942.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.5.0,2.3.5.0,,2016-10-13 03:45:11.318173,68537,367.0
773254839,773254839,bam,1122677202.0,bam,1007931698.0,bam,1125039562.0,bam,896001730.0,bam,bam,2016-10-17 18:48:00.008005,slurm_multi,1476730804.0,0,6.0,main_w3_handler2,2852528,14101326,False,,8316479,slurm,,132112168.0,corral-repl,,0,no,0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b545b4ca9bc525b895'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f3e4eee1109bbe39'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a87443c51f83aca7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d580e1416fb8d233'}, {'src': 'hda', 'id': 'bbd44e69cb8906b51647f8a2b456a7a8'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,no,"""""",32.0,,32072938,1476730562.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.5.0,2.3.5.0,,2016-10-17 19:00:07.432894,68537,242.0
2395360153,2395360153,bam,,,,,,,,,bam,2016-10-19 08:08:44.271660,slurm_multi,1476865122.0,0,6.0,main_w4_handler2,2787776,14114844,False,,8329602,slurm,,132112168.0,corral-repl,,0,no,0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50a739e16cea4c067'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,no,"""""",32.0,,33053200,1476865012.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.5.0,2.3.5.0,,2016-10-19 08:18:45.001856,88293,110.0
