create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.search.__current_case__,parameters.search.input.values,parameters.search.intype,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-16 20:01:38.627282,slurm_normal,1508184106.0,0,,1.0,main_w4_handler0,3289307,17116754,False,,15948867,fasta,11174057,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 31715559}]",fasta,32.0,,41323741,1508184101.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_list_seqs/mothur_list_seqs/1.36.1.0,1.36.1.0,,2017-10-16 20:01:51.183125,,5.0
2018-01-05 21:36:07.563603,slurm_normal,1515188186.0,0,,1.0,main_w4_handler0,3382880,17959755,False,,235916007,fasta,12036426,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33187555}]",fasta,32.0,,42987451,1515188172.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_list_seqs/mothur_list_seqs/1.36.1.0,1.36.1.0,,2018-01-05 21:36:27.908405,,14.0
2018-03-05 15:03:44.465259,slurm_normal,1520262239.0,0,7680.0,1.0,main_w4_handler0,3445821,18611524,False,,3152576,fasta,12707151,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 34216907}]",fasta,32.0,,44227608,1520262234.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_list_seqs/mothur_list_seqs/1.36.1.0,1.36.1.0,,2018-03-05 15:04:03.344814,109075.0,5.0
2018-01-12 01:39:04.101689,slurm_normal,1515721710.0,0,,1.0,main_w3_handler1,3386984,18009201,False,,13625885439,fastq,12086487,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce11.len""","""ce11""",1,"[{'src': 'hda', 'id': 33251698}]",fastq,32.0,,43101853,1515721149.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_list_seqs/mothur_list_seqs/1.36.1.0,1.36.1.0,,2018-01-12 01:48:32.641181,119603.0,561.0
2017-11-21 10:14:02.552494,slurm_normal,1511259251.0,0,,1.0,main_w3_handler1,2835448,17532852,False,,14643128,fasta,11592113,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 32443471}]",fasta,32.0,,42143389,1511259244.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_list_seqs/mothur_list_seqs/1.36.1.0,1.36.1.0,,2017-11-21 10:14:13.662492,75964.0,7.0
2017-11-21 10:35:56.133591,slurm_normal,1511260565.0,0,,1.0,main_w3_handler1,2835448,17533042,False,,14643128,fasta,11592329,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 32443471}]",fasta,32.0,,42143389,1511260560.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_list_seqs/mothur_list_seqs/1.36.1.0,1.36.1.0,,2017-11-21 10:36:07.966728,75964.0,5.0
2018-01-23 12:05:04.152072,slurm_normal,1516709120.0,0,,1.0,main_w3_handler0,3402043,18131461,False,,15742257,fastqsanger,12211068,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,"[{'src': 'hda', 'id': 33458866}]",fastq,32.0,,43222891,1516709115.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_list_seqs/mothur_list_seqs/1.36.1.0,1.36.1.0,,2018-01-23 12:05:21.543451,42087.0,5.0
2018-01-23 12:05:05.016996,slurm_normal,1516709124.0,0,,1.0,main_w3_handler1,3402043,18131463,False,,29464598,fastqsanger,12211070,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,"[{'src': 'hda', 'id': 33458868}]",fastq,32.0,,43222891,1516709118.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_list_seqs/mothur_list_seqs/1.36.1.0,1.36.1.0,,2018-01-23 12:05:25.954010,42087.0,6.0
2018-01-23 12:05:04.577246,slurm_normal,1516709123.0,0,,1.0,main_w3_handler1,3402043,18131462,False,,15742257,fastqsanger,12211069,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,"[{'src': 'hda', 'id': 33458867}]",fastq,32.0,,43222891,1516709118.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_list_seqs/mothur_list_seqs/1.36.1.0,1.36.1.0,,2018-01-23 12:05:25.859594,42087.0,5.0
2018-01-23 12:05:05.780106,slurm_normal,1516709127.0,0,,1.0,main_w3_handler1,3402043,18131464,False,,29464598,fastqsanger,12211071,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,"[{'src': 'hda', 'id': 33458869}]",fastq,32.0,,43222891,1516709121.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_list_seqs/mothur_list_seqs/1.36.1.0,1.36.1.0,,2018-01-23 12:05:29.420879,42087.0,6.0
