chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.adv_options.__current_case__,parameters.adv_options.adv_options_input,parameters.adv_options.adv_options_selector,parameters.chromInfo,parameters.dbkey,parameters.invert,parameters.isect_union,parameters.loci,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.__class__,parameters.reference_source.ref_file.value,parameters.reference_source.reference_source_selector,parameters.vcf_input1,parameters.vcf_input2,parameters.window_size,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,vcf_input1,vcf_input1_filetype,vcf_input2,vcf_input2_filetype,runtime
,,2015-04-01 15:05:29.157017,rodeo_normal,1427900817.0,0,1.0,main_w2_handler0,2256888,9115125,False,,3400901.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19105440,19105432,"""30""",32.0,,,,22196074,1427900781.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-01 15:07:02.466265,,23190098,vcf,23193281,vcf,36.0
,,2015-04-01 23:21:08.636360,slurm_normal,1427930504.0,0,1.0,main_w2_handler0,2210200,9119479,False,,3404891.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19112810,19112809,"""30""",32.0,,,,21311320,1427930479.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-01 23:21:46.931455,,1302332,vcf,3423708,vcf,25.0
,,2015-04-01 23:21:39.623653,slurm_normal,1427930810.0,0,1.0,main_w2_handler1,2210200,9119501,False,,3404928.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19112874,19112873,"""30""",32.0,,,,21311320,1427930801.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-01 23:26:52.214054,,1297519,vcf,3342631,vcf,9.0
,,2015-04-01 23:21:33.709583,slurm_normal,1427930783.0,0,1.0,main_w2_handler1,2210200,9119497,False,,3404924.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19112863,19112861,"""30""",32.0,,,,21311320,1427930777.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-01 23:26:24.224756,,1286567,vcf,3336468,vcf,6.0
,,2015-04-01 23:21:17.206742,slurm_normal,1427930556.0,0,1.0,main_w2_handler1,2210200,9119486,False,,3404899.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19112828,19112825,"""30""",32.0,,,,21311320,1427930546.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-01 23:22:40.126394,,1353380,vcf,3530545,vcf,10.0
,,2015-04-01 23:21:26.086842,slurm_normal,1427930648.0,0,1.0,main_w2_handler1,2210200,9119491,False,,3404910.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19112842,19112841,"""30""",32.0,,,,21311320,1427930638.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-01 23:24:11.477587,,1344111,vcf,3371533,vcf,10.0
,,2015-04-07 22:15:17.216312,slurm_normal,1428444986.0,0,1.0,main_w1_handler1,2204186,9164164,False,,3445439.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""","""-i""","""False""",0,sacCer3,,,cached,19082514,19082469,"""30""",32.0,,,,22302784,1428444971.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-07 22:16:29.419995,53715.0,8523416,vcf,8469135,vcf,15.0
,,2015-04-01 23:21:18.881681,slurm_normal,1427930523.0,0,1.0,main_w2_handler0,2210200,9119487,False,,3404893.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19112830,19112829,"""30""",32.0,,,,21311320,1427930512.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-01 23:22:06.518002,,1325793,vcf,3543789,vcf,11.0
,,2015-04-01 23:21:22.261044,slurm_normal,1427930575.0,0,1.0,main_w2_handler0,2210200,9119488,False,,3404900.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19112834,19112832,"""30""",32.0,,,,21311320,1427930546.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-01 23:22:56.433783,,1325194,vcf,3975970,vcf,29.0
,,2015-04-01 23:21:34.509958,slurm_normal,1427930629.0,0,1.0,main_w2_handler0,2210200,9119498,False,,3404907.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19112865,19112864,"""30""",32.0,,,,21311320,1427930617.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-01 23:23:52.875648,,1282657,vcf,3361234,vcf,12.0
,,2015-04-01 23:21:24.046183,slurm_normal,1427930593.0,0,1.0,main_w2_handler1,2210200,9119489,False,,3404902.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19112838,19112837,"""30""",32.0,,,,21311320,1427930585.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-01 23:23:16.941571,,1308849,vcf,3343052,vcf,8.0
,,2015-04-01 23:21:30.691341,slurm_normal,1427930698.0,0,1.0,main_w2_handler1,2210200,9119495,False,,3404914.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19112855,19112854,"""30""",32.0,,,,21311320,1427930684.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-01 23:25:01.165560,,1316908,vcf,3474336,vcf,14.0
,,2015-04-01 23:21:06.147634,slurm_normal,1427930625.0,0,1.0,main_w1_handler0,2210200,9119478,False,,3404905.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19112808,19112807,"""30""",32.0,,,,21311320,1427930617.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-01 23:23:47.783683,,1308205,vcf,3541825,vcf,8.0
,,2015-04-01 23:21:13.836354,slurm_normal,1427930744.0,0,1.0,main_w1_handler0,2210200,9119484,False,,3404920.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19112819,19112818,"""30""",32.0,,,,21311320,1427930737.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-01 23:25:45.708256,,1326243,vcf,3525249,vcf,7.0
,,2015-04-01 23:21:11.378514,slurm_normal,1427930717.0,0,1.0,main_w1_handler0,2210200,9119482,False,,3404916.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19112814,19112813,"""30""",32.0,,,,21311320,1427930705.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-01 23:25:18.929887,,1304825,vcf,3213972,vcf,12.0
,,2015-04-01 23:21:15.172979,slurm_normal,1427930793.0,0,1.0,main_w1_handler0,2210200,9119485,False,,3404926.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19112824,19112822,"""30""",32.0,,,,21311320,1427930786.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-01 23:26:34.421633,,1320643,vcf,3405001,vcf,7.0
,,2015-04-01 23:21:37.350592,slurm_normal,1427930770.0,0,1.0,main_w1_handler1,2210200,9119500,False,,3404923.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19112872,19112871,"""30""",32.0,,,,21311320,1427930764.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-01 23:26:12.387974,,1341194,vcf,3553818,vcf,6.0
,,2015-04-01 23:21:09.682504,slurm_normal,1427930540.0,0,1.0,main_w1_handler1,2210200,9119480,False,,3404896.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19112812,19112811,"""30""",32.0,,,,21311320,1427930529.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-01 23:22:22.806809,,1336268,vcf,3633979,vcf,11.0
,,2015-04-01 23:21:26.873124,slurm_normal,1427930629.0,0,1.0,main_w1_handler1,2210200,9119492,False,,3404906.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19112848,19112846,"""30""",32.0,,,,21311320,1427930617.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-01 23:23:52.384812,,1313451,vcf,3328229,vcf,12.0
,,2015-04-01 23:21:12.204709,slurm_normal,1427930728.0,0,1.0,main_w1_handler0,2210200,9119483,False,,3404917.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19112817,19112815,"""30""",32.0,,,,21311320,1427930721.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-01 23:25:31.388153,,1322662,vcf,3468617,vcf,7.0
,,2015-04-01 23:21:28.326006,slurm_normal,1427930828.0,0,1.0,main_w1_handler0,2210200,9119493,False,,3404931.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19112850,19112849,"""30""",32.0,,,,21311320,1427930818.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-01 23:27:08.880365,,1337512,vcf,3577146,vcf,10.0
,,2015-04-01 23:21:32.225549,slurm_normal,1427930839.0,0,1.0,main_w1_handler0,2210200,9119496,False,,3404933.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19112860,19112856,"""30""",32.0,,,,21311320,1427930833.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-01 23:27:20.724873,,1326325,vcf,3473550,vcf,6.0
,,2015-04-08 12:02:42.573611,slurm_normal,1428494610.0,0,1.0,main_w1_handler0,2204186,9170467,False,,3450346.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""","""-i""","""False""",0,sacCer3,,,cached,19082504,19082491,"""30""",32.0,,,,22121278,1428494600.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-08 12:03:40.909613,53715.0,8336075,vcf,8538316,vcf,10.0
,,2015-04-08 12:10:23.361369,slurm_normal,1428495055.0,0,1.0,main_w2_handler0,2204186,9170592,False,,3450421.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""False""","""-i""","""False""",0,sacCer3,,,cached,19082507,19082501,"""30""",32.0,,,,22121278,1428495046.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-08 12:11:00.516091,53715.0,8280489,vcf,8299436,vcf,9.0
,,2015-05-05 20:34:56.546556,slurm_normal,1430858127.0,0,1.0,main_w2_handler0,975936,9403594,False,,3734344.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""-i""","""False""",0,Homo_sapiens_nuHg19_mtrCRS,,,cached,17359749,17359749,"""30""",32.0,,,,22898746,1430858117.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-05-05 20:35:35.030407,22418.0,1368840,vcf,1368840,vcf,10.0
,,2015-05-05 20:36:54.108358,slurm_normal,1430858237.0,0,1.0,main_w1_handler1,975936,9403603,False,,3734364.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""-i""","""False""",0,Homo_sapiens_nuHg19_mtrCRS,,,cached,17359749,17257764,"""30""",32.0,,,,22898746,1430858229.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-05-05 20:37:20.784106,22418.0,1368840,vcf,1403865,vcf,8.0
,,2015-04-03 16:28:47.420704,slurm_normal,1428078578.0,0,1.0,main_w2_handler0,2210200,9135051,False,,3418162.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19138251,19138250,"""30""",32.0,,,,21311320,1428078547.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-03 16:29:40.460463,,1314400,vcf,3428146,vcf,31.0
,,2015-04-03 18:16:00.246149,slurm_normal,1428084994.0,0,1.0,main_w2_handler0,2210200,9135922,False,,3418945.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19138955,19138954,"""30""",32.0,,,,21311320,1428084992.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-03 18:16:38.830862,,84548,vcf,85661,vcf,2.0
,,2015-04-03 18:15:53.201119,slurm_normal,1428085087.0,0,1.0,main_w2_handler0,2210200,9135918,False,,3418954.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19138942,19138937,"""30""",32.0,,,,21311320,1428085082.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-03 18:18:10.156965,,73069,vcf,74818,vcf,5.0
,,2015-04-03 18:15:54.776089,slurm_normal,1428085024.0,0,1.0,main_w1_handler1,2210200,9135919,False,,3418947.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19138944,19138943,"""30""",32.0,,,,21311320,1428085022.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-03 18:17:07.977120,,73388,vcf,76697,vcf,2.0
,,2015-04-03 18:16:15.394683,slurm_normal,1428085294.0,0,1.0,main_w2_handler1,2210200,9135933,False,,3418976.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19138989,19138987,"""30""",32.0,,,,21311320,1428085292.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-03 18:21:36.172230,,72669,vcf,75324,vcf,2.0
,,2015-04-03 18:16:10.512457,slurm_normal,1428085085.0,0,1.0,main_w2_handler1,2210200,9135929,False,,3418955.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19138971,19138970,"""30""",32.0,,,,21311320,1428085082.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-03 18:18:11.176945,,68333,vcf,72910,vcf,3.0
,,2015-04-03 18:16:17.119860,slurm_normal,1428085235.0,0,1.0,main_w1_handler1,2210200,9135934,False,,3418973.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19138991,19138990,"""30""",32.0,,,,21311320,1428085232.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-03 18:20:40.367535,,77387,vcf,78367,vcf,3.0
,,2015-04-03 18:16:22.189297,slurm_normal,1428085445.0,0,1.0,main_w1_handler0,2210200,9135938,False,,3418993.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19139000,19138999,"""30""",32.0,,,,21311320,1428085442.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-03 18:24:08.781792,,75657,vcf,76381,vcf,3.0
,,2015-04-03 18:15:51.591080,slurm_normal,1428085175.0,0,1.0,main_w1_handler0,2210200,9135917,False,,3418964.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19138936,19138935,"""30""",32.0,,,,21311320,1428085172.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-03 18:19:36.838655,,71025,vcf,74108,vcf,3.0
,,2015-04-03 18:16:20.865663,slurm_normal,1428085416.0,0,1.0,main_w1_handler0,2210200,9135937,False,,3418990.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19138998,19138997,"""30""",32.0,,,,21311320,1428085412.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-03 18:23:40.446951,,75702,vcf,78380,vcf,4.0
,,2015-04-03 18:15:57.021927,slurm_normal,1428085205.0,0,1.0,main_w1_handler0,2210200,9135920,False,,3418970.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19138949,19138946,"""30""",32.0,,,,21311320,1428085202.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-03 18:20:07.638254,,72428,vcf,74275,vcf,3.0
,,2015-04-03 18:16:08.516615,slurm_normal,1428085205.0,0,1.0,main_w1_handler1,2210200,9135928,False,,3418969.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19138969,19138966,"""30""",32.0,,,,21311320,1428085202.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-03 18:20:08.271482,,74046,vcf,76696,vcf,3.0
,,2015-04-03 18:16:03.350287,slurm_normal,1428085054.0,0,1.0,main_w2_handler1,2210200,9135924,False,,3418950.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19138959,19138958,"""30""",32.0,,,,21311320,1428085052.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-03 18:17:35.927979,,74724,vcf,77135,vcf,2.0
,,2015-04-03 18:16:11.389960,slurm_normal,1428085146.0,0,1.0,main_w2_handler0,2210200,9135930,False,,3418962.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19138974,19138972,"""30""",32.0,,,,21311320,1428085142.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-03 18:19:08.342102,,72470,vcf,75613,vcf,4.0
,,2015-04-03 18:16:01.380473,slurm_normal,1428085329.0,0,1.0,main_w1_handler0,2210200,9135923,False,,3418980.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19138957,19138956,"""30""",32.0,,,,21311320,1428085322.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-03 18:22:13.313723,,72114,vcf,74204,vcf,7.0
,,2015-04-03 18:15:49.984541,slurm_normal,1428084969.0,0,1.0,main_w1_handler0,2210200,9135916,False,,3418944.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19138934,19138933,"""30""",32.0,,,,21311320,1428084962.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-03 18:16:13.831681,,71986,vcf,75029,vcf,7.0
,,2015-04-03 18:16:06.149201,slurm_normal,1428085357.0,0,1.0,main_w1_handler0,2210200,9135926,False,,3418986.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19138963,19138962,"""30""",32.0,,,,21311320,1428085352.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-03 18:22:40.023357,,73882,vcf,76239,vcf,5.0
,,2015-04-03 18:16:07.058587,slurm_normal,1428085114.0,0,1.0,main_w2_handler0,2210200,9135927,False,,3418959.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19138965,19138964,"""30""",32.0,,,,21311320,1428085112.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-03 18:18:36.404508,,69795,vcf,73105,vcf,2.0
,,2015-04-03 18:16:13.885891,slurm_normal,1428085264.0,0,1.0,main_w2_handler0,2210200,9135932,False,,3418974.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19138985,19138982,"""30""",32.0,,,,21311320,1428085262.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-03 18:21:11.067236,,74937,vcf,76728,vcf,2.0
,,2015-04-03 18:16:17.925108,slurm_normal,1428085506.0,0,1.0,main_w2_handler1,2210200,9135935,False,,3418997.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19138993,19138992,"""30""",32.0,,,,21311320,1428085502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-03 18:25:10.232667,,71052,vcf,72221,vcf,4.0
,,2015-04-03 18:16:04.805098,slurm_normal,1428085144.0,0,1.0,main_w1_handler1,2210200,9135925,False,,3418961.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19138961,19138960,"""30""",32.0,,,,21311320,1428085142.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-03 18:19:07.068552,,76156,vcf,78777,vcf,2.0
,,2015-04-03 19:04:03.871891,slurm_normal,1428087876.0,0,1.0,main_w2_handler0,2210200,9136179,False,,3419196.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19139692,19139691,"""30""",32.0,,,,21311320,1428087872.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-03 19:04:39.657880,,68625,vcf,72142,vcf,4.0
,,2015-04-03 18:15:58.304782,slurm_normal,1428085296.0,0,1.0,main_w1_handler0,2210200,9135921,False,,3418977.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg19,,,cached,19138951,19138950,"""30""",32.0,,,,21311320,1428085292.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-04-03 18:21:38.902390,,85021,vcf,88784,vcf,4.0
