chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB1,inputB10,inputB10_filetype,inputB11,inputB11_filetype,inputB12,inputB12_filetype,inputB13,inputB13_filetype,inputB14,inputB14_filetype,inputB15,inputB15_filetype,inputB16,inputB16_filetype,inputB17,inputB17_filetype,inputB1_filetype,inputB2,inputB2_filetype,inputB3,inputB3_filetype,inputB4,inputB4_filetype,inputB5,inputB5_filetype,inputB6,inputB6_filetype,inputB7,inputB7_filetype,inputB8,inputB8_filetype,inputB9,inputB9_filetype,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.d,parameters.dbkey,parameters.hist,parameters.inputA.values,parameters.inputB.values,parameters.split,parameters.strandedness,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-03-19 04:51:02.220849,slurm_normal,1489899085.0,0,1.0,main_w3_handler1,2983172,15334420,False,,95447,bed,251323920,251323920,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,9474599.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""true""","[{'src': 'hda', 'id': 28818028}]","[{'src': 'hda', 'id': 28816581}]","""false""","""false""",32.0,,35826724.0,1489899067.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2017-03-19 04:51:28.414489,,18.0
,,2016-10-13 08:11:28.191930,slurm_normal,1476346336.0,0,1.0,main_w4_handler1,2851861,14070963,False,,103582,bed,32567407,32567407,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,8287947.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""true""","""hg19""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b51187d782f56b3400'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b55e635257fc4c4fc4'}]","""false""","""false""",32.0,,33445106.0,1476346327.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-10-13 08:12:19.402168,42091.0,9.0
,,2016-09-09 23:16:34.406159,slurm_normal,1473463013.0,0,1.0,main_w4_handler1,2776708,13819296,False,,9329,bed,28950921,28950921,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,8040934.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""true""","""hg_g1k_v37""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5703979b8b13adfa7'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5904d60ddd0ae2647'}]","""false""","""false""",32.0,,31312138.0,1473463008.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-09-09 23:16:55.874656,87062.0,5.0
,,2016-06-21 15:04:31.781361,slurm_normal,1466521487.0,0,1.0,main_w1_handler0,2697353,13225854,False,,300147938,bam,793152,793152,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7410586.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5907d47ff2f2bf0f9'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b598ab5806a8a961c5'}]","""false""","""false""",32.0,,30882266.0,1466521484.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-06-21 15:04:49.816415,83353.0,3.0
,,2016-06-21 15:07:40.220495,slurm_normal,1466521672.0,0,1.0,main_w1_handler0,2697353,13225870,False,,324414817,bam,793152,793152,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7410609.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5594f603abe64c866'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b598ab5806a8a961c5'}]","""false""","""false""",32.0,,30882266.0,1466521669.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-06-21 15:07:53.609554,83353.0,3.0
,,2016-06-21 15:10:57.158758,slurm_normal,1466521877.0,0,1.0,main_w2_handler0,2697353,13225902,False,,324414817,bam,793152,793152,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7410646.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5594f603abe64c866'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b598ab5806a8a961c5'}]","""false""","""false""",32.0,,30882266.0,1466521873.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-06-21 15:11:22.261001,83353.0,4.0
,,2016-06-21 15:10:56.474387,slurm_normal,1466521877.0,0,1.0,main_w2_handler0,2697353,13225900,False,,300147938,bam,793152,793152,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7410645.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5907d47ff2f2bf0f9'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b598ab5806a8a961c5'}]","""false""","""false""",32.0,,30882266.0,1466521873.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-06-21 15:11:21.397519,83353.0,4.0
,,2016-06-21 15:13:32.966596,slurm_normal,1466522031.0,0,1.0,main_w1_handler0,2697353,13225924,False,,324414817,bam,793152,793152,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7410668.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5594f603abe64c866'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b598ab5806a8a961c5'}]","""false""","""false""",32.0,,30882266.0,1466522028.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-06-21 15:13:52.350633,83353.0,3.0
,,2016-06-21 17:12:48.029035,slurm_normal,1466529186.0,0,1.0,main_w2_handler1,2745553,13226913,False,,70158,bed,61538001,61538001,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,7411707.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b59760d788ff9f8e32'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f7dca22ccb1431a3'}]","""false""","""false""",32.0,,30986225.0,1466529182.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-06-21 17:13:08.775734,86432.0,4.0
,,2016-06-21 17:13:55.267332,slurm_normal,1466529253.0,0,1.0,main_w1_handler1,2745553,13226941,False,,70158,bed,61538001,61538001,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,7411715.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b59760d788ff9f8e32'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f7dca22ccb1431a3'}]","""false""","""false""",32.0,,30986225.0,1466529249.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-06-21 17:14:15.573927,86432.0,4.0
,,2016-09-10 15:51:53.413770,slurm_normal,1473522803.0,0,1.0,main_w4_handler1,2812441,13820880,False,,61631660,bam,61636672,61636672,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,8042583.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""true""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5469a044f83cbc6b2'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e2bab14a518e8ceb'}]","""true""","""false""",32.0,,32860051.0,1473522796.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-09-10 15:53:25.489440,89303.0,7.0
,,2016-09-10 16:37:14.948428,slurm_normal,1473525658.0,0,1.0,main_w4_handler0,2816236,13820991,False,,145071381,bam,145071381,145071381,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,8042704.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""true""","""?""","""true""","[{'src': 'hda', 'id': 'bbd44e69cb8906b545e019b5fd303c75'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b545e019b5fd303c75'}]","""false""","""false""",32.0,,32860051.0,1473525649.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-09-10 16:40:59.554019,89303.0,9.0
,,2016-09-15 17:50:26.375496,slurm_normal,1473961930.0,0,1.0,main_w3_handler0,2821455,13858935,False,,4224865,bed,15812,15812,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,8082039.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b532008479bbef4295'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b52460a6c48f0c3d42'}]","""false""","""false""",32.0,,32712034.0,1473961920.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-09-15 17:52:15.554038,70266.0,10.0
,,2016-09-15 17:34:41.889205,slurm_normal,1473960988.0,0,1.0,main_w3_handler0,2821455,13858813,False,,4224865,bed,17185,17185,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,8081910.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b532008479bbef4295'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b54364bab0d26b283b'}]","""false""","""false""",32.0,,32712034.0,1473960949.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-09-15 17:36:31.435402,70266.0,39.0
,,2016-06-25 03:36:52.873240,slurm_normal,1466825861.0,0,1.0,main_w1_handler1,2749534,13258279,False,,65266,bed,4494,4494,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7445299.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""false""","""mm9""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b50622cb7e4f6f7148'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5760e5915e5e5042e'}]","""false""","""false""",32.0,,30810736.0,1466825856.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-06-25 03:37:42.491872,27915.0,5.0
,,2016-06-25 03:36:24.051549,slurm_normal,1466825839.0,0,1.0,main_w1_handler0,2749534,13258277,False,,65266,bed,2024,2024,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7445298.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""false""","""mm9""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b50622cb7e4f6f7148'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b52deef10ceea7b08c'}]","""false""","""false""",32.0,,30810736.0,1466825834.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-06-25 03:37:20.144150,27915.0,5.0
,,2016-09-12 08:53:24.638161,slurm_normal,1473670420.0,0,1.0,main_w3_handler0,2815150,13829297,False,,53325220,bam,53325220,53325220,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,8051236.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b575f3230c1ad1dfc7'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b575f3230c1ad1dfc7'}]","""false""","""false""",32.0,,32903680.0,1473670416.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-09-12 08:53:42.446001,45912.0,4.0
,,2016-10-14 13:48:46.049939,slurm_normal,1476453002.0,0,1.0,main_w4_handler1,2836441,14082211,False,,6447497,bed,1063718,1063718,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,8298560.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b539f646a722dbc90e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b52b7e8d2eb6573d3b'}]","""false""","""false""",32.0,,32849595.0,1476452991.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-10-14 13:50:06.470846,89789.0,11.0
,,2016-06-30 19:15:17.075329,slurm_normal,1467314134.0,0,1.0,main_w1_handler0,2738677,13298918,False,,146718380,bam,792,792,,,,,,,,,,,,,,,,,txt,,,,,,,,,,,,,,,,,txt,7500707.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5dba939b7fc98f028'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b54fb1bb77c0be8088'}]","""false""","""false""",32.0,,30882266.0,1467314129.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-06-30 19:15:35.971790,83353.0,5.0
,,2017-03-19 13:47:20.618638,slurm_normal,1489931300.0,0,1.0,main_w4_handler1,2917373,15336013,False,,332408,bed,344035532,344035532,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,9475997.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","[{'src': 'hda', 'id': 28622712}]","[{'src': 'hda', 'id': 28520316}]","""false""","""false""",32.0,,36481463.0,1489931246.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2017-03-19 13:48:27.791652,81867.0,54.0
,,2016-07-01 20:34:05.198329,slurm_normal,1467405439.0,0,1.0,main_w1_handler0,2748255,13308949,False,,538,bed,946551,946551,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7510827.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ffb0ab75ebe76c52'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ba835b208aaa28d8'}]","""false""","""true""",32.0,,31047820.0,1467405347.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-07-01 20:37:22.378797,86540.0,92.0
,,2016-07-01 20:42:51.070189,slurm_normal,1467405893.0,0,1.0,main_w1_handler0,2748255,13309059,False,,5570,bed,946551,946551,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7510903.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5df81d9046cfd401e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ba835b208aaa28d8'}]","""false""","""true""",32.0,,31047820.0,1467405805.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-07-01 20:44:54.373211,86540.0,88.0
,,2016-07-01 20:43:29.851632,slurm_normal,1467406042.0,0,1.0,main_w1_handler1,2748255,13309081,False,,4169,bed,586413,586413,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7510938.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b521ae5ee0bf137810'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a6cee383aca35cbe'}]","""false""","""true""",32.0,,31047820.0,1467405988.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-07-01 20:47:24.100838,86540.0,54.0
,,2016-10-16 17:56:41.341263,slurm_normal,1476640629.0,0,1.0,main_w4_handler1,2856907,14092847,False,,188464,bed,35770086,35770086,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,8308755.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b11658a2ed63e8b7'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5683315b9cfb65f3f'}]","""false""","""false""",32.0,,32712034.0,1476640623.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-10-16 17:57:11.460577,70266.0,6.0
,,2017-03-19 14:41:10.935865,slurm_normal,1489934481.0,0,1.0,main_w4_handler1,2917373,15336313,False,,332408,bed,104430,104430,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,9476318.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","[{'src': 'hda', 'id': 28622712}]","[{'src': 'hda', 'id': 28826234}]","""false""","""false""",32.0,,36481463.0,1489934477.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2017-03-19 14:41:24.420260,81867.0,4.0
