chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB1,inputB10,inputB10_filetype,inputB11,inputB11_filetype,inputB12,inputB12_filetype,inputB13,inputB13_filetype,inputB14,inputB14_filetype,inputB15,inputB15_filetype,inputB16,inputB16_filetype,inputB17,inputB17_filetype,inputB1_filetype,inputB2,inputB2_filetype,inputB3,inputB3_filetype,inputB4,inputB4_filetype,inputB5,inputB5_filetype,inputB6,inputB6_filetype,inputB7,inputB7_filetype,inputB8,inputB8_filetype,inputB9,inputB9_filetype,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.d,parameters.dbkey,parameters.hist,parameters.inputA.values,parameters.inputB.values,parameters.split,parameters.strandedness,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-03-19 04:53:02.827266,slurm_normal,1489899207.0,0,1.0,main_w3_handler0,2983172,15334422,False,,95447,bed,251323920,251323920,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,9474603.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","[{'src': 'hda', 'id': 28818028}]","[{'src': 'hda', 'id': 28816581}]","""false""","""false""",32.0,,35826724.0,1489899185.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2017-03-19 04:53:28.869807,,22.0
,,2016-06-20 12:03:35.450913,slurm_normal,1466424232.0,0,1.0,main_w2_handler1,2744035,13209764,False,,24667292,bam,33,33,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7394263.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fac9320586488b8b'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5766104f2298556d0'}]","""false""","""false""",32.0,,30826106.0,1466424229.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-06-20 12:03:53.706472,57799.0,3.0
,,2016-06-20 16:03:25.518775,slurm_normal,1466438629.0,0,1.0,main_w1_handler1,2637433,13212266,False,,273069,bed,11836350975,11836350975,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,7396871.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""true""","""sacCer3""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fae1ed050094c453'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b567e7e27f19326240'}]","""false""","""true""",32.0,,29806585.0,1466438624.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-06-20 16:03:53.010176,66211.0,5.0
,,2016-06-20 13:14:15.648443,slurm_normal,1466428475.0,0,1.0,main_w1_handler1,2637433,13210282,False,,1456941,gtf,11836350975,11836350975,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,7394840.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""true""","""sacCer3""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b59233fb7fafcc525e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b567e7e27f19326240'}]","""false""","""true""",32.0,,30962430.0,1466428472.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-06-20 13:14:53.432710,66211.0,3.0
,,2017-03-06 18:16:07.671716,slurm_normal,1488824189.0,0,1.0,main_w3_handler1,3000359,15222383,False,,11734,bed,121074900,121074900,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,9370998.roundup,slurm,,132112168.0,corral-repl,,"""f68987ce029811e7b818005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","[{'src': 'hda', 'id': 28404002}]","[{'src': 'hda', 'id': 28578037}]","""false""","""false""",32.0,,,1488824177.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2017-03-06 18:16:31.371045,45912.0,12.0
,,2016-06-21 09:28:26.520451,slurm_normal,1466501330.0,0,1.0,main_w1_handler0,2677177,13222281,False,,96360294,bam,885960,885960,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7406700.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""true""","""?""","""true""","[{'src': 'hda', 'id': 'bbd44e69cb8906b595fde87a1a58674b'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b577b97c819e1ca355'}]","""false""","""false""",32.0,,29700207.0,1466501327.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-06-21 09:28:52.968162,,3.0
,,2016-06-21 09:29:09.512113,slurm_normal,1466501363.0,0,1.0,main_w1_handler0,2677177,13222316,False,,96360294,bam,885960,885960,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7406715.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b595fde87a1a58674b'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b577b97c819e1ca355'}]","""false""","""false""",32.0,,29700207.0,1466501360.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-06-21 09:29:26.931073,,3.0
,,2016-06-21 09:31:10.838606,slurm_normal,1466501485.0,0,1.0,main_w1_handler1,2677177,13222445,False,,96360294,bam,200056,200056,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7406739.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""true""","""?""","""true""","[{'src': 'hda', 'id': 'bbd44e69cb8906b595fde87a1a58674b'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b595681e7e09be2152'}]","""false""","""false""",32.0,,29700207.0,1466501482.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-06-21 09:31:27.782515,,3.0
,,2016-10-13 06:40:16.027497,slurm_normal,1476340834.0,0,1.0,main_w4_handler1,2851861,14070251,False,,116634,bed,34699031,34699031,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,8287280.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""true""","""hg19""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b53a9abf0fca9f895e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b58d9a910e7657a4e9'}]","""false""","""false""",32.0,,33445106.0,1476340822.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-10-13 06:40:37.612102,42091.0,12.0
,,2016-06-21 10:34:01.461266,slurm_normal,1466505259.0,0,1.0,main_w1_handler0,2736846,13223080,False,,261178827,bam,261178827,261178827,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,7407483.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b55e9dbe0e71fe5c5b'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b55e9dbe0e71fe5c5b'}]","""false""","""false""",32.0,,30967627.0,1466505255.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-06-21 10:34:23.210009,75878.0,4.0
