BED,BED1,BED1_filetype,BED2,BED2_filetype,BED3,BED3_filetype,BED4,BED4_filetype,BED5,BED5_filetype,BED6,BED6_filetype,BED7,BED7_filetype,BED8,BED8_filetype,BED_filetype,bamfiles,bamfiles1,bamfiles10,bamfiles10_filetype,bamfiles11,bamfiles11_filetype,bamfiles12,bamfiles12_filetype,bamfiles13,bamfiles13_filetype,bamfiles14,bamfiles14_filetype,bamfiles15,bamfiles15_filetype,bamfiles16,bamfiles16_filetype,bamfiles17,bamfiles17_filetype,bamfiles18,bamfiles18_filetype,bamfiles19,bamfiles19_filetype,bamfiles1_filetype,bamfiles2,bamfiles20,bamfiles20_filetype,bamfiles21,bamfiles21_filetype,bamfiles22,bamfiles22_filetype,bamfiles23,bamfiles23_filetype,bamfiles24,bamfiles24_filetype,bamfiles25,bamfiles25_filetype,bamfiles26,bamfiles26_filetype,bamfiles27,bamfiles27_filetype,bamfiles28,bamfiles28_filetype,bamfiles29,bamfiles29_filetype,bamfiles2_filetype,bamfiles3,bamfiles30,bamfiles30_filetype,bamfiles31,bamfiles31_filetype,bamfiles32,bamfiles32_filetype,bamfiles33,bamfiles33_filetype,bamfiles34,bamfiles34_filetype,bamfiles35,bamfiles35_filetype,bamfiles36,bamfiles36_filetype,bamfiles37,bamfiles37_filetype,bamfiles38,bamfiles38_filetype,bamfiles39,bamfiles39_filetype,bamfiles3_filetype,bamfiles4,bamfiles40,bamfiles40_filetype,bamfiles41,bamfiles41_filetype,bamfiles42,bamfiles42_filetype,bamfiles43,bamfiles43_filetype,bamfiles44,bamfiles44_filetype,bamfiles45,bamfiles45_filetype,bamfiles46,bamfiles46_filetype,bamfiles47,bamfiles47_filetype,bamfiles48,bamfiles48_filetype,bamfiles4_filetype,bamfiles5,bamfiles5_filetype,bamfiles6,bamfiles6_filetype,bamfiles7,bamfiles7_filetype,bamfiles8,bamfiles8_filetype,bamfiles9,bamfiles9_filetype,bamfiles_filetype,blackListFileName,blackListFileName1,blackListFileName1_filetype,blackListFileName_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.BED.values,parameters.advancedOpt.__current_case__,parameters.advancedOpt.alpha,parameters.advancedOpt.blackListFileName.values,parameters.advancedOpt.centerReads,parameters.advancedOpt.colors,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.keepExons,parameters.advancedOpt.labels,parameters.advancedOpt.maxFragmentLength,parameters.advancedOpt.minFragmentLength,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.numPlotsPerRow,parameters.advancedOpt.perSample,parameters.advancedOpt.plotHeight,parameters.advancedOpt.plotTitle,parameters.advancedOpt.plotWidth,parameters.advancedOpt.regionLabels,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.variableScales,parameters.bamfiles.values,parameters.chromInfo,parameters.dbkey,parameters.outFileFormat,parameters.outRawCounts,parameters.region,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
61,61,bed,,,,,,,,,,,,,,,bed,10934164,10934164,3151876.0,bam,4379140.0,bam,2603622.0,bam,2381667.0,bam,3391924.0,bam,2888100.0,bam,795343.0,bam,1135063.0,bam,1520355.0,bam,1591503.0,bam,bam,14195729.0,983182.0,bam,2515372.0,bam,2251365.0,bam,2450860.0,bam,1035766.0,bam,3593213.0,bam,2916939.0,bam,2664609.0,bam,12491452.0,bam,2927107.0,bam,bam,13065940.0,1788235.0,bam,8891716.0,bam,11937075.0,bam,12260030.0,bam,14698219.0,bam,11773306.0,bam,13079973.0,bam,12190364.0,bam,11737993.0,bam,13078915.0,bam,bam,7783848.0,14399084.0,bam,,,,,,,,,,,,,,,,,bam,18378972.0,bam,12384924.0,bam,15656503.0,bam,15131427.0,bam,13915228.0,bam,bam,,,,,2017-03-14 06:23:45.100821,slurm_normal,1489518283.0,0,1.0,main_w4_handler0,3030448,15288541,False,,9432295.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 28746784}]",0.0,,,,,,,,,,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 28746684}, {'src': 'hda', 'id': 28746685}, {'src': 'hda', 'id': 28746686}, {'src': 'hda', 'id': 28746687}, {'src': 'hda', 'id': 28746688}, {'src': 'hda', 'id': 28746690}, {'src': 'hda', 'id': 28746692}, {'src': 'hda', 'id': 28746693}, {'src': 'hda', 'id': 28746696}, {'src': 'hda', 'id': 28746697}, {'src': 'hda', 'id': 28746698}, {'src': 'hda', 'id': 28746699}, {'src': 'hda', 'id': 28746700}, {'src': 'hda', 'id': 28746701}, {'src': 'hda', 'id': 28746702}, {'src': 'hda', 'id': 28746703}, {'src': 'hda', 'id': 28746704}, {'src': 'hda', 'id': 28746705}, {'src': 'hda', 'id': 28746706}, {'src': 'hda', 'id': 28746707}, {'src': 'hda', 'id': 28746708}, {'src': 'hda', 'id': 28746709}, {'src': 'hda', 'id': 28746710}, {'src': 'hda', 'id': 28746711}, {'src': 'hda', 'id': 28746712}, {'src': 'hda', 'id': 28746715}, {'src': 'hda', 'id': 28746716}, {'src': 'hda', 'id': 28746718}, {'src': 'hda', 'id': 28746719}, {'src': 'hda', 'id': 28746720}, {'src': 'hda', 'id': 28746753}, {'src': 'hda', 'id': 28746754}, {'src': 'hda', 'id': 28746755}, {'src': 'hda', 'id': 28746758}, {'src': 'hda', 'id': 28746760}, {'src': 'hda', 'id': 28746761}, {'src': 'hda', 'id': 28746762}, {'src': 'hda', 'id': 28746763}, {'src': 'hda', 'id': 28746764}, {'src': 'hda', 'id': 28746766}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""png""","""false""","""""",32.0,,36583920,1489472755.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.6.0,2.3.6.0,,2017-03-14 19:29:50.724174,,45528.0
4064,4064,bed,,,,,,,,,,,,,,,bed,20885693,20885693,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,4757.0,4757.0,bed,bed,2017-03-15 21:34:29.142916,slurm_normal,1489614500.0,0,1.0,main_w3_handler1,1534174,15307372,False,,9449520.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 28517735}]",1.0,0.9,"[{'src': 'hda', 'id': 28517734}]",false,,0.0,no,false,false,,0,0,1,4,false,20,,20,,,,yes,false,"[{'src': 'hda', 'id': 28517731}]","""/galaxy-repl/localdata/chrom/hg19Patch10.len""","""hg19Patch10""","""png""","""false""","""""",32.0,,36272512,1489613899.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.6.0,2.3.6.0,,2017-03-15 21:48:26.092336,37297.0,601.0
1779615,1779615,bed,,,,,,,,,,,,,,,bed,3423001145,3423001145,3592907190.0,bam,2949023545.0,bam,2790876601.0,bam,3199219583.0,bam,3648856122.0,bam,3876278293.0,bam,3994796291.0,bam,,,,,,,bam,3364857654.0,,,,,,,,,,,,,,,,,,,,,bam,3115509907.0,,,,,,,,,,,,,,,,,,,,,bam,3006515373.0,,,,,,,,,,,,,,,,,,,bam,2917390154.0,bam,3179900716.0,bam,2760786850.0,bam,4174534090.0,bam,3330739739.0,bam,bam,,,,,2017-03-17 12:47:58.996926,slurm_normal,1489778556.0,0,1.0,main_w3_handler1,2388324,15324040,False,,9464846.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 25306804}]",,,,,,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 27536614}, {'src': 'hda', 'id': 27539074}, {'src': 'hda', 'id': 27539596}, {'src': 'hda', 'id': 27595308}, {'src': 'hda', 'id': 27595401}, {'src': 'hda', 'id': 27595462}, {'src': 'hda', 'id': 27596732}, {'src': 'hda', 'id': 27596733}, {'src': 'hda', 'id': 27597290}, {'src': 'hda', 'id': 27597291}, {'src': 'hda', 'id': 27597772}, {'src': 'hda', 'id': 27597897}, {'src': 'hda', 'id': 27630179}, {'src': 'hda', 'id': 27630491}, {'src': 'hda', 'id': 27634074}, {'src': 'hda', 'id': 27634075}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""png""","""false""","""""",32.0,,36682812,1489754951.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.6.0,2.3.6.0,,2017-03-17 19:22:41.377379,64160.0,23605.0
21327,21327,bed,,,,,,,,,,,,,,,bed,430824323,430824323,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,2017-03-18 03:39:40.342990,slurm_normal,1489808681.0,0,1.0,main_w3_handler0,3012520,15329296,False,,9469869.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 28814278}]",0.0,,,,,,,,,,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 28544849}]","""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","""png""","""false""","""""",32.0,,36313356,1489808532.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.6.0,2.3.6.0,,2017-03-18 03:44:42.633460,94782.0,149.0
35364,35364,bed,,,,,,,,,,,,,,,bed,94834392,94834392,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,2017-01-09 22:27:04.634961,slurm_normal,1484001160.0,0,1.0,main_w4_handler0,2928921,14720076,False,,8889015.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 27859853}]",0.0,,,,,,,,,,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 27857829}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""png""","""true""","""""",32.0,,34831412,1484000996.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.6.0,2.3.6.0,,2017-01-09 22:32:43.994569,96829.0,164.0
190274,190274,bed,,,,,,,,,,,,,,,bed,236660470,236660470,43279183.0,bam,,,,,,,,,,,,,,,,,,,bam,86907566.0,,,,,,,,,,,,,,,,,,,,,bam,48069551.0,,,,,,,,,,,,,,,,,,,,,bam,84094257.0,,,,,,,,,,,,,,,,,,,bam,96768359.0,bam,91273407.0,bam,79427498.0,bam,27847054.0,bam,35255513.0,bam,bam,,,,,2017-01-10 11:56:52.258662,slurm_normal,1484050974.0,0,1.0,main_w4_handler0,2635842,14723090,False,,8891741.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 27865639}]",0.0,,,,,,,,,,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 27865570}, {'src': 'hda', 'id': 27865576}, {'src': 'hda', 'id': 27865581}, {'src': 'hda', 'id': 27865584}, {'src': 'hda', 'id': 27865587}, {'src': 'hda', 'id': 27865591}, {'src': 'hda', 'id': 27865597}, {'src': 'hda', 'id': 27865599}, {'src': 'hda', 'id': 27865603}, {'src': 'hda', 'id': 27865607}]","""/galaxy-repl/localdata/chrom/plasFalc3D7V12.len""","""plasFalc3D7V12""","""png""","""false""","""""",32.0,,35259890,1484049513.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.6.0,2.3.6.0,,2017-01-10 12:22:56.705384,46190.0,1461.0
138981993,138981993,bed,,,,,,,,,,,,,,,bed,1426951353,1426951353,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,2017-01-11 23:37:41.435423,slurm_normal,1484184321.0,0,1.0,main_w3_handler0,2946918,14745136,False,,8909603.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 27897892}]",0.0,,,,,,,,,,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 27896911}]","""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""","""png""","""false""","""chr1""",32.0,,35319324,1484177974.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.6.0,2.3.6.0,,2017-01-12 01:25:29.546202,97666.0,6347.0
7765041,7765041,gtf,,,,,,,,,,,,,,,gtf,2644228,2644228,,,,,,,,,,,,,,,,,,,,,bam,2654248.0,,,,,,,,,,,,,,,,,,,,,bam,2706455.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,2016-11-01 05:47:55.590001,slurm_normal,1477979491.0,0,1.0,main_w4_handler1,2876435,14222418,False,,8432600.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5447a83e9e713f092'}]",,,,,,,,,,,,,,,,,,,,,,,,"[{'src': 'hdca', 'id': 'e28457cb42f2c18c'}]","""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""png""","""true""","""""",32.0,,33563828,1477979409.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.6.0,2.3.6.0,,2016-11-01 05:51:35.140186,91875.0,82.0
3919593,3919593,bed,,,,,,,,,,,,,,,bed,1933898572,1933898572,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,2016-11-03 13:22:47.910378,slurm_normal,1478184947.0,0,1.0,main_w3_handler1,605821,14240762,False,,8450168.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58b05f9cf6b911a5c'}]",0.0,,,,,,,,,,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ba5b4b498d932b3d'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""png""","""false""","""""",32.0,,32631277,1478183560.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.6.0,2.3.6.0,,2016-11-03 14:55:51.459116,12956.0,1387.0
1079834,1079834,bed,,,,,,,,,,,,,,,bed,11863853180,11863853180,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,2016-11-06 09:07:16.989903,slurm_normal,1478429563.0,0,1.0,main_w3_handler1,2196193,14263149,False,,8471824.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ef3496664be3f687'}]",,,,,,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bba451e3ca52e884'}]","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""png""","""false""","""""",32.0,,34062686,1478426803.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.6.0,2.3.6.0,,2016-11-06 10:52:46.565248,37892.0,2760.0
894,894,bed,,,,,,,,,,,,,,,bed,172724557,172724557,,,,,,,,,,,,,,,,,,,,,bam,121484510.0,,,,,,,,,,,,,,,,,,,,,bam,7458953.0,,,,,,,,,,,,,,,,,,,,,bam,7458953.0,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,bam,,,,,2016-11-04 18:20:10.689528,slurm_normal,1478285092.0,0,1.0,main_w4_handler0,2880205,14255113,False,,8463806.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55f0cb05c8694626f'}]",0.0,,,,,,,,,,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56c2a97ff6f70f8cb'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58ccc063dd12830fc'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a2fbbb3bb30e60b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5787695ec2fef7e31'}]","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""png""","""false""","""""",32.0,,34069974,1478284116.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.6.0,2.3.6.0,,2016-11-04 18:45:03.865681,4519.0,976.0
83932,83932,bed,,,,,,,,,,,,,,,bed,66356066,66356066,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,2016-11-08 19:28:32.368330,slurm_normal,1478637707.0,0,1.0,main_w3_handler0,2876260,14288042,False,,8495928.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52a4a6cfb1331c379'}]",0.0,,,,,,,,,,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52ead4af6ce89c23f'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""png""","""false""","""""",32.0,,34007988,1478637388.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.6.0,2.3.6.0,,2016-11-08 20:41:49.625291,92427.0,319.0
83932,83932,bed,,,,,,,,,,,,,,,bed,64965381,64965381,,,,,,,,,,,,,,,,,,,,,bam,67817313.0,,,,,,,,,,,,,,,,,,,,,bam,67813331.0,,,,,,,,,,,,,,,,,,,,,bam,63831020.0,,,,,,,,,,,,,,,,,,,bam,66356066.0,bam,66356066.0,bam,,,,,,,bam,,,,,2016-11-08 22:22:26.352089,slurm_normal,1478649168.0,0,1.0,main_w4_handler0,2876260,14289372,False,,8497402.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52a4a6cfb1331c379'}]",0.0,,,,,,,,,,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52110d953151664f6'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53f2d7a83adb4514c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d4c49583c3444128'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59c4c78b5097da513'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52ead4af6ce89c23f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5e4b3a592ac86bc76'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""png""","""false""","""""",32.0,,34007988,1478644183.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.6.0,2.3.6.0,,2016-11-08 23:52:52.569562,92427.0,4985.0
23252,23252,bed,,,,,,,,,,,,,,,bed,12332791,12332791,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,2016-11-09 17:58:26.312781,slurm_normal,1478714940.0,0,1.0,main_w4_handler0,2510483,14297967,False,,8506037.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed178a13f9701d38'}]",0.0,,,,,,,,,,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5be822406439cbc41'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""png""","""false""","""""",32.0,,34170473,1478714681.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.6.0,2.3.6.0,,2016-11-09 18:09:05.348876,27642.0,259.0
7972,7972,bed,,,,,,,,,,,,,,,bed,2172069390,2172069390,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,2016-11-10 16:28:51.844553,slurm_normal,1478797398.0,0,1.0,main_w3_handler0,2820031,14308082,False,,8516441.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b527030b380c9f7645'}]",,,,,,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f117b451d216fd21'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""png""","""true""","""""",32.0,,34189777,1478796058.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.6.0,2.3.6.0,,2016-11-10 17:04:08.809614,55734.0,1340.0
999976,999976,bed,,,,,,,,,,,,,,,bed,2045806235,2045806235,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,2016-11-11 03:59:11.312622,slurm_normal,1478838291.0,0,1.0,main_w4_handler1,2883328,14312769,False,,8520955.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58606b8d9e84fbe7f'}]",0.0,,,,,,,,,,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b550d2e206da065462'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""png""","""false""","""""",32.0,,34180827,1478836920.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.6.0,2.3.6.0,,2016-11-11 04:24:54.677083,86398.0,1371.0
565410,565410,bed,,,,,,,,,,,,,,,bed,476748730,476748730,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,2016-11-12 16:08:37.235369,slurm_normal,1478967480.0,0,1.0,main_w4_handler1,2799745,14324929,False,,8532608.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55d9d37707a826d50'}]",,,,,,,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53f24b9c74d172998'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""png""","""false""","""""",32.0,,34171262,1478967092.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.6.0,2.3.6.0,,2016-11-12 16:18:03.501901,88896.0,388.0
10907040,10907040,bed,,,,,,,,,,,,,,,bed,377618066,377618066,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,2016-11-14 10:05:26.466171,slurm_normal,1479119189.0,0,1.0,main_w3_handler0,2893221,14333476,False,,8539860.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58081773b4a72daf8'}]",0.0,,,,,,,,,,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d8d6336194e87762'}]","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""png""","""false""","""""",32.0,,34239840,1479118529.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.6.0,2.3.6.0,,2016-11-14 10:26:30.854544,8768.0,660.0
93554,93554,bed,,,,,,,,,,,,,,,bed,325841405,325841405,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,2017-01-15 18:52:15.532856,slurm_normal,1484506730.0,0,1.0,main_w3_handler1,2897421,14772622,False,,8935444.roundup,slurm,,132111800.0,corral-repl,,"[{'src': 'hda', 'id': 27428573}]",0.0,,,,,,,,,,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 27895707}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""png""","""true""","""chr2""",32.0,,35388761,1484506455.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.6.0,2.3.6.0,,2017-01-15 18:58:52.407118,91209.0,275.0
582314635,582314635,bed,109525328.0,gtf,,,,,,,,,,,,,bed,2108015593,2108015593,,,,,,,,,,,,,,,,,,,,,bam,2366279533.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,2016-11-18 13:25:07.740099,slurm_normal,1479489344.0,0,1.0,main_w3_handler1,1796147,14376979,False,,8582402.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5763db7c9f9a7d59e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b51586a44f7aab07c6'}]",0.0,,,,,,,,,,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58ef6006eb55e296a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5cd0d154baae2b9fc'}]","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""png""","""false""","""""",32.0,,34309547,1479475643.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.6.0,2.3.6.0,,2016-11-18 17:15:50.769824,35884.0,13701.0
802,802,bed,,,,,,,,,,,,,,,bed,1659914387,1659914387,,,,,,,,,,,,,,,,,,,,,bam,1704511407.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,2016-11-16 09:52:45.054389,slurm_normal,1479294263.0,0,1.0,main_w3_handler1,2739523,14352176,False,,8558137.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b565d5b1badc05d29c'}]",0.0,,,,,,,,,,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b558d16a03d3c5ff42'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5665a4f4ef7b9bd5e'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""png""","""false""","""""",32.0,,32940287,1479290163.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.6.0,2.3.6.0,,2016-11-16 11:04:32.655896,36650.0,4100.0
