chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.genes,parameters.genes.__class__,parameters.genes.value,parameters.input,parameters.input.values,parameters.numerical_column,parameters.region,parameters.type,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-08-17 07:13:06.055085,slurm_normal,1471418002.0,0.0,,1.0,main_w1_handler1,2794756,13674266,False,,16041,tabular,7891635.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""4""",,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51216ae593da08007'}]",,"""0""","""ENTREZGENE_ACC""",32.0,,32323090,1471417999.0,ok,1023996.0,hgv_linkToGProfile,1.0.0,,2016-08-17 07:13:24.717336,34804.0,3.0
,,2016-10-22 06:01:03.414570,slurm_normal,1477116088.0,0.0,,1.0,main_w4_handler1,2864434,14146011,False,,8950,bed,8358876.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""1""",,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f00682a7ebfa2a26'}]",,"""0""","""ENTREZGENE_ACC""",32.0,,33851512,1477116085.0,ok,1023996.0,hgv_linkToGProfile,1.0.0,,2016-10-22 06:01:30.159484,,3.0
,,2016-08-18 12:34:00.120418,slurm_normal,1471523664.0,0.0,,1.0,main_w3_handler1,2790738,13681881,False,Job output deleted by user before job completed.,2611869,tabular,7898757.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""8""",,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b572b1fb9989e984f8'}]",,"""0""","""WIKIGENE_ACC""",32.0,,32161459,1471523659.0,ok,1023996.0,hgv_linkToGProfile,1.0.0,,2016-08-18 12:34:25.215455,88441.0,5.0
,,2016-08-18 14:41:39.465101,slurm_normal,1471531313.0,0.0,,1.0,main_w3_handler1,2796066,13682594,False,,7812,tabular,7899137.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""1""",,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b559a3fbac45538a2e'}]",,"""0""","""MIM_GENE""",32.0,,32364779,1471531310.0,ok,1023996.0,hgv_linkToGProfile,1.0.0,,2016-08-18 14:41:55.294415,88706.0,3.0
,,2016-08-23 16:42:14.504427,slurm_normal,1471970718.0,0.0,,1.0,main_w3_handler1,2795401,13706153,False,,149462,tabular,7922507.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""",,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53f411025dc8a8f1b'}]",,"""0""","""ENTREZGENE_ACC""",32.0,,32178017,1471970607.0,ok,1023996.0,hgv_linkToGProfile,1.0.0,,2016-08-23 16:45:19.453551,23663.0,111.0
,,2016-09-03 09:12:50.763584,slurm_normal,1472893994.0,0.0,,1.0,main_w3_handler0,2809522,13775293,False,,41249,tabular,7996623.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""",,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54f955487fdc40afa'}]",,"""0""","""ENTREZGENE_ACC""",32.0,,32752068,1472893989.0,ok,1023996.0,hgv_linkToGProfile,1.0.0,,2016-09-03 09:13:16.516385,,5.0
,,2016-10-01 09:38:39.306275,slurm_normal,1475315314.0,0.0,,1.0,main_w4_handler0,2214915,13987396,False,,7745,tabular,8207021.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""3""",,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a0646fb8a1555871'}]",,"""0""","""HGNC_ACC""",32.0,,33246228,1475315309.0,ok,1023996.0,hgv_linkToGProfile,1.0.0,,2016-10-01 09:48:35.549696,59987.0,5.0
,,2016-10-25 20:48:43.748614,slurm_normal,1477428551.0,0.0,,1.0,main_w3_handler0,2786736,14173264,False,,3360559,tabular,8385923.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""1""",,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a5d027294c895dc6'}]",,"""0""","""ENTREZGENE_ACC""",32.0,,32067071,1477428527.0,ok,1023996.0,hgv_linkToGProfile,1.0.0,,2016-10-25 20:49:14.161925,30297.0,24.0
,,2016-09-30 14:43:39.765213,slurm_normal,1475246758.0,1.0,,1.0,main_w4_handler1,2830205,13982974,False,,11728,bed,8202388.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""1""",,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fb318803c8fbd99b'}]",,"""1""","""ENTREZGENE_ACC""",32.0,,33118060,1475246699.0,ok,1023996.0,hgv_linkToGProfile,1.0.0,,2016-09-30 14:46:02.305230,,59.0
,,2016-09-30 14:49:39.625070,slurm_normal,1475247154.0,0.0,,1.0,main_w3_handler1,2830205,13983058,False,,26009,bed,8202456.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""4""",,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d85cb72192d4afce'}]",,"""1""","""ENTREZGENE_ACC""",32.0,,33118060,1475247066.0,ok,1023996.0,hgv_linkToGProfile,1.0.0,,2016-09-30 14:52:41.136874,,88.0
