create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile1,inputFile1_filetype,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.attributes_to_clear,parameters.chromInfo,parameters.dbkey,parameters.inputFile.values,parameters.library_name,parameters.max_discard_fraction,parameters.remove_alignment_information,parameters.remove_duplicate_information,parameters.restore_original_qualities,parameters.sample_alias,parameters.sanitize,parameters.sort_order,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-10-12 14:25:49.057969,slurm_normal_16gb,1476282369.0,0,1.0,main_w3_handler0,2711154,14064036,False,,9418441,9418441,bam,bam,8280924.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c0da59333b595c9c'}]","""null""","""0.01""","""true""","""true""","""true""","""null""","""false""","""coordinate""","""LENIENT""",32.0,,33246115.0,1476282353.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertSam/1.136.0,1.136.0,,2016-10-12 14:26:14.732532,84340.0,16.0
2016-08-23 05:12:15.723171,slurm_normal_16gb,1471929160.0,0,1.0,main_w4_handler1,2799614,13702873,False,,1673835,1673835,bam,bam,7918836.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b0e0428ee525cf16'}]","""null""","""0.01""","""true""","""true""","""true""","""null""","""false""","""coordinate""","""LENIENT""",32.0,,32459026.0,1471929152.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertSam/1.136.0,1.136.0,,2016-08-23 05:12:43.087633,,8.0
2016-10-11 08:43:12.364660,slurm_normal_16gb,1476175426.0,0,1.0,main_w4_handler1,2836013,14051746,False,,9437953,9437953,bam,bam,8269456.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57d2eee020d798684'}]","""null""","""0.01""","""true""","""true""","""true""","""null""","""false""","""coordinate""","""LENIENT""",32.0,,33121338.0,1476175418.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertSam/1.136.0,1.136.0,,2016-10-11 08:43:48.023238,76423.0,8.0
2017-03-22 07:27:46.219063,slurm_normal,1490167761.0,0,1.0,main_w4_handler1,3038327,15362484,False,,453086166,453086166,bam,bam,9501476.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28872033}]","""null""","""0.01""","""true""","""true""","""true""","""null""","""false""","""coordinate""","""LENIENT""",32.0,,36770773.0,1490167669.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertSam/1.136.0,1.136.0,,2017-03-22 07:29:23.611187,100590.0,92.0
2016-12-19 15:01:51.928527,slurm_normal,1482160042.0,0,1.0,main_w3_handler0,2933549,14609056,False,,1586140995,1586140995,bam,bam,8785993.roundup,slurm,,132111800.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27684860}]","""null""","""0.01""","""true""","""true""","""true""","""null""","""false""","""coordinate""","""LENIENT""",32.0,,34933407.0,1482159714.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertSam/1.136.0,1.136.0,,2016-12-19 15:07:23.950579,97136.0,328.0
2017-01-30 20:56:57.316402,slurm_normal,1485809974.0,0,1.0,main_w4_handler0,2965816,14908702,False,,184224,184224,bam,bam,9064740.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28143883}]","""null""","""0.01""","""true""","""true""","""true""","""null""","""false""","""coordinate""","""LENIENT""",32.0,,35698865.0,1485809965.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertSam/1.136.0,1.136.0,,2017-01-30 20:59:36.721423,99128.0,9.0
2017-03-29 02:10:24.874338,reserved,1490753602.0,0,1.0,main_w4_handler0,3049269,15419941,False,,707947769,707947769,bam,bam,9552152.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 28961109}]","""null""","""0.01""","""false""","""false""","""false""","""null""","""false""","""coordinate""","""LENIENT""",32.0,,36046187.0,1490753431.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertSam/1.136.0,1.136.0,,2017-03-29 02:13:24.000920,621.0,171.0
2017-02-23 23:00:44.209084,slurm_normal,1487891755.0,0,1.0,main_w4_handler1,3007983,15124439,False,,5252258677,5252258677,bam,bam,9278349.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 28486652}]","""null""","""0.01""","""true""","""true""","""true""","""null""","""false""","""coordinate""","""LENIENT""",32.0,,36250985.0,1487890848.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertSam/1.136.0,1.136.0,,2017-02-23 23:15:56.253060,100453.0,907.0
2017-02-07 17:36:30.579833,slurm_normal,1486489287.0,0,1.0,main_w3_handler0,2985747,14974694,False,,271524046,271524046,bam,bam,9132365.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""attribute"": ""XS""}, {""__index__"": 1, ""attribute"": ""XM""}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28251154}]","""null""","""0.01""","""true""","""true""","""true""","""null""","""false""","""queryname""","""SILENT""",32.0,,35770269.0,1486489013.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertSam/1.136.0,1.136.0,,2017-02-07 17:41:30.791053,99095.0,274.0
2017-02-07 17:38:59.770418,slurm_normal,1486489488.0,0,1.0,main_w3_handler1,2985747,14974711,False,,757004512,757004512,bam,bam,9132375.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""attribute"": ""XS""}, {""__index__"": 1, ""attribute"": ""XM""}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28251137}]","""null""","""0.01""","""true""","""true""","""true""","""null""","""false""","""queryname""","""SILENT""",32.0,,35770269.0,1486489145.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertSam/1.136.0,1.136.0,,2017-02-07 17:44:51.659921,99095.0,343.0
2017-02-07 19:16:04.828889,slurm_normal,1486495034.0,0,1.0,main_w4_handler1,2985747,14975681,False,,271524046,271524046,bam,bam,9133333.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""attribute"": ""XM""}, {""__index__"": 1, ""attribute"": ""XS""}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28252293}]","""null""","""0.01""","""true""","""true""","""true""","""null""","""false""","""coordinate""","""SILENT""",32.0,,35770269.0,1486494968.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertSam/1.136.0,1.136.0,,2017-02-07 19:17:16.799111,99095.0,66.0
2017-02-07 19:54:19.263047,slurm_normal,1486497781.0,0,1.0,main_w3_handler0,2985747,14976005,False,,757004512,757004512,bam,bam,9133632.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""attribute"": ""XM""}, {""__index__"": 1, ""attribute"": ""XS""}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28252328}]","""null""","""0.01""","""true""","""true""","""true""","""null""","""false""","""coordinate""","""SILENT""",32.0,,35748136.0,1486497263.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertSam/1.136.0,1.136.0,,2017-02-07 20:03:06.390179,99095.0,518.0
2017-02-07 22:50:59.091706,slurm_normal,1486508638.0,0,1.0,main_w3_handler0,2986083,14977372,False,,3915941229,3915941229,bam,bam,9134887.roundup,slurm,,132112168.0,corral-repl,,"""e04c361ced8711e6afcd005056a52a46""","[{""__index__"": 0, ""attribute"": ""XM""}, {""__index__"": 1, ""attribute"": ""XS""}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28254803}]","""null""","""0.01""","""true""","""true""","""true""","""null""","""false""","""coordinate""","""SILENT""",32.0,,,1486507866.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertSam/1.136.0,1.136.0,,2017-02-07 23:04:02.812915,99095.0,772.0
2017-02-07 22:50:58.766012,slurm_normal,1486509262.0,0,1.0,main_w4_handler0,2986083,14977371,False,,8343022843,8343022843,bam,bam,9134888.roundup,slurm,,132112168.0,corral-repl,,"""e04c361ced8711e6afcd005056a52a46""","[{""__index__"": 0, ""attribute"": ""XM""}, {""__index__"": 1, ""attribute"": ""XS""}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28254804}]","""null""","""0.01""","""true""","""true""","""true""","""null""","""false""","""coordinate""","""SILENT""",32.0,,,1486507866.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertSam/1.136.0,1.136.0,,2017-02-07 23:14:26.173160,99095.0,1396.0
2017-02-08 11:34:04.085899,slurm_normal,1486555258.0,0,1.0,main_w4_handler0,2961598,14981750,False,,3915941229,3915941229,bam,bam,9139115.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""attribute"": ""XM""}, {""__index__"": 1, ""attribute"": ""XS""}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28262012}]","""null""","""0.01""","""true""","""true""","""true""","""null""","""false""","""queryname""","""SILENT""",32.0,,35884224.0,1486553649.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertSam/1.136.0,1.136.0,,2017-02-08 12:01:02.674041,98413.0,1609.0
2017-02-08 11:37:02.831260,slurm_normal,1486556299.0,0,1.0,main_w4_handler1,2961598,14981765,False,,8343022843,8343022843,bam,bam,9139136.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""attribute"": ""XM""}, {""__index__"": 1, ""attribute"": ""XS""}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28262021}]","""null""","""0.01""","""true""","""true""","""true""","""null""","""false""","""queryname""","""SILENT""",32.0,,35884224.0,1486553825.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertSam/1.136.0,1.136.0,,2017-02-08 12:18:24.444853,98413.0,2474.0
2017-02-08 11:37:13.925557,slurm_normal,1486556511.0,0,1.0,main_w3_handler1,2961598,14981767,False,,7934890334,7934890334,bam,bam,9139139.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""attribute"": ""XM""}, {""__index__"": 1, ""attribute"": ""XS""}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28262023}]","""null""","""0.01""","""true""","""true""","""true""","""null""","""false""","""queryname""","""SILENT""",32.0,,35884224.0,1486553842.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertSam/1.136.0,1.136.0,,2017-02-08 12:21:53.884737,98413.0,2669.0
2017-03-06 19:00:23.119141,slurm_normal,1488826962.0,0,1.0,main_w3_handler1,3009978,15222711,False,,27666707,27666707,sam,sam,9371328.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28642442}]","""null""","""0.01""","""true""","""true""","""true""","""null""","""false""","""coordinate""","""LENIENT""",32.0,,36465884.0,1488826833.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertSam/1.136.0,1.136.0,,2017-03-06 19:02:47.151217,99424.0,129.0
2017-05-18 05:28:31.017433,slurm_normal,1495085333.0,0,1.0,main_w4_handler1,3017868,15875991,False,,365,365,bam,bam,9975932.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29665842}]","""null""","""0.01""","""true""","""true""","""true""","""null""","""false""","""coordinate""","""LENIENT""",32.0,,37930887.0,1495085328.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertSam/1.136.0,1.136.0,,2017-05-18 05:28:56.123736,101289.0,5.0
