count,count_filetype,create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,names,names_filetype,object_store_id,param_filename,parameters.chromInfo,parameters.count.values,parameters.dbkey,parameters.fasta.values,parameters.names.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-04-10 09:33:09.394306,slurm_normal,1491816817.0,0,20978496,fasta,1.0,main_w3_handler1,3066993,15539275,False,,9664639.roundup,slurm,,132112168.0,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""","[{'src': 'hda', 'id': 29147287}]",,32.0,,37243043,1491816794.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_unique_seqs/1.21.0,1.21.0,,2017-04-10 09:33:39.602718,,23.0
,,2017-04-10 09:33:08.802363,slurm_normal,1491816807.0,0,16734278,fasta,1.0,main_w3_handler0,3066993,15539274,False,,9664640.roundup,slurm,,132112168.0,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""","[{'src': 'hda', 'id': 29147286}]",,32.0,,37243043,1491816795.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_unique_seqs/1.21.0,1.21.0,,2017-04-10 09:33:29.740712,,12.0
,,2017-04-10 09:33:09.897188,slurm_normal,1491816827.0,0,16026840,fasta,1.0,main_w3_handler0,3066993,15539276,False,,9664644.roundup,slurm,,132112168.0,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""","[{'src': 'hda', 'id': 29147288}]",,32.0,,37243043,1491816822.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_unique_seqs/1.21.0,1.21.0,,2017-04-10 09:33:49.445516,,5.0
,,2017-04-10 09:33:11.014461,slurm_normal,1491816853.0,0,15778920,fasta,1.0,main_w4_handler0,3066993,15539278,False,,9664645.roundup,slurm,,132112168.0,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""","[{'src': 'hda', 'id': 29147290}]",,32.0,,37243043,1491816843.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_unique_seqs/1.21.0,1.21.0,,2017-04-10 09:34:54.856612,,10.0
,,2017-03-24 09:49:46.466466,slurm_normal,1490350204.0,0,102847192,fasta,1.0,main_w4_handler1,3042900,15384267,False,,9521283.roundup,slurm,,132112168.0,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""","[{'src': 'hda', 'id': 28904702}]",,32.0,,35082565,1490350192.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_unique_seqs/1.21.0,1.21.0,,2017-03-24 11:37:01.610576,80831.0,12.0
,,2017-03-24 18:51:10.790655,slurm_normal,1490381486.0,0,31361175,fasta,1.0,main_w4_handler0,3042010,15390516,False,,9526511.roundup,slurm,,132112168.0,31361175.0,fasta,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""","[{'src': 'hda', 'id': 28915593}]","[{'src': 'hda', 'id': 28915593}]",32.0,,36762747,1490381475.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_unique_seqs/1.21.0,1.21.0,,2017-03-24 18:51:29.165724,82349.0,11.0
,,2017-03-24 18:51:08.970214,slurm_normal,1490381480.0,0,16938636,fasta,1.0,main_w4_handler0,3042010,15390513,False,,9526510.roundup,slurm,,132112168.0,16938636.0,fasta,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""","[{'src': 'hda', 'id': 28915590}]","[{'src': 'hda', 'id': 28915590}]",32.0,,36762747,1490381472.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_unique_seqs/1.21.0,1.21.0,,2017-03-24 18:51:23.132698,82349.0,8.0
,,2017-03-24 18:51:09.547604,slurm_normal,1490381485.0,0,17066960,fasta,1.0,main_w3_handler1,3042010,15390514,False,,9526513.roundup,slurm,,132112168.0,17066960.0,fasta,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""","[{'src': 'hda', 'id': 28915591}]","[{'src': 'hda', 'id': 28915591}]",32.0,,36762747,1490381479.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_unique_seqs/1.21.0,1.21.0,,2017-03-24 18:51:47.435212,82349.0,6.0
,,2017-03-24 18:51:10.294020,slurm_normal,1490381493.0,0,30570329,fasta,1.0,main_w3_handler1,3042010,15390515,False,,9526514.roundup,slurm,,132112168.0,30570329.0,fasta,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""","[{'src': 'hda', 'id': 28915592}]","[{'src': 'hda', 'id': 28915592}]",32.0,,36762747,1490381484.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_unique_seqs/1.21.0,1.21.0,,2017-03-24 18:51:58.536767,82349.0,9.0
,,2017-03-29 09:55:54.517763,slurm_normal,1490781521.0,0,2038787810,fasta,1.0,main_w3_handler1,2952177,15422503,False,,9554500.roundup,slurm,,132112168.0,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""","[{'src': 'hda', 'id': 28967080}]",,32.0,,36949835,1490781358.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_unique_seqs/1.21.0,1.21.0,,2017-03-29 09:59:12.679491,97888.0,163.0
