chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.fasta.values,parameters.input.values,parameters.mc,parameters.soft,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
20.0,len,2017-07-25 15:48:09.194718,slurm_normal,1500997804.0,0,6953887,fasta,1.0,main_w4_handler1,3172046,16414914,False,,134237,bed,10479864.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/020/704/dataset_20704532.dat""","""?""","[{'src': 'hda', 'id': 30581897}]","[{'src': 'hda', 'id': 30605729}]","""N""","""false""",32.0,,39306791,1500997798.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.26.0.0,2.26.0.0,,2017-07-25 15:50:07.473837,99983.0,6.0
,,2017-07-26 02:17:07.965364,slurm_normal,1501035443.0,0,9398,fasta,1.0,main_w3_handler0,3196581,16419542,False,,99967,bed,10485016.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30566989}]","[{'src': 'hda', 'id': 30614002}]","""N""","""false""",32.0,,39407320,1501035438.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.26.0.0,2.26.0.0,,2017-07-26 02:17:26.266034,69325.0,5.0
,,2017-08-07 14:28:21.810422,slurm_normal,1502116113.0,0,3688030,fasta,1.0,main_w4_handler1,2879029,16521079,False,,660847,gtf,10590542.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 30783366}]","[{'src': 'hda', 'id': 30783318}]","""N""","""false""",32.0,,39751647,1502116109.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.26.0.0,2.26.0.0,,2017-08-07 14:28:34.981213,89728.0,4.0
,,2017-08-11 20:19:01.139237,slurm_normal,1502482781.0,0,832058951,fasta,1.0,main_w3_handler0,2738833,16562999,False,,1704847,bed,10634423.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 25431902}]","[{'src': 'hda', 'id': 30846112}]","""N""","""false""",32.0,,39830502,1502482747.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.26.0.0,2.26.0.0,,2017-08-11 20:19:43.491629,86111.0,34.0
,,2017-12-07 23:25:30.177747,slurm_normal,1512689165.0,0,253935557,fasta,1.0,main_w4_handler1,3357121,17742044,False,,40,bed,11807796,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32808124}]","[{'src': 'hda', 'id': 32808221}]","""N""","""false""",32.0,,42198059,1512689142.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.26.0.0,2.26.0.0,,2017-12-07 23:26:07.101717,116819.0,23.0
,,2017-12-11 14:12:45.261561,slurm_normal,1513001578.0,0,11252,fasta,1.0,main_w3_handler0,3343159,17773054,False,,0,bed,11841859,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 32859271}]","[{'src': 'hda', 'id': 32859269}]","""N""","""false""",32.0,,42304594,1513001574.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.26.0.0,2.26.0.0,,2017-12-11 14:13:01.964813,,4.0
,,2018-02-03 14:29:52.148262,slurm_normal,1517668211.0,0,29676255,fasta,1.0,main_w4_handler1,3397766,18246494,False,,137542647,gtf,12327827,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33639818}]","[{'src': 'hda', 'id': 33629692}]","""N""","""false""",32.0,,43402104,1517668198.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.26.0.0,2.26.0.0,,2018-02-03 14:30:12.515675,120230.0,13.0
