chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.action.__current_case__,parameters.action.action_select,parameters.action.number,parameters.action.step_size,parameters.action.step_size.__current_case__,parameters.action.step_size.step_size,parameters.action.step_size.step_size_select,parameters.action.windowsize,parameters.chromInfo,parameters.dbkey,parameters.sourcename,parameters.type.__current_case__,parameters.type.genome.values,parameters.type.input.values,parameters.type.type_select,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-05-31 20:50:56.728729,slurm_normal,1496268044.0,0,,1.0,,,main_w4_handler0,3104506,15982619,False,,1425405792.0,bed,10078051.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,0.0,5,yes,25,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",0,,"[{'src': 'hda', 'id': 29838616}]",bed,32.0,,38348178.0,1496265228.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.26.0.0,2.26.0.0,,2017-05-31 22:00:47.326664,105589.0,2816.0
,,2017-05-31 20:50:57.196783,slurm_normal,1496266753.0,0,,1.0,,,main_w4_handler0,3104506,15982620,False,,550495073.0,bed,10078077.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,0.0,5,yes,25,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",0,,"[{'src': 'hda', 'id': 29838617}]",bed,32.0,,38348178.0,1496265456.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.26.0.0,2.26.0.0,,2017-05-31 21:39:16.027853,105589.0,1297.0
,,2017-05-31 20:50:55.406719,slurm_normal,1496265416.0,0,,1.0,,,main_w4_handler0,3104506,15982615,False,,871175314.0,bed,10077980.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,0.0,5,yes,25,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",0,,"[{'src': 'hda', 'id': 29838613}]",bed,32.0,,38348178.0,1496264209.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.26.0.0,2.26.0.0,,2017-05-31 21:17:01.223995,105589.0,1207.0
,,2017-05-31 20:50:55.050215,slurm_normal,1496265396.0,0,,1.0,,,main_w4_handler0,3104506,15982614,False,,709302016.0,bed,10077978.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,0.0,5,yes,25,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",0,,"[{'src': 'hda', 'id': 29838612}]",bed,32.0,,38348178.0,1496264117.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.26.0.0,2.26.0.0,,2017-05-31 21:16:42.969950,105589.0,1279.0
,,2017-05-31 20:50:55.847548,slurm_normal,1496264899.0,0,,1.0,,,main_w3_handler0,3104506,15982617,False,,593678664.0,bed,10077977.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,0.0,5,yes,25,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",0,,"[{'src': 'hda', 'id': 29838614}]",bed,32.0,,38348178.0,1496264094.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.26.0.0,2.26.0.0,,2017-05-31 21:08:21.506623,105589.0,805.0
,,2017-05-31 20:50:56.270737,slurm_normal,1496264615.0,0,,1.0,,,main_w4_handler1,3104506,15982618,False,,219178159.0,bed,10077979.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,0.0,5,yes,25,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",0,,"[{'src': 'hda', 'id': 29838615}]",bed,32.0,,38348178.0,1496264207.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.26.0.0,2.26.0.0,,2017-05-31 21:03:39.921882,105589.0,408.0
,,2017-05-31 22:47:06.397819,slurm_normal,1496275520.0,0,,1.0,,,main_w3_handler0,3104506,15983569,False,,593678664.0,bed,10078866.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,1,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",0,,"[{'src': 'hda', 'id': 29838614}]",bed,32.0,,38348178.0,1496271609.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.26.0.0,2.26.0.0,,2017-06-01 00:05:24.837535,105589.0,3911.0
,,2017-05-31 22:47:06.650053,slurm_normal,1496277327.0,0,,1.0,,,main_w3_handler1,3104506,15983570,False,,219178159.0,bed,10079211.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,1,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",0,,"[{'src': 'hda', 'id': 29838615}]",bed,32.0,,38348178.0,1496275529.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.26.0.0,2.26.0.0,,2017-06-01 00:35:33.254236,105589.0,1798.0
,,2017-06-01 00:40:22.233536,slurm_normal,1496277745.0,0,,1.0,,,main_w4_handler0,3104506,15984030,False,,219178159.0,bed,10079389.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,500,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",0,,"[{'src': 'hda', 'id': 29838615}]",bed,32.0,,38354575.0,1496277715.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.26.0.0,2.26.0.0,,2017-06-01 00:42:27.640692,105589.0,30.0
,,2017-06-01 00:40:21.309028,slurm_normal,1496277757.0,0,,1.0,,,main_w3_handler1,3104506,15984028,False,,871175314.0,bed,10079385.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,500,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",0,,"[{'src': 'hda', 'id': 29838613}]",bed,32.0,,38354575.0,1496277655.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.26.0.0,2.26.0.0,,2017-06-01 00:42:40.384502,105589.0,102.0
