create_time,destination_id,end_epoch,exit_code,fastq,fastq2,fastq2_filetype,fastq_filetype,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.allow_and_ignore_empty_lines,parameters.chromInfo,parameters.comment,parameters.dbkey,parameters.description,parameters.input_type.__current_case__,parameters.input_type.fastq,parameters.input_type.fastq2,parameters.input_type.input_type_selector,parameters.library_name,parameters.max_q,parameters.min_q,parameters.platform,parameters.platform_unit,parameters.predicted_insert_size,parameters.quality_format,parameters.read_group_name,parameters.run_date,parameters.sample_name,parameters.sequencing_center,parameters.strip_unpairied_mate_number,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-07-07 15:30:14.481956,slurm_normal,1436283054.0,0,24143463,,,fastq,1.0,main_w1_handler1,2367617,9804673,False,,4105165.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20249974,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24017621,1436283049.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-07 15:30:58.061427,65708.0,5.0
2015-07-07 15:26:50.196340,slurm_normal,1436282841.0,0,32246969,,,fastq,1.0,main_w1_handler1,2367617,9804530,False,,4105104.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20250013,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24017621,1436282833.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-07 15:27:24.127780,65708.0,8.0
2015-07-07 15:25:10.394329,slurm_normal,1436282752.0,0,25389640,,,fastq,1.0,main_w2_handler1,2367617,9804483,False,,4105083.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20250028,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24017621,1436282742.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-07 15:25:57.148121,65708.0,10.0
2015-07-07 15:26:20.932528,slurm_normal,1436282824.0,0,25390880,,,fastq,1.0,main_w1_handler1,2367617,9804518,False,,4105102.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20249956,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24017621,1436282818.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-07 15:27:07.390222,65708.0,6.0
2015-07-07 15:28:06.373572,slurm_normal,1436282920.0,0,32247479,,,fastq,1.0,main_w1_handler2,2367617,9804566,False,,4105129.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20249987,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24017621,1436282913.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-07 15:28:44.947172,65708.0,7.0
2015-07-10 23:13:03.549982,slurm_normal,1436570203.0,0,1684196023,,,fastqsanger,1.0,main_w1_handler0,2369540,9837364,False,,4133731.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20271972,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24055581,1436570008.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-10 23:16:47.556073,65851.0,195.0
2015-07-08 02:15:08.740485,slurm_normal,1436321734.0,0,32247479,,,fastq,1.0,main_w2_handler0,2368378,9808530,False,,4108946.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20257406,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24017621,1436321727.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-08 02:15:36.893433,65708.0,7.0
2015-07-08 04:26:23.227237,slurm_normal,1436329618.0,0,32247479,32246969.0,fastqsanger,fastqsanger,1.0,main_w1_handler2,2368378,9808838,False,,4109270.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,20257974,20257975.0,pe,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24017621,1436329609.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-08 04:27:02.298574,65708.0,9.0
2015-07-08 02:15:10.400090,slurm_normal,1436321746.0,0,25389640,,,fastq,1.0,main_w1_handler2,2368378,9808532,False,,4108950.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20257615,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24017621,1436321740.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-08 02:15:48.122965,65708.0,6.0
2015-07-08 02:14:22.302371,slurm_normal,1436321697.0,0,24144275,,,fastq,1.0,main_w1_handler1,2368378,9808528,False,,4108945.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20257644,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24017621,1436321691.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-08 02:14:59.804635,65708.0,6.0
2015-07-08 02:15:13.092110,slurm_normal,1436321736.0,0,24143463,,,fastq,1.0,main_w1_handler0,2368378,9808534,False,,4108949.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20257637,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24017621,1436321731.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-08 02:15:40.243136,65708.0,5.0
2015-07-08 02:15:13.892748,slurm_normal,1436321754.0,0,24144275,,,fastq,1.0,main_w1_handler0,2368378,9808535,False,,4108952.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20257644,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24017621,1436321748.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-08 02:15:57.822628,65708.0,6.0
2015-07-08 02:15:11.701449,slurm_normal,1436321752.0,0,25390880,,,fastq,1.0,main_w2_handler0,2368378,9808533,False,,4108951.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20257632,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24017621,1436321743.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-08 02:15:53.507046,65708.0,9.0
2015-07-08 02:15:09.395231,slurm_normal,1436321741.0,0,32246969,,,fastq,1.0,main_w2_handler1,2368378,9808531,False,,4108948.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20257409,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24017621,1436321731.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-08 02:15:44.579105,65708.0,10.0
2015-07-08 04:04:50.584165,slurm_normal,1436328324.0,0,44592883,,,fastqsanger,1.0,main_w2_handler1,2368378,9808791,False,,4109222.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20258027,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""unknown sample""","""""","""False""","""LENIENT""",32.0,,24017621,1436328317.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-08 04:05:29.387209,65708.0,7.0
2015-07-08 04:06:33.896165,slurm_normal,1436328432.0,0,44592883,,,fastqsanger,1.0,main_w1_handler2,2368378,9808796,False,,4109227.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20258027,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""unknown sample""","""""","""False""","""LENIENT""",32.0,,24017621,1436328425.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-08 04:07:15.922643,65708.0,7.0
2015-07-08 03:59:52.715686,slurm_normal,1436328024.0,0,44592883,,,fastqsanger,1.0,main_w1_handler1,2368378,9808781,False,,4109212.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20258027,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""unknown sample""","""""","""False""","""LENIENT""",32.0,,24017621,1436328017.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-08 04:00:28.293644,65708.0,7.0
2015-07-08 04:26:58.499222,slurm_normal,1436329658.0,0,25389640,25390880.0,fastqsanger,fastqsanger,1.0,main_w1_handler1,2368378,9808839,False,,4109271.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,20257976,20257977.0,pe,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24017621,1436329651.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-08 04:27:41.072816,65708.0,7.0
2015-07-08 04:35:46.236262,slurm_normal,1436330187.0,0,24143463,24144275.0,fastqsanger,fastqsanger,1.0,main_w1_handler0,2368378,9808881,False,,4109310.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,20257978,20257979.0,pe,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24017621,1436330171.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-08 04:36:30.218323,65708.0,16.0
2015-07-09 18:47:49.506796,slurm_normal,1436467801.0,0,118848380,,,fastqsanger,1.0,main_w1_handler2,2368161,9823246,False,,4122664.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20283571,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,23657781,1436467699.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-09 18:50:05.772384,64938.0,102.0
2015-07-09 23:52:39.097213,slurm_normal,1436486005.0,0,24143463,24144275.0,fastq,fastq,1.0,main_w2_handler0,2370971,9825540,False,,4124915.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,20286886,20286899.0,pe,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24075778,1436485998.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-09 23:53:29.917733,65931.0,7.0
2015-07-13 12:58:02.643554,slurm_normal,1436792321.0,0,118848380,,,fastqsanger,1.0,main_w1_handler1,2368161,9851042,False,,4146115.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20283571,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24091634,1436792305.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-13 12:58:46.887565,64938.0,16.0
2015-07-13 12:43:31.000025,slurm_normal,1436791611.0,0,1548593053,,,fastqsanger,1.0,main_w1_handler1,2368161,9850960,False,,4145998.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20282099,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24091634,1436791438.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-13 12:46:54.229229,64938.0,173.0
2015-07-16 17:15:07.354013,slurm_normal,1437067125.0,0,2092488138,,,fastq,1.0,main_w1_handler2,2378552,9883379,False,,4173355.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20380825,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""SILENT""",32.0,,24007479,1437066938.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-16 17:18:50.765767,65666.0,187.0
2015-07-16 18:57:04.015873,slurm_normal,1437073062.0,0,16137192,,,fastq,1.0,main_w2_handler1,2378552,9885024,False,,4174768.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20383504,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""F27-IonA-96""","""""","""F27-IonA-96""","""""","""False""","""LENIENT""",32.0,,24007479,1437073054.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-16 18:57:44.192260,65666.0,8.0
2015-07-16 20:02:49.683046,slurm_normal,1437077114.0,0,16027181,,,fastq,1.0,main_w1_handler0,2378937,9886271,False,,4175573.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20384739,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""F27-IonA-31""","""""","""F27-IonA-31""","""""","""False""","""LENIENT""",32.0,,24007479,1437077108.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-16 20:05:18.930306,65666.0,6.0
2015-07-16 20:06:50.839559,slurm_normal,1437077291.0,0,32683352,,,fastq,1.0,main_w1_handler2,2378937,9886541,False,,4175622.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20384821,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""F27-IonA-74""","""""","""F27-IonA-74""","""""","""False""","""LENIENT""",32.0,,24007479,1437077284.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-16 20:08:15.439765,65666.0,7.0
2015-07-16 20:02:01.710454,slurm_normal,1437077096.0,0,10256948,,,fastq,1.0,main_w2_handler0,2378937,9886234,False,,4175568.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20384716,,se,"""F27-IonA-13""","""93""","""0""","""""","""""","""""","""Standard""","""F27-IonA-13""","""""","""F27-IonA-13""","""""","""False""","""LENIENT""",32.0,,24007479,1437077088.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-16 20:05:00.831447,65666.0,8.0
2015-07-16 20:03:49.398192,slurm_normal,1437077095.0,0,15980328,,,fastq,1.0,main_w1_handler2,2378937,9886347,False,,4175564.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20384767,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""F27-IonA-43""","""""","""F27-IonA-43""","""""","""False""","""LENIENT""",32.0,,24007479,1437077085.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-16 20:04:58.673512,65666.0,10.0
2015-07-16 20:07:59.853816,slurm_normal,1437077343.0,0,26727477,,,fastq,1.0,main_w2_handler0,2378937,9886575,False,,4175643.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20384863,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""F27-IonA-75""","""""","""F27-IonA-75""","""""","""False""","""LENIENT""",32.0,,24007479,1437077323.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-16 20:09:07.583585,65666.0,20.0
2015-07-16 20:07:24.381198,slurm_normal,1437077390.0,0,14007713,,,fastq,1.0,main_w2_handler0,2378937,9886569,False,,4175640.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20384832,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""F27-IonA-86""","""""","""F27-IonA-86""","""""","""False""","""LENIENT""",32.0,,24007479,1437077299.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-16 20:09:52.633481,65666.0,91.0
2015-07-16 19:59:52.052250,slurm_normal,1437077035.0,0,21012005,,,fastq,1.0,main_w2_handler0,2378937,9886065,False,,4175540.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20384709,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""F27-IonA-01""","""""","""F27-IonA-01""","""""","""False""","""LENIENT""",32.0,,24007479,1437077026.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-16 20:04:00.691755,65666.0,9.0
2015-07-16 20:08:43.959381,slurm_normal,1437077380.0,0,23818328,,,fastq,1.0,main_w1_handler1,2378937,9886581,False,,4175659.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20384881,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""F27-IonA-87""","""""","""F27-IonA-87""","""""","""False""","""LENIENT""",32.0,,24007479,1437077373.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-16 20:09:42.942117,65666.0,7.0
2015-07-16 20:05:32.785317,slurm_normal,1437077174.0,0,34963927,,,fastq,1.0,main_w1_handler2,2378937,9886459,False,,4175592.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20384789,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""F27-IonA-73""","""""","""F27-IonA-73""","""""","""False""","""LENIENT""",32.0,,24007479,1437077163.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-16 20:06:17.129600,65666.0,11.0
2015-07-16 20:06:19.873472,slurm_normal,1437077219.0,0,16551491,,,fastq,1.0,main_w1_handler1,2378937,9886512,False,,4175608.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20384801,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""F27-IonA-85""","""""","""F27-IonA-85""","""""","""False""","""LENIENT""",32.0,,24007479,1437077203.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-16 20:07:02.608698,65666.0,16.0
2015-07-17 14:30:27.758734,slurm_normal,1437143466.0,0,9141080,,,fastq,1.0,main_w1_handler2,2378911,9893176,False,,4182193.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20384285,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24007479,1437143460.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-17 14:31:09.149277,65666.0,6.0
2015-07-17 13:49:28.706131,slurm_normal,1437141005.0,0,15627632,,,fastq,1.0,main_w1_handler0,2379902,9892593,False,,4181619.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20394469,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24007479,1437141000.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-17 13:50:07.860962,65666.0,5.0
2015-07-17 14:28:02.344979,slurm_normal,1437143321.0,0,20894033,,,fastq,1.0,main_w1_handler1,2378911,9893156,False,,4182162.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20384217,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24007479,1437143316.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-17 14:28:44.696976,65666.0,5.0
2015-07-17 14:29:02.048514,slurm_normal,1437143385.0,0,17552595,,,fastq,1.0,main_w1_handler1,2378911,9893165,False,,4182178.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20384257,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24007479,1437143376.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-17 14:29:48.336250,65666.0,9.0
2015-07-17 14:34:39.439364,slurm_normal,1437143727.0,0,53408481,,,fastq,1.0,main_w2_handler1,2378911,9893218,False,,4182230.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20384471,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24007479,1437143717.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-17 14:35:34.939465,65666.0,10.0
2015-07-17 14:25:27.982057,slurm_normal,1437143178.0,0,22212640,,,fastq,1.0,main_w1_handler1,2378911,9893110,False,,4182130.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20384184,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24007479,1437143169.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-17 14:26:22.584853,65666.0,9.0
2015-07-17 14:34:03.245273,slurm_normal,1437143701.0,0,30999150,,,fastq,1.0,main_w1_handler1,2378911,9893208,False,,4182227.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20384409,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24007479,1437143694.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-17 14:35:03.717273,65666.0,7.0
2015-07-17 14:34:56.385665,slurm_normal,1437143741.0,0,12822373,,,fastq,1.0,main_w1_handler1,2378911,9893220,False,,4182233.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20384481,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24007479,1437143734.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-17 14:35:47.843955,65666.0,7.0
2015-07-17 14:23:47.746690,slurm_normal,1437143070.0,0,20619846,,,fastq,1.0,main_w1_handler2,2378911,9893091,False,,4182110.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20384156,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24007479,1437143060.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-17 14:24:31.718255,65666.0,10.0
2015-07-17 14:35:15.122932,slurm_normal,1437143763.0,0,26619723,,,fastq,1.0,main_w1_handler1,2378911,9893224,False,,4182238.roundup,slurm,,132112168.0,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20384489,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",32.0,,24007479,1437143757.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-17 14:36:07.391706,65666.0,6.0
