chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,parameters.input|__identifier__,parameters.mode,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-03-09 13:32:52.044768,slurm_normal,1457530463.0,0,,1.0,main_w1_handler0,2610091,12082877,False,,64289,fasta,6307987.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23758354,,,"""r""",32.0,,28828978.0,1457530460.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-03-09 13:34:26.866045,33310.0,3.0
,,2016-03-09 13:32:53.693672,slurm_normal,1457530463.0,0,,1.0,main_w1_handler0,2610091,12082880,False,,751,fasta,6307988.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23758363,,,"""r""",32.0,,28828978.0,1457530460.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-03-09 13:34:27.652689,33310.0,3.0
,,2016-03-09 13:32:52.599082,slurm_normal,1457530415.0,0,,1.0,main_w1_handler0,2610091,12082878,False,,36209,fasta,6307983.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23758355,,,"""r""",32.0,,28828978.0,1457530411.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-03-09 13:33:37.515387,33310.0,4.0
,,2016-03-09 13:32:54.160497,slurm_normal,1457530406.0,0,,1.0,main_w2_handler1,2610091,12082881,False,,204,fasta,6307980.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23758364,,,"""r""",32.0,,28828978.0,1457530401.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-03-09 13:33:27.099570,33310.0,5.0
,,2016-03-09 13:32:53.125086,slurm_normal,1457530405.0,0,,1.0,main_w1_handler2,2610091,12082879,False,,612,fasta,6307981.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23758362,,,"""r""",32.0,,28828978.0,1457530401.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-03-09 13:33:28.468450,33310.0,4.0
,,2016-03-09 13:32:51.303347,slurm_normal,1457530406.0,0,,1.0,main_w2_handler0,2610091,12082875,False,,29005,fasta,6307982.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23758352,,,"""r""",32.0,,28828978.0,1457530401.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-03-09 13:33:27.283035,33310.0,5.0
,,2016-03-09 13:32:51.796673,slurm_normal,1457530447.0,0,,1.0,main_w1_handler0,2610091,12082876,False,,21009,fasta,6307985.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23758353,,,"""r""",32.0,,28828978.0,1457530435.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-03-09 13:34:10.483669,33310.0,12.0
,,2016-09-16 17:48:56.683558,slurm_normal,1474048230.0,0,,1.0,main_w4_handler1,2803446,13867767,False,,120562310,fasta,8091080.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fa017abf6f007fb4'}]",,"""d""",32.0,,32584519.0,1474048153.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-09-16 17:50:34.118774,,77.0
,,2016-05-18 03:51:17.433469,slurm_normal,1463543509.0,0,,1.0,main_w1_handler1,2656260,12925547,False,,668,fasta,7119926.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d6dda832c6f4405f'}]",,"""d""",32.0,,29397678.0,1463543506.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-05-18 03:51:50.864068,,3.0
,,2016-05-18 11:38:19.335356,slurm_normal,1463571535.0,0,,1.0,main_w1_handler1,2673566,12927951,False,,2000,fasta,7122077.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ddd98f15d7ade893'}]",,"""r""",32.0,,30287260.0,1463571533.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-05-18 11:38:57.606120,33310.0,2.0
,,2016-05-18 13:04:19.685413,slurm_normal,1463576742.0,0,,1.0,main_w1_handler1,2673566,12928546,False,,2007,fasta,7122609.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b307a20b62281b98'}]",,"""r""",32.0,,30287260.0,1463576739.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-05-18 13:05:45.499755,33310.0,3.0
,,2016-05-18 12:34:37.548318,slurm_normal,1463574951.0,0,,1.0,main_w2_handler1,2673566,12928259,False,,106255,fasta,7122352.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50da9cf46aca70711'}]",,"""r""",32.0,,30287260.0,1463574948.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-05-18 12:35:55.448437,33310.0,3.0
,,2016-05-18 12:47:53.384089,slurm_normal,1463575742.0,0,,1.0,main_w1_handler0,2673566,12928376,False,,21243,fasta,7122458.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55a17c5213eb8e499'}]",,"""r""",32.0,,30287260.0,1463575723.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-05-18 12:49:05.006777,33310.0,19.0
,,2016-05-18 12:47:54.492734,slurm_normal,1463575771.0,0,,1.0,main_w1_handler0,2673566,12928377,False,,235,fasta,7122462.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b537a418f7a8c623c6'}]",,"""r""",32.0,,30287260.0,1463575763.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-05-18 12:49:36.339181,33310.0,8.0
,,2016-05-18 13:04:19.240209,slurm_normal,1463576702.0,0,,1.0,main_w2_handler1,2673566,12928545,False,,82890,fasta,7122603.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ac9d5370356084b0'}]",,"""r""",32.0,,30287260.0,1463576698.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-05-18 13:05:07.102735,33310.0,4.0
,,2016-03-30 09:15:57.124877,slurm_normal,1459329398.0,0,,1.0,main_w1_handler2,1702344,12282739,False,,715440,fasta,6492089.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24059177,,,"""r""",32.0,,29283352.0,1459329385.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-03-30 09:16:42.337588,23412.0,13.0
,,2016-03-30 10:06:37.096716,slurm_normal,1459332413.0,0,,1.0,main_w1_handler0,1702344,12282963,False,,26555,fasta,6492247.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24059539,,,"""r""",32.0,,29283352.0,1459332409.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-03-30 10:06:59.010673,23412.0,4.0
,,2017-07-13 12:16:08.547547,slurm_normal,1499948192.0,0,,1.0,main_w4_handler1,2568905,16331021,False,,286589,fasta,10397509.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30472175}]",,"""r""",32.0,,38529278.0,1499948188.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2017-07-13 12:16:40.646279,76975.0,4.0
,,2016-09-20 10:30:01.417949,slurm_normal,1474367430.0,0,,1.0,main_w4_handler0,2826041,13891416,False,,4212,fasta,8115198.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5724a0476f21f3f8f'}]",,"""r""",32.0,,33053968.0,1474367425.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-09-20 10:30:33.095365,,5.0
,,2016-10-18 10:28:40.827821,slurm_normal,1476786649.0,0,,1.0,main_w3_handler1,2827365,14106824,False,,2803943,fasta,8321526.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f421ffc73eaec70c'}]",,"""d""",32.0,,33068373.0,1476786606.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-10-18 10:30:54.609515,,43.0
,,2016-10-18 14:26:13.098973,slurm_normal,1476800853.0,0,,1.0,main_w3_handler0,2827365,14108662,False,,4685202,fasta,8323157.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b525f8ac102c87c710'}]",,"""d""",32.0,,33068373.0,1476800824.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-10-18 14:27:38.422482,,29.0
,,2017-07-13 12:16:10.737343,slurm_normal,1499948218.0,0,,1.0,main_w4_handler1,2568905,16331025,False,,254562,fasta,10397518.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30472179}]",,"""r""",32.0,,38529278.0,1499948215.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2017-07-13 12:17:02.740663,76975.0,3.0
,,2016-09-20 17:50:37.954205,slurm_normal,1474393854.0,0,,1.0,main_w4_handler1,2826630,13897208,False,,1234,fasta,8119891.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51502136cc41499c1'}]",,"""r""",32.0,,33059840.0,1474393850.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-09-20 17:50:56.684964,90628.0,4.0
,,2016-09-21 06:31:24.808658,slurm_normal,1474439515.0,0,,1.0,main_w4_handler0,2812712,13902812,False,,2519,fasta,8125661.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b574c83ffa92999aba'}]",,"""r""",32.0,,33067778.0,1474439510.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-09-21 06:31:56.349002,90628.0,5.0
,,2017-07-13 12:16:10.268914,slurm_normal,1499948203.0,0,,1.0,main_w4_handler0,2568905,16331024,False,,249504,fasta,10397513.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30472178}]",,"""r""",32.0,,38529278.0,1499948199.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2017-07-13 12:16:45.184202,76975.0,4.0
,,2017-07-13 12:16:11.705568,slurm_normal,1499948232.0,0,,1.0,main_w4_handler1,2568905,16331027,False,,2812989,fasta,10397521.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30472181}]",,"""r""",32.0,,38529278.0,1499948228.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2017-07-13 12:17:16.044880,76975.0,4.0
,,2016-04-18 13:46:01.674417,slurm_normal,1460987244.0,0,,1.0,main_w1_handler1,2673566,12505204,False,,14377,fasta,6697002.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55d4e20a640fdde21'}]",,"""r""",32.0,,29581613.0,1460987240.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-04-18 13:47:28.939671,33310.0,4.0
,,2016-04-18 13:45:58.197660,slurm_normal,1460987200.0,0,,1.0,main_w2_handler1,2673566,12505201,False,,954472,fasta,6696991.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e370fbc6c8ffa0b4'}]",,"""r""",32.0,,29581613.0,1460987194.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-04-18 13:46:45.570901,33310.0,6.0
,,2016-04-18 13:46:02.050235,slurm_normal,1460987225.0,0,,1.0,main_w1_handler2,2673566,12505205,False,,24416,fasta,6696993.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e545f7913bfed569'}]",,"""r""",32.0,,29581613.0,1460987216.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-04-18 13:47:09.641301,33310.0,9.0
,,2016-04-18 13:46:02.341230,slurm_normal,1460987244.0,0,,1.0,main_w2_handler0,2673566,12505206,False,,18478,fasta,6696998.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5203a8aabbdcf38d2'}]",,"""r""",32.0,,29581613.0,1460987234.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-04-18 13:47:30.540174,33310.0,10.0
,,2016-04-18 13:46:01.254375,slurm_normal,1460987223.0,0,,1.0,main_w2_handler1,2673566,12505203,False,,1114789,fasta,6696994.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fa2c90d0fed9b5de'}]",,"""r""",32.0,,29581613.0,1460987219.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-04-18 13:47:09.010313,33310.0,4.0
,,2016-04-18 13:46:00.375273,slurm_normal,1460987225.0,0,,1.0,main_w1_handler2,2673566,12505202,False,,1853718,fasta,6696992.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b512014d6d040ce9c3'}]",,"""r""",32.0,,29581613.0,1460987216.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-04-18 13:47:09.234496,33310.0,9.0
,,2016-04-22 15:22:07.500200,slurm_normal,1461338547.0,0,,1.0,main_w1_handler0,1363409,12569283,False,,176,fasta,6754757.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f175412f0fbfc607'}]",,"""r""",32.0,,29725355.0,1461338542.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-04-22 15:22:29.000651,32626.0,5.0
,,2016-04-22 15:22:07.098621,slurm_normal,1461338558.0,0,,1.0,main_w1_handler2,1363409,12569282,False,,519,fasta,6754762.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5006f0c078c193df0'}]",,"""r""",32.0,,29725355.0,1461338554.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-04-22 15:22:43.161273,32626.0,4.0
,,2016-04-22 15:22:06.091380,slurm_normal,1461338542.0,0,,1.0,main_w1_handler0,1363409,12569280,False,,959,fasta,6754754.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ab73373b292bb18e'}]",,"""r""",32.0,,29725355.0,1461338537.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-04-22 15:22:25.722213,32626.0,5.0
,,2016-04-25 11:35:58.444925,slurm_normal,1461584189.0,0,,1.0,main_w2_handler0,1363409,12605275,False,,24513213,fasta,6803506.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5835fcf33596eb434'}]",,"""r""",32.0,,29725355.0,1461584183.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-04-25 11:36:30.849558,32626.0,6.0
,,2016-04-23 20:47:18.678443,slurm_normal,1461444479.0,0,,1.0,main_w1_handler2,1363409,12583788,False,,18978132,fasta,6786686.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56e4bbdc1fd765730'}]",,"""r""",32.0,,29779221.0,1461444454.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-04-23 20:48:01.467001,32626.0,25.0
,,2016-04-23 20:47:17.810075,slurm_normal,1461444453.0,0,,1.0,main_w2_handler1,1363409,12583786,False,,16571250,fasta,6786685.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ae361f375ca78c6f'}]",,"""r""",32.0,,29779221.0,1461444448.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0,1.0.0,,2016-04-23 20:47:34.477077,32626.0,5.0
