count,count_filetype,create_time,destination_id,dist,dist_filetype,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,name,name_filetype,object_store_id,param_filename,parameters.chromInfo,parameters.count.values,parameters.cutoff,parameters.dbkey,parameters.hard,parameters.matrix.__current_case__,parameters.matrix.dist.values,parameters.matrix.format,parameters.matrix.name.values,parameters.method,parameters.precision,parameters.sim,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
122879556.0,fastq,2017-03-19 11:22:31.676113,slurm_normal,122879556,fastq,1489922561.0,0,1.0,main_w4_handler0,3027308,15335315,False,,9475499.roundup,slurm,,132112168.0,122879556.0,fastq,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 28715983}]","""0.0""","""?""","""true""",0.0,"[{'src': 'hda', 'id': 28715983}]",column,"[{'src': 'hda', 'id': 28715983}]","""average""","""100""","""false""",32.0,,36633601,1489922556.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_cluster/1.28.0,1.28.0,,2017-03-19 11:22:43.765363,92765.0,5.0
61439778.0,fasta,2017-03-19 11:22:53.636445,slurm_normal,61439778,fasta,1489922598.0,0,1.0,main_w4_handler0,3027308,15335346,False,,9475514.roundup,slurm,,132112168.0,61439778.0,fasta,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 28746890}]","""0.0""","""?""","""true""",0.0,"[{'src': 'hda', 'id': 28746890}]",column,"[{'src': 'hda', 'id': 28746890}]","""average""","""100""","""false""",32.0,,36633601,1489922592.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_cluster/1.28.0,1.28.0,,2017-03-19 11:23:20.856873,92765.0,6.0
61439778.0,fasta,2017-03-19 11:22:54.979402,slurm_normal,61439778,fasta,1489922601.0,0,1.0,main_w4_handler0,3027308,15335348,False,,9475515.roundup,slurm,,132112168.0,61439778.0,fasta,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 28746892}]","""0.0""","""?""","""true""",0.0,"[{'src': 'hda', 'id': 28746892}]",column,"[{'src': 'hda', 'id': 28746892}]","""average""","""100""","""false""",32.0,,36633601,1489922595.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_cluster/1.28.0,1.28.0,,2017-03-19 11:23:23.893392,92765.0,6.0
0.0,tabular,2017-03-19 11:23:01.804578,slurm_normal,0,tabular,1489922639.0,0,1.0,main_w4_handler0,3027308,15335357,False,,9475530.roundup,slurm,,132112168.0,0.0,tabular,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 28747047}]","""0.0""","""?""","""true""",0.0,"[{'src': 'hda', 'id': 28747047}]",column,"[{'src': 'hda', 'id': 28747047}]","""average""","""100""","""false""",32.0,,36633601,1489922634.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_cluster/1.28.0,1.28.0,,2017-03-19 11:24:01.683667,92765.0,5.0
380516.0,html,2017-03-19 11:22:35.090074,slurm_normal,380516,html,1489922590.0,0,1.0,main_w3_handler0,3027308,15335320,False,,9475511.roundup,slurm,,132112168.0,380516.0,html,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 28716025}]","""0.0""","""?""","""true""",0.0,"[{'src': 'hda', 'id': 28716025}]",column,"[{'src': 'hda', 'id': 28716025}]","""average""","""100""","""false""",32.0,,36633601,1489922584.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_cluster/1.28.0,1.28.0,,2017-03-19 11:23:13.411001,92765.0,6.0
35597246.0,fastqsanger,2017-03-19 11:22:40.705361,slurm_normal,35597246,fastqsanger,1489922604.0,0,1.0,main_w3_handler0,3027308,15335329,False,,9475517.roundup,slurm,,132112168.0,35597246.0,fastqsanger,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 28716033}]","""0.0""","""?""","""true""",0.0,"[{'src': 'hda', 'id': 28716033}]",column,"[{'src': 'hda', 'id': 28716033}]","""average""","""100""","""false""",32.0,,36633601,1489922598.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_cluster/1.28.0,1.28.0,,2017-03-19 11:23:26.552034,92765.0,6.0
1285.0,ipynb,2017-03-19 11:22:52.237410,slurm_normal,1285,ipynb,1489922696.0,0,1.0,main_w3_handler0,3027308,15335344,False,,9475552.roundup,slurm,,132112168.0,1285.0,ipynb,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 28716961}]","""0.0""","""?""","""true""",0.0,"[{'src': 'hda', 'id': 28716961}]",column,"[{'src': 'hda', 'id': 28716961}]","""average""","""100""","""false""",32.0,,36633601,1489922691.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_cluster/1.28.0,1.28.0,,2017-03-19 11:24:58.421860,92765.0,5.0
61957421.0,fasta,2017-03-19 11:22:57.704650,slurm_normal,61957421,fasta,1489922699.0,0,1.0,main_w3_handler0,3027308,15335351,False,,9475555.roundup,slurm,,132112168.0,61957421.0,fasta,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 28747004}]","""0.0""","""?""","""true""",0.0,"[{'src': 'hda', 'id': 28747004}]",column,"[{'src': 'hda', 'id': 28747004}]","""average""","""100""","""false""",32.0,,36633601,1489922694.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_cluster/1.28.0,1.28.0,,2017-03-19 11:25:01.986787,92765.0,5.0
470559.0,html,2017-03-19 11:23:09.882819,slurm_normal,470559,html,1489922749.0,0,1.0,main_w3_handler0,3027308,15335370,False,,9475574.roundup,slurm,,132112168.0,470559.0,html,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 28764343}]","""0.0""","""?""","""true""",0.0,"[{'src': 'hda', 'id': 28764343}]",column,"[{'src': 'hda', 'id': 28764343}]","""average""","""100""","""false""",32.0,,36633601,1489922744.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_cluster/1.28.0,1.28.0,,2017-03-19 11:25:51.583476,92765.0,5.0
6677.0,fastqsanger,2017-03-19 11:23:11.908689,slurm_normal,6677,fastqsanger,1489922756.0,0,1.0,main_w3_handler0,3027308,15335373,False,,9475576.roundup,slurm,,132112168.0,6677.0,fastqsanger,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 28786980}]","""0.0""","""?""","""true""",0.0,"[{'src': 'hda', 'id': 28786980}]",column,"[{'src': 'hda', 'id': 28786980}]","""average""","""100""","""false""",32.0,,36633601,1489922750.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_cluster/1.28.0,1.28.0,,2017-03-19 11:26:00.100008,92765.0,6.0
